,organism,antibiotic,region,date,forecast
417,K-pneumoniae,Amikacin,South West,2025-10-01,0.19726382
418,K-pneumoniae,Amikacin,South West,2025-11-01,0.2712749
419,K-pneumoniae,Amikacin,South West,2025-12-01,0.25407553
420,K-pneumoniae,Amikacin,West Midlands,2025-07-01,0.68432623
421,K-pneumoniae,Amikacin,West Midlands,2025-08-01,0.80906796
422,K-pneumoniae,Amikacin,West Midlands,2025-09-01,1.1578474
423,K-pneumoniae,Amikacin,West Midlands,2025-10-01,1.5726544
424,K-pneumoniae,Amikacin,West Midlands,2025-11-01,1.8769208
425,K-pneumoniae,Amikacin,West Midlands,2025-12-01,1.8250961
426,K-pneumoniae,Amikacin,Yorkshire and Humber,2025-07-01,2.9663517
427,K-pneumoniae,Amikacin,Yorkshire and Humber,2025-08-01,3.6450284
428,K-pneumoniae,Amikacin,Yorkshire and Humber,2025-09-01,5.3275824
429,K-pneumoniae,Amikacin,Yorkshire and Humber,2025-10-01,5.4060235
430,K-pneumoniae,Amikacin,Yorkshire and Humber,2025-11-01,5.537167
431,K-pneumoniae,Amikacin,Yorkshire and Humber,2025-12-01,5.29181
432,K-pneumoniae,Carbapenems,East Midlands,2025-07-01,1.3861566
433,K-pneumoniae,Carbapenems,East Midlands,2025-08-01,1.673198
434,K-pneumoniae,Carbapenems,East Midlands,2025-09-01,1.9219321
435,K-pneumoniae,Carbapenems,East Midlands,2025-10-01,2.1640952
436,K-pneumoniae,Carbapenems,East Midlands,2025-11-01,2.0924127
437,K-pneumoniae,Carbapenems,East Midlands,2025-12-01,2.0569668
438,K-pneumoniae,Carbapenems,East of England,2025-07-01,1.0302095
439,K-pneumoniae,Carbapenems,East of England,2025-08-01,1.2112455
440,K-pneumoniae,Carbapenems,East of England,2025-09-01,1.6570334
441,K-pneumoniae,Carbapenems,East of England,2025-10-01,1.9001712
442,K-pneumoniae,Carbapenems,East of England,2025-11-01,2.0159714
443,K-pneumoniae,Carbapenems,East of England,2025-12-01,1.9583061
444,K-pneumoniae,Carbapenems,London,2025-07-01,3.3521705
445,K-pneumoniae,Carbapenems,London,2025-08-01,2.997511
446,K-pneumoniae,Carbapenems,London,2025-09-01,3.0141366
447,K-pneumoniae,Carbapenems,London,2025-10-01,2.7679698
448,K-pneumoniae,Carbapenems,London,2025-11-01,2.8118331
449,K-pneumoniae,Carbapenems,London,2025-12-01,2.7075317
450,K-pneumoniae,Carbapenems,North East,2025-07-01,1.8170143
451,K-pneumoniae,Carbapenems,North East,2025-08-01,1.4201005
452,K-pneumoniae,Carbapenems,North East,2025-09-01,1.0872802
453,K-pneumoniae,Carbapenems,North East,2025-10-01,0.91552514
454,K-pneumoniae,Carbapenems,North East,2025-11-01,0.9436805
455,K-pneumoniae,Carbapenems,North East,2025-12-01,1.0212569
456,K-pneumoniae,Carbapenems,North West,2025-07-01,2.1461973
457,K-pneumoniae,Carbapenems,North West,2025-08-01,1.812402
458,K-pneumoniae,Carbapenems,North West,2025-09-01,1.5408055
459,K-pneumoniae,Carbapenems,North West,2025-10-01,1.5743694
460,K-pneumoniae,Carbapenems,North West,2025-11-01,1.5380889
461,K-pneumoniae,Carbapenems,North West,2025-12-01,1.5239562
462,K-pneumoniae,Carbapenems,South East,2025-07-01,0.3615762
463,K-pneumoniae,Carbapenems,South East,2025-08-01,0.46867746
464,K-pneumoniae,Carbapenems,South East,2025-09-01,0.49271902
465,K-pneumoniae,Carbapenems,South East,2025-10-01,0.3975219
466,K-pneumoniae,Carbapenems,South East,2025-11-01,0.36266407
467,K-pneumoniae,Carbapenems,South East,2025-12-01,0.36444604
468,K-pneumoniae,Carbapenems,South West,2025-07-01,0.15001889
469,K-pneumoniae,Carbapenems,South West,2025-08-01,0.23756059
470,K-pneumoniae,Carbapenems,South West,2025-09-01,0.23989812
471,K-pneumoniae,Carbapenems,South West,2025-10-01,0.23169352
472,K-pneumoniae,Carbapenems,South West,2025-11-01,0.21617942
473,K-pneumoniae,Carbapenems,South West,2025-12-01,0.1640362
474,K-pneumoniae,Carbapenems,West Midlands,2025-07-01,1.1561207
475,K-pneumoniae,Carbapenems,West Midlands,2025-08-01,1.6401142
476,K-pneumoniae,Carbapenems,West Midlands,2025-09-01,2.032601
477,K-pneumoniae,Carbapenems,West Midlands,2025-10-01,2.1043322
478,K-pneumoniae,Carbapenems,West Midlands,2025-11-01,2.0357578
479,K-pneumoniae,Carbapenems,West Midlands,2025-12-01,1.9411426
480,K-pneumoniae,Carbapenems,Yorkshire and Humber,2025-07-01,0.52953124
481,K-pneumoniae,Carbapenems,Yorkshire and Humber,2025-08-01,0.42366692
482,K-pneumoniae,Carbapenems,Yorkshire and Humber,2025-09-01,0.3968078
483,K-pneumoniae,Carbapenems,Yorkshire and Humber,2025-10-01,0.34914383
484,K-pneumoniae,Carbapenems,Yorkshire and Humber,2025-11-01,0.34335914
485,K-pneumoniae,Carbapenems,Yorkshire and Humber,2025-12-01,0.35550037
486,K-pneumoniae,Ciprofloxacin,East Midlands,2025-07-01,12.654959
487,K-pneumoniae,Ciprofloxacin,East Midlands,2025-08-01,14.542845
488,K-pneumoniae,Ciprofloxacin,East Midlands,2025-09-01,14.853722
489,K-pneumoniae,Ciprofloxacin,East Midlands,2025-10-01,15.019409
490,K-pneumoniae,Ciprofloxacin,East Midlands,2025-11-01,15.829385
491,K-pneumoniae,Ciprofloxacin,East Midlands,2025-12-01,16.378212
492,K-pneumoniae,Ciprofloxacin,East of England,2025-07-01,21.302315
493,K-pneumoniae,Ciprofloxacin,East of England,2025-08-01,21.392704
494,K-pneumoniae,Ciprofloxacin,East of England,2025-09-01,21.336458
495,K-pneumoniae,Ciprofloxacin,East of England,2025-10-01,20.93841
496,K-pneumoniae,Ciprofloxacin,East of England,2025-11-01,20.571924
497,K-pneumoniae,Ciprofloxacin,East of England,2025-12-01,20.65016
498,K-pneumoniae,Ciprofloxacin,London,2025-07-01,21.796158
499,K-pneumoniae,Ciprofloxacin,London,2025-08-01,22.884655
500,K-pneumoniae,Ciprofloxacin,London,2025-09-01,24.553495
501,K-pneumoniae,Ciprofloxacin,London,2025-10-01,24.546104
502,K-pneumoniae,Ciprofloxacin,London,2025-11-01,24.97197
503,K-pneumoniae,Ciprofloxacin,London,2025-12-01,24.568222
504,K-pneumoniae,Ciprofloxacin,North East,2025-07-01,20.829292
505,K-pneumoniae,Ciprofloxacin,North East,2025-08-01,20.195429
506,K-pneumoniae,Ciprofloxacin,North East,2025-09-01,19.70067
507,K-pneumoniae,Ciprofloxacin,North East,2025-10-01,19.73376
508,K-pneumoniae,Ciprofloxacin,North East,2025-11-01,19.54418
509,K-pneumoniae,Ciprofloxacin,North East,2025-12-01,19.35289
510,K-pneumoniae,Ciprofloxacin,North West,2025-07-01,21.09372
511,K-pneumoniae,Ciprofloxacin,North West,2025-08-01,19.137917
512,K-pneumoniae,Ciprofloxacin,North West,2025-09-01,18.179684
513,K-pneumoniae,Ciprofloxacin,North West,2025-10-01,17.904976
514,K-pneumoniae,Ciprofloxacin,North West,2025-11-01,17.460487
515,K-pneumoniae,Ciprofloxacin,North West,2025-12-01,17.436483
516,K-pneumoniae,Ciprofloxacin,South East,2025-07-01,11.378921
517,K-pneumoniae,Ciprofloxacin,South East,2025-08-01,11.332478
518,K-pneumoniae,Ciprofloxacin,South East,2025-09-01,11.35492
519,K-pneumoniae,Ciprofloxacin,South East,2025-10-01,11.26476
520,K-pneumoniae,Ciprofloxacin,South East,2025-11-01,11.265051
521,K-pneumoniae,Ciprofloxacin,South East,2025-12-01,11.251083
522,K-pneumoniae,Ciprofloxacin,South West,2025-07-01,15.199783
523,K-pneumoniae,Ciprofloxacin,South West,2025-08-01,14.650068
524,K-pneumoniae,Ciprofloxacin,South West,2025-09-01,14.624092
525,K-pneumoniae,Ciprofloxacin,South West,2025-10-01,14.67462
526,K-pneumoniae,Ciprofloxacin,South West,2025-11-01,14.952561
527,K-pneumoniae,Ciprofloxacin,South West,2025-12-01,15.1217985
528,K-pneumoniae,Ciprofloxacin,West Midlands,2025-07-01,13.748776
529,K-pneumoniae,Ciprofloxacin,West Midlands,2025-08-01,15.303728
530,K-pneumoniae,Ciprofloxacin,West Midlands,2025-09-01,15.864441
531,K-pneumoniae,Ciprofloxacin,West Midlands,2025-10-01,16.290949
532,K-pneumoniae,Ciprofloxacin,West Midlands,2025-11-01,16.350164
533,K-pneumoniae,Ciprofloxacin,West Midlands,2025-12-01,16.331968
534,K-pneumoniae,Ciprofloxacin,Yorkshire and Humber,2025-07-01,19.963547
535,K-pneumoniae,Ciprofloxacin,Yorkshire and Humber,2025-08-01,18.73216
536,K-pneumoniae,Ciprofloxacin,Yorkshire and Humber,2025-09-01,19.2618
537,K-pneumoniae,Ciprofloxacin,Yorkshire and Humber,2025-10-01,19.111782
538,K-pneumoniae,Ciprofloxacin,Yorkshire and Humber,2025-11-01,19.08795
539,K-pneumoniae,Ciprofloxacin,Yorkshire and Humber,2025-12-01,18.811716
540,K-pneumoniae,Co-amoxiclav,East Midlands,2025-07-01,26.251642
541,K-pneumoniae,Co-amoxiclav,East Midlands,2025-08-01,27.049122
542,K-pneumoniae,Co-amoxiclav,East Midlands,2025-09-01,28.842377
543,K-pneumoniae,Co-amoxiclav,East Midlands,2025-10-01,28.803692
544,K-pneumoniae,Co-amoxiclav,East Midlands,2025-11-01,28.969858
545,K-pneumoniae,Co-amoxiclav,East Midlands,2025-12-01,28.771711
546,K-pneumoniae,Co-amoxiclav,East of England,2025-07-01,33.91288
547,K-pneumoniae,Co-amoxiclav,East of England,2025-08-01,34.251797
548,K-pneumoniae,Co-amoxiclav,East of England,2025-09-01,33.58628
549,K-pneumoniae,Co-amoxiclav,East of England,2025-10-01,33.056034
550,K-pneumoniae,Co-amoxiclav,East of England,2025-11-01,33.87134
551,K-pneumoniae,Co-amoxiclav,East of England,2025-12-01,34.32573
552,K-pneumoniae,Co-amoxiclav,London,2025-07-01,31.803848
553,K-pneumoniae,Co-amoxiclav,London,2025-08-01,33.646076
554,K-pneumoniae,Co-amoxiclav,London,2025-09-01,35.791313
555,K-pneumoniae,Co-amoxiclav,London,2025-10-01,35.541206
556,K-pneumoniae,Co-amoxiclav,London,2025-11-01,35.67299
557,K-pneumoniae,Co-amoxiclav,London,2025-12-01,36.50338
558,K-pneumoniae,Co-amoxiclav,North East,2025-07-01,30.675255
559,K-pneumoniae,Co-amoxiclav,North East,2025-08-01,30.72254
560,K-pneumoniae,Co-amoxiclav,North East,2025-09-01,33.70623
561,K-pneumoniae,Co-amoxiclav,North East,2025-10-01,34.035126
562,K-pneumoniae,Co-amoxiclav,North East,2025-11-01,33.487713
563,K-pneumoniae,Co-amoxiclav,North East,2025-12-01,33.0729
564,K-pneumoniae,Co-amoxiclav,North West,2025-07-01,42.05846
565,K-pneumoniae,Co-amoxiclav,North West,2025-08-01,41.124516
566,K-pneumoniae,Co-amoxiclav,North West,2025-09-01,40.058956
567,K-pneumoniae,Co-amoxiclav,North West,2025-10-01,39.879192
568,K-pneumoniae,Co-amoxiclav,North West,2025-11-01,39.879654
569,K-pneumoniae,Co-amoxiclav,North West,2025-12-01,40.16601
570,K-pneumoniae,Co-amoxiclav,South East,2025-07-01,34.087402
571,K-pneumoniae,Co-amoxiclav,South East,2025-08-01,34.634384
572,K-pneumoniae,Co-amoxiclav,South East,2025-09-01,34.651215
573,K-pneumoniae,Co-amoxiclav,South East,2025-10-01,34.940384
574,K-pneumoniae,Co-amoxiclav,South East,2025-11-01,34.90945
575,K-pneumoniae,Co-amoxiclav,South East,2025-12-01,34.90945
576,K-pneumoniae,Co-amoxiclav,South West,2025-07-01,25.13685
577,K-pneumoniae,Co-amoxiclav,South West,2025-08-01,22.54223
578,K-pneumoniae,Co-amoxiclav,South West,2025-09-01,23.251772
579,K-pneumoniae,Co-amoxiclav,South West,2025-10-01,23.12706
580,K-pneumoniae,Co-amoxiclav,South West,2025-11-01,24.61981
581,K-pneumoniae,Co-amoxiclav,South West,2025-12-01,25.053427
582,K-pneumoniae,Co-amoxiclav,West Midlands,2025-07-01,21.912136
583,K-pneumoniae,Co-amoxiclav,West Midlands,2025-08-01,23.20023
584,K-pneumoniae,Co-amoxiclav,West Midlands,2025-09-01,23.880571
585,K-pneumoniae,Co-amoxiclav,West Midlands,2025-10-01,23.68884
586,K-pneumoniae,Co-amoxiclav,West Midlands,2025-11-01,23.98457
587,K-pneumoniae,Co-amoxiclav,West Midlands,2025-12-01,24.049807
588,K-pneumoniae,Co-amoxiclav,Yorkshire and Humber,2025-07-01,31.359392
589,K-pneumoniae,Co-amoxiclav,Yorkshire and Humber,2025-08-01,31.30165
590,K-pneumoniae,Co-amoxiclav,Yorkshire and Humber,2025-09-01,31.969425
591,K-pneumoniae,Co-amoxiclav,Yorkshire and Humber,2025-10-01,32.179596
592,K-pneumoniae,Co-amoxiclav,Yorkshire and Humber,2025-11-01,31.692137
593,K-pneumoniae,Co-amoxiclav,Yorkshire and Humber,2025-12-01,31.478897
594,K-pneumoniae,Gentamicin,East Midlands,2025-07-01,6.6308126
595,K-pneumoniae,Gentamicin,East Midlands,2025-08-01,7.888138
596,K-pneumoniae,Gentamicin,East Midlands,2025-09-01,8.234107
597,K-pneumoniae,Gentamicin,East Midlands,2025-10-01,8.625041
598,K-pneumoniae,Gentamicin,East Midlands,2025-11-01,8.4532385
599,K-pneumoniae,Gentamicin,East Midlands,2025-12-01,8.6921425
600,K-pneumoniae,Gentamicin,East of England,2025-07-01,13.162708
601,K-pneumoniae,Gentamicin,East of England,2025-08-01,13.390788
602,K-pneumoniae,Gentamicin,East of England,2025-09-01,14.520457
603,K-pneumoniae,Gentamicin,East of England,2025-10-01,14.926856
604,K-pneumoniae,Gentamicin,East of England,2025-11-01,15.321369
605,K-pneumoniae,Gentamicin,East of England,2025-12-01,15.201325
606,K-pneumoniae,Gentamicin,London,2025-07-01,13.868693
607,K-pneumoniae,Gentamicin,London,2025-08-01,15.19934
608,K-pneumoniae,Gentamicin,London,2025-09-01,17.302628
609,K-pneumoniae,Gentamicin,London,2025-10-01,17.45616
610,K-pneumoniae,Gentamicin,London,2025-11-01,17.51699
611,K-pneumoniae,Gentamicin,London,2025-12-01,17.051994
612,K-pneumoniae,Gentamicin,North East,2025-07-01,13.848784
613,K-pneumoniae,Gentamicin,North East,2025-08-01,14.408211
614,K-pneumoniae,Gentamicin,North East,2025-09-01,14.934277
615,K-pneumoniae,Gentamicin,North East,2025-10-01,15.68522
616,K-pneumoniae,Gentamicin,North East,2025-11-01,15.836102
617,K-pneumoniae,Gentamicin,North East,2025-12-01,15.8750725
618,K-pneumoniae,Gentamicin,North West,2025-07-01,10.232112
619,K-pneumoniae,Gentamicin,North West,2025-08-01,9.977693
620,K-pneumoniae,Gentamicin,North West,2025-09-01,10.23858
621,K-pneumoniae,Gentamicin,North West,2025-10-01,10.238978
622,K-pneumoniae,Gentamicin,North West,2025-11-01,10.113316
623,K-pneumoniae,Gentamicin,North West,2025-12-01,10.033268
624,K-pneumoniae,Gentamicin,South East,2025-07-01,7.2632465
625,K-pneumoniae,Gentamicin,South East,2025-08-01,7.5284634
626,K-pneumoniae,Gentamicin,South East,2025-09-01,7.810841
627,K-pneumoniae,Gentamicin,South East,2025-10-01,7.6441627
628,K-pneumoniae,Gentamicin,South East,2025-11-01,7.655375
629,K-pneumoniae,Gentamicin,South East,2025-12-01,7.604661
630,K-pneumoniae,Gentamicin,South West,2025-07-01,7.3866906
631,K-pneumoniae,Gentamicin,South West,2025-08-01,6.3850727
632,K-pneumoniae,Gentamicin,South West,2025-09-01,8.621443
633,K-pneumoniae,Gentamicin,South West,2025-10-01,8.889755
634,K-pneumoniae,Gentamicin,South West,2025-11-01,9.364535
635,K-pneumoniae,Gentamicin,South West,2025-12-01,9.207578
636,K-pneumoniae,Gentamicin,West Midlands,2025-07-01,6.6136365
637,K-pneumoniae,Gentamicin,West Midlands,2025-08-01,7.491277
638,K-pneumoniae,Gentamicin,West Midlands,2025-09-01,8.344343
639,K-pneumoniae,Gentamicin,West Midlands,2025-10-01,7.9898114
640,K-pneumoniae,Gentamicin,West Midlands,2025-11-01,8.010852
641,K-pneumoniae,Gentamicin,West Midlands,2025-12-01,8.347863
642,K-pneumoniae,Gentamicin,Yorkshire and Humber,2025-07-01,9.181095
643,K-pneumoniae,Gentamicin,Yorkshire and Humber,2025-08-01,9.773542
644,K-pneumoniae,Gentamicin,Yorkshire and Humber,2025-09-01,10.196386
645,K-pneumoniae,Gentamicin,Yorkshire and Humber,2025-10-01,10.369622
646,K-pneumoniae,Gentamicin,Yorkshire and Humber,2025-11-01,9.930256
647,K-pneumoniae,Gentamicin,Yorkshire and Humber,2025-12-01,9.622352
648,K-pneumoniae,Piperacillin with tazobactam,East Midlands,2025-07-01,17.80059
649,K-pneumoniae,Piperacillin with tazobactam,East Midlands,2025-08-01,19.078499
650,K-pneumoniae,Piperacillin with tazobactam,East Midlands,2025-09-01,19.525288
651,K-pneumoniae,Piperacillin with tazobactam,East Midlands,2025-10-01,19.153755
652,K-pneumoniae,Piperacillin with tazobactam,East Midlands,2025-11-01,19.136372
653,K-pneumoniae,Piperacillin with tazobactam,East Midlands,2025-12-01,19.265472
654,K-pneumoniae,Piperacillin with tazobactam,East of England,2025-07-01,27.077005
655,K-pneumoniae,Piperacillin with tazobactam,East of England,2025-08-01,25.350924
656,K-pneumoniae,Piperacillin with tazobactam,East of England,2025-09-01,25.892994
657,K-pneumoniae,Piperacillin with tazobactam,East of England,2025-10-01,25.4555
658,K-pneumoniae,Piperacillin with tazobactam,East of England,2025-11-01,26.33863
659,K-pneumoniae,Piperacillin with tazobactam,East of England,2025-12-01,26.628578
660,K-pneumoniae,Piperacillin with tazobactam,London,2025-07-01,24.737253
661,K-pneumoniae,Piperacillin with tazobactam,London,2025-08-01,24.898085
662,K-pneumoniae,Piperacillin with tazobactam,London,2025-09-01,26.95699
663,K-pneumoniae,Piperacillin with tazobactam,London,2025-10-01,26.955414
664,K-pneumoniae,Piperacillin with tazobactam,London,2025-11-01,27.772617
665,K-pneumoniae,Piperacillin with tazobactam,London,2025-12-01,27.167402
666,K-pneumoniae,Piperacillin with tazobactam,North East,2025-07-01,23.184616
667,K-pneumoniae,Piperacillin with tazobactam,North East,2025-08-01,23.435457
668,K-pneumoniae,Piperacillin with tazobactam,North East,2025-09-01,25.807283
669,K-pneumoniae,Piperacillin with tazobactam,North East,2025-10-01,25.507475
670,K-pneumoniae,Piperacillin with tazobactam,North East,2025-11-01,24.953783
671,K-pneumoniae,Piperacillin with tazobactam,North East,2025-12-01,23.667826
672,K-pneumoniae,Piperacillin with tazobactam,North West,2025-07-01,27.045176
673,K-pneumoniae,Piperacillin with tazobactam,North West,2025-08-01,24.168285
674,K-pneumoniae,Piperacillin with tazobactam,North West,2025-09-01,22.9142
675,K-pneumoniae,Piperacillin with tazobactam,North West,2025-10-01,23.257824
676,K-pneumoniae,Piperacillin with tazobactam,North West,2025-11-01,24.303686
677,K-pneumoniae,Piperacillin with tazobactam,North West,2025-12-01,24.866686
678,K-pneumoniae,Piperacillin with tazobactam,South East,2025-07-01,18.169619
679,K-pneumoniae,Piperacillin with tazobactam,South East,2025-08-01,18.127865
680,K-pneumoniae,Piperacillin with tazobactam,South East,2025-09-01,18.124743
681,K-pneumoniae,Piperacillin with tazobactam,South East,2025-10-01,18.117884
682,K-pneumoniae,Piperacillin with tazobactam,South East,2025-11-01,18.11127
683,K-pneumoniae,Piperacillin with tazobactam,South East,2025-12-01,18.11127
684,K-pneumoniae,Piperacillin with tazobactam,South West,2025-07-01,19.281982
685,K-pneumoniae,Piperacillin with tazobactam,South West,2025-08-01,17.857958
686,K-pneumoniae,Piperacillin with tazobactam,South West,2025-09-01,18.271902
687,K-pneumoniae,Piperacillin with tazobactam,South West,2025-10-01,18.295189
688,K-pneumoniae,Piperacillin with tazobactam,South West,2025-11-01,18.457254
689,K-pneumoniae,Piperacillin with tazobactam,South West,2025-12-01,18.768717
690,K-pneumoniae,Piperacillin with tazobactam,West Midlands,2025-07-01,21.040686
691,K-pneumoniae,Piperacillin with tazobactam,West Midlands,2025-08-01,21.848543
692,K-pneumoniae,Piperacillin with tazobactam,West Midlands,2025-09-01,22.75101
693,K-pneumoniae,Piperacillin with tazobactam,West Midlands,2025-10-01,23.646397
694,K-pneumoniae,Piperacillin with tazobactam,West Midlands,2025-11-01,23.53412
695,K-pneumoniae,Piperacillin with tazobactam,West Midlands,2025-12-01,24.042881
696,K-pneumoniae,Piperacillin with tazobactam,Yorkshire and Humber,2025-07-01,28.04778
697,K-pneumoniae,Piperacillin with tazobactam,Yorkshire and Humber,2025-08-01,24.570528
698,K-pneumoniae,Piperacillin with tazobactam,Yorkshire and Humber,2025-09-01,25.101456
699,K-pneumoniae,Piperacillin with tazobactam,Yorkshire and Humber,2025-10-01,24.919867
700,K-pneumoniae,Piperacillin with tazobactam,Yorkshire and Humber,2025-11-01,26.40375
701,K-pneumoniae,Piperacillin with tazobactam,Yorkshire and Humber,2025-12-01,25.821873
702,K-pneumoniae,Third Generation Cephalosporins,East Midlands,2025-07-01,15.286873
703,K-pneumoniae,Third Generation Cephalosporins,East Midlands,2025-08-01,16.132038
704,K-pneumoniae,Third Generation Cephalosporins,East Midlands,2025-09-01,16.458212
705,K-pneumoniae,Third Generation Cephalosporins,East Midlands,2025-10-01,16.902348
706,K-pneumoniae,Third Generation Cephalosporins,East Midlands,2025-11-01,17.395515
707,K-pneumoniae,Third Generation Cephalosporins,East Midlands,2025-12-01,17.095898
708,K-pneumoniae,Third Generation Cephalosporins,East of England,2025-07-01,20.136915
709,K-pneumoniae,Third Generation Cephalosporins,East of England,2025-08-01,20.040339
710,K-pneumoniae,Third Generation Cephalosporins,East of England,2025-09-01,19.984808
711,K-pneumoniae,Third Generation Cephalosporins,East of England,2025-10-01,19.539858
712,K-pneumoniae,Third Generation Cephalosporins,East of England,2025-11-01,19.130331
713,K-pneumoniae,Third Generation Cephalosporins,East of England,2025-12-01,18.77337
714,K-pneumoniae,Third Generation Cephalosporins,London,2025-07-01,23.652225
715,K-pneumoniae,Third Generation Cephalosporins,London,2025-08-01,24.647015
716,K-pneumoniae,Third Generation Cephalosporins,London,2025-09-01,25.15631
717,K-pneumoniae,Third Generation Cephalosporins,London,2025-10-01,24.959656
718,K-pneumoniae,Third Generation Cephalosporins,London,2025-11-01,24.933897
719,K-pneumoniae,Third Generation Cephalosporins,London,2025-12-01,25.140354
720,K-pneumoniae,Third Generation Cephalosporins,North East,2025-07-01,20.971243
721,K-pneumoniae,Third Generation Cephalosporins,North East,2025-08-01,22.166674
722,K-pneumoniae,Third Generation Cephalosporins,North East,2025-09-01,23.471836
723,K-pneumoniae,Third Generation Cephalosporins,North East,2025-10-01,25.607342
724,K-pneumoniae,Third Generation Cephalosporins,North East,2025-11-01,24.698748
725,K-pneumoniae,Third Generation Cephalosporins,North East,2025-12-01,24.630693
726,K-pneumoniae,Third Generation Cephalosporins,North West,2025-07-01,21.489914
727,K-pneumoniae,Third Generation Cephalosporins,North West,2025-08-01,19.66814
728,K-pneumoniae,Third Generation Cephalosporins,North West,2025-09-01,19.359428
729,K-pneumoniae,Third Generation Cephalosporins,North West,2025-10-01,19.272385
730,K-pneumoniae,Third Generation Cephalosporins,North West,2025-11-01,19.216349
731,K-pneumoniae,Third Generation Cephalosporins,North West,2025-12-01,18.86524
732,K-pneumoniae,Third Generation Cephalosporins,South East,2025-07-01,14.911977
733,K-pneumoniae,Third Generation Cephalosporins,South East,2025-08-01,15.00733
734,K-pneumoniae,Third Generation Cephalosporins,South East,2025-09-01,15.189113
735,K-pneumoniae,Third Generation Cephalosporins,South East,2025-10-01,15.371249
736,K-pneumoniae,Third Generation Cephalosporins,South East,2025-11-01,15.270931
737,K-pneumoniae,Third Generation Cephalosporins,South East,2025-12-01,15.141873
738,K-pneumoniae,Third Generation Cephalosporins,South West,2025-07-01,13.60996
739,K-pneumoniae,Third Generation Cephalosporins,South West,2025-08-01,13.734475
740,K-pneumoniae,Third Generation Cephalosporins,South West,2025-09-01,14.792813
741,K-pneumoniae,Third Generation Cephalosporins,South West,2025-10-01,15.589115
742,K-pneumoniae,Third Generation Cephalosporins,South West,2025-11-01,16.312134
743,K-pneumoniae,Third Generation Cephalosporins,South West,2025-12-01,16.340708
744,K-pneumoniae,Third Generation Cephalosporins,West Midlands,2025-07-01,10.373368
745,K-pneumoniae,Third Generation Cephalosporins,West Midlands,2025-08-01,11.944462
746,K-pneumoniae,Third Generation Cephalosporins,West Midlands,2025-09-01,12.689222
747,K-pneumoniae,Third Generation Cephalosporins,West Midlands,2025-10-01,12.399236
748,K-pneumoniae,Third Generation Cephalosporins,West Midlands,2025-11-01,12.44526
749,K-pneumoniae,Third Generation Cephalosporins,West Midlands,2025-12-01,12.365735
750,K-pneumoniae,Third Generation Cephalosporins,Yorkshire and Humber,2025-07-01,19.087717
751,K-pneumoniae,Third Generation Cephalosporins,Yorkshire and Humber,2025-08-01,19.038578
752,K-pneumoniae,Third Generation Cephalosporins,Yorkshire and Humber,2025-09-01,19.521187
753,K-pneumoniae,Third Generation Cephalosporins,Yorkshire and Humber,2025-10-01,19.656603
754,K-pneumoniae,Third Generation Cephalosporins,Yorkshire and Humber,2025-11-01,19.253508
755,K-pneumoniae,Third Generation Cephalosporins,Yorkshire and Humber,2025-12-01,18.54906
756,P-aeruginosa,Amikacin,East Midlands,2025-07-01,1.5010245
757,P-aeruginosa,Amikacin,East Midlands,2025-08-01,1.6839452
758,P-aeruginosa,Amikacin,East Midlands,2025-09-01,1.7316562
759,P-aeruginosa,Amikacin,East Midlands,2025-10-01,1.7817101
760,P-aeruginosa,Amikacin,East Midlands,2025-11-01,1.7793348
761,P-aeruginosa,Amikacin,East Midlands,2025-12-01,1.8051684
762,P-aeruginosa,Amikacin,East of England,2025-07-01,0.98880225
763,P-aeruginosa,Amikacin,East of England,2025-08-01,0.88863873
764,P-aeruginosa,Amikacin,East of England,2025-09-01,0.742578
765,P-aeruginosa,Amikacin,East of England,2025-10-01,0.7418516
766,P-aeruginosa,Amikacin,East of England,2025-11-01,0.75785583
767,P-aeruginosa,Amikacin,East of England,2025-12-01,0.7231437
768,P-aeruginosa,Amikacin,London,2025-07-01,0.5897065
769,P-aeruginosa,Amikacin,London,2025-08-01,0.6633341
770,P-aeruginosa,Amikacin,London,2025-09-01,0.6442415
771,P-aeruginosa,Amikacin,London,2025-10-01,0.50459003
772,P-aeruginosa,Amikacin,London,2025-11-01,0.63876265
773,P-aeruginosa,Amikacin,London,2025-12-01,0.6453935
774,P-aeruginosa,Amikacin,North East,2025-07-01,0.23715083
775,P-aeruginosa,Amikacin,North East,2025-08-01,0.46258134
776,P-aeruginosa,Amikacin,North East,2025-09-01,0.567387
777,P-aeruginosa,Amikacin,North East,2025-10-01,0.602701
778,P-aeruginosa,Amikacin,North East,2025-11-01,0.39869142
779,P-aeruginosa,Amikacin,North East,2025-12-01,0.28511703
780,P-aeruginosa,Amikacin,North West,2025-07-01,3.4101977
781,P-aeruginosa,Amikacin,North West,2025-08-01,2.587368
782,P-aeruginosa,Amikacin,North West,2025-09-01,1.982799
783,P-aeruginosa,Amikacin,North West,2025-10-01,1.7189454
784,P-aeruginosa,Amikacin,North West,2025-11-01,2.005488
785,P-aeruginosa,Amikacin,North West,2025-12-01,2.254072
786,P-aeruginosa,Amikacin,South East,2025-07-01,0.7022354
787,P-aeruginosa,Amikacin,South East,2025-08-01,0.7096025
788,P-aeruginosa,Amikacin,South East,2025-09-01,0.7096025
789,P-aeruginosa,Amikacin,South East,2025-10-01,0.7096025
790,P-aeruginosa,Amikacin,South East,2025-11-01,0.7096025
