,geography,stratum,date,resistance_pct,organism,series_id,model_region,prescribing_rate,month,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12
12,East Midlands,Glycopeptides,2021-08-01,43.67,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.3,8,43.33,40.67,41.33,39.67,41.33,36.67,33.67,24.67,22.0,18.67,20.67,22.67
13,East Midlands,Glycopeptides,2021-09-01,42.67,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.31,9,43.67,43.33,40.67,41.33,39.67,41.33,36.67,33.67,24.67,22.0,18.67,20.67
14,East Midlands,Glycopeptides,2021-10-01,38.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.34,10,42.67,43.67,43.33,40.67,41.33,39.67,41.33,36.67,33.67,24.67,22.0,18.67
15,East Midlands,Glycopeptides,2021-11-01,35.0,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.37,11,38.33,42.67,43.67,43.33,40.67,41.33,39.67,41.33,36.67,33.67,24.67,22.0
16,East Midlands,Glycopeptides,2021-12-01,31.0,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.41,12,35.0,38.33,42.67,43.67,43.33,40.67,41.33,39.67,41.33,36.67,33.67,24.67
17,East Midlands,Glycopeptides,2022-01-01,29.67,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.41,1,31.0,35.0,38.33,42.67,43.67,43.33,40.67,41.33,39.67,41.33,36.67,33.67
18,East Midlands,Glycopeptides,2022-02-01,25.0,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.43,2,29.67,31.0,35.0,38.33,42.67,43.67,43.33,40.67,41.33,39.67,41.33,36.67
19,East Midlands,Glycopeptides,2022-03-01,24.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.46,3,25.0,29.67,31.0,35.0,38.33,42.67,43.67,43.33,40.67,41.33,39.67,41.33
20,East Midlands,Glycopeptides,2022-04-01,27.0,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.48,4,24.33,25.0,29.67,31.0,35.0,38.33,42.67,43.67,43.33,40.67,41.33,39.67
21,East Midlands,Glycopeptides,2022-05-01,29.0,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.5,5,27.0,24.33,25.0,29.67,31.0,35.0,38.33,42.67,43.67,43.33,40.67,41.33
22,East Midlands,Glycopeptides,2022-06-01,29.67,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.51,6,29.0,27.0,24.33,25.0,29.67,31.0,35.0,38.33,42.67,43.67,43.33,40.67
23,East Midlands,Glycopeptides,2022-07-01,25.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.52,7,29.67,29.0,27.0,24.33,25.0,29.67,31.0,35.0,38.33,42.67,43.67,43.33
24,East Midlands,Glycopeptides,2022-08-01,25.0,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.53,8,25.33,29.67,29.0,27.0,24.33,25.0,29.67,31.0,35.0,38.33,42.67,43.67
25,East Midlands,Glycopeptides,2022-09-01,27.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.52,9,25.0,25.33,29.67,29.0,27.0,24.33,25.0,29.67,31.0,35.0,38.33,42.67
26,East Midlands,Glycopeptides,2022-10-01,31.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.52,10,27.33,25.0,25.33,29.67,29.0,27.0,24.33,25.0,29.67,31.0,35.0,38.33
27,East Midlands,Glycopeptides,2022-11-01,33.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.53,11,31.33,27.33,25.0,25.33,29.67,29.0,27.0,24.33,25.0,29.67,31.0,35.0
28,East Midlands,Glycopeptides,2022-12-01,31.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.6,12,33.33,31.33,27.33,25.0,25.33,29.67,29.0,27.0,24.33,25.0,29.67,31.0
29,East Midlands,Glycopeptides,2023-01-01,27.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.65,1,31.33,33.33,31.33,27.33,25.0,25.33,29.67,29.0,27.0,24.33,25.0,29.67
30,East Midlands,Glycopeptides,2023-02-01,23.67,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.68,2,27.33,31.33,33.33,31.33,27.33,25.0,25.33,29.67,29.0,27.0,24.33,25.0
31,East Midlands,Glycopeptides,2023-03-01,23.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.7,3,23.67,27.33,31.33,33.33,31.33,27.33,25.0,25.33,29.67,29.0,27.0,24.33
32,East Midlands,Glycopeptides,2023-04-01,25.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.71,4,23.33,23.67,27.33,31.33,33.33,31.33,27.33,25.0,25.33,29.67,29.0,27.0
33,East Midlands,Glycopeptides,2023-05-01,27.0,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.71,5,25.33,23.33,23.67,27.33,31.33,33.33,31.33,27.33,25.0,25.33,29.67,29.0
34,East Midlands,Glycopeptides,2023-06-01,30.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.72,6,27.0,25.33,23.33,23.67,27.33,31.33,33.33,31.33,27.33,25.0,25.33,29.67
35,East Midlands,Glycopeptides,2023-07-01,29.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.71,7,30.33,27.0,25.33,23.33,23.67,27.33,31.33,33.33,31.33,27.33,25.0,25.33
36,East Midlands,Glycopeptides,2023-08-01,30.67,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.72,8,29.33,30.33,27.0,25.33,23.33,23.67,27.33,31.33,33.33,31.33,27.33,25.0
37,East Midlands,Glycopeptides,2023-09-01,28.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.72,9,30.67,29.33,30.33,27.0,25.33,23.33,23.67,27.33,31.33,33.33,31.33,27.33
38,East Midlands,Glycopeptides,2023-10-01,27.67,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.72,10,28.33,30.67,29.33,30.33,27.0,25.33,23.33,23.67,27.33,31.33,33.33,31.33
39,East Midlands,Glycopeptides,2023-11-01,24.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.72,11,27.67,28.33,30.67,29.33,30.33,27.0,25.33,23.33,23.67,27.33,31.33,33.33
40,East Midlands,Glycopeptides,2023-12-01,24.0,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.66,12,24.33,27.67,28.33,30.67,29.33,30.33,27.0,25.33,23.33,23.67,27.33,31.33
41,East Midlands,Glycopeptides,2024-01-01,25.0,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.65,1,24.0,24.33,27.67,28.33,30.67,29.33,30.33,27.0,25.33,23.33,23.67,27.33
42,East Midlands,Glycopeptides,2024-02-01,26.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.65,2,25.0,24.0,24.33,27.67,28.33,30.67,29.33,30.33,27.0,25.33,23.33,23.67
43,East Midlands,Glycopeptides,2024-03-01,28.0,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.64,3,26.33,25.0,24.0,24.33,27.67,28.33,30.67,29.33,30.33,27.0,25.33,23.33
44,East Midlands,Glycopeptides,2024-04-01,25.67,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.66,4,28.0,26.33,25.0,24.0,24.33,27.67,28.33,30.67,29.33,30.33,27.0,25.33
45,East Midlands,Glycopeptides,2024-05-01,24.0,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.67,5,25.67,28.0,26.33,25.0,24.0,24.33,27.67,28.33,30.67,29.33,30.33,27.0
46,East Midlands,Glycopeptides,2024-06-01,27.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.67,6,24.0,25.67,28.0,26.33,25.0,24.0,24.33,27.67,28.33,30.67,29.33,30.33
47,East Midlands,Glycopeptides,2024-07-01,29.0,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.67,7,27.33,24.0,25.67,28.0,26.33,25.0,24.0,24.33,27.67,28.33,30.67,29.33
48,East Midlands,Glycopeptides,2024-08-01,32.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.66,8,29.0,27.33,24.0,25.67,28.0,26.33,25.0,24.0,24.33,27.67,28.33,30.67
49,East Midlands,Glycopeptides,2024-09-01,31.0,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.66,9,32.33,29.0,27.33,24.0,25.67,28.0,26.33,25.0,24.0,24.33,27.67,28.33
50,East Midlands,Glycopeptides,2024-10-01,36.67,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.65,10,31.0,32.33,29.0,27.33,24.0,25.67,28.0,26.33,25.0,24.0,24.33,27.67
51,East Midlands,Glycopeptides,2024-11-01,38.67,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.64,11,36.67,31.0,32.33,29.0,27.33,24.0,25.67,28.0,26.33,25.0,24.0,24.33
52,East Midlands,Glycopeptides,2024-12-01,38.0,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.65,12,38.67,36.67,31.0,32.33,29.0,27.33,24.0,25.67,28.0,26.33,25.0,24.0
53,East Midlands,Glycopeptides,2025-01-01,33.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.63,1,38.0,38.67,36.67,31.0,32.33,29.0,27.33,24.0,25.67,28.0,26.33,25.0
54,East Midlands,Glycopeptides,2025-02-01,33.67,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.61,2,33.33,38.0,38.67,36.67,31.0,32.33,29.0,27.33,24.0,25.67,28.0,26.33
55,East Midlands,Glycopeptides,2025-03-01,31.33,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.59,3,33.67,33.33,38.0,38.67,36.67,31.0,32.33,29.0,27.33,24.0,25.67,28.0
56,East Midlands,Glycopeptides,2025-04-01,31.67,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.57,4,31.33,33.67,33.33,38.0,38.67,36.67,31.0,32.33,29.0,27.33,24.0,25.67
57,East Midlands,Glycopeptides,2025-05-01,31.67,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.54,5,31.67,31.33,33.67,33.33,38.0,38.67,36.67,31.0,32.33,29.0,27.33,24.0
58,East Midlands,Glycopeptides,2025-06-01,29.0,e_faecalis,e_faecalis__Glycopeptides__East Midlands,Midlands,1.53,6,31.67,31.67,31.33,33.67,33.33,38.0,38.67,36.67,31.0,32.33,29.0,27.33
71,East of England,Glycopeptides,2021-08-01,33.0,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.3,8,35.0,32.33,32.67,29.0,28.67,28.33,26.33,24.67,25.33,29.33,31.0,30.0
72,East of England,Glycopeptides,2021-09-01,35.33,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.32,9,33.0,35.0,32.33,32.67,29.0,28.67,28.33,26.33,24.67,25.33,29.33,31.0
73,East of England,Glycopeptides,2021-10-01,35.33,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.35,10,35.33,33.0,35.0,32.33,32.67,29.0,28.67,28.33,26.33,24.67,25.33,29.33
74,East of England,Glycopeptides,2021-11-01,35.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.38,11,35.33,35.33,33.0,35.0,32.33,32.67,29.0,28.67,28.33,26.33,24.67,25.33
75,East of England,Glycopeptides,2021-12-01,32.0,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.42,12,35.67,35.33,35.33,33.0,35.0,32.33,32.67,29.0,28.67,28.33,26.33,24.67
76,East of England,Glycopeptides,2022-01-01,34.0,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.42,1,32.0,35.67,35.33,35.33,33.0,35.0,32.33,32.67,29.0,28.67,28.33,26.33
77,East of England,Glycopeptides,2022-02-01,32.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.44,2,34.0,32.0,35.67,35.33,35.33,33.0,35.0,32.33,32.67,29.0,28.67,28.33
78,East of England,Glycopeptides,2022-03-01,38.0,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.48,3,32.67,34.0,32.0,35.67,35.33,35.33,33.0,35.0,32.33,32.67,29.0,28.67
79,East of England,Glycopeptides,2022-04-01,36.33,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.5,4,38.0,32.67,34.0,32.0,35.67,35.33,35.33,33.0,35.0,32.33,32.67,29.0
80,East of England,Glycopeptides,2022-05-01,38.33,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.52,5,36.33,38.0,32.67,34.0,32.0,35.67,35.33,35.33,33.0,35.0,32.33,32.67
81,East of England,Glycopeptides,2022-06-01,35.33,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.53,6,38.33,36.33,38.0,32.67,34.0,32.0,35.67,35.33,35.33,33.0,35.0,32.33
82,East of England,Glycopeptides,2022-07-01,31.0,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.54,7,35.33,38.33,36.33,38.0,32.67,34.0,32.0,35.67,35.33,35.33,33.0,35.0
83,East of England,Glycopeptides,2022-08-01,28.0,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.54,8,31.0,35.33,38.33,36.33,38.0,32.67,34.0,32.0,35.67,35.33,35.33,33.0
84,East of England,Glycopeptides,2022-09-01,30.0,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.54,9,28.0,31.0,35.33,38.33,36.33,38.0,32.67,34.0,32.0,35.67,35.33,35.33
85,East of England,Glycopeptides,2022-10-01,29.0,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.54,10,30.0,28.0,31.0,35.33,38.33,36.33,38.0,32.67,34.0,32.0,35.67,35.33
86,East of England,Glycopeptides,2022-11-01,34.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.56,11,29.0,30.0,28.0,31.0,35.33,38.33,36.33,38.0,32.67,34.0,32.0,35.67
87,East of England,Glycopeptides,2022-12-01,34.33,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.63,12,34.67,29.0,30.0,28.0,31.0,35.33,38.33,36.33,38.0,32.67,34.0,32.0
88,East of England,Glycopeptides,2023-01-01,39.33,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.67,1,34.33,34.67,29.0,30.0,28.0,31.0,35.33,38.33,36.33,38.0,32.67,34.0
89,East of England,Glycopeptides,2023-02-01,34.33,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.71,2,39.33,34.33,34.67,29.0,30.0,28.0,31.0,35.33,38.33,36.33,38.0,32.67
90,East of England,Glycopeptides,2023-03-01,32.33,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.73,3,34.33,39.33,34.33,34.67,29.0,30.0,28.0,31.0,35.33,38.33,36.33,38.0
91,East of England,Glycopeptides,2023-04-01,33.33,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.74,4,32.33,34.33,39.33,34.33,34.67,29.0,30.0,28.0,31.0,35.33,38.33,36.33
92,East of England,Glycopeptides,2023-05-01,34.0,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.74,5,33.33,32.33,34.33,39.33,34.33,34.67,29.0,30.0,28.0,31.0,35.33,38.33
93,East of England,Glycopeptides,2023-06-01,36.33,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.75,6,34.0,33.33,32.33,34.33,39.33,34.33,34.67,29.0,30.0,28.0,31.0,35.33
94,East of England,Glycopeptides,2023-07-01,34.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.75,7,36.33,34.0,33.33,32.33,34.33,39.33,34.33,34.67,29.0,30.0,28.0,31.0
95,East of England,Glycopeptides,2023-08-01,39.0,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.75,8,34.67,36.33,34.0,33.33,32.33,34.33,39.33,34.33,34.67,29.0,30.0,28.0
96,East of England,Glycopeptides,2023-09-01,37.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.75,9,39.0,34.67,36.33,34.0,33.33,32.33,34.33,39.33,34.33,34.67,29.0,30.0
97,East of England,Glycopeptides,2023-10-01,36.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.74,10,37.67,39.0,34.67,36.33,34.0,33.33,32.33,34.33,39.33,34.33,34.67,29.0
98,East of England,Glycopeptides,2023-11-01,34.0,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.74,11,36.67,37.67,39.0,34.67,36.33,34.0,33.33,32.33,34.33,39.33,34.33,34.67
99,East of England,Glycopeptides,2023-12-01,35.0,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.68,12,34.0,36.67,37.67,39.0,34.67,36.33,34.0,33.33,32.33,34.33,39.33,34.33
100,East of England,Glycopeptides,2024-01-01,33.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.68,1,35.0,34.0,36.67,37.67,39.0,34.67,36.33,34.0,33.33,32.33,34.33,39.33
101,East of England,Glycopeptides,2024-02-01,32.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.68,2,33.67,35.0,34.0,36.67,37.67,39.0,34.67,36.33,34.0,33.33,32.33,34.33
102,East of England,Glycopeptides,2024-03-01,32.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.67,3,32.67,33.67,35.0,34.0,36.67,37.67,39.0,34.67,36.33,34.0,33.33,32.33
103,East of England,Glycopeptides,2024-04-01,37.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.68,4,32.67,32.67,33.67,35.0,34.0,36.67,37.67,39.0,34.67,36.33,34.0,33.33
104,East of England,Glycopeptides,2024-05-01,41.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.69,5,37.67,32.67,32.67,33.67,35.0,34.0,36.67,37.67,39.0,34.67,36.33,34.0
105,East of England,Glycopeptides,2024-06-01,42.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.68,6,41.67,37.67,32.67,32.67,33.67,35.0,34.0,36.67,37.67,39.0,34.67,36.33
106,East of England,Glycopeptides,2024-07-01,39.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.69,7,42.67,41.67,37.67,32.67,32.67,33.67,35.0,34.0,36.67,37.67,39.0,34.67
107,East of England,Glycopeptides,2024-08-01,38.0,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.68,8,39.67,42.67,41.67,37.67,32.67,32.67,33.67,35.0,34.0,36.67,37.67,39.0
108,East of England,Glycopeptides,2024-09-01,35.0,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.67,9,38.0,39.67,42.67,41.67,37.67,32.67,32.67,33.67,35.0,34.0,36.67,37.67
109,East of England,Glycopeptides,2024-10-01,33.0,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.67,10,35.0,38.0,39.67,42.67,41.67,37.67,32.67,32.67,33.67,35.0,34.0,36.67
110,East of England,Glycopeptides,2024-11-01,30.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.66,11,33.0,35.0,38.0,39.67,42.67,41.67,37.67,32.67,32.67,33.67,35.0,34.0
111,East of England,Glycopeptides,2024-12-01,34.33,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.66,12,30.67,33.0,35.0,38.0,39.67,42.67,41.67,37.67,32.67,32.67,33.67,35.0
112,East of England,Glycopeptides,2025-01-01,35.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.65,1,34.33,30.67,33.0,35.0,38.0,39.67,42.67,41.67,37.67,32.67,32.67,33.67
113,East of England,Glycopeptides,2025-02-01,34.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.62,2,35.67,34.33,30.67,33.0,35.0,38.0,39.67,42.67,41.67,37.67,32.67,32.67
114,East of England,Glycopeptides,2025-03-01,31.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.6,3,34.67,35.67,34.33,30.67,33.0,35.0,38.0,39.67,42.67,41.67,37.67,32.67
115,East of England,Glycopeptides,2025-04-01,31.33,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.58,4,31.67,34.67,35.67,34.33,30.67,33.0,35.0,38.0,39.67,42.67,41.67,37.67
116,East of England,Glycopeptides,2025-05-01,29.67,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.56,5,31.33,31.67,34.67,35.67,34.33,30.67,33.0,35.0,38.0,39.67,42.67,41.67
117,East of England,Glycopeptides,2025-06-01,31.33,e_faecalis,e_faecalis__Glycopeptides__East of England,East of England,1.55,6,29.67,31.33,31.67,34.67,35.67,34.33,30.67,33.0,35.0,38.0,39.67,42.67
130,London,Glycopeptides,2021-08-01,37.0,e_faecalis,e_faecalis__Glycopeptides__London,London,0.98,8,35.0,33.0,36.33,36.33,45.0,42.0,41.67,35.33,32.33,33.33,31.0,32.0
131,London,Glycopeptides,2021-09-01,42.33,e_faecalis,e_faecalis__Glycopeptides__London,London,0.99,9,37.0,35.0,33.0,36.33,36.33,45.0,42.0,41.67,35.33,32.33,33.33,31.0
132,London,Glycopeptides,2021-10-01,44.67,e_faecalis,e_faecalis__Glycopeptides__London,London,1.02,10,42.33,37.0,35.0,33.0,36.33,36.33,45.0,42.0,41.67,35.33,32.33,33.33
133,London,Glycopeptides,2021-11-01,44.33,e_faecalis,e_faecalis__Glycopeptides__London,London,1.05,11,44.67,42.33,37.0,35.0,33.0,36.33,36.33,45.0,42.0,41.67,35.33,32.33
134,London,Glycopeptides,2021-12-01,40.67,e_faecalis,e_faecalis__Glycopeptides__London,London,1.07,12,44.33,44.67,42.33,37.0,35.0,33.0,36.33,36.33,45.0,42.0,41.67,35.33
135,London,Glycopeptides,2022-01-01,39.67,e_faecalis,e_faecalis__Glycopeptides__London,London,1.07,1,40.67,44.33,44.67,42.33,37.0,35.0,33.0,36.33,36.33,45.0,42.0,41.67
136,London,Glycopeptides,2022-02-01,37.67,e_faecalis,e_faecalis__Glycopeptides__London,London,1.09,2,39.67,40.67,44.33,44.67,42.33,37.0,35.0,33.0,36.33,36.33,45.0,42.0
137,London,Glycopeptides,2022-03-01,35.0,e_faecalis,e_faecalis__Glycopeptides__London,London,1.11,3,37.67,39.67,40.67,44.33,44.67,42.33,37.0,35.0,33.0,36.33,36.33,45.0
138,London,Glycopeptides,2022-04-01,37.67,e_faecalis,e_faecalis__Glycopeptides__London,London,1.13,4,35.0,37.67,39.67,40.67,44.33,44.67,42.33,37.0,35.0,33.0,36.33,36.33
139,London,Glycopeptides,2022-05-01,38.67,e_faecalis,e_faecalis__Glycopeptides__London,London,1.15,5,37.67,35.0,37.67,39.67,40.67,44.33,44.67,42.33,37.0,35.0,33.0,36.33
140,London,Glycopeptides,2022-06-01,43.33,e_faecalis,e_faecalis__Glycopeptides__London,London,1.16,6,38.67,37.67,35.0,37.67,39.67,40.67,44.33,44.67,42.33,37.0,35.0,33.0
141,London,Glycopeptides,2022-07-01,46.0,e_faecalis,e_faecalis__Glycopeptides__London,London,1.17,7,43.33,38.67,37.67,35.0,37.67,39.67,40.67,44.33,44.67,42.33,37.0,35.0
142,London,Glycopeptides,2022-08-01,47.0,e_faecalis,e_faecalis__Glycopeptides__London,London,1.17,8,46.0,43.33,38.67,37.67,35.0,37.67,39.67,40.67,44.33,44.67,42.33,37.0
143,London,Glycopeptides,2022-09-01,48.0,e_faecalis,e_faecalis__Glycopeptides__London,London,1.17,9,47.0,46.0,43.33,38.67,37.67,35.0,37.67,39.67,40.67,44.33,44.67,42.33
144,London,Glycopeptides,2022-10-01,44.67,e_faecalis,e_faecalis__Glycopeptides__London,London,1.17,10,48.0,47.0,46.0,43.33,38.67,37.67,35.0,37.67,39.67,40.67,44.33,44.67
145,London,Glycopeptides,2022-11-01,46.33,e_faecalis,e_faecalis__Glycopeptides__London,London,1.18,11,44.67,48.0,47.0,46.0,43.33,38.67,37.67,35.0,37.67,39.67,40.67,44.33
146,London,Glycopeptides,2022-12-01,45.33,e_faecalis,e_faecalis__Glycopeptides__London,London,1.24,12,46.33,44.67,48.0,47.0,46.0,43.33,38.67,37.67,35.0,37.67,39.67,40.67
147,London,Glycopeptides,2023-01-01,47.67,e_faecalis,e_faecalis__Glycopeptides__London,London,1.28,1,45.33,46.33,44.67,48.0,47.0,46.0,43.33,38.67,37.67,35.0,37.67,39.67
148,London,Glycopeptides,2023-02-01,47.67,e_faecalis,e_faecalis__Glycopeptides__London,London,1.31,2,47.67,45.33,46.33,44.67,48.0,47.0,46.0,43.33,38.67,37.67,35.0,37.67
149,London,Glycopeptides,2023-03-01,46.0,e_faecalis,e_faecalis__Glycopeptides__London,London,1.33,3,47.67,47.67,45.33,46.33,44.67,48.0,47.0,46.0,43.33,38.67,37.67,35.0
150,London,Glycopeptides,2023-04-01,42.67,e_faecalis,e_faecalis__Glycopeptides__London,London,1.33,4,46.0,47.67,47.67,45.33,46.33,44.67,48.0,47.0,46.0,43.33,38.67,37.67
151,London,Glycopeptides,2023-05-01,37.0,e_faecalis,e_faecalis__Glycopeptides__London,London,1.34,5,42.67,46.0,47.67,47.67,45.33,46.33,44.67,48.0,47.0,46.0,43.33,38.67
152,London,Glycopeptides,2023-06-01,39.0,e_faecalis,e_faecalis__Glycopeptides__London,London,1.34,6,37.0,42.67,46.0,47.67,47.67,45.33,46.33,44.67,48.0,47.0,46.0,43.33
153,London,Glycopeptides,2023-07-01,37.0,e_faecalis,e_faecalis__Glycopeptides__London,London,1.34,7,39.0,37.0,42.67,46.0,47.67,47.67,45.33,46.33,44.67,48.0,47.0,46.0
154,London,Glycopeptides,2023-08-01,42.33,e_faecalis,e_faecalis__Glycopeptides__London,London,1.34,8,37.0,39.0,37.0,42.67,46.0,47.67,47.67,45.33,46.33,44.67,48.0,47.0
155,London,Glycopeptides,2023-09-01,40.0,e_faecalis,e_faecalis__Glycopeptides__London,London,1.34,9,42.33,37.0,39.0,37.0,42.67,46.0,47.67,47.67,45.33,46.33,44.67,48.0
156,London,Glycopeptides,2023-10-01,46.33,e_faecalis,e_faecalis__Glycopeptides__London,London,1.34,10,40.0,42.33,37.0,39.0,37.0,42.67,46.0,47.67,47.67,45.33,46.33,44.67
157,London,Glycopeptides,2023-11-01,45.67,e_faecalis,e_faecalis__Glycopeptides__London,London,1.34,11,46.33,40.0,42.33,37.0,39.0,37.0,42.67,46.0,47.67,47.67,45.33,46.33
158,London,Glycopeptides,2023-12-01,48.67,e_faecalis,e_faecalis__Glycopeptides__London,London,1.29,12,45.67,46.33,40.0,42.33,37.0,39.0,37.0,42.67,46.0,47.67,47.67,45.33
159,London,Glycopeptides,2024-01-01,47.67,e_faecalis,e_faecalis__Glycopeptides__London,London,1.29,1,48.67,45.67,46.33,40.0,42.33,37.0,39.0,37.0,42.67,46.0,47.67,47.67
160,London,Glycopeptides,2024-02-01,47.0,e_faecalis,e_faecalis__Glycopeptides__London,London,1.29,2,47.67,48.67,45.67,46.33,40.0,42.33,37.0,39.0,37.0,42.67,46.0,47.67
161,London,Glycopeptides,2024-03-01,45.33,e_faecalis,e_faecalis__Glycopeptides__London,London,1.28,3,47.0,47.67,48.67,45.67,46.33,40.0,42.33,37.0,39.0,37.0,42.67,46.0
162,London,Glycopeptides,2024-04-01,41.33,e_faecalis,e_faecalis__Glycopeptides__London,London,1.29,4,45.33,47.0,47.67,48.67,45.67,46.33,40.0,42.33,37.0,39.0,37.0,42.67
