,geography,stratum,date,resistance_pct,organism,series_id,model_region,prescribing_rate,month,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12
10328,South East,Macrolides,2023-03-01,5.88,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.53,3,3.65,3.65,3.65,3.65,5.07,5.07,5.07,5.07,6.32,6.32,6.32,6.32
10329,South East,Macrolides,2023-03-01,5.88,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.91,3,5.88,3.65,3.65,3.65,3.65,5.07,5.07,5.07,5.07,6.32,6.32,6.32
10330,South East,Macrolides,2023-03-01,5.88,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.52,3,5.88,5.88,3.65,3.65,3.65,3.65,5.07,5.07,5.07,5.07,6.32,6.32
10331,South East,Macrolides,2023-03-01,5.88,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,27.25,3,5.88,5.88,5.88,3.65,3.65,3.65,3.65,5.07,5.07,5.07,5.07,6.32
10332,South East,Macrolides,2023-04-01,5.43,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.53,4,5.88,5.88,5.88,5.88,3.65,3.65,3.65,3.65,5.07,5.07,5.07,5.07
10333,South East,Macrolides,2023-04-01,5.43,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.91,4,5.43,5.88,5.88,5.88,5.88,3.65,3.65,3.65,3.65,5.07,5.07,5.07
10334,South East,Macrolides,2023-04-01,5.43,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.5,4,5.43,5.43,5.88,5.88,5.88,5.88,3.65,3.65,3.65,3.65,5.07,5.07
10335,South East,Macrolides,2023-04-01,5.43,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,27.25,4,5.43,5.43,5.43,5.88,5.88,5.88,5.88,3.65,3.65,3.65,3.65,5.07
10336,South East,Macrolides,2023-05-01,4.62,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.54,5,5.43,5.43,5.43,5.43,5.88,5.88,5.88,5.88,3.65,3.65,3.65,3.65
10337,South East,Macrolides,2023-05-01,4.62,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.92,5,4.62,5.43,5.43,5.43,5.43,5.88,5.88,5.88,5.88,3.65,3.65,3.65
10338,South East,Macrolides,2023-05-01,4.62,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.47,5,4.62,4.62,5.43,5.43,5.43,5.43,5.88,5.88,5.88,5.88,3.65,3.65
10339,South East,Macrolides,2023-05-01,4.62,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,27.23,5,4.62,4.62,4.62,5.43,5.43,5.43,5.43,5.88,5.88,5.88,5.88,3.65
10340,South East,Macrolides,2023-06-01,5.04,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.54,6,4.62,4.62,4.62,4.62,5.43,5.43,5.43,5.43,5.88,5.88,5.88,5.88
10341,South East,Macrolides,2023-06-01,5.04,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.92,6,5.04,4.62,4.62,4.62,4.62,5.43,5.43,5.43,5.43,5.88,5.88,5.88
10342,South East,Macrolides,2023-06-01,5.04,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.46,6,5.04,5.04,4.62,4.62,4.62,4.62,5.43,5.43,5.43,5.43,5.88,5.88
10343,South East,Macrolides,2023-06-01,5.04,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,27.24,6,5.04,5.04,5.04,4.62,4.62,4.62,4.62,5.43,5.43,5.43,5.43,5.88
10344,South East,Macrolides,2023-07-01,4.04,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.54,7,5.04,5.04,5.04,5.04,4.62,4.62,4.62,4.62,5.43,5.43,5.43,5.43
10345,South East,Macrolides,2023-07-01,4.04,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.92,7,4.04,5.04,5.04,5.04,5.04,4.62,4.62,4.62,4.62,5.43,5.43,5.43
10346,South East,Macrolides,2023-07-01,4.04,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.48,7,4.04,4.04,5.04,5.04,5.04,5.04,4.62,4.62,4.62,4.62,5.43,5.43
10347,South East,Macrolides,2023-07-01,4.04,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,27.22,7,4.04,4.04,4.04,5.04,5.04,5.04,5.04,4.62,4.62,4.62,4.62,5.43
10348,South East,Macrolides,2023-08-01,4.05,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.54,8,4.04,4.04,4.04,4.04,5.04,5.04,5.04,5.04,4.62,4.62,4.62,4.62
10349,South East,Macrolides,2023-08-01,4.05,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.92,8,4.05,4.04,4.04,4.04,4.04,5.04,5.04,5.04,5.04,4.62,4.62,4.62
10350,South East,Macrolides,2023-08-01,4.05,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.47,8,4.05,4.05,4.04,4.04,4.04,4.04,5.04,5.04,5.04,5.04,4.62,4.62
10351,South East,Macrolides,2023-08-01,4.05,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,27.22,8,4.05,4.05,4.05,4.04,4.04,4.04,4.04,5.04,5.04,5.04,5.04,4.62
10352,South East,Macrolides,2023-09-01,3.28,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.54,9,4.05,4.05,4.05,4.05,4.04,4.04,4.04,4.04,5.04,5.04,5.04,5.04
10353,South East,Macrolides,2023-09-01,3.28,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.92,9,3.28,4.05,4.05,4.05,4.05,4.04,4.04,4.04,4.04,5.04,5.04,5.04
10354,South East,Macrolides,2023-09-01,3.28,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.45,9,3.28,3.28,4.05,4.05,4.05,4.05,4.04,4.04,4.04,4.04,5.04,5.04
10355,South East,Macrolides,2023-09-01,3.28,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,27.31,9,3.28,3.28,3.28,4.05,4.05,4.05,4.05,4.04,4.04,4.04,4.04,5.04
10356,South East,Macrolides,2023-10-01,6.74,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.54,10,3.28,3.28,3.28,3.28,4.05,4.05,4.05,4.05,4.04,4.04,4.04,4.04
10357,South East,Macrolides,2023-10-01,6.74,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.92,10,6.74,3.28,3.28,3.28,3.28,4.05,4.05,4.05,4.05,4.04,4.04,4.04
10358,South East,Macrolides,2023-10-01,6.74,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.46,10,6.74,6.74,3.28,3.28,3.28,3.28,4.05,4.05,4.05,4.05,4.04,4.04
10359,South East,Macrolides,2023-10-01,6.74,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,27.3,10,6.74,6.74,6.74,3.28,3.28,3.28,3.28,4.05,4.05,4.05,4.05,4.04
10360,South East,Macrolides,2023-11-01,7.48,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.53,11,6.74,6.74,6.74,6.74,3.28,3.28,3.28,3.28,4.05,4.05,4.05,4.05
10361,South East,Macrolides,2023-11-01,7.48,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.92,11,7.48,6.74,6.74,6.74,6.74,3.28,3.28,3.28,3.28,4.05,4.05,4.05
10362,South East,Macrolides,2023-11-01,7.48,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.43,11,7.48,7.48,6.74,6.74,6.74,6.74,3.28,3.28,3.28,3.28,4.05,4.05
10363,South East,Macrolides,2023-11-01,7.48,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,27.34,11,7.48,7.48,7.48,6.74,6.74,6.74,6.74,3.28,3.28,3.28,3.28,4.05
10364,South East,Macrolides,2023-12-01,9.52,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.48,12,7.48,7.48,7.48,7.48,6.74,6.74,6.74,6.74,3.28,3.28,3.28,3.28
10365,South East,Macrolides,2023-12-01,9.52,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.88,12,9.52,7.48,7.48,7.48,7.48,6.74,6.74,6.74,6.74,3.28,3.28,3.28
10366,South East,Macrolides,2023-12-01,9.52,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.52,12,9.52,9.52,7.48,7.48,7.48,7.48,6.74,6.74,6.74,6.74,3.28,3.28
10367,South East,Macrolides,2023-12-01,9.52,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,27.37,12,9.52,9.52,9.52,7.48,7.48,7.48,7.48,6.74,6.74,6.74,6.74,3.28
10368,South East,Macrolides,2024-01-01,9.8,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.47,1,9.52,9.52,9.52,9.52,7.48,7.48,7.48,7.48,6.74,6.74,6.74,6.74
10369,South East,Macrolides,2024-01-01,9.8,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.88,1,9.8,9.52,9.52,9.52,9.52,7.48,7.48,7.48,7.48,6.74,6.74,6.74
10370,South East,Macrolides,2024-01-01,9.8,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.48,1,9.8,9.8,9.52,9.52,9.52,9.52,7.48,7.48,7.48,7.48,6.74,6.74
10371,South East,Macrolides,2024-01-01,9.8,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,27.47,1,9.8,9.8,9.8,9.52,9.52,9.52,9.52,7.48,7.48,7.48,7.48,6.74
10372,South East,Macrolides,2024-02-01,9.7,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.47,2,9.8,9.8,9.8,9.8,9.52,9.52,9.52,9.52,7.48,7.48,7.48,7.48
10373,South East,Macrolides,2024-02-01,9.7,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.88,2,9.7,9.8,9.8,9.8,9.8,9.52,9.52,9.52,9.52,7.48,7.48,7.48
10374,South East,Macrolides,2024-02-01,9.7,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.43,2,9.7,9.7,9.8,9.8,9.8,9.8,9.52,9.52,9.52,9.52,7.48,7.48
10375,South East,Macrolides,2024-02-01,9.7,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,27.57,2,9.7,9.7,9.7,9.8,9.8,9.8,9.8,9.52,9.52,9.52,9.52,7.48
10376,South East,Macrolides,2024-03-01,8.21,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.47,3,9.7,9.7,9.7,9.7,9.8,9.8,9.8,9.8,9.52,9.52,9.52,9.52
10377,South East,Macrolides,2024-03-01,8.21,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.87,3,8.21,9.7,9.7,9.7,9.7,9.8,9.8,9.8,9.8,9.52,9.52,9.52
10378,South East,Macrolides,2024-03-01,8.21,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.37,3,8.21,8.21,9.7,9.7,9.7,9.7,9.8,9.8,9.8,9.8,9.52,9.52
10379,South East,Macrolides,2024-03-01,8.21,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,27.72,3,8.21,8.21,8.21,9.7,9.7,9.7,9.7,9.8,9.8,9.8,9.8,9.52
10380,South East,Macrolides,2024-04-01,8.85,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.48,4,8.21,8.21,8.21,8.21,9.7,9.7,9.7,9.7,9.8,9.8,9.8,9.8
10381,South East,Macrolides,2024-04-01,8.85,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.88,4,8.85,8.21,8.21,8.21,8.21,9.7,9.7,9.7,9.7,9.8,9.8,9.8
10382,South East,Macrolides,2024-04-01,8.85,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.29,4,8.85,8.85,8.21,8.21,8.21,8.21,9.7,9.7,9.7,9.7,9.8,9.8
10383,South East,Macrolides,2024-04-01,8.85,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,27.94,4,8.85,8.85,8.85,8.21,8.21,8.21,8.21,9.7,9.7,9.7,9.7,9.8
10384,South East,Macrolides,2024-05-01,11.52,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.48,5,8.85,8.85,8.85,8.85,8.21,8.21,8.21,8.21,9.7,9.7,9.7,9.7
10385,South East,Macrolides,2024-05-01,11.52,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.88,5,11.52,8.85,8.85,8.85,8.85,8.21,8.21,8.21,8.21,9.7,9.7,9.7
10386,South East,Macrolides,2024-05-01,11.52,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.23,5,11.52,11.52,8.85,8.85,8.85,8.85,8.21,8.21,8.21,8.21,9.7,9.7
10387,South East,Macrolides,2024-05-01,11.52,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,28.2,5,11.52,11.52,11.52,8.85,8.85,8.85,8.85,8.21,8.21,8.21,8.21,9.7
10388,South East,Macrolides,2024-06-01,11.81,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.48,6,11.52,11.52,11.52,11.52,8.85,8.85,8.85,8.85,8.21,8.21,8.21,8.21
10389,South East,Macrolides,2024-06-01,11.81,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.88,6,11.81,11.52,11.52,11.52,11.52,8.85,8.85,8.85,8.85,8.21,8.21,8.21
10390,South East,Macrolides,2024-06-01,11.81,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.19,6,11.81,11.81,11.52,11.52,11.52,11.52,8.85,8.85,8.85,8.85,8.21,8.21
10391,South East,Macrolides,2024-06-01,11.81,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,28.44,6,11.81,11.81,11.81,11.52,11.52,11.52,11.52,8.85,8.85,8.85,8.85,8.21
10392,South East,Macrolides,2024-07-01,11.3,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.48,7,11.81,11.81,11.81,11.81,11.52,11.52,11.52,11.52,8.85,8.85,8.85,8.85
10393,South East,Macrolides,2024-07-01,11.3,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.88,7,11.3,11.81,11.81,11.81,11.81,11.52,11.52,11.52,11.52,8.85,8.85,8.85
10394,South East,Macrolides,2024-07-01,11.3,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.15,7,11.3,11.3,11.81,11.81,11.81,11.81,11.52,11.52,11.52,11.52,8.85,8.85
10395,South East,Macrolides,2024-07-01,11.3,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,28.74,7,11.3,11.3,11.3,11.81,11.81,11.81,11.81,11.52,11.52,11.52,11.52,8.85
10396,South East,Macrolides,2024-08-01,9.57,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.47,8,11.3,11.3,11.3,11.3,11.81,11.81,11.81,11.81,11.52,11.52,11.52,11.52
10397,South East,Macrolides,2024-08-01,9.57,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.87,8,9.57,11.3,11.3,11.3,11.3,11.81,11.81,11.81,11.81,11.52,11.52,11.52
10398,South East,Macrolides,2024-08-01,9.57,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.12,8,9.57,9.57,11.3,11.3,11.3,11.3,11.81,11.81,11.81,11.81,11.52,11.52
10399,South East,Macrolides,2024-08-01,9.57,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,29.06,8,9.57,9.57,9.57,11.3,11.3,11.3,11.3,11.81,11.81,11.81,11.81,11.52
10400,South East,Macrolides,2024-09-01,10.0,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.46,9,9.57,9.57,9.57,9.57,11.3,11.3,11.3,11.3,11.81,11.81,11.81,11.81
10401,South East,Macrolides,2024-09-01,10.0,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.87,9,10.0,9.57,9.57,9.57,9.57,11.3,11.3,11.3,11.3,11.81,11.81,11.81
10402,South East,Macrolides,2024-09-01,10.0,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.09,9,10.0,10.0,9.57,9.57,9.57,9.57,11.3,11.3,11.3,11.3,11.81,11.81
10403,South East,Macrolides,2024-09-01,10.0,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,29.32,9,10.0,10.0,10.0,9.57,9.57,9.57,9.57,11.3,11.3,11.3,11.3,11.81
10404,South East,Macrolides,2024-10-01,8.0,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.46,10,10.0,10.0,10.0,10.0,9.57,9.57,9.57,9.57,11.3,11.3,11.3,11.3
10405,South East,Macrolides,2024-10-01,8.0,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.87,10,8.0,10.0,10.0,10.0,10.0,9.57,9.57,9.57,9.57,11.3,11.3,11.3
10406,South East,Macrolides,2024-10-01,8.0,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.06,10,8.0,8.0,10.0,10.0,10.0,10.0,9.57,9.57,9.57,9.57,11.3,11.3
10407,South East,Macrolides,2024-10-01,8.0,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,29.64,10,8.0,8.0,8.0,10.0,10.0,10.0,10.0,9.57,9.57,9.57,9.57,11.3
10408,South East,Macrolides,2024-11-01,11.97,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.45,11,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,9.57,9.57,9.57,9.57
10409,South East,Macrolides,2024-11-01,11.97,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.86,11,11.97,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,9.57,9.57,9.57
10410,South East,Macrolides,2024-11-01,11.97,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.05,11,11.97,11.97,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,9.57,9.57
10411,South East,Macrolides,2024-11-01,11.97,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,29.94,11,11.97,11.97,11.97,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,9.57
10412,South East,Macrolides,2024-12-01,9.09,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.45,12,11.97,11.97,11.97,11.97,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0
10413,South East,Macrolides,2024-12-01,9.09,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.86,12,9.09,11.97,11.97,11.97,11.97,8.0,8.0,8.0,8.0,10.0,10.0,10.0
10414,South East,Macrolides,2024-12-01,9.09,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.04,12,9.09,9.09,11.97,11.97,11.97,11.97,8.0,8.0,8.0,8.0,10.0,10.0
10415,South East,Macrolides,2024-12-01,9.09,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,30.22,12,9.09,9.09,9.09,11.97,11.97,11.97,11.97,8.0,8.0,8.0,8.0,10.0
10416,South East,Macrolides,2025-01-01,9.44,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.44,1,9.09,9.09,9.09,9.09,11.97,11.97,11.97,11.97,8.0,8.0,8.0,8.0
10417,South East,Macrolides,2025-01-01,9.44,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.85,1,9.44,9.09,9.09,9.09,9.09,11.97,11.97,11.97,11.97,8.0,8.0,8.0
10418,South East,Macrolides,2025-01-01,9.44,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.06,1,9.44,9.44,9.09,9.09,9.09,9.09,11.97,11.97,11.97,11.97,8.0,8.0
10419,South East,Macrolides,2025-01-01,9.44,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,30.44,1,9.44,9.44,9.44,9.09,9.09,9.09,9.09,11.97,11.97,11.97,11.97,8.0
10420,South East,Macrolides,2025-02-01,7.77,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.42,2,9.44,9.44,9.44,9.44,9.09,9.09,9.09,9.09,11.97,11.97,11.97,11.97
10421,South East,Macrolides,2025-02-01,7.77,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.84,2,7.77,9.44,9.44,9.44,9.44,9.09,9.09,9.09,9.09,11.97,11.97,11.97
10422,South East,Macrolides,2025-02-01,7.77,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.09,2,7.77,7.77,9.44,9.44,9.44,9.44,9.09,9.09,9.09,9.09,11.97,11.97
10423,South East,Macrolides,2025-02-01,7.77,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,30.64,2,7.77,7.77,7.77,9.44,9.44,9.44,9.44,9.09,9.09,9.09,9.09,11.97
10424,South East,Macrolides,2025-03-01,9.92,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.4,3,7.77,7.77,7.77,7.77,9.44,9.44,9.44,9.44,9.09,9.09,9.09,9.09
10425,South East,Macrolides,2025-03-01,9.92,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.83,3,9.92,7.77,7.77,7.77,7.77,9.44,9.44,9.44,9.44,9.09,9.09,9.09
10426,South East,Macrolides,2025-03-01,9.92,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.15,3,9.92,9.92,7.77,7.77,7.77,7.77,9.44,9.44,9.44,9.44,9.09,9.09
10427,South East,Macrolides,2025-03-01,9.92,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,30.78,3,9.92,9.92,9.92,7.77,7.77,7.77,7.77,9.44,9.44,9.44,9.44,9.09
10428,South East,Macrolides,2025-04-01,8.25,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.38,4,9.92,9.92,9.92,9.92,7.77,7.77,7.77,7.77,9.44,9.44,9.44,9.44
10429,South East,Macrolides,2025-04-01,8.25,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.82,4,8.25,9.92,9.92,9.92,9.92,7.77,7.77,7.77,7.77,9.44,9.44,9.44
10430,South East,Macrolides,2025-04-01,8.25,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.2,4,8.25,8.25,9.92,9.92,9.92,9.92,7.77,7.77,7.77,7.77,9.44,9.44
10431,South East,Macrolides,2025-04-01,8.25,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,30.84,4,8.25,8.25,8.25,9.92,9.92,9.92,9.92,7.77,7.77,7.77,7.77,9.44
10432,South East,Macrolides,2025-05-01,7.46,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.36,5,8.25,8.25,8.25,8.25,9.92,9.92,9.92,9.92,7.77,7.77,7.77,7.77
10433,South East,Macrolides,2025-05-01,7.46,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.8,5,7.46,8.25,8.25,8.25,8.25,9.92,9.92,9.92,9.92,7.77,7.77,7.77
10434,South East,Macrolides,2025-05-01,7.46,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.26,5,7.46,7.46,8.25,8.25,8.25,8.25,9.92,9.92,9.92,9.92,7.77,7.77
10435,South East,Macrolides,2025-05-01,7.46,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,30.86,5,7.46,7.46,7.46,8.25,8.25,8.25,8.25,9.92,9.92,9.92,9.92,7.77
10436,South East,Macrolides,2025-06-01,5.16,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,1.35,6,7.46,7.46,7.46,7.46,8.25,8.25,8.25,8.25,9.92,9.92,9.92,9.92
10437,South East,Macrolides,2025-06-01,5.16,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,0.8,6,5.16,7.46,7.46,7.46,7.46,8.25,8.25,8.25,8.25,9.92,9.92,9.92
10438,South East,Macrolides,2025-06-01,5.16,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,8.31,6,5.16,5.16,7.46,7.46,7.46,7.46,8.25,8.25,8.25,8.25,9.92,9.92
10439,South East,Macrolides,2025-06-01,5.16,s_pneumoniae,s_pneumoniae__Macrolides__South East,South East,30.92,6,5.16,5.16,5.16,7.46,7.46,7.46,7.46,8.25,8.25,8.25,8.25,9.92
10452,South West,Macrolides,2021-08-01,0.0,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.17,8,0.0,2.27,2.7,4.35,5.26,4.0,3.23,2.86,7.89,9.09,11.11,15.0
10453,South West,Macrolides,2021-09-01,2.56,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.18,9,0.0,0.0,2.27,2.7,4.35,5.26,4.0,3.23,2.86,7.89,9.09,11.11
10454,South West,Macrolides,2021-10-01,2.38,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.19,10,2.56,0.0,0.0,2.27,2.7,4.35,5.26,4.0,3.23,2.86,7.89,9.09
10455,South West,Macrolides,2021-11-01,4.55,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.22,11,2.38,2.56,0.0,0.0,2.27,2.7,4.35,5.26,4.0,3.23,2.86,7.89
10456,South West,Macrolides,2021-12-01,4.55,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.25,12,4.55,2.38,2.56,0.0,0.0,2.27,2.7,4.35,5.26,4.0,3.23,2.86
10457,South West,Macrolides,2022-01-01,4.4,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.25,1,4.55,4.55,2.38,2.56,0.0,0.0,2.27,2.7,4.35,5.26,4.0,3.23
10458,South West,Macrolides,2022-02-01,5.41,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.26,2,4.4,4.55,4.55,2.38,2.56,0.0,0.0,2.27,2.7,4.35,5.26,4.0
10459,South West,Macrolides,2022-03-01,6.25,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.28,3,5.41,4.4,4.55,4.55,2.38,2.56,0.0,0.0,2.27,2.7,4.35,5.26
10460,South West,Macrolides,2022-04-01,6.58,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.3,4,6.25,5.41,4.4,4.55,4.55,2.38,2.56,0.0,0.0,2.27,2.7,4.35
10461,South West,Macrolides,2022-05-01,4.82,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.32,5,6.58,6.25,5.41,4.4,4.55,4.55,2.38,2.56,0.0,0.0,2.27,2.7
10462,South West,Macrolides,2022-06-01,3.85,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.33,6,4.82,6.58,6.25,5.41,4.4,4.55,4.55,2.38,2.56,0.0,0.0,2.27
10463,South West,Macrolides,2022-07-01,2.99,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.34,7,3.85,4.82,6.58,6.25,5.41,4.4,4.55,4.55,2.38,2.56,0.0,0.0
10464,South West,Macrolides,2022-08-01,1.67,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.35,8,2.99,3.85,4.82,6.58,6.25,5.41,4.4,4.55,4.55,2.38,2.56,0.0
10465,South West,Macrolides,2022-09-01,5.26,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.35,9,1.67,2.99,3.85,4.82,6.58,6.25,5.41,4.4,4.55,4.55,2.38,2.56
10466,South West,Macrolides,2022-10-01,6.15,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.35,10,5.26,1.67,2.99,3.85,4.82,6.58,6.25,5.41,4.4,4.55,4.55,2.38
10467,South West,Macrolides,2022-11-01,5.56,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.36,11,6.15,5.26,1.67,2.99,3.85,4.82,6.58,6.25,5.41,4.4,4.55,4.55
10468,South West,Macrolides,2022-12-01,1.36,s_pneumoniae,s_pneumoniae__Macrolides__South West,South West,1.42,12,5.56,6.15,5.26,1.67,2.99,3.85,4.82,6.58,6.25,5.41,4.4,4.55
