organism,antibiotic,region,date,forecast
k_pneumoniae,Third Generation Cephalosporins,Yorkshire and Humber,2025-10-01,18.499807
k_pneumoniae,Third Generation Cephalosporins,Yorkshire and Humber,2025-12-01,20.073633
k_pneumoniae,Third Generation Cephalosporins,Yorkshire and Humber,2026-02-01,21.790878
k_pneumoniae,Third Generation Cephalosporins,Yorkshire and Humber,2026-04-01,21.162287
k_pneumoniae,Third Generation Cephalosporins,Yorkshire and Humber,2026-06-01,20.707502
p_aeruginosa,Amikacin,East Midlands,2025-08-01,1.4476473
p_aeruginosa,Amikacin,East Midlands,2025-10-01,1.4163773
p_aeruginosa,Amikacin,East Midlands,2025-12-01,1.3970649
p_aeruginosa,Amikacin,East Midlands,2026-02-01,1.356657
p_aeruginosa,Amikacin,East Midlands,2026-04-01,1.3469371
p_aeruginosa,Amikacin,East Midlands,2026-06-01,1.4088776
p_aeruginosa,Amikacin,East of England,2025-08-01,1.0174158
p_aeruginosa,Amikacin,East of England,2025-10-01,0.91175103
p_aeruginosa,Amikacin,East of England,2025-12-01,0.8464177
p_aeruginosa,Amikacin,East of England,2026-02-01,0.97465813
p_aeruginosa,Amikacin,East of England,2026-04-01,0.97163844
p_aeruginosa,Amikacin,East of England,2026-06-01,0.9856496
p_aeruginosa,Amikacin,London,2025-08-01,0.77958316
p_aeruginosa,Amikacin,London,2025-10-01,0.96427804
p_aeruginosa,Amikacin,London,2025-12-01,1.3023993
p_aeruginosa,Amikacin,London,2026-02-01,1.4275494
p_aeruginosa,Amikacin,London,2026-04-01,1.5948368
p_aeruginosa,Amikacin,London,2026-06-01,1.6213866
p_aeruginosa,Amikacin,North East,2025-08-01,0.22945245
p_aeruginosa,Amikacin,North East,2025-10-01,0.53723943
p_aeruginosa,Amikacin,North East,2025-12-01,0.7202371
p_aeruginosa,Amikacin,North East,2026-02-01,0.7862336
p_aeruginosa,Amikacin,North East,2026-04-01,0.61558634
p_aeruginosa,Amikacin,North East,2026-06-01,0.4968278
p_aeruginosa,Amikacin,North West,2025-08-01,3.4975002
p_aeruginosa,Amikacin,North West,2025-10-01,2.871229
p_aeruginosa,Amikacin,North West,2025-12-01,2.5880995
p_aeruginosa,Amikacin,North West,2026-02-01,2.1782458
p_aeruginosa,Amikacin,North West,2026-04-01,2.0613048
p_aeruginosa,Amikacin,North West,2026-06-01,2.1151075
p_aeruginosa,Amikacin,South East,2025-08-01,0.65808326
p_aeruginosa,Amikacin,South East,2025-10-01,0.57819915
p_aeruginosa,Amikacin,South East,2025-12-01,0.60494894
p_aeruginosa,Amikacin,South East,2026-02-01,0.6024146
p_aeruginosa,Amikacin,South East,2026-04-01,0.6393869
p_aeruginosa,Amikacin,South East,2026-06-01,0.6035159
p_aeruginosa,Amikacin,South West,2025-08-01,0.7260895
p_aeruginosa,Amikacin,South West,2025-10-01,0.81928986
p_aeruginosa,Amikacin,South West,2025-12-01,0.94265753
p_aeruginosa,Amikacin,South West,2026-02-01,0.9728121
p_aeruginosa,Amikacin,South West,2026-04-01,1.1462387
p_aeruginosa,Amikacin,South West,2026-06-01,1.3195134
p_aeruginosa,Amikacin,West Midlands,2025-08-01,1.4166251
p_aeruginosa,Amikacin,West Midlands,2025-10-01,1.2610799
p_aeruginosa,Amikacin,West Midlands,2025-12-01,1.5978856
p_aeruginosa,Amikacin,West Midlands,2026-02-01,2.1507845
p_aeruginosa,Amikacin,West Midlands,2026-04-01,2.110913
p_aeruginosa,Amikacin,West Midlands,2026-06-01,1.943612
p_aeruginosa,Amikacin,Yorkshire and Humber,2025-08-01,0.1819189
p_aeruginosa,Amikacin,Yorkshire and Humber,2025-10-01,0.38569853
p_aeruginosa,Amikacin,Yorkshire and Humber,2025-12-01,0.466282
p_aeruginosa,Amikacin,Yorkshire and Humber,2026-02-01,0.43554327
p_aeruginosa,Amikacin,Yorkshire and Humber,2026-04-01,0.31637582
p_aeruginosa,Amikacin,Yorkshire and Humber,2026-06-01,0.25243813
p_aeruginosa,Carbapenems,East Midlands,2025-08-01,6.5184646
p_aeruginosa,Carbapenems,East Midlands,2025-10-01,6.1723385
p_aeruginosa,Carbapenems,East Midlands,2025-12-01,6.4193845
p_aeruginosa,Carbapenems,East Midlands,2026-02-01,6.5194826
p_aeruginosa,Carbapenems,East Midlands,2026-04-01,6.7889004
p_aeruginosa,Carbapenems,East Midlands,2026-06-01,6.969173
p_aeruginosa,Carbapenems,East of England,2025-08-01,6.324222
p_aeruginosa,Carbapenems,East of England,2025-10-01,6.1684704
p_aeruginosa,Carbapenems,East of England,2025-12-01,6.085802
p_aeruginosa,Carbapenems,East of England,2026-02-01,6.397899
p_aeruginosa,Carbapenems,East of England,2026-04-01,6.6324577
p_aeruginosa,Carbapenems,East of England,2026-06-01,6.8668513
p_aeruginosa,Carbapenems,London,2025-08-01,9.811015
p_aeruginosa,Carbapenems,London,2025-10-01,9.779499
p_aeruginosa,Carbapenems,London,2025-12-01,11.171603
p_aeruginosa,Carbapenems,London,2026-02-01,11.811264
p_aeruginosa,Carbapenems,London,2026-04-01,11.454542
p_aeruginosa,Carbapenems,London,2026-06-01,11.043506
p_aeruginosa,Carbapenems,North East,2025-08-01,3.8812072
p_aeruginosa,Carbapenems,North East,2025-10-01,5.3078375
p_aeruginosa,Carbapenems,North East,2025-12-01,5.2914777
p_aeruginosa,Carbapenems,North East,2026-02-01,5.998064
p_aeruginosa,Carbapenems,North East,2026-04-01,5.6451206
p_aeruginosa,Carbapenems,North East,2026-06-01,6.491849
p_aeruginosa,Carbapenems,North West,2025-08-01,9.748525
p_aeruginosa,Carbapenems,North West,2025-10-01,8.921109
p_aeruginosa,Carbapenems,North West,2025-12-01,8.655188
p_aeruginosa,Carbapenems,North West,2026-02-01,8.658121
p_aeruginosa,Carbapenems,North West,2026-04-01,8.264917
p_aeruginosa,Carbapenems,North West,2026-06-01,7.9503126
p_aeruginosa,Carbapenems,South East,2025-08-01,3.5826366
p_aeruginosa,Carbapenems,South East,2025-10-01,3.225425
p_aeruginosa,Carbapenems,South East,2025-12-01,3.2719023
p_aeruginosa,Carbapenems,South East,2026-02-01,3.173617
p_aeruginosa,Carbapenems,South East,2026-04-01,3.388235
p_aeruginosa,Carbapenems,South East,2026-06-01,3.1420302
p_aeruginosa,Carbapenems,South West,2025-08-01,6.6827817
p_aeruginosa,Carbapenems,South West,2025-10-01,7.9159694
p_aeruginosa,Carbapenems,South West,2025-12-01,7.7559943
p_aeruginosa,Carbapenems,South West,2026-02-01,7.436438
p_aeruginosa,Carbapenems,South West,2026-04-01,7.1310077
p_aeruginosa,Carbapenems,South West,2026-06-01,7.527126
p_aeruginosa,Carbapenems,West Midlands,2025-08-01,9.982308
p_aeruginosa,Carbapenems,West Midlands,2025-10-01,7.285677
p_aeruginosa,Carbapenems,West Midlands,2025-12-01,6.3155603
p_aeruginosa,Carbapenems,West Midlands,2026-02-01,7.0649943
p_aeruginosa,Carbapenems,West Midlands,2026-04-01,7.424104
p_aeruginosa,Carbapenems,West Midlands,2026-06-01,8.112953
p_aeruginosa,Carbapenems,Yorkshire and Humber,2025-08-01,5.5093656
p_aeruginosa,Carbapenems,Yorkshire and Humber,2025-10-01,5.721544
p_aeruginosa,Carbapenems,Yorkshire and Humber,2025-12-01,6.4488697
p_aeruginosa,Carbapenems,Yorkshire and Humber,2026-02-01,7.214431
p_aeruginosa,Carbapenems,Yorkshire and Humber,2026-04-01,7.2411876
p_aeruginosa,Carbapenems,Yorkshire and Humber,2026-06-01,7.2249146
p_aeruginosa,Ceftazidime,East Midlands,2025-08-01,7.8010445
p_aeruginosa,Ceftazidime,East Midlands,2025-10-01,7.271958
p_aeruginosa,Ceftazidime,East Midlands,2025-12-01,6.4665422
p_aeruginosa,Ceftazidime,East Midlands,2026-02-01,6.8970017
p_aeruginosa,Ceftazidime,East Midlands,2026-04-01,7.54301
p_aeruginosa,Ceftazidime,East Midlands,2026-06-01,7.8772893
p_aeruginosa,Ceftazidime,East of England,2025-08-01,4.999779
p_aeruginosa,Ceftazidime,East of England,2025-10-01,5.7334027
p_aeruginosa,Ceftazidime,East of England,2025-12-01,6.290703
p_aeruginosa,Ceftazidime,East of England,2026-02-01,6.9646196
p_aeruginosa,Ceftazidime,East of England,2026-04-01,7.34335
p_aeruginosa,Ceftazidime,East of England,2026-06-01,7.6045346
p_aeruginosa,Ceftazidime,London,2025-08-01,6.932902
p_aeruginosa,Ceftazidime,London,2025-10-01,6.4946537
p_aeruginosa,Ceftazidime,London,2025-12-01,7.155343
p_aeruginosa,Ceftazidime,London,2026-02-01,7.5791993
p_aeruginosa,Ceftazidime,London,2026-04-01,8.114372
p_aeruginosa,Ceftazidime,London,2026-06-01,8.276183
p_aeruginosa,Ceftazidime,North East,2025-08-01,2.474326
p_aeruginosa,Ceftazidime,North East,2025-10-01,2.1790743
p_aeruginosa,Ceftazidime,North East,2025-12-01,2.2090106
p_aeruginosa,Ceftazidime,North East,2026-02-01,2.1292467
p_aeruginosa,Ceftazidime,North East,2026-04-01,2.108049
p_aeruginosa,Ceftazidime,North East,2026-06-01,2.0888112
p_aeruginosa,Ceftazidime,North West,2025-08-01,9.04405
p_aeruginosa,Ceftazidime,North West,2025-10-01,9.705659
p_aeruginosa,Ceftazidime,North West,2025-12-01,8.431869
p_aeruginosa,Ceftazidime,North West,2026-02-01,8.583506
p_aeruginosa,Ceftazidime,North West,2026-04-01,8.321077
p_aeruginosa,Ceftazidime,North West,2026-06-01,8.058366
p_aeruginosa,Ceftazidime,South East,2025-08-01,3.4017787
p_aeruginosa,Ceftazidime,South East,2025-10-01,3.4513245
p_aeruginosa,Ceftazidime,South East,2025-12-01,3.6643856
p_aeruginosa,Ceftazidime,South East,2026-02-01,3.8159618
p_aeruginosa,Ceftazidime,South East,2026-04-01,3.9656947
p_aeruginosa,Ceftazidime,South East,2026-06-01,4.053897
p_aeruginosa,Ceftazidime,South West,2025-08-01,2.4761639
p_aeruginosa,Ceftazidime,South West,2025-10-01,3.138268
p_aeruginosa,Ceftazidime,South West,2025-12-01,4.5012984
p_aeruginosa,Ceftazidime,South West,2026-02-01,5.1136174
p_aeruginosa,Ceftazidime,South West,2026-04-01,5.262057
p_aeruginosa,Ceftazidime,South West,2026-06-01,4.932278
p_aeruginosa,Ceftazidime,West Midlands,2025-08-01,12.149918
p_aeruginosa,Ceftazidime,West Midlands,2025-10-01,8.685321
p_aeruginosa,Ceftazidime,West Midlands,2025-12-01,6.8659225
p_aeruginosa,Ceftazidime,West Midlands,2026-02-01,6.931412
p_aeruginosa,Ceftazidime,West Midlands,2026-04-01,6.719958
p_aeruginosa,Ceftazidime,West Midlands,2026-06-01,6.8871655
p_aeruginosa,Ceftazidime,Yorkshire and Humber,2025-08-01,12.454665
p_aeruginosa,Ceftazidime,Yorkshire and Humber,2025-10-01,9.011471
p_aeruginosa,Ceftazidime,Yorkshire and Humber,2025-12-01,7.3456783
p_aeruginosa,Ceftazidime,Yorkshire and Humber,2026-02-01,6.632354
p_aeruginosa,Ceftazidime,Yorkshire and Humber,2026-04-01,6.4592657
p_aeruginosa,Ceftazidime,Yorkshire and Humber,2026-06-01,6.520115
p_aeruginosa,Ciprofloxacin,East Midlands,2025-08-01,10.264569
p_aeruginosa,Ciprofloxacin,East Midlands,2025-10-01,9.359995
p_aeruginosa,Ciprofloxacin,East Midlands,2025-12-01,8.863714
p_aeruginosa,Ciprofloxacin,East Midlands,2026-02-01,9.393398
p_aeruginosa,Ciprofloxacin,East Midlands,2026-04-01,9.393743
p_aeruginosa,Ciprofloxacin,East Midlands,2026-06-01,9.669588
p_aeruginosa,Ciprofloxacin,East of England,2025-08-01,7.0566063
p_aeruginosa,Ciprofloxacin,East of England,2025-10-01,7.0634446
p_aeruginosa,Ciprofloxacin,East of England,2025-12-01,8.702347
p_aeruginosa,Ciprofloxacin,East of England,2026-02-01,8.89862
p_aeruginosa,Ciprofloxacin,East of England,2026-04-01,8.647459
p_aeruginosa,Ciprofloxacin,East of England,2026-06-01,7.9217825
p_aeruginosa,Ciprofloxacin,London,2025-08-01,5.7997184
p_aeruginosa,Ciprofloxacin,London,2025-10-01,6.550663
p_aeruginosa,Ciprofloxacin,London,2025-12-01,6.335087
p_aeruginosa,Ciprofloxacin,London,2026-02-01,6.514497
p_aeruginosa,Ciprofloxacin,London,2026-04-01,6.963384
p_aeruginosa,Ciprofloxacin,London,2026-06-01,7.2215343
p_aeruginosa,Ciprofloxacin,North East,2025-08-01,5.4577074
p_aeruginosa,Ciprofloxacin,North East,2025-10-01,6.066937
p_aeruginosa,Ciprofloxacin,North East,2025-12-01,5.68993
p_aeruginosa,Ciprofloxacin,North East,2026-02-01,5.9608755
p_aeruginosa,Ciprofloxacin,North East,2026-04-01,6.1760945
p_aeruginosa,Ciprofloxacin,North East,2026-06-01,6.6010747
p_aeruginosa,Ciprofloxacin,North West,2025-08-01,8.241813
p_aeruginosa,Ciprofloxacin,North West,2025-10-01,8.241319
p_aeruginosa,Ciprofloxacin,North West,2025-12-01,8.533922
p_aeruginosa,Ciprofloxacin,North West,2026-02-01,8.973787
p_aeruginosa,Ciprofloxacin,North West,2026-04-01,9.19686
p_aeruginosa,Ciprofloxacin,North West,2026-06-01,9.469385
p_aeruginosa,Ciprofloxacin,South East,2025-08-01,8.055131
p_aeruginosa,Ciprofloxacin,South East,2025-10-01,8.074106
p_aeruginosa,Ciprofloxacin,South East,2025-12-01,8.385215
p_aeruginosa,Ciprofloxacin,South East,2026-02-01,8.5773735
p_aeruginosa,Ciprofloxacin,South East,2026-04-01,8.397869
p_aeruginosa,Ciprofloxacin,South East,2026-06-01,8.303405
p_aeruginosa,Ciprofloxacin,South West,2025-08-01,4.4466023
p_aeruginosa,Ciprofloxacin,South West,2025-10-01,4.425514
p_aeruginosa,Ciprofloxacin,South West,2025-12-01,5.569666
p_aeruginosa,Ciprofloxacin,South West,2026-02-01,6.178671
p_aeruginosa,Ciprofloxacin,South West,2026-04-01,6.5134497
p_aeruginosa,Ciprofloxacin,South West,2026-06-01,6.4637265
p_aeruginosa,Ciprofloxacin,West Midlands,2025-08-01,13.886788
p_aeruginosa,Ciprofloxacin,West Midlands,2025-10-01,11.3533745
p_aeruginosa,Ciprofloxacin,West Midlands,2025-12-01,9.102045
p_aeruginosa,Ciprofloxacin,West Midlands,2026-02-01,9.908557
p_aeruginosa,Ciprofloxacin,West Midlands,2026-04-01,10.347146
p_aeruginosa,Ciprofloxacin,West Midlands,2026-06-01,11.489431
p_aeruginosa,Ciprofloxacin,Yorkshire and Humber,2025-08-01,15.587463
p_aeruginosa,Ciprofloxacin,Yorkshire and Humber,2025-10-01,15.621941
p_aeruginosa,Ciprofloxacin,Yorkshire and Humber,2025-12-01,15.983745
p_aeruginosa,Ciprofloxacin,Yorkshire and Humber,2026-02-01,15.959985
p_aeruginosa,Ciprofloxacin,Yorkshire and Humber,2026-04-01,15.82005
p_aeruginosa,Ciprofloxacin,Yorkshire and Humber,2026-06-01,15.953998
p_aeruginosa,Piperacillin with tazobactam,East Midlands,2025-08-01,5.371045
p_aeruginosa,Piperacillin with tazobactam,East Midlands,2025-10-01,5.730477
p_aeruginosa,Piperacillin with tazobactam,East Midlands,2025-12-01,5.975347
p_aeruginosa,Piperacillin with tazobactam,East Midlands,2026-02-01,5.856049
p_aeruginosa,Piperacillin with tazobactam,East Midlands,2026-04-01,5.755227
p_aeruginosa,Piperacillin with tazobactam,East Midlands,2026-06-01,5.807576
p_aeruginosa,Piperacillin with tazobactam,East of England,2025-08-01,4.6159716
p_aeruginosa,Piperacillin with tazobactam,East of England,2025-10-01,5.3998823
p_aeruginosa,Piperacillin with tazobactam,East of England,2025-12-01,6.2093673
p_aeruginosa,Piperacillin with tazobactam,East of England,2026-02-01,7.184853
p_aeruginosa,Piperacillin with tazobactam,East of England,2026-04-01,7.475782
p_aeruginosa,Piperacillin with tazobactam,East of England,2026-06-01,7.86686
p_aeruginosa,Piperacillin with tazobactam,London,2025-08-01,9.653897
p_aeruginosa,Piperacillin with tazobactam,London,2025-10-01,9.250305
p_aeruginosa,Piperacillin with tazobactam,London,2025-12-01,10.549397
p_aeruginosa,Piperacillin with tazobactam,London,2026-02-01,11.012099
p_aeruginosa,Piperacillin with tazobactam,London,2026-04-01,11.452254
p_aeruginosa,Piperacillin with tazobactam,London,2026-06-01,11.54448
p_aeruginosa,Piperacillin with tazobactam,North East,2025-08-01,2.1977677
p_aeruginosa,Piperacillin with tazobactam,North East,2025-10-01,2.8911324
p_aeruginosa,Piperacillin with tazobactam,North East,2025-12-01,3.5779605
p_aeruginosa,Piperacillin with tazobactam,North East,2026-02-01,3.9822848
p_aeruginosa,Piperacillin with tazobactam,North East,2026-04-01,4.251369
p_aeruginosa,Piperacillin with tazobactam,North East,2026-06-01,4.6502194
p_aeruginosa,Piperacillin with tazobactam,North West,2025-08-01,9.161244
p_aeruginosa,Piperacillin with tazobactam,North West,2025-10-01,7.694733
p_aeruginosa,Piperacillin with tazobactam,North West,2025-12-01,8.429182
p_aeruginosa,Piperacillin with tazobactam,North West,2026-02-01,9.233535
p_aeruginosa,Piperacillin with tazobactam,North West,2026-04-01,9.642109
p_aeruginosa,Piperacillin with tazobactam,North West,2026-06-01,9.205738
p_aeruginosa,Piperacillin with tazobactam,South East,2025-08-01,5.9813066
p_aeruginosa,Piperacillin with tazobactam,South East,2025-10-01,6.040277
p_aeruginosa,Piperacillin with tazobactam,South East,2025-12-01,6.2222953
p_aeruginosa,Piperacillin with tazobactam,South East,2026-02-01,6.147087
p_aeruginosa,Piperacillin with tazobactam,South East,2026-04-01,6.1030383
p_aeruginosa,Piperacillin with tazobactam,South East,2026-06-01,6.095502
p_aeruginosa,Piperacillin with tazobactam,South West,2025-08-01,3.6559548
p_aeruginosa,Piperacillin with tazobactam,South West,2025-10-01,4.819286
p_aeruginosa,Piperacillin with tazobactam,South West,2025-12-01,5.748457
p_aeruginosa,Piperacillin with tazobactam,South West,2026-02-01,6.000187
p_aeruginosa,Piperacillin with tazobactam,South West,2026-04-01,6.3973346
p_aeruginosa,Piperacillin with tazobactam,South West,2026-06-01,6.762416
p_aeruginosa,Piperacillin with tazobactam,West Midlands,2025-08-01,11.105774
p_aeruginosa,Piperacillin with tazobactam,West Midlands,2025-10-01,8.400297
p_aeruginosa,Piperacillin with tazobactam,West Midlands,2025-12-01,8.167405
p_aeruginosa,Piperacillin with tazobactam,West Midlands,2026-02-01,8.992455
p_aeruginosa,Piperacillin with tazobactam,West Midlands,2026-04-01,10.646484
p_aeruginosa,Piperacillin with tazobactam,West Midlands,2026-06-01,11.257798
p_aeruginosa,Piperacillin with tazobactam,Yorkshire and Humber,2025-08-01,9.922592
p_aeruginosa,Piperacillin with tazobactam,Yorkshire and Humber,2025-10-01,9.68086
p_aeruginosa,Piperacillin with tazobactam,Yorkshire and Humber,2025-12-01,10.55435
p_aeruginosa,Piperacillin with tazobactam,Yorkshire and Humber,2026-02-01,11.809793
p_aeruginosa,Piperacillin with tazobactam,Yorkshire and Humber,2026-04-01,11.71778
p_aeruginosa,Piperacillin with tazobactam,Yorkshire and Humber,2026-06-01,11.296605
s_pneumoniae,Macrolides,East Midlands,2025-08-01,7.1575313
s_pneumoniae,Macrolides,East Midlands,2025-10-01,7.3924174
s_pneumoniae,Macrolides,East Midlands,2025-12-01,7.127253
s_pneumoniae,Macrolides,East Midlands,2026-02-01,7.4759026
s_pneumoniae,Macrolides,East Midlands,2026-04-01,7.38984
s_pneumoniae,Macrolides,East Midlands,2026-06-01,7.458701
s_pneumoniae,Macrolides,East of England,2025-08-01,11.935077
s_pneumoniae,Macrolides,East of England,2025-10-01,11.415014
s_pneumoniae,Macrolides,East of England,2025-12-01,10.725546
s_pneumoniae,Macrolides,East of England,2026-02-01,10.887276
s_pneumoniae,Macrolides,East of England,2026-04-01,10.79469
s_pneumoniae,Macrolides,East of England,2026-06-01,11.129498
s_pneumoniae,Macrolides,London,2025-08-01,13.839989
s_pneumoniae,Macrolides,London,2025-10-01,14.165885
s_pneumoniae,Macrolides,London,2025-12-01,14.64353
s_pneumoniae,Macrolides,London,2026-02-01,15.0197525
s_pneumoniae,Macrolides,London,2026-04-01,15.309454
s_pneumoniae,Macrolides,London,2026-06-01,15.074944
s_pneumoniae,Macrolides,North East,2025-08-01,7.257962
s_pneumoniae,Macrolides,North East,2025-10-01,5.822006
s_pneumoniae,Macrolides,North East,2025-12-01,5.7947264
s_pneumoniae,Macrolides,North East,2026-02-01,6.842917
s_pneumoniae,Macrolides,North East,2026-04-01,7.0531178
s_pneumoniae,Macrolides,North East,2026-06-01,7.5089397
s_pneumoniae,Macrolides,North West,2025-08-01,9.368057
s_pneumoniae,Macrolides,North West,2025-10-01,9.6825
s_pneumoniae,Macrolides,North West,2025-12-01,7.9721303
s_pneumoniae,Macrolides,North West,2026-02-01,8.065323
s_pneumoniae,Macrolides,North West,2026-04-01,7.9391475
s_pneumoniae,Macrolides,North West,2026-06-01,7.3560596
s_pneumoniae,Macrolides,South East,2025-08-01,5.470776
s_pneumoniae,Macrolides,South East,2025-10-01,5.592065
s_pneumoniae,Macrolides,South East,2025-12-01,5.615002
s_pneumoniae,Macrolides,South East,2026-02-01,5.5105057
s_pneumoniae,Macrolides,South East,2026-04-01,5.478982
s_pneumoniae,Macrolides,South East,2026-06-01,5.424675
s_pneumoniae,Macrolides,South West,2025-08-01,6.4963927
s_pneumoniae,Macrolides,South West,2025-10-01,6.228619
s_pneumoniae,Macrolides,South West,2025-12-01,6.3179016
s_pneumoniae,Macrolides,South West,2026-02-01,6.2884874
s_pneumoniae,Macrolides,South West,2026-04-01,6.118977
s_pneumoniae,Macrolides,South West,2026-06-01,6.2065973
s_pneumoniae,Macrolides,West Midlands,2025-08-01,8.999748
s_pneumoniae,Macrolides,West Midlands,2025-10-01,9.141714
s_pneumoniae,Macrolides,West Midlands,2025-12-01,8.830391
s_pneumoniae,Macrolides,West Midlands,2026-02-01,8.723957
s_pneumoniae,Macrolides,West Midlands,2026-04-01,8.740196
s_pneumoniae,Macrolides,West Midlands,2026-06-01,8.445632
s_pneumoniae,Macrolides,Yorkshire and Humber,2025-08-01,7.4126835
s_pneumoniae,Macrolides,Yorkshire and Humber,2025-10-01,7.511202
s_pneumoniae,Macrolides,Yorkshire and Humber,2025-12-01,6.4737625
s_pneumoniae,Macrolides,Yorkshire and Humber,2026-02-01,6.4796214
s_pneumoniae,Macrolides,Yorkshire and Humber,2026-04-01,6.340386
s_pneumoniae,Macrolides,Yorkshire and Humber,2026-06-01,6.4802027
s_pneumoniae,Penicillin,East Midlands,2025-08-01,3.1992083
s_pneumoniae,Penicillin,East Midlands,2025-10-01,2.6112921
s_pneumoniae,Penicillin,East Midlands,2025-12-01,1.796012
s_pneumoniae,Penicillin,East Midlands,2026-02-01,1.7318351
s_pneumoniae,Penicillin,East Midlands,2026-04-01,1.6524551
s_pneumoniae,Penicillin,East Midlands,2026-06-01,1.9271059
s_pneumoniae,Penicillin,East of England,2025-08-01,5.038093
s_pneumoniae,Penicillin,East of England,2025-10-01,4.683009
s_pneumoniae,Penicillin,East of England,2025-12-01,4.4697433
s_pneumoniae,Penicillin,East of England,2026-02-01,4.3101263
s_pneumoniae,Penicillin,East of England,2026-04-01,4.498552
s_pneumoniae,Penicillin,East of England,2026-06-01,4.8404107
s_pneumoniae,Penicillin,London,2025-08-01,5.177525
s_pneumoniae,Penicillin,London,2025-10-01,5.56257
s_pneumoniae,Penicillin,London,2025-12-01,6.435773
s_pneumoniae,Penicillin,London,2026-02-01,6.531198
s_pneumoniae,Penicillin,London,2026-04-01,6.97236
s_pneumoniae,Penicillin,London,2026-06-01,6.9284472
s_pneumoniae,Penicillin,North East,2025-08-01,4.2915173
s_pneumoniae,Penicillin,North East,2025-10-01,5.051464
s_pneumoniae,Penicillin,North East,2025-12-01,3.8521512
s_pneumoniae,Penicillin,North East,2026-02-01,3.2061994
s_pneumoniae,Penicillin,North East,2026-04-01,2.6011417
s_pneumoniae,Penicillin,North East,2026-06-01,2.282543
s_pneumoniae,Penicillin,North West,2025-08-01,1.6715091
s_pneumoniae,Penicillin,North West,2025-10-01,1.6350467
s_pneumoniae,Penicillin,North West,2025-12-01,1.5063511
s_pneumoniae,Penicillin,North West,2026-02-01,1.6026386
s_pneumoniae,Penicillin,North West,2026-04-01,1.5943094
s_pneumoniae,Penicillin,North West,2026-06-01,1.6250854
s_pneumoniae,Penicillin,South East,2025-08-01,1.5097921
s_pneumoniae,Penicillin,South East,2025-10-01,1.7408787
s_pneumoniae,Penicillin,South East,2025-12-01,1.8169353
s_pneumoniae,Penicillin,South East,2026-02-01,1.9002461
s_pneumoniae,Penicillin,South East,2026-04-01,1.9338989
s_pneumoniae,Penicillin,South East,2026-06-01,1.9266571
s_pneumoniae,Penicillin,South West,2025-08-01,0.5355261
s_pneumoniae,Penicillin,South West,2025-10-01,0.48017654
s_pneumoniae,Penicillin,South West,2025-12-01,0.4723903
s_pneumoniae,Penicillin,South West,2026-02-01,0.4366415
s_pneumoniae,Penicillin,South West,2026-04-01,0.34888235
s_pneumoniae,Penicillin,South West,2026-06-01,0.28920597
s_pneumoniae,Penicillin,West Midlands,2025-08-01,2.497693
s_pneumoniae,Penicillin,West Midlands,2025-10-01,1.9436108
s_pneumoniae,Penicillin,West Midlands,2025-12-01,2.366061
s_pneumoniae,Penicillin,West Midlands,2026-02-01,2.0150495
s_pneumoniae,Penicillin,West Midlands,2026-04-01,2.2390344
s_pneumoniae,Penicillin,West Midlands,2026-06-01,2.0534627
s_pneumoniae,Penicillin,Yorkshire and Humber,2025-08-01,2.86136
s_pneumoniae,Penicillin,Yorkshire and Humber,2025-10-01,3.3822787
s_pneumoniae,Penicillin,Yorkshire and Humber,2025-12-01,1.7388369
s_pneumoniae,Penicillin,Yorkshire and Humber,2026-02-01,1.3421135
s_pneumoniae,Penicillin,Yorkshire and Humber,2026-04-01,1.1770021
s_pneumoniae,Penicillin,Yorkshire and Humber,2026-06-01,1.6792097
