,geography,stratum,date,organism,resistance_pct,series_id,model_region,prescribing_rate,month
7247,West Midlands,Third Generation Cephalosporins,2025-05-01,K-pneumoniae,10.11,K-pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.54,5
7248,West Midlands,Third Generation Cephalosporins,2025-06-01,K-pneumoniae,11.33,K-pneumoniae__Third Generation Cephalosporins__West Midlands,Midlands,1.53,6
7249,Yorkshire and Humber,Third Generation Cephalosporins,2020-08-01,K-pneumoniae,11.51,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.56,8
7250,Yorkshire and Humber,Third Generation Cephalosporins,2020-09-01,K-pneumoniae,11.46,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.55,9
7251,Yorkshire and Humber,Third Generation Cephalosporins,2020-10-01,K-pneumoniae,10.5,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.52,10
7252,Yorkshire and Humber,Third Generation Cephalosporins,2020-11-01,K-pneumoniae,9.29,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.49,11
7253,Yorkshire and Humber,Third Generation Cephalosporins,2020-12-01,K-pneumoniae,10.0,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.45,12
7254,Yorkshire and Humber,Third Generation Cephalosporins,2021-01-01,K-pneumoniae,10.98,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.42,1
7255,Yorkshire and Humber,Third Generation Cephalosporins,2021-02-01,K-pneumoniae,13.58,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.39,2
7256,Yorkshire and Humber,Third Generation Cephalosporins,2021-03-01,K-pneumoniae,11.63,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.36,3
7257,Yorkshire and Humber,Third Generation Cephalosporins,2021-04-01,K-pneumoniae,11.18,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.34,4
7258,Yorkshire and Humber,Third Generation Cephalosporins,2021-05-01,K-pneumoniae,12.02,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.35,5
7259,Yorkshire and Humber,Third Generation Cephalosporins,2021-06-01,K-pneumoniae,13.86,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.36,6
7260,Yorkshire and Humber,Third Generation Cephalosporins,2021-07-01,K-pneumoniae,14.37,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.38,7
7261,Yorkshire and Humber,Third Generation Cephalosporins,2021-08-01,K-pneumoniae,11.31,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.39,8
7262,Yorkshire and Humber,Third Generation Cephalosporins,2021-09-01,K-pneumoniae,10.53,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.41,9
7263,Yorkshire and Humber,Third Generation Cephalosporins,2021-10-01,K-pneumoniae,10.73,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.44,10
7264,Yorkshire and Humber,Third Generation Cephalosporins,2021-11-01,K-pneumoniae,14.35,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.47,11
7265,Yorkshire and Humber,Third Generation Cephalosporins,2021-12-01,K-pneumoniae,13.47,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.51,12
7266,Yorkshire and Humber,Third Generation Cephalosporins,2022-01-01,K-pneumoniae,12.43,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.52,1
7267,Yorkshire and Humber,Third Generation Cephalosporins,2022-02-01,K-pneumoniae,10.34,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.53,2
7268,Yorkshire and Humber,Third Generation Cephalosporins,2022-03-01,K-pneumoniae,11.4,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.56,3
7269,Yorkshire and Humber,Third Generation Cephalosporins,2022-04-01,K-pneumoniae,13.61,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.58,4
7270,Yorkshire and Humber,Third Generation Cephalosporins,2022-05-01,K-pneumoniae,12.89,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.61,5
7271,Yorkshire and Humber,Third Generation Cephalosporins,2022-06-01,K-pneumoniae,13.48,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.62,6
7272,Yorkshire and Humber,Third Generation Cephalosporins,2022-07-01,K-pneumoniae,12.23,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.62,7
7273,Yorkshire and Humber,Third Generation Cephalosporins,2022-08-01,K-pneumoniae,13.33,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.63,8
7274,Yorkshire and Humber,Third Generation Cephalosporins,2022-09-01,K-pneumoniae,15.49,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.62,9
7275,Yorkshire and Humber,Third Generation Cephalosporins,2022-10-01,K-pneumoniae,15.64,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.63,10
7276,Yorkshire and Humber,Third Generation Cephalosporins,2022-11-01,K-pneumoniae,17.19,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.63,11
7277,Yorkshire and Humber,Third Generation Cephalosporins,2022-12-01,K-pneumoniae,15.74,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.69,12
7278,Yorkshire and Humber,Third Generation Cephalosporins,2023-01-01,K-pneumoniae,16.84,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.74,1
7279,Yorkshire and Humber,Third Generation Cephalosporins,2023-02-01,K-pneumoniae,16.93,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.76,2
7280,Yorkshire and Humber,Third Generation Cephalosporins,2023-03-01,K-pneumoniae,19.89,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.78,3
7281,Yorkshire and Humber,Third Generation Cephalosporins,2023-04-01,K-pneumoniae,21.35,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.78,4
7282,Yorkshire and Humber,Third Generation Cephalosporins,2023-05-01,K-pneumoniae,20.44,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.79,5
7283,Yorkshire and Humber,Third Generation Cephalosporins,2023-06-01,K-pneumoniae,17.05,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.79,6
7284,Yorkshire and Humber,Third Generation Cephalosporins,2023-07-01,K-pneumoniae,14.04,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.79,7
7285,Yorkshire and Humber,Third Generation Cephalosporins,2023-08-01,K-pneumoniae,13.24,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.79,8
7286,Yorkshire and Humber,Third Generation Cephalosporins,2023-09-01,K-pneumoniae,18.75,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.79,9
7287,Yorkshire and Humber,Third Generation Cephalosporins,2023-10-01,K-pneumoniae,22.27,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.8,10
7288,Yorkshire and Humber,Third Generation Cephalosporins,2023-11-01,K-pneumoniae,24.0,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.79,11
7289,Yorkshire and Humber,Third Generation Cephalosporins,2023-12-01,K-pneumoniae,17.77,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.74,12
7290,Yorkshire and Humber,Third Generation Cephalosporins,2024-01-01,K-pneumoniae,13.93,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.74,1
7291,Yorkshire and Humber,Third Generation Cephalosporins,2024-02-01,K-pneumoniae,11.82,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.74,2
7292,Yorkshire and Humber,Third Generation Cephalosporins,2024-03-01,K-pneumoniae,12.26,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.73,3
7293,Yorkshire and Humber,Third Generation Cephalosporins,2024-04-01,K-pneumoniae,14.21,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.75,4
7294,Yorkshire and Humber,Third Generation Cephalosporins,2024-05-01,K-pneumoniae,16.34,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.75,5
7295,Yorkshire and Humber,Third Generation Cephalosporins,2024-06-01,K-pneumoniae,17.39,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.74,6
7296,Yorkshire and Humber,Third Generation Cephalosporins,2024-07-01,K-pneumoniae,18.1,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.75,7
7297,Yorkshire and Humber,Third Generation Cephalosporins,2024-08-01,K-pneumoniae,19.83,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.73,8
7298,Yorkshire and Humber,Third Generation Cephalosporins,2024-09-01,K-pneumoniae,21.62,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.73,9
7299,Yorkshire and Humber,Third Generation Cephalosporins,2024-10-01,K-pneumoniae,20.63,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.72,10
7300,Yorkshire and Humber,Third Generation Cephalosporins,2024-11-01,K-pneumoniae,20.1,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.71,11
7301,Yorkshire and Humber,Third Generation Cephalosporins,2024-12-01,K-pneumoniae,19.2,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.7,12
7302,Yorkshire and Humber,Third Generation Cephalosporins,2025-01-01,K-pneumoniae,18.96,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.68,1
7303,Yorkshire and Humber,Third Generation Cephalosporins,2025-02-01,K-pneumoniae,18.05,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.66,2
7304,Yorkshire and Humber,Third Generation Cephalosporins,2025-03-01,K-pneumoniae,21.3,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.64,3
7305,Yorkshire and Humber,Third Generation Cephalosporins,2025-04-01,K-pneumoniae,22.47,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.62,4
7306,Yorkshire and Humber,Third Generation Cephalosporins,2025-05-01,K-pneumoniae,20.32,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.6,5
7307,Yorkshire and Humber,Third Generation Cephalosporins,2025-06-01,K-pneumoniae,16.35,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.59,6
7308,East Midlands,Amikacin,2020-08-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.49,8
7309,East Midlands,Amikacin,2020-09-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.48,9
7310,East Midlands,Amikacin,2020-10-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.46,10
7311,East Midlands,Amikacin,2020-11-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.43,11
7312,East Midlands,Amikacin,2020-12-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.38,12
7313,East Midlands,Amikacin,2021-01-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.33,1
7314,East Midlands,Amikacin,2021-02-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.29,2
7315,East Midlands,Amikacin,2021-03-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.26,3
7316,East Midlands,Amikacin,2021-04-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.25,4
7317,East Midlands,Amikacin,2021-05-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.25,5
7318,East Midlands,Amikacin,2021-06-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.26,6
7319,East Midlands,Amikacin,2021-07-01,P-aeruginosa,1.79,P-aeruginosa__Amikacin__East Midlands,Midlands,1.28,7
7320,East Midlands,Amikacin,2021-08-01,P-aeruginosa,1.56,P-aeruginosa__Amikacin__East Midlands,Midlands,1.3,8
7321,East Midlands,Amikacin,2021-09-01,P-aeruginosa,1.43,P-aeruginosa__Amikacin__East Midlands,Midlands,1.31,9
7322,East Midlands,Amikacin,2021-10-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.34,10
7323,East Midlands,Amikacin,2021-11-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.37,11
7324,East Midlands,Amikacin,2021-12-01,P-aeruginosa,1.72,P-aeruginosa__Amikacin__East Midlands,Midlands,1.41,12
7325,East Midlands,Amikacin,2022-01-01,P-aeruginosa,1.96,P-aeruginosa__Amikacin__East Midlands,Midlands,1.41,1
7326,East Midlands,Amikacin,2022-02-01,P-aeruginosa,2.17,P-aeruginosa__Amikacin__East Midlands,Midlands,1.43,2
7327,East Midlands,Amikacin,2022-03-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.46,3
7328,East Midlands,Amikacin,2022-04-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.48,4
7329,East Midlands,Amikacin,2022-05-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.5,5
7330,East Midlands,Amikacin,2022-06-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.51,6
7331,East Midlands,Amikacin,2022-07-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.52,7
7332,East Midlands,Amikacin,2022-08-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.53,8
7333,East Midlands,Amikacin,2022-09-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.52,9
7334,East Midlands,Amikacin,2022-10-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.52,10
7335,East Midlands,Amikacin,2022-11-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.53,11
7336,East Midlands,Amikacin,2022-12-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.6,12
7337,East Midlands,Amikacin,2023-01-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.65,1
7338,East Midlands,Amikacin,2023-02-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.68,2
7339,East Midlands,Amikacin,2023-03-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.7,3
7340,East Midlands,Amikacin,2023-04-01,P-aeruginosa,2.17,P-aeruginosa__Amikacin__East Midlands,Midlands,1.71,4
7341,East Midlands,Amikacin,2023-05-01,P-aeruginosa,3.77,P-aeruginosa__Amikacin__East Midlands,Midlands,1.71,5
7342,East Midlands,Amikacin,2023-06-01,P-aeruginosa,3.23,P-aeruginosa__Amikacin__East Midlands,Midlands,1.72,6
7343,East Midlands,Amikacin,2023-07-01,P-aeruginosa,3.33,P-aeruginosa__Amikacin__East Midlands,Midlands,1.71,7
7344,East Midlands,Amikacin,2023-08-01,P-aeruginosa,1.69,P-aeruginosa__Amikacin__East Midlands,Midlands,1.72,8
7345,East Midlands,Amikacin,2023-09-01,P-aeruginosa,2.94,P-aeruginosa__Amikacin__East Midlands,Midlands,1.72,9
7346,East Midlands,Amikacin,2023-10-01,P-aeruginosa,1.32,P-aeruginosa__Amikacin__East Midlands,Midlands,1.72,10
7347,East Midlands,Amikacin,2023-11-01,P-aeruginosa,1.41,P-aeruginosa__Amikacin__East Midlands,Midlands,1.72,11
7348,East Midlands,Amikacin,2023-12-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.66,12
7349,East Midlands,Amikacin,2024-01-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.65,1
7350,East Midlands,Amikacin,2024-02-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.65,2
7351,East Midlands,Amikacin,2024-03-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.64,3
7352,East Midlands,Amikacin,2024-04-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.66,4
7353,East Midlands,Amikacin,2024-05-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.67,5
7354,East Midlands,Amikacin,2024-06-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.67,6
7355,East Midlands,Amikacin,2024-07-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.67,7
7356,East Midlands,Amikacin,2024-08-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.66,8
7357,East Midlands,Amikacin,2024-09-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.66,9
7358,East Midlands,Amikacin,2024-10-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.65,10
7359,East Midlands,Amikacin,2024-11-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.64,11
7360,East Midlands,Amikacin,2024-12-01,P-aeruginosa,1.64,P-aeruginosa__Amikacin__East Midlands,Midlands,1.65,12
7361,East Midlands,Amikacin,2025-01-01,P-aeruginosa,2.08,P-aeruginosa__Amikacin__East Midlands,Midlands,1.63,1
7362,East Midlands,Amikacin,2025-02-01,P-aeruginosa,2.08,P-aeruginosa__Amikacin__East Midlands,Midlands,1.61,2
7363,East Midlands,Amikacin,2025-03-01,P-aeruginosa,2.27,P-aeruginosa__Amikacin__East Midlands,Midlands,1.59,3
7364,East Midlands,Amikacin,2025-04-01,P-aeruginosa,1.92,P-aeruginosa__Amikacin__East Midlands,Midlands,1.57,4
7365,East Midlands,Amikacin,2025-05-01,P-aeruginosa,1.75,P-aeruginosa__Amikacin__East Midlands,Midlands,1.54,5
7366,East Midlands,Amikacin,2025-06-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East Midlands,Midlands,1.53,6
7367,East of England,Amikacin,2020-08-01,P-aeruginosa,2.56,P-aeruginosa__Amikacin__East of England,East of England,1.52,8
7368,East of England,Amikacin,2020-09-01,P-aeruginosa,1.27,P-aeruginosa__Amikacin__East of England,East of England,1.51,9
7369,East of England,Amikacin,2020-10-01,P-aeruginosa,1.49,P-aeruginosa__Amikacin__East of England,East of England,1.49,10
7370,East of England,Amikacin,2020-11-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East of England,East of England,1.45,11
7371,East of England,Amikacin,2020-12-01,P-aeruginosa,1.67,P-aeruginosa__Amikacin__East of England,East of England,1.41,12
7372,East of England,Amikacin,2021-01-01,P-aeruginosa,1.69,P-aeruginosa__Amikacin__East of England,East of England,1.34,1
7373,East of England,Amikacin,2021-02-01,P-aeruginosa,5.66,P-aeruginosa__Amikacin__East of England,East of England,1.3,2
7374,East of England,Amikacin,2021-03-01,P-aeruginosa,3.77,P-aeruginosa__Amikacin__East of England,East of England,1.27,3
7375,East of England,Amikacin,2021-04-01,P-aeruginosa,4.84,P-aeruginosa__Amikacin__East of England,East of England,1.25,4
7376,East of England,Amikacin,2021-05-01,P-aeruginosa,3.03,P-aeruginosa__Amikacin__East of England,East of England,1.26,5
7377,East of England,Amikacin,2021-06-01,P-aeruginosa,2.7,P-aeruginosa__Amikacin__East of England,East of England,1.27,6
7378,East of England,Amikacin,2021-07-01,P-aeruginosa,1.37,P-aeruginosa__Amikacin__East of England,East of England,1.29,7
7379,East of England,Amikacin,2021-08-01,P-aeruginosa,1.03,P-aeruginosa__Amikacin__East of England,East of England,1.3,8
7380,East of England,Amikacin,2021-09-01,P-aeruginosa,0.99,P-aeruginosa__Amikacin__East of England,East of England,1.32,9
7381,East of England,Amikacin,2021-10-01,P-aeruginosa,1.74,P-aeruginosa__Amikacin__East of England,East of England,1.35,10
7382,East of England,Amikacin,2021-11-01,P-aeruginosa,2.17,P-aeruginosa__Amikacin__East of England,East of England,1.38,11
7383,East of England,Amikacin,2021-12-01,P-aeruginosa,2.2,P-aeruginosa__Amikacin__East of England,East of England,1.42,12
7384,East of England,Amikacin,2022-01-01,P-aeruginosa,3.95,P-aeruginosa__Amikacin__East of England,East of England,1.42,1
7385,East of England,Amikacin,2022-02-01,P-aeruginosa,2.74,P-aeruginosa__Amikacin__East of England,East of England,1.44,2
7386,East of England,Amikacin,2022-03-01,P-aeruginosa,4.76,P-aeruginosa__Amikacin__East of England,East of England,1.48,3
7387,East of England,Amikacin,2022-04-01,P-aeruginosa,1.64,P-aeruginosa__Amikacin__East of England,East of England,1.5,4
7388,East of England,Amikacin,2022-05-01,P-aeruginosa,1.39,P-aeruginosa__Amikacin__East of England,East of England,1.52,5
7389,East of England,Amikacin,2022-06-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East of England,East of England,1.53,6
7390,East of England,Amikacin,2022-07-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East of England,East of England,1.54,7
7391,East of England,Amikacin,2022-08-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East of England,East of England,1.54,8
7392,East of England,Amikacin,2022-09-01,P-aeruginosa,2.22,P-aeruginosa__Amikacin__East of England,East of England,1.54,9
7393,East of England,Amikacin,2022-10-01,P-aeruginosa,2.15,P-aeruginosa__Amikacin__East of England,East of England,1.54,10
7394,East of England,Amikacin,2022-11-01,P-aeruginosa,1.94,P-aeruginosa__Amikacin__East of England,East of England,1.56,11
7395,East of England,Amikacin,2022-12-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East of England,East of England,1.63,12
7396,East of England,Amikacin,2023-01-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East of England,East of England,1.67,1
7397,East of England,Amikacin,2023-02-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East of England,East of England,1.71,2
7398,East of England,Amikacin,2023-03-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East of England,East of England,1.73,3
7399,East of England,Amikacin,2023-04-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East of England,East of England,1.74,4
7400,East of England,Amikacin,2023-05-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East of England,East of England,1.74,5
7401,East of England,Amikacin,2023-06-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East of England,East of England,1.75,6
7402,East of England,Amikacin,2023-07-01,P-aeruginosa,3.45,P-aeruginosa__Amikacin__East of England,East of England,1.75,7
7403,East of England,Amikacin,2023-08-01,P-aeruginosa,3.66,P-aeruginosa__Amikacin__East of England,East of England,1.75,8
7404,East of England,Amikacin,2023-09-01,P-aeruginosa,3.66,P-aeruginosa__Amikacin__East of England,East of England,1.75,9
7405,East of England,Amikacin,2023-10-01,P-aeruginosa,0.95,P-aeruginosa__Amikacin__East of England,East of England,1.74,10
7406,East of England,Amikacin,2023-11-01,P-aeruginosa,1.04,P-aeruginosa__Amikacin__East of England,East of England,1.74,11
7407,East of England,Amikacin,2023-12-01,P-aeruginosa,2.27,P-aeruginosa__Amikacin__East of England,East of England,1.68,12
7408,East of England,Amikacin,2024-01-01,P-aeruginosa,1.45,P-aeruginosa__Amikacin__East of England,East of England,1.68,1
7409,East of England,Amikacin,2024-02-01,P-aeruginosa,2.53,P-aeruginosa__Amikacin__East of England,East of England,1.68,2
7410,East of England,Amikacin,2024-03-01,P-aeruginosa,2.22,P-aeruginosa__Amikacin__East of England,East of England,1.67,3
7411,East of England,Amikacin,2024-04-01,P-aeruginosa,2.2,P-aeruginosa__Amikacin__East of England,East of England,1.68,4
7412,East of England,Amikacin,2024-05-01,P-aeruginosa,2.5,P-aeruginosa__Amikacin__East of England,East of England,1.69,5
7413,East of England,Amikacin,2024-06-01,P-aeruginosa,4.41,P-aeruginosa__Amikacin__East of England,East of England,1.68,6
7414,East of England,Amikacin,2024-07-01,P-aeruginosa,4.69,P-aeruginosa__Amikacin__East of England,East of England,1.69,7
7415,East of England,Amikacin,2024-08-01,P-aeruginosa,2.86,P-aeruginosa__Amikacin__East of England,East of England,1.68,8
7416,East of England,Amikacin,2024-09-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East of England,East of England,1.67,9
7417,East of England,Amikacin,2024-10-01,P-aeruginosa,1.01,P-aeruginosa__Amikacin__East of England,East of England,1.67,10
7418,East of England,Amikacin,2024-11-01,P-aeruginosa,1.02,P-aeruginosa__Amikacin__East of England,East of England,1.66,11
7419,East of England,Amikacin,2024-12-01,P-aeruginosa,0.97,P-aeruginosa__Amikacin__East of England,East of England,1.66,12
7420,East of England,Amikacin,2025-01-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East of England,East of England,1.65,1
7421,East of England,Amikacin,2025-02-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East of England,East of England,1.62,2
7422,East of England,Amikacin,2025-03-01,P-aeruginosa,1.16,P-aeruginosa__Amikacin__East of England,East of England,1.6,3
7423,East of England,Amikacin,2025-04-01,P-aeruginosa,1.41,P-aeruginosa__Amikacin__East of England,East of England,1.58,4
7424,East of England,Amikacin,2025-05-01,P-aeruginosa,1.45,P-aeruginosa__Amikacin__East of England,East of England,1.56,5
7425,East of England,Amikacin,2025-06-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__East of England,East of England,1.55,6
7426,London,Amikacin,2020-08-01,P-aeruginosa,1.53,P-aeruginosa__Amikacin__London,London,1.13,8
7427,London,Amikacin,2020-09-01,P-aeruginosa,1.92,P-aeruginosa__Amikacin__London,London,1.12,9
7428,London,Amikacin,2020-10-01,P-aeruginosa,1.36,P-aeruginosa__Amikacin__London,London,1.1,10
7429,London,Amikacin,2020-11-01,P-aeruginosa,2.1,P-aeruginosa__Amikacin__London,London,1.07,11
7430,London,Amikacin,2020-12-01,P-aeruginosa,1.4,P-aeruginosa__Amikacin__London,London,1.03,12
7431,London,Amikacin,2021-01-01,P-aeruginosa,0.55,P-aeruginosa__Amikacin__London,London,1.02,1
7432,London,Amikacin,2021-02-01,P-aeruginosa,1.12,P-aeruginosa__Amikacin__London,London,0.99,2
7433,London,Amikacin,2021-03-01,P-aeruginosa,2.38,P-aeruginosa__Amikacin__London,London,0.96,3
7434,London,Amikacin,2021-04-01,P-aeruginosa,3.05,P-aeruginosa__Amikacin__London,London,0.93,4
