,geography,stratum,date,organism,resistance_pct,series_id,model_region,prescribing_rate,month
1030,East Midlands,Ciprofloxacin,2021-02-01,E-coli,14.43,E-coli__Ciprofloxacin__East Midlands,Midlands,1.29,2
1031,East Midlands,Ciprofloxacin,2021-03-01,E-coli,16.46,E-coli__Ciprofloxacin__East Midlands,Midlands,1.26,3
1032,East Midlands,Ciprofloxacin,2021-04-01,E-coli,15.57,E-coli__Ciprofloxacin__East Midlands,Midlands,1.25,4
1033,East Midlands,Ciprofloxacin,2021-05-01,E-coli,14.91,E-coli__Ciprofloxacin__East Midlands,Midlands,1.25,5
1034,East Midlands,Ciprofloxacin,2021-06-01,E-coli,14.04,E-coli__Ciprofloxacin__East Midlands,Midlands,1.26,6
1035,East Midlands,Ciprofloxacin,2021-07-01,E-coli,14.07,E-coli__Ciprofloxacin__East Midlands,Midlands,1.28,7
1036,East Midlands,Ciprofloxacin,2021-08-01,E-coli,14.29,E-coli__Ciprofloxacin__East Midlands,Midlands,1.3,8
1037,East Midlands,Ciprofloxacin,2021-09-01,E-coli,13.4,E-coli__Ciprofloxacin__East Midlands,Midlands,1.31,9
1038,East Midlands,Ciprofloxacin,2021-10-01,E-coli,13.02,E-coli__Ciprofloxacin__East Midlands,Midlands,1.34,10
1039,East Midlands,Ciprofloxacin,2021-11-01,E-coli,13.77,E-coli__Ciprofloxacin__East Midlands,Midlands,1.37,11
1040,East Midlands,Ciprofloxacin,2021-12-01,E-coli,15.12,E-coli__Ciprofloxacin__East Midlands,Midlands,1.41,12
1041,East Midlands,Ciprofloxacin,2022-01-01,E-coli,17.68,E-coli__Ciprofloxacin__East Midlands,Midlands,1.41,1
1042,East Midlands,Ciprofloxacin,2022-02-01,E-coli,17.13,E-coli__Ciprofloxacin__East Midlands,Midlands,1.43,2
1043,East Midlands,Ciprofloxacin,2022-03-01,E-coli,16.31,E-coli__Ciprofloxacin__East Midlands,Midlands,1.46,3
1044,East Midlands,Ciprofloxacin,2022-04-01,E-coli,15.87,E-coli__Ciprofloxacin__East Midlands,Midlands,1.48,4
1045,East Midlands,Ciprofloxacin,2022-05-01,E-coli,15.32,E-coli__Ciprofloxacin__East Midlands,Midlands,1.5,5
1046,East Midlands,Ciprofloxacin,2022-06-01,E-coli,14.89,E-coli__Ciprofloxacin__East Midlands,Midlands,1.51,6
1047,East Midlands,Ciprofloxacin,2022-07-01,E-coli,14.42,E-coli__Ciprofloxacin__East Midlands,Midlands,1.52,7
1048,East Midlands,Ciprofloxacin,2022-08-01,E-coli,14.21,E-coli__Ciprofloxacin__East Midlands,Midlands,1.53,8
1049,East Midlands,Ciprofloxacin,2022-09-01,E-coli,14.44,E-coli__Ciprofloxacin__East Midlands,Midlands,1.52,9
1050,East Midlands,Ciprofloxacin,2022-10-01,E-coli,14.95,E-coli__Ciprofloxacin__East Midlands,Midlands,1.52,10
1051,East Midlands,Ciprofloxacin,2022-11-01,E-coli,14.84,E-coli__Ciprofloxacin__East Midlands,Midlands,1.53,11
1052,East Midlands,Ciprofloxacin,2022-12-01,E-coli,16.67,E-coli__Ciprofloxacin__East Midlands,Midlands,1.6,12
1053,East Midlands,Ciprofloxacin,2023-01-01,E-coli,14.07,E-coli__Ciprofloxacin__East Midlands,Midlands,1.65,1
1054,East Midlands,Ciprofloxacin,2023-02-01,E-coli,13.88,E-coli__Ciprofloxacin__East Midlands,Midlands,1.68,2
1055,East Midlands,Ciprofloxacin,2023-03-01,E-coli,13.02,E-coli__Ciprofloxacin__East Midlands,Midlands,1.7,3
1056,East Midlands,Ciprofloxacin,2023-04-01,E-coli,15.11,E-coli__Ciprofloxacin__East Midlands,Midlands,1.71,4
1057,East Midlands,Ciprofloxacin,2023-05-01,E-coli,16.55,E-coli__Ciprofloxacin__East Midlands,Midlands,1.71,5
1058,East Midlands,Ciprofloxacin,2023-06-01,E-coli,16.17,E-coli__Ciprofloxacin__East Midlands,Midlands,1.72,6
1059,East Midlands,Ciprofloxacin,2023-07-01,E-coli,16.67,E-coli__Ciprofloxacin__East Midlands,Midlands,1.71,7
1060,East Midlands,Ciprofloxacin,2023-08-01,E-coli,15.56,E-coli__Ciprofloxacin__East Midlands,Midlands,1.72,8
1061,East Midlands,Ciprofloxacin,2023-09-01,E-coli,15.75,E-coli__Ciprofloxacin__East Midlands,Midlands,1.72,9
1062,East Midlands,Ciprofloxacin,2023-10-01,E-coli,16.13,E-coli__Ciprofloxacin__East Midlands,Midlands,1.72,10
1063,East Midlands,Ciprofloxacin,2023-11-01,E-coli,17.81,E-coli__Ciprofloxacin__East Midlands,Midlands,1.72,11
1064,East Midlands,Ciprofloxacin,2023-12-01,E-coli,20.48,E-coli__Ciprofloxacin__East Midlands,Midlands,1.66,12
1065,East Midlands,Ciprofloxacin,2024-01-01,E-coli,19.74,E-coli__Ciprofloxacin__East Midlands,Midlands,1.65,1
1066,East Midlands,Ciprofloxacin,2024-02-01,E-coli,19.15,E-coli__Ciprofloxacin__East Midlands,Midlands,1.65,2
1067,East Midlands,Ciprofloxacin,2024-03-01,E-coli,16.49,E-coli__Ciprofloxacin__East Midlands,Midlands,1.64,3
1068,East Midlands,Ciprofloxacin,2024-04-01,E-coli,16.92,E-coli__Ciprofloxacin__East Midlands,Midlands,1.66,4
1069,East Midlands,Ciprofloxacin,2024-05-01,E-coli,17.2,E-coli__Ciprofloxacin__East Midlands,Midlands,1.67,5
1070,East Midlands,Ciprofloxacin,2024-06-01,E-coli,18.02,E-coli__Ciprofloxacin__East Midlands,Midlands,1.67,6
1071,East Midlands,Ciprofloxacin,2024-07-01,E-coli,18.67,E-coli__Ciprofloxacin__East Midlands,Midlands,1.67,7
1072,East Midlands,Ciprofloxacin,2024-08-01,E-coli,17.92,E-coli__Ciprofloxacin__East Midlands,Midlands,1.66,8
1073,East Midlands,Ciprofloxacin,2024-09-01,E-coli,18.59,E-coli__Ciprofloxacin__East Midlands,Midlands,1.66,9
1074,East Midlands,Ciprofloxacin,2024-10-01,E-coli,17.29,E-coli__Ciprofloxacin__East Midlands,Midlands,1.65,10
1075,East Midlands,Ciprofloxacin,2024-11-01,E-coli,17.14,E-coli__Ciprofloxacin__East Midlands,Midlands,1.64,11
1076,East Midlands,Ciprofloxacin,2024-12-01,E-coli,17.37,E-coli__Ciprofloxacin__East Midlands,Midlands,1.65,12
1077,East Midlands,Ciprofloxacin,2025-01-01,E-coli,17.86,E-coli__Ciprofloxacin__East Midlands,Midlands,1.63,1
1078,East Midlands,Ciprofloxacin,2025-02-01,E-coli,19.34,E-coli__Ciprofloxacin__East Midlands,Midlands,1.61,2
1079,East Midlands,Ciprofloxacin,2025-03-01,E-coli,19.06,E-coli__Ciprofloxacin__East Midlands,Midlands,1.59,3
1080,East Midlands,Ciprofloxacin,2025-04-01,E-coli,19.93,E-coli__Ciprofloxacin__East Midlands,Midlands,1.57,4
1081,East Midlands,Ciprofloxacin,2025-05-01,E-coli,19.12,E-coli__Ciprofloxacin__East Midlands,Midlands,1.54,5
1082,East Midlands,Ciprofloxacin,2025-06-01,E-coli,19.16,E-coli__Ciprofloxacin__East Midlands,Midlands,1.53,6
1083,East of England,Ciprofloxacin,2020-10-01,E-coli,20.41,E-coli__Ciprofloxacin__East of England,East of England,1.49,10
1084,East of England,Ciprofloxacin,2020-11-01,E-coli,19.18,E-coli__Ciprofloxacin__East of England,East of England,1.45,11
1085,East of England,Ciprofloxacin,2020-12-01,E-coli,18.21,E-coli__Ciprofloxacin__East of England,East of England,1.41,12
1086,East of England,Ciprofloxacin,2021-01-01,E-coli,17.8,E-coli__Ciprofloxacin__East of England,East of England,1.34,1
1087,East of England,Ciprofloxacin,2021-02-01,E-coli,18.3,E-coli__Ciprofloxacin__East of England,East of England,1.3,2
1088,East of England,Ciprofloxacin,2021-03-01,E-coli,19.04,E-coli__Ciprofloxacin__East of England,East of England,1.27,3
1089,East of England,Ciprofloxacin,2021-04-01,E-coli,19.07,E-coli__Ciprofloxacin__East of England,East of England,1.25,4
1090,East of England,Ciprofloxacin,2021-05-01,E-coli,19.33,E-coli__Ciprofloxacin__East of England,East of England,1.26,5
1091,East of England,Ciprofloxacin,2021-06-01,E-coli,18.42,E-coli__Ciprofloxacin__East of England,East of England,1.27,6
1092,East of England,Ciprofloxacin,2021-07-01,E-coli,17.35,E-coli__Ciprofloxacin__East of England,East of England,1.29,7
1093,East of England,Ciprofloxacin,2021-08-01,E-coli,17.58,E-coli__Ciprofloxacin__East of England,East of England,1.3,8
1094,East of England,Ciprofloxacin,2021-09-01,E-coli,17.85,E-coli__Ciprofloxacin__East of England,East of England,1.32,9
1095,East of England,Ciprofloxacin,2021-10-01,E-coli,17.77,E-coli__Ciprofloxacin__East of England,East of England,1.35,10
1096,East of England,Ciprofloxacin,2021-11-01,E-coli,16.48,E-coli__Ciprofloxacin__East of England,East of England,1.38,11
1097,East of England,Ciprofloxacin,2021-12-01,E-coli,16.49,E-coli__Ciprofloxacin__East of England,East of England,1.42,12
1098,East of England,Ciprofloxacin,2022-01-01,E-coli,16.27,E-coli__Ciprofloxacin__East of England,East of England,1.42,1
1099,East of England,Ciprofloxacin,2022-02-01,E-coli,15.04,E-coli__Ciprofloxacin__East of England,East of England,1.44,2
1100,East of England,Ciprofloxacin,2022-03-01,E-coli,15.65,E-coli__Ciprofloxacin__East of England,East of England,1.48,3
1101,East of England,Ciprofloxacin,2022-04-01,E-coli,16.0,E-coli__Ciprofloxacin__East of England,East of England,1.5,4
1102,East of England,Ciprofloxacin,2022-05-01,E-coli,18.24,E-coli__Ciprofloxacin__East of England,East of England,1.52,5
1103,East of England,Ciprofloxacin,2022-06-01,E-coli,18.2,E-coli__Ciprofloxacin__East of England,East of England,1.53,6
1104,East of England,Ciprofloxacin,2022-07-01,E-coli,18.01,E-coli__Ciprofloxacin__East of England,East of England,1.54,7
1105,East of England,Ciprofloxacin,2022-08-01,E-coli,17.05,E-coli__Ciprofloxacin__East of England,East of England,1.54,8
1106,East of England,Ciprofloxacin,2022-09-01,E-coli,16.26,E-coli__Ciprofloxacin__East of England,East of England,1.54,9
1107,East of England,Ciprofloxacin,2022-10-01,E-coli,16.93,E-coli__Ciprofloxacin__East of England,East of England,1.54,10
1108,East of England,Ciprofloxacin,2022-11-01,E-coli,18.06,E-coli__Ciprofloxacin__East of England,East of England,1.56,11
1109,East of England,Ciprofloxacin,2022-12-01,E-coli,19.63,E-coli__Ciprofloxacin__East of England,East of England,1.63,12
1110,East of England,Ciprofloxacin,2023-01-01,E-coli,20.99,E-coli__Ciprofloxacin__East of England,East of England,1.67,1
1111,East of England,Ciprofloxacin,2023-02-01,E-coli,21.99,E-coli__Ciprofloxacin__East of England,East of England,1.71,2
1112,East of England,Ciprofloxacin,2023-03-01,E-coli,20.64,E-coli__Ciprofloxacin__East of England,East of England,1.73,3
1113,East of England,Ciprofloxacin,2023-04-01,E-coli,20.63,E-coli__Ciprofloxacin__East of England,East of England,1.74,4
1114,East of England,Ciprofloxacin,2023-05-01,E-coli,19.76,E-coli__Ciprofloxacin__East of England,East of England,1.74,5
1115,East of England,Ciprofloxacin,2023-06-01,E-coli,20.69,E-coli__Ciprofloxacin__East of England,East of England,1.75,6
1116,East of England,Ciprofloxacin,2023-07-01,E-coli,19.4,E-coli__Ciprofloxacin__East of England,East of England,1.75,7
1117,East of England,Ciprofloxacin,2023-08-01,E-coli,19.47,E-coli__Ciprofloxacin__East of England,East of England,1.75,8
1118,East of England,Ciprofloxacin,2023-09-01,E-coli,19.05,E-coli__Ciprofloxacin__East of England,East of England,1.75,9
1119,East of England,Ciprofloxacin,2023-10-01,E-coli,18.44,E-coli__Ciprofloxacin__East of England,East of England,1.74,10
1120,East of England,Ciprofloxacin,2023-11-01,E-coli,18.85,E-coli__Ciprofloxacin__East of England,East of England,1.74,11
1121,East of England,Ciprofloxacin,2023-12-01,E-coli,17.25,E-coli__Ciprofloxacin__East of England,East of England,1.68,12
1122,East of England,Ciprofloxacin,2024-01-01,E-coli,17.97,E-coli__Ciprofloxacin__East of England,East of England,1.68,1
1123,East of England,Ciprofloxacin,2024-02-01,E-coli,17.29,E-coli__Ciprofloxacin__East of England,East of England,1.68,2
1124,East of England,Ciprofloxacin,2024-03-01,E-coli,18.07,E-coli__Ciprofloxacin__East of England,East of England,1.67,3
1125,East of England,Ciprofloxacin,2024-04-01,E-coli,19.13,E-coli__Ciprofloxacin__East of England,East of England,1.68,4
1126,East of England,Ciprofloxacin,2024-05-01,E-coli,19.28,E-coli__Ciprofloxacin__East of England,East of England,1.69,5
1127,East of England,Ciprofloxacin,2024-06-01,E-coli,20.89,E-coli__Ciprofloxacin__East of England,East of England,1.68,6
1128,East of England,Ciprofloxacin,2024-07-01,E-coli,21.06,E-coli__Ciprofloxacin__East of England,East of England,1.69,7
1129,East of England,Ciprofloxacin,2024-08-01,E-coli,21.89,E-coli__Ciprofloxacin__East of England,East of England,1.68,8
1130,East of England,Ciprofloxacin,2024-09-01,E-coli,20.53,E-coli__Ciprofloxacin__East of England,East of England,1.67,9
1131,East of England,Ciprofloxacin,2024-10-01,E-coli,19.09,E-coli__Ciprofloxacin__East of England,East of England,1.67,10
1132,East of England,Ciprofloxacin,2024-11-01,E-coli,17.73,E-coli__Ciprofloxacin__East of England,East of England,1.66,11
1133,East of England,Ciprofloxacin,2024-12-01,E-coli,17.75,E-coli__Ciprofloxacin__East of England,East of England,1.66,12
1134,East of England,Ciprofloxacin,2025-01-01,E-coli,18.12,E-coli__Ciprofloxacin__East of England,East of England,1.65,1
1135,East of England,Ciprofloxacin,2025-02-01,E-coli,19.28,E-coli__Ciprofloxacin__East of England,East of England,1.62,2
1136,East of England,Ciprofloxacin,2025-03-01,E-coli,19.12,E-coli__Ciprofloxacin__East of England,East of England,1.6,3
1137,East of England,Ciprofloxacin,2025-04-01,E-coli,18.68,E-coli__Ciprofloxacin__East of England,East of England,1.58,4
1138,East of England,Ciprofloxacin,2025-05-01,E-coli,16.21,E-coli__Ciprofloxacin__East of England,East of England,1.56,5
1139,East of England,Ciprofloxacin,2025-06-01,E-coli,15.84,E-coli__Ciprofloxacin__East of England,East of England,1.55,6
1140,London,Ciprofloxacin,2020-10-01,E-coli,28.21,E-coli__Ciprofloxacin__London,London,1.1,10
1141,London,Ciprofloxacin,2020-11-01,E-coli,28.08,E-coli__Ciprofloxacin__London,London,1.07,11
1142,London,Ciprofloxacin,2020-12-01,E-coli,29.48,E-coli__Ciprofloxacin__London,London,1.03,12
1143,London,Ciprofloxacin,2021-01-01,E-coli,31.74,E-coli__Ciprofloxacin__London,London,1.02,1
1144,London,Ciprofloxacin,2021-02-01,E-coli,31.11,E-coli__Ciprofloxacin__London,London,0.99,2
1145,London,Ciprofloxacin,2021-03-01,E-coli,27.91,E-coli__Ciprofloxacin__London,London,0.96,3
1146,London,Ciprofloxacin,2021-04-01,E-coli,23.42,E-coli__Ciprofloxacin__London,London,0.93,4
1147,London,Ciprofloxacin,2021-05-01,E-coli,27.11,E-coli__Ciprofloxacin__London,London,0.94,5
1148,London,Ciprofloxacin,2021-06-01,E-coli,25.85,E-coli__Ciprofloxacin__London,London,0.95,6
1149,London,Ciprofloxacin,2021-07-01,E-coli,26.58,E-coli__Ciprofloxacin__London,London,0.97,7
1150,London,Ciprofloxacin,2021-08-01,E-coli,25.0,E-coli__Ciprofloxacin__London,London,0.98,8
1151,London,Ciprofloxacin,2021-09-01,E-coli,25.43,E-coli__Ciprofloxacin__London,London,0.99,9
1152,London,Ciprofloxacin,2021-10-01,E-coli,25.93,E-coli__Ciprofloxacin__London,London,1.02,10
1153,London,Ciprofloxacin,2021-11-01,E-coli,27.84,E-coli__Ciprofloxacin__London,London,1.05,11
1154,London,Ciprofloxacin,2021-12-01,E-coli,28.0,E-coli__Ciprofloxacin__London,London,1.07,12
1155,London,Ciprofloxacin,2022-01-01,E-coli,28.24,E-coli__Ciprofloxacin__London,London,1.07,1
1156,London,Ciprofloxacin,2022-02-01,E-coli,26.45,E-coli__Ciprofloxacin__London,London,1.09,2
1157,London,Ciprofloxacin,2022-03-01,E-coli,27.78,E-coli__Ciprofloxacin__London,London,1.11,3
1158,London,Ciprofloxacin,2022-04-01,E-coli,28.72,E-coli__Ciprofloxacin__London,London,1.13,4
1159,London,Ciprofloxacin,2022-05-01,E-coli,27.98,E-coli__Ciprofloxacin__London,London,1.15,5
1160,London,Ciprofloxacin,2022-06-01,E-coli,28.9,E-coli__Ciprofloxacin__London,London,1.16,6
1161,London,Ciprofloxacin,2022-07-01,E-coli,28.75,E-coli__Ciprofloxacin__London,London,1.17,7
1162,London,Ciprofloxacin,2022-08-01,E-coli,29.1,E-coli__Ciprofloxacin__London,London,1.17,8
1163,London,Ciprofloxacin,2022-09-01,E-coli,27.05,E-coli__Ciprofloxacin__London,London,1.17,9
1164,London,Ciprofloxacin,2022-10-01,E-coli,26.5,E-coli__Ciprofloxacin__London,London,1.17,10
1165,London,Ciprofloxacin,2022-11-01,E-coli,26.92,E-coli__Ciprofloxacin__London,London,1.18,11
1166,London,Ciprofloxacin,2022-12-01,E-coli,28.27,E-coli__Ciprofloxacin__London,London,1.24,12
1167,London,Ciprofloxacin,2023-01-01,E-coli,27.76,E-coli__Ciprofloxacin__London,London,1.28,1
1168,London,Ciprofloxacin,2023-02-01,E-coli,28.28,E-coli__Ciprofloxacin__London,London,1.31,2
1169,London,Ciprofloxacin,2023-03-01,E-coli,27.13,E-coli__Ciprofloxacin__London,London,1.33,3
1170,London,Ciprofloxacin,2023-04-01,E-coli,28.67,E-coli__Ciprofloxacin__London,London,1.33,4
1171,London,Ciprofloxacin,2023-05-01,E-coli,29.26,E-coli__Ciprofloxacin__London,London,1.34,5
1172,London,Ciprofloxacin,2023-06-01,E-coli,30.15,E-coli__Ciprofloxacin__London,London,1.34,6
1173,London,Ciprofloxacin,2023-07-01,E-coli,28.94,E-coli__Ciprofloxacin__London,London,1.34,7
1174,London,Ciprofloxacin,2023-08-01,E-coli,27.67,E-coli__Ciprofloxacin__London,London,1.34,8
1175,London,Ciprofloxacin,2023-09-01,E-coli,28.28,E-coli__Ciprofloxacin__London,London,1.34,9
1176,London,Ciprofloxacin,2023-10-01,E-coli,29.14,E-coli__Ciprofloxacin__London,London,1.34,10
1177,London,Ciprofloxacin,2023-11-01,E-coli,28.73,E-coli__Ciprofloxacin__London,London,1.34,11
1178,London,Ciprofloxacin,2023-12-01,E-coli,27.36,E-coli__Ciprofloxacin__London,London,1.29,12
1179,London,Ciprofloxacin,2024-01-01,E-coli,28.21,E-coli__Ciprofloxacin__London,London,1.29,1
1180,London,Ciprofloxacin,2024-02-01,E-coli,29.66,E-coli__Ciprofloxacin__London,London,1.29,2
1181,London,Ciprofloxacin,2024-03-01,E-coli,30.53,E-coli__Ciprofloxacin__London,London,1.28,3
1182,London,Ciprofloxacin,2024-04-01,E-coli,29.87,E-coli__Ciprofloxacin__London,London,1.29,4
1183,London,Ciprofloxacin,2024-05-01,E-coli,30.07,E-coli__Ciprofloxacin__London,London,1.3,5
1184,London,Ciprofloxacin,2024-06-01,E-coli,30.45,E-coli__Ciprofloxacin__London,London,1.3,6
1185,London,Ciprofloxacin,2024-07-01,E-coli,31.11,E-coli__Ciprofloxacin__London,London,1.3,7
1186,London,Ciprofloxacin,2024-08-01,E-coli,30.17,E-coli__Ciprofloxacin__London,London,1.29,8
1187,London,Ciprofloxacin,2024-09-01,E-coli,28.61,E-coli__Ciprofloxacin__London,London,1.29,9
1188,London,Ciprofloxacin,2024-10-01,E-coli,27.95,E-coli__Ciprofloxacin__London,London,1.29,10
1189,London,Ciprofloxacin,2024-11-01,E-coli,26.4,E-coli__Ciprofloxacin__London,London,1.28,11
1190,London,Ciprofloxacin,2024-12-01,E-coli,27.27,E-coli__Ciprofloxacin__London,London,1.28,12
1191,London,Ciprofloxacin,2025-01-01,E-coli,27.26,E-coli__Ciprofloxacin__London,London,1.27,1
1192,London,Ciprofloxacin,2025-02-01,E-coli,29.39,E-coli__Ciprofloxacin__London,London,1.26,2
1193,London,Ciprofloxacin,2025-03-01,E-coli,29.89,E-coli__Ciprofloxacin__London,London,1.25,3
1194,London,Ciprofloxacin,2025-04-01,E-coli,29.42,E-coli__Ciprofloxacin__London,London,1.23,4
1195,London,Ciprofloxacin,2025-05-01,E-coli,29.15,E-coli__Ciprofloxacin__London,London,1.21,5
1196,London,Ciprofloxacin,2025-06-01,E-coli,29.31,E-coli__Ciprofloxacin__London,London,1.2,6
1197,North East,Ciprofloxacin,2020-10-01,E-coli,10.95,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.52,10
1198,North East,Ciprofloxacin,2020-11-01,E-coli,11.96,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.49,11
1199,North East,Ciprofloxacin,2020-12-01,E-coli,14.5,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.45,12
1200,North East,Ciprofloxacin,2021-01-01,E-coli,13.58,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.42,1
1201,North East,Ciprofloxacin,2021-02-01,E-coli,12.88,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.39,2
1202,North East,Ciprofloxacin,2021-03-01,E-coli,12.44,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.36,3
1203,North East,Ciprofloxacin,2021-04-01,E-coli,12.61,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.34,4
1204,North East,Ciprofloxacin,2021-05-01,E-coli,11.51,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.35,5
1205,North East,Ciprofloxacin,2021-06-01,E-coli,10.28,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.36,6
1206,North East,Ciprofloxacin,2021-07-01,E-coli,9.41,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.38,7
1207,North East,Ciprofloxacin,2021-08-01,E-coli,9.78,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.39,8
1208,North East,Ciprofloxacin,2021-09-01,E-coli,9.69,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.41,9
1209,North East,Ciprofloxacin,2021-10-01,E-coli,9.96,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.44,10
1210,North East,Ciprofloxacin,2021-11-01,E-coli,10.16,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.47,11
1211,North East,Ciprofloxacin,2021-12-01,E-coli,10.67,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.51,12
1212,North East,Ciprofloxacin,2022-01-01,E-coli,9.6,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.52,1
1213,North East,Ciprofloxacin,2022-02-01,E-coli,8.65,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.53,2
1214,North East,Ciprofloxacin,2022-03-01,E-coli,10.43,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.56,3
1215,North East,Ciprofloxacin,2022-04-01,E-coli,12.47,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.58,4
1216,North East,Ciprofloxacin,2022-05-01,E-coli,13.22,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.61,5
1217,North East,Ciprofloxacin,2022-06-01,E-coli,12.33,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.62,6
1218,North East,Ciprofloxacin,2022-07-01,E-coli,12.99,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.62,7
1219,North East,Ciprofloxacin,2022-08-01,E-coli,14.14,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.63,8
1220,North East,Ciprofloxacin,2022-09-01,E-coli,12.62,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.62,9
1221,North East,Ciprofloxacin,2022-10-01,E-coli,11.32,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.63,10
1222,North East,Ciprofloxacin,2022-11-01,E-coli,11.32,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.63,11
1223,North East,Ciprofloxacin,2022-12-01,E-coli,13.2,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.69,12
1224,North East,Ciprofloxacin,2023-01-01,E-coli,13.42,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.74,1
1225,North East,Ciprofloxacin,2023-02-01,E-coli,12.64,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.76,2
1226,North East,Ciprofloxacin,2023-03-01,E-coli,11.41,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.78,3
1227,North East,Ciprofloxacin,2023-04-01,E-coli,12.01,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.78,4
1228,North East,Ciprofloxacin,2023-05-01,E-coli,11.24,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.79,5
1229,North East,Ciprofloxacin,2023-06-01,E-coli,10.99,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.79,6
1230,North East,Ciprofloxacin,2023-07-01,E-coli,11.98,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.79,7
1231,North East,Ciprofloxacin,2023-08-01,E-coli,13.62,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.79,8
1232,North East,Ciprofloxacin,2023-09-01,E-coli,13.35,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.79,9
1233,North East,Ciprofloxacin,2023-10-01,E-coli,11.55,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.8,10
1234,North East,Ciprofloxacin,2023-11-01,E-coli,11.69,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.79,11
1235,North East,Ciprofloxacin,2023-12-01,E-coli,12.98,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.74,12
1236,North East,Ciprofloxacin,2024-01-01,E-coli,12.82,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.74,1
1237,North East,Ciprofloxacin,2024-02-01,E-coli,12.58,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.74,2
1238,North East,Ciprofloxacin,2024-03-01,E-coli,11.98,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.73,3
1239,North East,Ciprofloxacin,2024-04-01,E-coli,11.74,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.75,4
1240,North East,Ciprofloxacin,2024-05-01,E-coli,10.45,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.75,5
1241,North East,Ciprofloxacin,2024-06-01,E-coli,11.47,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.74,6
1242,North East,Ciprofloxacin,2024-07-01,E-coli,11.96,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.75,7
1243,North East,Ciprofloxacin,2024-08-01,E-coli,12.75,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.73,8
1244,North East,Ciprofloxacin,2024-09-01,E-coli,13.9,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.73,9
1245,North East,Ciprofloxacin,2024-10-01,E-coli,14.05,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.72,10
1246,North East,Ciprofloxacin,2024-11-01,E-coli,13.91,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.71,11
1247,North East,Ciprofloxacin,2024-12-01,E-coli,11.54,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.7,12
1248,North East,Ciprofloxacin,2025-01-01,E-coli,10.91,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.68,1
1249,North East,Ciprofloxacin,2025-02-01,E-coli,11.13,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.66,2
1250,North East,Ciprofloxacin,2025-03-01,E-coli,12.69,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.64,3
1251,North East,Ciprofloxacin,2025-04-01,E-coli,13.29,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.62,4
