time,resistance_pct,series
2024-12-01,0.2363705254413842,E-coli__Carbapenems__East Midlands
2025-01-01,0.2308725738830181,E-coli__Carbapenems__East Midlands
2025-02-01,0.20978890105014306,E-coli__Carbapenems__East Midlands
2025-03-01,0.16926421735325556,E-coli__Carbapenems__East Midlands
2025-04-01,0.1668757821570729,E-coli__Carbapenems__East Midlands
2025-05-01,0.1361643334872806,E-coli__Carbapenems__East Midlands
2025-06-01,0.11174048074572182,E-coli__Carbapenems__East Midlands
2023-01-01,0.11219532631818849,E-coli__Carbapenems__East of England
2023-02-01,0.07995088502032283,E-coli__Carbapenems__East of England
2023-03-01,0.11071726890200256,E-coli__Carbapenems__East of England
2023-04-01,0.16405482216527476,E-coli__Carbapenems__East of England
2023-05-01,0.18647778030429227,E-coli__Carbapenems__East of England
2023-06-01,0.1554746273400279,E-coli__Carbapenems__East of England
2023-07-01,0.16379845523871653,E-coli__Carbapenems__East of England
2023-08-01,0.21823718228293335,E-coli__Carbapenems__East of England
2023-09-01,0.23740888680434466,E-coli__Carbapenems__East of England
2023-10-01,0.2075543744877455,E-coli__Carbapenems__East of England
2023-11-01,0.19440926857959917,E-coli__Carbapenems__East of England
2023-12-01,0.18194712306856647,E-coli__Carbapenems__East of England
2024-01-01,0.1451741692640825,E-coli__Carbapenems__East of England
2024-02-01,0.1522834567819152,E-coli__Carbapenems__East of England
2024-03-01,0.17112664745324419,E-coli__Carbapenems__East of England
2024-04-01,0.17288371240681566,E-coli__Carbapenems__East of England
2024-05-01,0.10377545784766937,E-coli__Carbapenems__East of England
2024-06-01,0.11263765244333596,E-coli__Carbapenems__East of England
2024-07-01,0.21539474126547167,E-coli__Carbapenems__East of England
2024-08-01,0.27097680146887404,E-coli__Carbapenems__East of England
2024-09-01,0.2460073042407518,E-coli__Carbapenems__East of England
2024-10-01,0.23999311059050207,E-coli__Carbapenems__East of England
2024-11-01,0.2495009989903859,E-coli__Carbapenems__East of England
2024-12-01,0.25139375552919907,E-coli__Carbapenems__East of England
2025-01-01,0.23306153413482716,E-coli__Carbapenems__East of England
2025-02-01,0.22385891182473022,E-coli__Carbapenems__East of England
2025-03-01,0.18969154248282244,E-coli__Carbapenems__East of England
2025-04-01,0.19013330703500533,E-coli__Carbapenems__East of England
2025-05-01,0.1673563347840027,E-coli__Carbapenems__East of England
2025-06-01,0.16708982699376018,E-coli__Carbapenems__East of England
2023-01-01,0.09905336808661966,E-coli__Carbapenems__London
2023-02-01,0.11655641456111562,E-coli__Carbapenems__London
2023-03-01,0.11933227518475087,E-coli__Carbapenems__London
2023-04-01,0.14893051653036796,E-coli__Carbapenems__London
2023-05-01,0.1664989916905992,E-coli__Carbapenems__London
2023-06-01,0.21558743479632925,E-coli__Carbapenems__London
2023-07-01,0.16814500729982043,E-coli__Carbapenems__London
2023-08-01,0.17570594059814837,E-coli__Carbapenems__London
2023-09-01,0.15274574988590364,E-coli__Carbapenems__London
2023-10-01,0.19015792306991475,E-coli__Carbapenems__London
2023-11-01,0.17202886999454187,E-coli__Carbapenems__London
2023-12-01,0.17747187949382226,E-coli__Carbapenems__London
2024-01-01,0.12461548950685378,E-coli__Carbapenems__London
2024-02-01,0.13055705277785032,E-coli__Carbapenems__London
2024-03-01,0.142569143374451,E-coli__Carbapenems__London
2024-04-01,0.149938759169251,E-coli__Carbapenems__London
2024-05-01,0.1421408822090758,E-coli__Carbapenems__London
2024-06-01,0.1312130306781509,E-coli__Carbapenems__London
2024-07-01,0.21910518780127222,E-coli__Carbapenems__London
2024-08-01,0.2574432460227747,E-coli__Carbapenems__London
2024-09-01,0.2644185024117377,E-coli__Carbapenems__London
2024-10-01,0.2650171158269583,E-coli__Carbapenems__London
2024-11-01,0.24326459248101462,E-coli__Carbapenems__London
2024-12-01,0.2169936654620305,E-coli__Carbapenems__London
2025-01-01,0.2157717209668696,E-coli__Carbapenems__London
2025-02-01,0.21425579330032524,E-coli__Carbapenems__London
2025-03-01,0.20764220660106192,E-coli__Carbapenems__London
2025-04-01,0.20067285750394334,E-coli__Carbapenems__London
2025-05-01,0.1714904626512725,E-coli__Carbapenems__London
2025-06-01,0.15732289985657605,E-coli__Carbapenems__London
2023-01-01,0.13459468961062937,E-coli__Carbapenems__North East
2023-02-01,0.1647133234347255,E-coli__Carbapenems__North East
2023-03-01,0.17715165705075142,E-coli__Carbapenems__North East
2023-04-01,0.18315185065224443,E-coli__Carbapenems__North East
2023-05-01,0.19232742575036424,E-coli__Carbapenems__North East
2023-06-01,0.20557509088909004,E-coli__Carbapenems__North East
2023-07-01,0.2125431651552324,E-coli__Carbapenems__North East
2023-08-01,0.21510323867760342,E-coli__Carbapenems__North East
2023-09-01,0.20969058078763958,E-coli__Carbapenems__North East
2023-10-01,0.20383281830976155,E-coli__Carbapenems__North East
2023-11-01,0.158064128502792,E-coli__Carbapenems__North East
2023-12-01,0.14790796504390255,E-coli__Carbapenems__North East
2024-01-01,0.13179716754954252,E-coli__Carbapenems__North East
2024-02-01,0.18181187731869702,E-coli__Carbapenems__North East
2024-03-01,0.16664086878452095,E-coli__Carbapenems__North East
2024-04-01,0.13855425628964615,E-coli__Carbapenems__North East
2024-05-01,0.13197418920665882,E-coli__Carbapenems__North East
2024-06-01,0.14975622395915889,E-coli__Carbapenems__North East
2024-07-01,0.12096598685967633,E-coli__Carbapenems__North East
2024-08-01,0.16916336589892572,E-coli__Carbapenems__North East
2024-09-01,0.15740643277967423,E-coli__Carbapenems__North East
2024-10-01,0.15786932423182137,E-coli__Carbapenems__North East
2024-11-01,0.15208176616759575,E-coli__Carbapenems__North East
2024-12-01,0.12782430968167624,E-coli__Carbapenems__North East
2025-01-01,0.11983512322102385,E-coli__Carbapenems__North East
2025-02-01,0.11284995237148768,E-coli__Carbapenems__North East
2025-03-01,0.08969323883321839,E-coli__Carbapenems__North East
2025-04-01,0.023543593749089764,E-coli__Carbapenems__North East
2025-05-01,0.022319862533590112,E-coli__Carbapenems__North East
2025-06-01,0.010561356525906507,E-coli__Carbapenems__North East
2023-01-01,0.1409660034061115,E-coli__Carbapenems__North West
2023-02-01,0.16568814694382966,E-coli__Carbapenems__North West
2023-03-01,0.1990385239801294,E-coli__Carbapenems__North West
2023-04-01,0.21376014292565182,E-coli__Carbapenems__North West
2023-05-01,0.2268059750237561,E-coli__Carbapenems__North West
2023-06-01,0.21241470949366142,E-coli__Carbapenems__North West
2023-07-01,0.20979309476788727,E-coli__Carbapenems__North West
2023-08-01,0.20743336370379947,E-coli__Carbapenems__North West
2023-09-01,0.2237792054793535,E-coli__Carbapenems__North West
2023-10-01,0.23339040665929667,E-coli__Carbapenems__North West
2023-11-01,0.21994761799183307,E-coli__Carbapenems__North West
2023-12-01,0.2051867185239263,E-coli__Carbapenems__North West
2024-01-01,0.15870639333732306,E-coli__Carbapenems__North West
2024-02-01,0.1694847239822168,E-coli__Carbapenems__North West
2024-03-01,0.1772052381939287,E-coli__Carbapenems__North West
2024-04-01,0.1752615619452157,E-coli__Carbapenems__North West
2024-05-01,0.1305715435680594,E-coli__Carbapenems__North West
2024-06-01,0.12397259192462501,E-coli__Carbapenems__North West
2024-07-01,0.20431024957942748,E-coli__Carbapenems__North West
2024-08-01,0.25082899035090844,E-coli__Carbapenems__North West
2024-09-01,0.2377248367959755,E-coli__Carbapenems__North West
2024-10-01,0.2331251704107745,E-coli__Carbapenems__North West
2024-11-01,0.19687488974794115,E-coli__Carbapenems__North West
2024-12-01,0.1840338829135049,E-coli__Carbapenems__North West
2025-01-01,0.17865730201186297,E-coli__Carbapenems__North West
2025-02-01,0.184046493893529,E-coli__Carbapenems__North West
2025-03-01,0.14313810257366497,E-coli__Carbapenems__North West
2025-04-01,0.11931168228567543,E-coli__Carbapenems__North West
2025-05-01,0.08812653711673402,E-coli__Carbapenems__North West
2025-06-01,0.07284627739590635,E-coli__Carbapenems__North West
2023-01-01,-0.23955030667527888,E-coli__Carbapenems__South East
2023-02-01,-0.2418763051627396,E-coli__Carbapenems__South East
2023-03-01,-0.2243398408639325,E-coli__Carbapenems__South East
2023-04-01,-0.2509915723708915,E-coli__Carbapenems__South East
2023-05-01,-0.24873816179800798,E-coli__Carbapenems__South East
2023-06-01,-0.24721268038434707,E-coli__Carbapenems__South East
2023-07-01,-0.21661980181923227,E-coli__Carbapenems__South East
2023-08-01,-0.2125789290386365,E-coli__Carbapenems__South East
2023-09-01,-0.2199058048735453,E-coli__Carbapenems__South East
2023-10-01,-0.22597039535832852,E-coli__Carbapenems__South East
2023-11-01,-0.22326465153072236,E-coli__Carbapenems__South East
2023-12-01,-0.24076569071570386,E-coli__Carbapenems__South East
2024-01-01,-0.23198762729211467,E-coli__Carbapenems__South East
2024-02-01,-0.22630497111015843,E-coli__Carbapenems__South East
2024-03-01,-0.20479098993325545,E-coli__Carbapenems__South East
2024-04-01,-0.21733870455945334,E-coli__Carbapenems__South East
2024-05-01,-0.22411958890870176,E-coli__Carbapenems__South East
2024-06-01,-0.19140164756569208,E-coli__Carbapenems__South East
2024-07-01,-0.061861163313001344,E-coli__Carbapenems__South East
2024-08-01,0.003840253602945043,E-coli__Carbapenems__South East
2024-09-01,0.04008064921491916,E-coli__Carbapenems__South East
