date,series_id,value
2022-03-01,K-pneumoniae__Amikacin__North West,2.21
2022-04-01,K-pneumoniae__Amikacin__North West,2.05
2022-05-01,K-pneumoniae__Amikacin__North West,1.2
2022-06-01,K-pneumoniae__Amikacin__North West,1.32
2022-07-01,K-pneumoniae__Amikacin__North West,0.75
2022-08-01,K-pneumoniae__Amikacin__North West,0.0
2022-09-01,K-pneumoniae__Amikacin__North West,0.0
2022-10-01,K-pneumoniae__Amikacin__North West,1.69
2022-11-01,K-pneumoniae__Amikacin__North West,3.48
2022-12-01,K-pneumoniae__Amikacin__North West,3.59
2023-01-01,K-pneumoniae__Amikacin__North West,2.29
2023-02-01,K-pneumoniae__Amikacin__North West,0.0
2023-03-01,K-pneumoniae__Amikacin__North West,0.68
2023-04-01,K-pneumoniae__Amikacin__North West,1.94
2023-05-01,K-pneumoniae__Amikacin__North West,2.53
2023-06-01,K-pneumoniae__Amikacin__North West,1.68
2023-07-01,K-pneumoniae__Amikacin__North West,0.56
2023-08-01,K-pneumoniae__Amikacin__North West,0.58
2023-09-01,K-pneumoniae__Amikacin__North West,1.13
2023-10-01,K-pneumoniae__Amikacin__North West,2.62
2023-11-01,K-pneumoniae__Amikacin__North West,2.91
2023-12-01,K-pneumoniae__Amikacin__North West,2.91
2024-01-01,K-pneumoniae__Amikacin__North West,1.52
2024-02-01,K-pneumoniae__Amikacin__North West,1.99
2024-03-01,K-pneumoniae__Amikacin__North West,1.94
2024-04-01,K-pneumoniae__Amikacin__North West,2.93
2024-05-01,K-pneumoniae__Amikacin__North West,3.43
2024-06-01,K-pneumoniae__Amikacin__North West,3.85
2024-07-01,K-pneumoniae__Amikacin__North West,3.27
2024-08-01,K-pneumoniae__Amikacin__North West,1.9
2024-09-01,K-pneumoniae__Amikacin__North West,1.99
2024-10-01,K-pneumoniae__Amikacin__North West,2.58
2024-11-01,K-pneumoniae__Amikacin__North West,3.08
2024-12-01,K-pneumoniae__Amikacin__North West,3.3
2025-01-01,K-pneumoniae__Amikacin__North West,2.19
2025-02-01,K-pneumoniae__Amikacin__North West,2.26
2025-03-01,K-pneumoniae__Amikacin__North West,1.01
2025-04-01,K-pneumoniae__Amikacin__North West,2.41
2025-05-01,K-pneumoniae__Amikacin__North West,3.8
2025-06-01,K-pneumoniae__Amikacin__North West,4.9
2021-08-01,K-pneumoniae__Amikacin__South East,0.98
2021-09-01,K-pneumoniae__Amikacin__South East,0.43
2021-10-01,K-pneumoniae__Amikacin__South East,0.45
2021-11-01,K-pneumoniae__Amikacin__South East,1.58
2021-12-01,K-pneumoniae__Amikacin__South East,1.65
2022-01-01,K-pneumoniae__Amikacin__South East,1.31
2022-02-01,K-pneumoniae__Amikacin__South East,2.84
2022-03-01,K-pneumoniae__Amikacin__South East,5.26
2022-04-01,K-pneumoniae__Amikacin__South East,7.73
2022-05-01,K-pneumoniae__Amikacin__South East,5.42
2022-06-01,K-pneumoniae__Amikacin__South East,3.26
2022-07-01,K-pneumoniae__Amikacin__South East,1.55
2022-08-01,K-pneumoniae__Amikacin__South East,1.84
2022-09-01,K-pneumoniae__Amikacin__South East,1.96
2022-10-01,K-pneumoniae__Amikacin__South East,2.32
2022-11-01,K-pneumoniae__Amikacin__South East,3.14
2022-12-01,K-pneumoniae__Amikacin__South East,3.69
2023-01-01,K-pneumoniae__Amikacin__South East,2.52
2023-02-01,K-pneumoniae__Amikacin__South East,2.23
2023-03-01,K-pneumoniae__Amikacin__South East,2.19
2023-04-01,K-pneumoniae__Amikacin__South East,2.26
2023-05-01,K-pneumoniae__Amikacin__South East,1.76
2023-06-01,K-pneumoniae__Amikacin__South East,1.36
2023-07-01,K-pneumoniae__Amikacin__South East,0.89
2023-08-01,K-pneumoniae__Amikacin__South East,1.59
2023-09-01,K-pneumoniae__Amikacin__South East,1.92
2023-10-01,K-pneumoniae__Amikacin__South East,2.14
2023-11-01,K-pneumoniae__Amikacin__South East,1.54
2023-12-01,K-pneumoniae__Amikacin__South East,1.92
2024-01-01,K-pneumoniae__Amikacin__South East,2.42
2024-02-01,K-pneumoniae__Amikacin__South East,3.03
2024-03-01,K-pneumoniae__Amikacin__South East,1.72
2024-04-01,K-pneumoniae__Amikacin__South East,2.14
2024-05-01,K-pneumoniae__Amikacin__South East,1.94
2024-06-01,K-pneumoniae__Amikacin__South East,2.44
2024-07-01,K-pneumoniae__Amikacin__South East,2.11
2024-08-01,K-pneumoniae__Amikacin__South East,1.72
2024-09-01,K-pneumoniae__Amikacin__South East,2.75
2024-10-01,K-pneumoniae__Amikacin__South East,2.98
2024-11-01,K-pneumoniae__Amikacin__South East,3.53
2024-12-01,K-pneumoniae__Amikacin__South East,2.81
2025-01-01,K-pneumoniae__Amikacin__South East,2.49
2025-02-01,K-pneumoniae__Amikacin__South East,2.27
2025-03-01,K-pneumoniae__Amikacin__South East,2.71
2025-04-01,K-pneumoniae__Amikacin__South East,2.07
2025-05-01,K-pneumoniae__Amikacin__South East,1.25
2025-06-01,K-pneumoniae__Amikacin__South East,0.84
2021-08-01,K-pneumoniae__Amikacin__South West,0.0
2021-09-01,K-pneumoniae__Amikacin__South West,0.0
2021-10-01,K-pneumoniae__Amikacin__South West,0.0
2021-11-01,K-pneumoniae__Amikacin__South West,0.0
2021-12-01,K-pneumoniae__Amikacin__South West,0.0
2022-01-01,K-pneumoniae__Amikacin__South West,0.0
2022-02-01,K-pneumoniae__Amikacin__South West,0.0
2022-03-01,K-pneumoniae__Amikacin__South West,1.0
2022-04-01,K-pneumoniae__Amikacin__South West,1.08
2022-05-01,K-pneumoniae__Amikacin__South West,0.95
2022-06-01,K-pneumoniae__Amikacin__South West,0.93
2022-07-01,K-pneumoniae__Amikacin__South West,0.88
2022-08-01,K-pneumoniae__Amikacin__South West,0.85
2022-09-01,K-pneumoniae__Amikacin__South West,0.0
2022-10-01,K-pneumoniae__Amikacin__South West,0.0
2022-11-01,K-pneumoniae__Amikacin__South West,0.89
2022-12-01,K-pneumoniae__Amikacin__South West,0.89
2023-01-01,K-pneumoniae__Amikacin__South West,0.82
2023-02-01,K-pneumoniae__Amikacin__South West,0.0
2023-03-01,K-pneumoniae__Amikacin__South West,0.0
2023-04-01,K-pneumoniae__Amikacin__South West,1.05
2023-05-01,K-pneumoniae__Amikacin__South West,2.04
2023-06-01,K-pneumoniae__Amikacin__South West,1.94
2023-07-01,K-pneumoniae__Amikacin__South West,0.8
2023-08-01,K-pneumoniae__Amikacin__South West,0.0
2023-09-01,K-pneumoniae__Amikacin__South West,0.0
2023-10-01,K-pneumoniae__Amikacin__South West,0.0
2023-11-01,K-pneumoniae__Amikacin__South West,0.0
2023-12-01,K-pneumoniae__Amikacin__South West,0.65
2024-01-01,K-pneumoniae__Amikacin__South West,0.63
2024-02-01,K-pneumoniae__Amikacin__South West,0.74
2024-03-01,K-pneumoniae__Amikacin__South West,0.0
2024-04-01,K-pneumoniae__Amikacin__South West,0.79
2024-05-01,K-pneumoniae__Amikacin__South West,1.49
2024-06-01,K-pneumoniae__Amikacin__South West,1.59
2024-07-01,K-pneumoniae__Amikacin__South West,0.78
2024-08-01,K-pneumoniae__Amikacin__South West,0.0
2024-09-01,K-pneumoniae__Amikacin__South West,0.0
2024-10-01,K-pneumoniae__Amikacin__South West,0.0
2024-11-01,K-pneumoniae__Amikacin__South West,0.0
2024-12-01,K-pneumoniae__Amikacin__South West,0.0
2025-01-01,K-pneumoniae__Amikacin__South West,0.0
2025-02-01,K-pneumoniae__Amikacin__South West,0.0
2025-03-01,K-pneumoniae__Amikacin__South West,0.0
2025-04-01,K-pneumoniae__Amikacin__South West,1.11
2025-05-01,K-pneumoniae__Amikacin__South West,0.95
2025-06-01,K-pneumoniae__Amikacin__South West,0.91
2021-08-01,K-pneumoniae__Amikacin__West Midlands,0.6
2021-09-01,K-pneumoniae__Amikacin__West Midlands,1.04
2021-10-01,K-pneumoniae__Amikacin__West Midlands,1.49
2021-11-01,K-pneumoniae__Amikacin__West Midlands,1.46
2021-12-01,K-pneumoniae__Amikacin__West Midlands,1.0
2022-01-01,K-pneumoniae__Amikacin__West Midlands,0.53
2022-02-01,K-pneumoniae__Amikacin__West Midlands,0.0
2022-03-01,K-pneumoniae__Amikacin__West Midlands,0.0
2022-04-01,K-pneumoniae__Amikacin__West Midlands,0.0
2022-05-01,K-pneumoniae__Amikacin__West Midlands,0.0
2022-06-01,K-pneumoniae__Amikacin__West Midlands,0.0
2022-07-01,K-pneumoniae__Amikacin__West Midlands,0.0
2022-08-01,K-pneumoniae__Amikacin__West Midlands,0.0
2022-09-01,K-pneumoniae__Amikacin__West Midlands,0.0
2022-10-01,K-pneumoniae__Amikacin__West Midlands,0.52
2022-11-01,K-pneumoniae__Amikacin__West Midlands,0.48
2022-12-01,K-pneumoniae__Amikacin__West Midlands,0.52
2023-01-01,K-pneumoniae__Amikacin__West Midlands,0.52
2023-02-01,K-pneumoniae__Amikacin__West Midlands,0.56
2023-03-01,K-pneumoniae__Amikacin__West Midlands,2.26
2023-04-01,K-pneumoniae__Amikacin__West Midlands,2.31
2023-05-01,K-pneumoniae__Amikacin__West Midlands,2.6
2023-06-01,K-pneumoniae__Amikacin__West Midlands,1.88
2023-07-01,K-pneumoniae__Amikacin__West Midlands,1.79
2023-08-01,K-pneumoniae__Amikacin__West Midlands,1.74
2023-09-01,K-pneumoniae__Amikacin__West Midlands,0.91
2023-10-01,K-pneumoniae__Amikacin__West Midlands,0.44
2023-11-01,K-pneumoniae__Amikacin__West Midlands,0.0
2023-12-01,K-pneumoniae__Amikacin__West Midlands,0.0
2024-01-01,K-pneumoniae__Amikacin__West Midlands,0.0
2024-02-01,K-pneumoniae__Amikacin__West Midlands,0.52
2024-03-01,K-pneumoniae__Amikacin__West Midlands,1.01
2024-04-01,K-pneumoniae__Amikacin__West Midlands,1.0
2024-05-01,K-pneumoniae__Amikacin__West Midlands,1.55
2024-06-01,K-pneumoniae__Amikacin__West Midlands,1.06
2024-07-01,K-pneumoniae__Amikacin__West Midlands,1.08
2024-08-01,K-pneumoniae__Amikacin__West Midlands,0.97
2024-09-01,K-pneumoniae__Amikacin__West Midlands,0.95
2024-10-01,K-pneumoniae__Amikacin__West Midlands,1.74
2024-11-01,K-pneumoniae__Amikacin__West Midlands,1.31
2024-12-01,K-pneumoniae__Amikacin__West Midlands,1.74
2025-01-01,K-pneumoniae__Amikacin__West Midlands,0.93
2025-02-01,K-pneumoniae__Amikacin__West Midlands,1.81
2025-03-01,K-pneumoniae__Amikacin__West Midlands,1.95
2025-04-01,K-pneumoniae__Amikacin__West Midlands,2.08
2025-05-01,K-pneumoniae__Amikacin__West Midlands,0.6
2025-06-01,K-pneumoniae__Amikacin__West Midlands,1.66
2021-08-01,K-pneumoniae__Amikacin__Yorkshire and Humber,0.0
2021-09-01,K-pneumoniae__Amikacin__Yorkshire and Humber,2.78
2021-10-01,K-pneumoniae__Amikacin__Yorkshire and Humber,3.85
2021-11-01,K-pneumoniae__Amikacin__Yorkshire and Humber,6.52
2021-12-01,K-pneumoniae__Amikacin__Yorkshire and Humber,4.44
2022-01-01,K-pneumoniae__Amikacin__Yorkshire and Humber,5.56
2022-02-01,K-pneumoniae__Amikacin__Yorkshire and Humber,2.7
2022-03-01,K-pneumoniae__Amikacin__Yorkshire and Humber,5.13
2022-04-01,K-pneumoniae__Amikacin__Yorkshire and Humber,6.45
2022-05-01,K-pneumoniae__Amikacin__Yorkshire and Humber,6.9
2022-06-01,K-pneumoniae__Amikacin__Yorkshire and Humber,4.76
2022-07-01,K-pneumoniae__Amikacin__Yorkshire and Humber,0.0
2022-08-01,K-pneumoniae__Amikacin__Yorkshire and Humber,3.57
2022-09-01,K-pneumoniae__Amikacin__Yorkshire and Humber,3.23
2022-10-01,K-pneumoniae__Amikacin__Yorkshire and Humber,10.71
2022-11-01,K-pneumoniae__Amikacin__Yorkshire and Humber,9.52
2022-12-01,K-pneumoniae__Amikacin__Yorkshire and Humber,18.75
2023-01-01,K-pneumoniae__Amikacin__Yorkshire and Humber,15.0
2023-02-01,K-pneumoniae__Amikacin__Yorkshire and Humber,12.0
2023-03-01,K-pneumoniae__Amikacin__Yorkshire and Humber,15.38
2023-04-01,K-pneumoniae__Amikacin__Yorkshire and Humber,14.29
2023-05-01,K-pneumoniae__Amikacin__Yorkshire and Humber,15.79
2023-06-01,K-pneumoniae__Amikacin__Yorkshire and Humber,5.0
2023-07-01,K-pneumoniae__Amikacin__Yorkshire and Humber,0.0
2023-08-01,K-pneumoniae__Amikacin__Yorkshire and Humber,0.0
2023-09-01,K-pneumoniae__Amikacin__Yorkshire and Humber,6.52
2023-10-01,K-pneumoniae__Amikacin__Yorkshire and Humber,8.0
2023-11-01,K-pneumoniae__Amikacin__Yorkshire and Humber,11.63
2023-12-01,K-pneumoniae__Amikacin__Yorkshire and Humber,6.9
2024-01-01,K-pneumoniae__Amikacin__Yorkshire and Humber,3.45
2024-02-01,K-pneumoniae__Amikacin__Yorkshire and Humber,3.57
2024-03-01,K-pneumoniae__Amikacin__Yorkshire and Humber,6.67
2024-04-01,K-pneumoniae__Amikacin__Yorkshire and Humber,7.14
2024-05-01,K-pneumoniae__Amikacin__Yorkshire and Humber,6.06
2024-06-01,K-pneumoniae__Amikacin__Yorkshire and Humber,3.23
2024-07-01,K-pneumoniae__Amikacin__Yorkshire and Humber,4.76
2024-08-01,K-pneumoniae__Amikacin__Yorkshire and Humber,5.88
2024-09-01,K-pneumoniae__Amikacin__Yorkshire and Humber,5.08
2024-10-01,K-pneumoniae__Amikacin__Yorkshire and Humber,5.56
2024-11-01,K-pneumoniae__Amikacin__Yorkshire and Humber,4.55
2024-12-01,K-pneumoniae__Amikacin__Yorkshire and Humber,7.32
2025-01-01,K-pneumoniae__Amikacin__Yorkshire and Humber,5.56
2025-02-01,K-pneumoniae__Amikacin__Yorkshire and Humber,10.0
2025-03-01,K-pneumoniae__Amikacin__Yorkshire and Humber,7.69
2025-04-01,K-pneumoniae__Amikacin__Yorkshire and Humber,8.7
2025-05-01,K-pneumoniae__Amikacin__Yorkshire and Humber,2.17
2025-06-01,K-pneumoniae__Amikacin__Yorkshire and Humber,2.04
2021-08-01,K-pneumoniae__Carbapenems__East Midlands,1.24
2021-09-01,K-pneumoniae__Carbapenems__East Midlands,1.46
2021-10-01,K-pneumoniae__Carbapenems__East Midlands,1.99
2021-11-01,K-pneumoniae__Carbapenems__East Midlands,0.62
2021-12-01,K-pneumoniae__Carbapenems__East Midlands,0.58
2022-01-01,K-pneumoniae__Carbapenems__East Midlands,0.0
2022-02-01,K-pneumoniae__Carbapenems__East Midlands,0.0
2022-03-01,K-pneumoniae__Carbapenems__East Midlands,0.0
2022-04-01,K-pneumoniae__Carbapenems__East Midlands,0.0
2022-05-01,K-pneumoniae__Carbapenems__East Midlands,0.0
2022-06-01,K-pneumoniae__Carbapenems__East Midlands,0.66
2022-07-01,K-pneumoniae__Carbapenems__East Midlands,0.65
2022-08-01,K-pneumoniae__Carbapenems__East Midlands,0.61
2022-09-01,K-pneumoniae__Carbapenems__East Midlands,0.58
2022-10-01,K-pneumoniae__Carbapenems__East Midlands,0.57
2022-11-01,K-pneumoniae__Carbapenems__East Midlands,1.7
2022-12-01,K-pneumoniae__Carbapenems__East Midlands,1.69
2023-01-01,K-pneumoniae__Carbapenems__East Midlands,1.79
2023-02-01,K-pneumoniae__Carbapenems__East Midlands,0.65
2023-03-01,K-pneumoniae__Carbapenems__East Midlands,0.0
2023-04-01,K-pneumoniae__Carbapenems__East Midlands,0.0
2023-05-01,K-pneumoniae__Carbapenems__East Midlands,0.58
2023-06-01,K-pneumoniae__Carbapenems__East Midlands,0.55
2023-07-01,K-pneumoniae__Carbapenems__East Midlands,0.56
2023-08-01,K-pneumoniae__Carbapenems__East Midlands,0.0
2023-09-01,K-pneumoniae__Carbapenems__East Midlands,0.54
2023-10-01,K-pneumoniae__Carbapenems__East Midlands,0.49
2023-11-01,K-pneumoniae__Carbapenems__East Midlands,0.48
2023-12-01,K-pneumoniae__Carbapenems__East Midlands,1.49
2024-01-01,K-pneumoniae__Carbapenems__East Midlands,2.17
2024-02-01,K-pneumoniae__Carbapenems__East Midlands,2.81
2024-03-01,K-pneumoniae__Carbapenems__East Midlands,1.1
2024-04-01,K-pneumoniae__Carbapenems__East Midlands,1.01
2024-05-01,K-pneumoniae__Carbapenems__East Midlands,1.47
2024-06-01,K-pneumoniae__Carbapenems__East Midlands,2.25
2024-07-01,K-pneumoniae__Carbapenems__East Midlands,1.81
2024-08-01,K-pneumoniae__Carbapenems__East Midlands,2.18
2024-09-01,K-pneumoniae__Carbapenems__East Midlands,1.79
2024-10-01,K-pneumoniae__Carbapenems__East Midlands,3.59
2024-11-01,K-pneumoniae__Carbapenems__East Midlands,3.14
2024-12-01,K-pneumoniae__Carbapenems__East Midlands,3.17
2025-01-01,K-pneumoniae__Carbapenems__East Midlands,2.18
2025-02-01,K-pneumoniae__Carbapenems__East Midlands,1.28
2025-03-01,K-pneumoniae__Carbapenems__East Midlands,1.71
2025-04-01,K-pneumoniae__Carbapenems__East Midlands,0.88
2025-05-01,K-pneumoniae__Carbapenems__East Midlands,1.32
2025-06-01,K-pneumoniae__Carbapenems__East Midlands,0.94
2021-08-01,K-pneumoniae__Carbapenems__East of England,0.0
2021-09-01,K-pneumoniae__Carbapenems__East of England,0.0
2021-10-01,K-pneumoniae__Carbapenems__East of England,0.0
2021-11-01,K-pneumoniae__Carbapenems__East of England,0.0
2021-12-01,K-pneumoniae__Carbapenems__East of England,0.0
2022-01-01,K-pneumoniae__Carbapenems__East of England,0.0
2022-02-01,K-pneumoniae__Carbapenems__East of England,0.0
2022-03-01,K-pneumoniae__Carbapenems__East of England,0.0
2022-04-01,K-pneumoniae__Carbapenems__East of England,0.0
2022-05-01,K-pneumoniae__Carbapenems__East of England,0.0
2022-06-01,K-pneumoniae__Carbapenems__East of England,0.0
2022-07-01,K-pneumoniae__Carbapenems__East of England,0.0
2022-08-01,K-pneumoniae__Carbapenems__East of England,0.0
2022-09-01,K-pneumoniae__Carbapenems__East of England,0.0
2022-10-01,K-pneumoniae__Carbapenems__East of England,0.0
2022-11-01,K-pneumoniae__Carbapenems__East of England,0.91
2022-12-01,K-pneumoniae__Carbapenems__East of England,0.92
2023-01-01,K-pneumoniae__Carbapenems__East of England,1.23
2023-02-01,K-pneumoniae__Carbapenems__East of England,0.4
2023-03-01,K-pneumoniae__Carbapenems__East of England,0.82
2023-04-01,K-pneumoniae__Carbapenems__East of England,0.42
2023-05-01,K-pneumoniae__Carbapenems__East of England,0.43
2023-06-01,K-pneumoniae__Carbapenems__East of England,0.0
2023-07-01,K-pneumoniae__Carbapenems__East of England,0.0
2023-08-01,K-pneumoniae__Carbapenems__East of England,0.36
2023-09-01,K-pneumoniae__Carbapenems__East of England,1.48
2023-10-01,K-pneumoniae__Carbapenems__East of England,2.87
2023-11-01,K-pneumoniae__Carbapenems__East of England,2.9
2023-12-01,K-pneumoniae__Carbapenems__East of England,2.17
2024-01-01,K-pneumoniae__Carbapenems__East of England,0.78
2024-02-01,K-pneumoniae__Carbapenems__East of England,1.58
2024-03-01,K-pneumoniae__Carbapenems__East of England,1.61
2024-04-01,K-pneumoniae__Carbapenems__East of England,1.68
2024-05-01,K-pneumoniae__Carbapenems__East of England,0.82
2024-06-01,K-pneumoniae__Carbapenems__East of England,1.21
2024-07-01,K-pneumoniae__Carbapenems__East of England,1.81
2024-08-01,K-pneumoniae__Carbapenems__East of England,1.29
2024-09-01,K-pneumoniae__Carbapenems__East of England,1.19
2024-10-01,K-pneumoniae__Carbapenems__East of England,1.45
2024-11-01,K-pneumoniae__Carbapenems__East of England,2.15
2024-12-01,K-pneumoniae__Carbapenems__East of England,1.88
2025-01-01,K-pneumoniae__Carbapenems__East of England,1.99
2025-02-01,K-pneumoniae__Carbapenems__East of England,2.14
2025-03-01,K-pneumoniae__Carbapenems__East of England,2.19
2025-04-01,K-pneumoniae__Carbapenems__East of England,1.93
2025-05-01,K-pneumoniae__Carbapenems__East of England,1.09
2025-06-01,K-pneumoniae__Carbapenems__East of England,0.79
2021-08-01,K-pneumoniae__Carbapenems__London,1.72
2021-09-01,K-pneumoniae__Carbapenems__London,1.6
2021-10-01,K-pneumoniae__Carbapenems__London,2.15
2021-11-01,K-pneumoniae__Carbapenems__London,3.93
2021-12-01,K-pneumoniae__Carbapenems__London,4.92
2022-01-01,K-pneumoniae__Carbapenems__London,5.99
2022-02-01,K-pneumoniae__Carbapenems__London,4.36
2022-03-01,K-pneumoniae__Carbapenems__London,3.64
2022-04-01,K-pneumoniae__Carbapenems__London,1.92
2022-05-01,K-pneumoniae__Carbapenems__London,1.88
2022-06-01,K-pneumoniae__Carbapenems__London,3.66
2022-07-01,K-pneumoniae__Carbapenems__London,4.91
2022-08-01,K-pneumoniae__Carbapenems__London,5.14
2022-09-01,K-pneumoniae__Carbapenems__London,6.65
2022-10-01,K-pneumoniae__Carbapenems__London,6.04
2022-11-01,K-pneumoniae__Carbapenems__London,6.61
2022-12-01,K-pneumoniae__Carbapenems__London,4.6
2023-01-01,K-pneumoniae__Carbapenems__London,5.42
2023-02-01,K-pneumoniae__Carbapenems__London,5.17
2023-03-01,K-pneumoniae__Carbapenems__London,4.18
2023-04-01,K-pneumoniae__Carbapenems__London,2.62
2023-05-01,K-pneumoniae__Carbapenems__London,2.67
2023-06-01,K-pneumoniae__Carbapenems__London,3.33
2023-07-01,K-pneumoniae__Carbapenems__London,4.11
2023-08-01,K-pneumoniae__Carbapenems__London,4.52
2023-09-01,K-pneumoniae__Carbapenems__London,3.95
2023-10-01,K-pneumoniae__Carbapenems__London,3.32
2023-11-01,K-pneumoniae__Carbapenems__London,2.45
2023-12-01,K-pneumoniae__Carbapenems__London,1.96
2024-01-01,K-pneumoniae__Carbapenems__London,2.1
2024-02-01,K-pneumoniae__Carbapenems__London,3.3
2024-03-01,K-pneumoniae__Carbapenems__London,4.67
2024-04-01,K-pneumoniae__Carbapenems__London,3.82
2024-05-01,K-pneumoniae__Carbapenems__London,3.83
2024-06-01,K-pneumoniae__Carbapenems__London,3.66
2024-07-01,K-pneumoniae__Carbapenems__London,4.97
2024-08-01,K-pneumoniae__Carbapenems__London,3.7
2024-09-01,K-pneumoniae__Carbapenems__London,4.25
2024-10-01,K-pneumoniae__Carbapenems__London,3.79
2024-11-01,K-pneumoniae__Carbapenems__London,3.59
2024-12-01,K-pneumoniae__Carbapenems__London,2.86
2025-01-01,K-pneumoniae__Carbapenems__London,1.79
2025-02-01,K-pneumoniae__Carbapenems__London,2.27
2025-03-01,K-pneumoniae__Carbapenems__London,2.81
2025-04-01,K-pneumoniae__Carbapenems__London,3.91
2025-05-01,K-pneumoniae__Carbapenems__London,3.12
2025-06-01,K-pneumoniae__Carbapenems__London,2.62
2021-08-01,K-pneumoniae__Carbapenems__North East,0.0
2021-09-01,K-pneumoniae__Carbapenems__North East,0.0
2021-10-01,K-pneumoniae__Carbapenems__North East,0.0
2021-11-01,K-pneumoniae__Carbapenems__North East,0.0
2021-12-01,K-pneumoniae__Carbapenems__North East,1.49
2022-01-01,K-pneumoniae__Carbapenems__North East,2.5
2022-02-01,K-pneumoniae__Carbapenems__North East,2.97
2022-03-01,K-pneumoniae__Carbapenems__North East,1.01
2022-04-01,K-pneumoniae__Carbapenems__North East,0.0
2022-05-01,K-pneumoniae__Carbapenems__North East,0.0
2022-06-01,K-pneumoniae__Carbapenems__North East,0.0
2022-07-01,K-pneumoniae__Carbapenems__North East,0.0
2022-08-01,K-pneumoniae__Carbapenems__North East,0.0
2022-09-01,K-pneumoniae__Carbapenems__North East,0.0
2022-10-01,K-pneumoniae__Carbapenems__North East,0.0
2022-11-01,K-pneumoniae__Carbapenems__North East,0.0
2022-12-01,K-pneumoniae__Carbapenems__North East,0.89
2023-01-01,K-pneumoniae__Carbapenems__North East,1.96
2023-02-01,K-pneumoniae__Carbapenems__North East,2.27
2023-03-01,K-pneumoniae__Carbapenems__North East,1.03
2023-04-01,K-pneumoniae__Carbapenems__North East,0.0
2023-05-01,K-pneumoniae__Carbapenems__North East,0.0
2023-06-01,K-pneumoniae__Carbapenems__North East,0.0
2023-07-01,K-pneumoniae__Carbapenems__North East,0.0
2023-08-01,K-pneumoniae__Carbapenems__North East,0.0
2023-09-01,K-pneumoniae__Carbapenems__North East,0.0
2023-10-01,K-pneumoniae__Carbapenems__North East,0.0
2023-11-01,K-pneumoniae__Carbapenems__North East,0.0
2023-12-01,K-pneumoniae__Carbapenems__North East,0.0
2024-01-01,K-pneumoniae__Carbapenems__North East,0.0
2024-02-01,K-pneumoniae__Carbapenems__North East,0.0
2024-03-01,K-pneumoniae__Carbapenems__North East,0.0
2024-04-01,K-pneumoniae__Carbapenems__North East,0.87
2024-05-01,K-pneumoniae__Carbapenems__North East,0.88
2024-06-01,K-pneumoniae__Carbapenems__North East,0.87
2024-07-01,K-pneumoniae__Carbapenems__North East,0.0
2024-08-01,K-pneumoniae__Carbapenems__North East,0.0
2024-09-01,K-pneumoniae__Carbapenems__North East,0.0
2024-10-01,K-pneumoniae__Carbapenems__North East,0.0
2024-11-01,K-pneumoniae__Carbapenems__North East,0.0
2024-12-01,K-pneumoniae__Carbapenems__North East,0.0
2025-01-01,K-pneumoniae__Carbapenems__North East,0.0
2025-02-01,K-pneumoniae__Carbapenems__North East,0.0
2025-03-01,K-pneumoniae__Carbapenems__North East,2.14
2025-04-01,K-pneumoniae__Carbapenems__North East,2.42
2025-05-01,K-pneumoniae__Carbapenems__North East,3.12
2025-06-01,K-pneumoniae__Carbapenems__North East,0.79
2021-08-01,K-pneumoniae__Carbapenems__North West,1.4
2021-09-01,K-pneumoniae__Carbapenems__North West,1.4
2021-10-01,K-pneumoniae__Carbapenems__North West,1.35
2021-11-01,K-pneumoniae__Carbapenems__North West,2.02
2021-12-01,K-pneumoniae__Carbapenems__North West,2.81
2022-01-01,K-pneumoniae__Carbapenems__North West,2.05
2022-02-01,K-pneumoniae__Carbapenems__North West,1.4
2022-03-01,K-pneumoniae__Carbapenems__North West,1.39
2022-04-01,K-pneumoniae__Carbapenems__North West,3.56
2022-05-01,K-pneumoniae__Carbapenems__North West,4.44
2022-06-01,K-pneumoniae__Carbapenems__North West,4.8
2022-07-01,K-pneumoniae__Carbapenems__North West,4.29
2022-08-01,K-pneumoniae__Carbapenems__North West,3.0
2022-09-01,K-pneumoniae__Carbapenems__North West,1.72
2022-10-01,K-pneumoniae__Carbapenems__North West,1.43
2022-11-01,K-pneumoniae__Carbapenems__North West,1.33
2022-12-01,K-pneumoniae__Carbapenems__North West,1.99
2023-01-01,K-pneumoniae__Carbapenems__North West,1.49
2023-02-01,K-pneumoniae__Carbapenems__North West,3.02
2023-03-01,K-pneumoniae__Carbapenems__North West,2.86
2023-04-01,K-pneumoniae__Carbapenems__North West,4.89
2023-05-01,K-pneumoniae__Carbapenems__North West,3.41
2023-06-01,K-pneumoniae__Carbapenems__North West,4.0
2023-07-01,K-pneumoniae__Carbapenems__North West,1.87
2023-08-01,K-pneumoniae__Carbapenems__North West,2.99
2023-09-01,K-pneumoniae__Carbapenems__North West,1.75
2023-10-01,K-pneumoniae__Carbapenems__North West,2.01
2023-11-01,K-pneumoniae__Carbapenems__North West,1.69
2023-12-01,K-pneumoniae__Carbapenems__North West,2.78
2024-01-01,K-pneumoniae__Carbapenems__North West,2.49
2024-02-01,K-pneumoniae__Carbapenems__North West,1.78
2024-03-01,K-pneumoniae__Carbapenems__North West,1.09
2024-04-01,K-pneumoniae__Carbapenems__North West,1.4
2024-05-01,K-pneumoniae__Carbapenems__North West,2.1
2024-06-01,K-pneumoniae__Carbapenems__North West,2.0
2024-07-01,K-pneumoniae__Carbapenems__North West,2.09
