date,series_id,value
2024-04-01,K-pneumoniae__Piperacillin with tazobactam__East of England,31.96
2024-05-01,K-pneumoniae__Piperacillin with tazobactam__East of England,26.87
2024-06-01,K-pneumoniae__Piperacillin with tazobactam__East of England,26.81
2024-07-01,K-pneumoniae__Piperacillin with tazobactam__East of England,25.0
2024-08-01,K-pneumoniae__Piperacillin with tazobactam__East of England,25.98
2024-09-01,K-pneumoniae__Piperacillin with tazobactam__East of England,23.84
2024-10-01,K-pneumoniae__Piperacillin with tazobactam__East of England,27.67
2024-11-01,K-pneumoniae__Piperacillin with tazobactam__East of England,28.9
2024-12-01,K-pneumoniae__Piperacillin with tazobactam__East of England,31.85
2025-01-01,K-pneumoniae__Piperacillin with tazobactam__East of England,29.24
2025-02-01,K-pneumoniae__Piperacillin with tazobactam__East of England,29.84
2025-03-01,K-pneumoniae__Piperacillin with tazobactam__East of England,26.67
2025-04-01,K-pneumoniae__Piperacillin with tazobactam__East of England,28.94
2025-05-01,K-pneumoniae__Piperacillin with tazobactam__East of England,26.29
2025-06-01,K-pneumoniae__Piperacillin with tazobactam__East of England,25.22
2021-08-01,K-pneumoniae__Piperacillin with tazobactam__London,25.78
2021-09-01,K-pneumoniae__Piperacillin with tazobactam__London,26.89
2021-10-01,K-pneumoniae__Piperacillin with tazobactam__London,24.06
2021-11-01,K-pneumoniae__Piperacillin with tazobactam__London,26.48
2021-12-01,K-pneumoniae__Piperacillin with tazobactam__London,25.99
2022-01-01,K-pneumoniae__Piperacillin with tazobactam__London,25.78
2022-02-01,K-pneumoniae__Piperacillin with tazobactam__London,24.46
2022-03-01,K-pneumoniae__Piperacillin with tazobactam__London,26.45
2022-04-01,K-pneumoniae__Piperacillin with tazobactam__London,28.79
2022-05-01,K-pneumoniae__Piperacillin with tazobactam__London,28.08
2022-06-01,K-pneumoniae__Piperacillin with tazobactam__London,27.61
2022-07-01,K-pneumoniae__Piperacillin with tazobactam__London,25.62
2022-08-01,K-pneumoniae__Piperacillin with tazobactam__London,25.83
2022-09-01,K-pneumoniae__Piperacillin with tazobactam__London,25.58
2022-10-01,K-pneumoniae__Piperacillin with tazobactam__London,26.24
2022-11-01,K-pneumoniae__Piperacillin with tazobactam__London,27.55
2022-12-01,K-pneumoniae__Piperacillin with tazobactam__London,25.74
2023-01-01,K-pneumoniae__Piperacillin with tazobactam__London,28.79
2023-02-01,K-pneumoniae__Piperacillin with tazobactam__London,27.85
2023-03-01,K-pneumoniae__Piperacillin with tazobactam__London,28.95
2023-04-01,K-pneumoniae__Piperacillin with tazobactam__London,27.55
2023-05-01,K-pneumoniae__Piperacillin with tazobactam__London,27.84
2023-06-01,K-pneumoniae__Piperacillin with tazobactam__London,29.62
2023-07-01,K-pneumoniae__Piperacillin with tazobactam__London,31.69
2023-08-01,K-pneumoniae__Piperacillin with tazobactam__London,30.88
2023-09-01,K-pneumoniae__Piperacillin with tazobactam__London,30.36
2023-10-01,K-pneumoniae__Piperacillin with tazobactam__London,29.97
2023-11-01,K-pneumoniae__Piperacillin with tazobactam__London,33.05
2023-12-01,K-pneumoniae__Piperacillin with tazobactam__London,32.54
2024-01-01,K-pneumoniae__Piperacillin with tazobactam__London,28.3
2024-02-01,K-pneumoniae__Piperacillin with tazobactam__London,24.47
2024-03-01,K-pneumoniae__Piperacillin with tazobactam__London,26.57
2024-04-01,K-pneumoniae__Piperacillin with tazobactam__London,29.14
2024-05-01,K-pneumoniae__Piperacillin with tazobactam__London,30.77
2024-06-01,K-pneumoniae__Piperacillin with tazobactam__London,30.7
2024-07-01,K-pneumoniae__Piperacillin with tazobactam__London,28.92
2024-08-01,K-pneumoniae__Piperacillin with tazobactam__London,27.22
2024-09-01,K-pneumoniae__Piperacillin with tazobactam__London,27.47
2024-10-01,K-pneumoniae__Piperacillin with tazobactam__London,31.61
2024-11-01,K-pneumoniae__Piperacillin with tazobactam__London,33.33
2024-12-01,K-pneumoniae__Piperacillin with tazobactam__London,32.04
2025-01-01,K-pneumoniae__Piperacillin with tazobactam__London,27.88
2025-02-01,K-pneumoniae__Piperacillin with tazobactam__London,29.27
2025-03-01,K-pneumoniae__Piperacillin with tazobactam__London,27.7
2025-04-01,K-pneumoniae__Piperacillin with tazobactam__London,27.55
2025-05-01,K-pneumoniae__Piperacillin with tazobactam__London,22.73
2025-06-01,K-pneumoniae__Piperacillin with tazobactam__London,25.87
2021-08-01,K-pneumoniae__Piperacillin with tazobactam__North East,20.74
2021-09-01,K-pneumoniae__Piperacillin with tazobactam__North East,20.45
2021-10-01,K-pneumoniae__Piperacillin with tazobactam__North East,21.48
2021-11-01,K-pneumoniae__Piperacillin with tazobactam__North East,23.02
2021-12-01,K-pneumoniae__Piperacillin with tazobactam__North East,24.22
2022-01-01,K-pneumoniae__Piperacillin with tazobactam__North East,21.19
2022-02-01,K-pneumoniae__Piperacillin with tazobactam__North East,23.0
2022-03-01,K-pneumoniae__Piperacillin with tazobactam__North East,20.83
2022-04-01,K-pneumoniae__Piperacillin with tazobactam__North East,27.08
2022-05-01,K-pneumoniae__Piperacillin with tazobactam__North East,28.43
2022-06-01,K-pneumoniae__Piperacillin with tazobactam__North East,25.24
2022-07-01,K-pneumoniae__Piperacillin with tazobactam__North East,22.43
2022-08-01,K-pneumoniae__Piperacillin with tazobactam__North East,17.36
2022-09-01,K-pneumoniae__Piperacillin with tazobactam__North East,20.83
2022-10-01,K-pneumoniae__Piperacillin with tazobactam__North East,18.38
2022-11-01,K-pneumoniae__Piperacillin with tazobactam__North East,21.21
2022-12-01,K-pneumoniae__Piperacillin with tazobactam__North East,21.3
2023-01-01,K-pneumoniae__Piperacillin with tazobactam__North East,24.24
2023-02-01,K-pneumoniae__Piperacillin with tazobactam__North East,25.58
2023-03-01,K-pneumoniae__Piperacillin with tazobactam__North East,21.28
2023-04-01,K-pneumoniae__Piperacillin with tazobactam__North East,22.58
2023-05-01,K-pneumoniae__Piperacillin with tazobactam__North East,20.2
2023-06-01,K-pneumoniae__Piperacillin with tazobactam__North East,19.81
2023-07-01,K-pneumoniae__Piperacillin with tazobactam__North East,20.0
2023-08-01,K-pneumoniae__Piperacillin with tazobactam__North East,21.43
2023-09-01,K-pneumoniae__Piperacillin with tazobactam__North East,25.21
2023-10-01,K-pneumoniae__Piperacillin with tazobactam__North East,23.08
2023-11-01,K-pneumoniae__Piperacillin with tazobactam__North East,24.19
2023-12-01,K-pneumoniae__Piperacillin with tazobactam__North East,20.83
2024-01-01,K-pneumoniae__Piperacillin with tazobactam__North East,21.15
2024-02-01,K-pneumoniae__Piperacillin with tazobactam__North East,18.35
2024-03-01,K-pneumoniae__Piperacillin with tazobactam__North East,18.1
2024-04-01,K-pneumoniae__Piperacillin with tazobactam__North East,18.52
2024-05-01,K-pneumoniae__Piperacillin with tazobactam__North East,20.91
2024-06-01,K-pneumoniae__Piperacillin with tazobactam__North East,21.1
2024-07-01,K-pneumoniae__Piperacillin with tazobactam__North East,18.32
2024-08-01,K-pneumoniae__Piperacillin with tazobactam__North East,17.56
2024-09-01,K-pneumoniae__Piperacillin with tazobactam__North East,20.57
2024-10-01,K-pneumoniae__Piperacillin with tazobactam__North East,28.97
2024-11-01,K-pneumoniae__Piperacillin with tazobactam__North East,28.77
2024-12-01,K-pneumoniae__Piperacillin with tazobactam__North East,29.5
2025-01-01,K-pneumoniae__Piperacillin with tazobactam__North East,25.55
2025-02-01,K-pneumoniae__Piperacillin with tazobactam__North East,28.57
2025-03-01,K-pneumoniae__Piperacillin with tazobactam__North East,26.56
2025-04-01,K-pneumoniae__Piperacillin with tazobactam__North East,26.55
2025-05-01,K-pneumoniae__Piperacillin with tazobactam__North East,21.24
2025-06-01,K-pneumoniae__Piperacillin with tazobactam__North East,25.44
2021-08-01,K-pneumoniae__Piperacillin with tazobactam__North West,15.49
2021-09-01,K-pneumoniae__Piperacillin with tazobactam__North West,20.09
2021-10-01,K-pneumoniae__Piperacillin with tazobactam__North West,18.52
2021-11-01,K-pneumoniae__Piperacillin with tazobactam__North West,18.67
2021-12-01,K-pneumoniae__Piperacillin with tazobactam__North West,15.9
2022-01-01,K-pneumoniae__Piperacillin with tazobactam__North West,15.19
2022-02-01,K-pneumoniae__Piperacillin with tazobactam__North West,17.07
2022-03-01,K-pneumoniae__Piperacillin with tazobactam__North West,17.14
2022-04-01,K-pneumoniae__Piperacillin with tazobactam__North West,17.97
2022-05-01,K-pneumoniae__Piperacillin with tazobactam__North West,16.12
2022-06-01,K-pneumoniae__Piperacillin with tazobactam__North West,17.04
2022-07-01,K-pneumoniae__Piperacillin with tazobactam__North West,18.93
2022-08-01,K-pneumoniae__Piperacillin with tazobactam__North West,25.0
2022-09-01,K-pneumoniae__Piperacillin with tazobactam__North West,22.57
2022-10-01,K-pneumoniae__Piperacillin with tazobactam__North West,23.7
2022-11-01,K-pneumoniae__Piperacillin with tazobactam__North West,20.91
2022-12-01,K-pneumoniae__Piperacillin with tazobactam__North West,23.94
2023-01-01,K-pneumoniae__Piperacillin with tazobactam__North West,23.83
2023-02-01,K-pneumoniae__Piperacillin with tazobactam__North West,25.59
2023-03-01,K-pneumoniae__Piperacillin with tazobactam__North West,25.42
2023-04-01,K-pneumoniae__Piperacillin with tazobactam__North West,24.51
2023-05-01,K-pneumoniae__Piperacillin with tazobactam__North West,23.2
2023-06-01,K-pneumoniae__Piperacillin with tazobactam__North West,21.29
2023-07-01,K-pneumoniae__Piperacillin with tazobactam__North West,19.69
2023-08-01,K-pneumoniae__Piperacillin with tazobactam__North West,21.15
2023-09-01,K-pneumoniae__Piperacillin with tazobactam__North West,22.83
2023-10-01,K-pneumoniae__Piperacillin with tazobactam__North West,25.7
2023-11-01,K-pneumoniae__Piperacillin with tazobactam__North West,26.67
2023-12-01,K-pneumoniae__Piperacillin with tazobactam__North West,27.37
2024-01-01,K-pneumoniae__Piperacillin with tazobactam__North West,24.25
2024-02-01,K-pneumoniae__Piperacillin with tazobactam__North West,21.97
2024-03-01,K-pneumoniae__Piperacillin with tazobactam__North West,21.84
2024-04-01,K-pneumoniae__Piperacillin with tazobactam__North West,23.25
2024-05-01,K-pneumoniae__Piperacillin with tazobactam__North West,23.36
2024-06-01,K-pneumoniae__Piperacillin with tazobactam__North West,22.7
2024-07-01,K-pneumoniae__Piperacillin with tazobactam__North West,24.35
2024-08-01,K-pneumoniae__Piperacillin with tazobactam__North West,23.21
2024-09-01,K-pneumoniae__Piperacillin with tazobactam__North West,24.1
2024-10-01,K-pneumoniae__Piperacillin with tazobactam__North West,22.34
2024-11-01,K-pneumoniae__Piperacillin with tazobactam__North West,22.91
2024-12-01,K-pneumoniae__Piperacillin with tazobactam__North West,22.26
2025-01-01,K-pneumoniae__Piperacillin with tazobactam__North West,22.33
2025-02-01,K-pneumoniae__Piperacillin with tazobactam__North West,23.23
2025-03-01,K-pneumoniae__Piperacillin with tazobactam__North West,25.45
2025-04-01,K-pneumoniae__Piperacillin with tazobactam__North West,28.17
2025-05-01,K-pneumoniae__Piperacillin with tazobactam__North West,29.43
2025-06-01,K-pneumoniae__Piperacillin with tazobactam__North West,27.45
2021-08-01,K-pneumoniae__Piperacillin with tazobactam__South East,9.47
2021-09-01,K-pneumoniae__Piperacillin with tazobactam__South East,11.92
2021-10-01,K-pneumoniae__Piperacillin with tazobactam__South East,13.27
2021-11-01,K-pneumoniae__Piperacillin with tazobactam__South East,20.35
2021-12-01,K-pneumoniae__Piperacillin with tazobactam__South East,23.81
2022-01-01,K-pneumoniae__Piperacillin with tazobactam__South East,25.76
2022-02-01,K-pneumoniae__Piperacillin with tazobactam__South East,19.76
2022-03-01,K-pneumoniae__Piperacillin with tazobactam__South East,19.59
2022-04-01,K-pneumoniae__Piperacillin with tazobactam__South East,18.49
2022-05-01,K-pneumoniae__Piperacillin with tazobactam__South East,24.46
2022-06-01,K-pneumoniae__Piperacillin with tazobactam__South East,21.05
2022-07-01,K-pneumoniae__Piperacillin with tazobactam__South East,17.26
2022-08-01,K-pneumoniae__Piperacillin with tazobactam__South East,16.67
2022-09-01,K-pneumoniae__Piperacillin with tazobactam__South East,16.28
2022-10-01,K-pneumoniae__Piperacillin with tazobactam__South East,16.83
2022-11-01,K-pneumoniae__Piperacillin with tazobactam__South East,16.75
2022-12-01,K-pneumoniae__Piperacillin with tazobactam__South East,15.64
2023-01-01,K-pneumoniae__Piperacillin with tazobactam__South East,19.44
2023-02-01,K-pneumoniae__Piperacillin with tazobactam__South East,18.23
2023-03-01,K-pneumoniae__Piperacillin with tazobactam__South East,18.62
2023-04-01,K-pneumoniae__Piperacillin with tazobactam__South East,17.78
2023-05-01,K-pneumoniae__Piperacillin with tazobactam__South East,16.39
2023-06-01,K-pneumoniae__Piperacillin with tazobactam__South East,18.28
2023-07-01,K-pneumoniae__Piperacillin with tazobactam__South East,15.26
2023-08-01,K-pneumoniae__Piperacillin with tazobactam__South East,18.27
2023-09-01,K-pneumoniae__Piperacillin with tazobactam__South East,19.52
2023-10-01,K-pneumoniae__Piperacillin with tazobactam__South East,17.8
2023-11-01,K-pneumoniae__Piperacillin with tazobactam__South East,17.94
2023-12-01,K-pneumoniae__Piperacillin with tazobactam__South East,17.27
2024-01-01,K-pneumoniae__Piperacillin with tazobactam__South East,22.28
2024-02-01,K-pneumoniae__Piperacillin with tazobactam__South East,24.32
2024-03-01,K-pneumoniae__Piperacillin with tazobactam__South East,23.86
2024-04-01,K-pneumoniae__Piperacillin with tazobactam__South East,24.26
2024-05-01,K-pneumoniae__Piperacillin with tazobactam__South East,22.41
2024-06-01,K-pneumoniae__Piperacillin with tazobactam__South East,20.66
2024-07-01,K-pneumoniae__Piperacillin with tazobactam__South East,19.82
2024-08-01,K-pneumoniae__Piperacillin with tazobactam__South East,20.08
2024-09-01,K-pneumoniae__Piperacillin with tazobactam__South East,24.81
2024-10-01,K-pneumoniae__Piperacillin with tazobactam__South East,22.34
2024-11-01,K-pneumoniae__Piperacillin with tazobactam__South East,20.83
2024-12-01,K-pneumoniae__Piperacillin with tazobactam__South East,17.87
2025-01-01,K-pneumoniae__Piperacillin with tazobactam__South East,20.19
2025-02-01,K-pneumoniae__Piperacillin with tazobactam__South East,19.66
2025-03-01,K-pneumoniae__Piperacillin with tazobactam__South East,18.98
2025-04-01,K-pneumoniae__Piperacillin with tazobactam__South East,19.16
2025-05-01,K-pneumoniae__Piperacillin with tazobactam__South East,18.6
2025-06-01,K-pneumoniae__Piperacillin with tazobactam__South East,18.28
2021-08-01,K-pneumoniae__Piperacillin with tazobactam__South West,9.09
2021-09-01,K-pneumoniae__Piperacillin with tazobactam__South West,9.15
2021-10-01,K-pneumoniae__Piperacillin with tazobactam__South West,11.83
2021-11-01,K-pneumoniae__Piperacillin with tazobactam__South West,13.29
2021-12-01,K-pneumoniae__Piperacillin with tazobactam__South West,14.67
2022-01-01,K-pneumoniae__Piperacillin with tazobactam__South West,12.5
2022-02-01,K-pneumoniae__Piperacillin with tazobactam__South West,14.19
2022-03-01,K-pneumoniae__Piperacillin with tazobactam__South West,15.56
2022-04-01,K-pneumoniae__Piperacillin with tazobactam__South West,16.92
2022-05-01,K-pneumoniae__Piperacillin with tazobactam__South West,13.38
2022-06-01,K-pneumoniae__Piperacillin with tazobactam__South West,13.04
2022-07-01,K-pneumoniae__Piperacillin with tazobactam__South West,11.27
2022-08-01,K-pneumoniae__Piperacillin with tazobactam__South West,16.11
2022-09-01,K-pneumoniae__Piperacillin with tazobactam__South West,12.42
2022-10-01,K-pneumoniae__Piperacillin with tazobactam__South West,11.76
2022-11-01,K-pneumoniae__Piperacillin with tazobactam__South West,13.29
2022-12-01,K-pneumoniae__Piperacillin with tazobactam__South West,16.67
2023-01-01,K-pneumoniae__Piperacillin with tazobactam__South West,18.82
2023-02-01,K-pneumoniae__Piperacillin with tazobactam__South West,16.67
2023-03-01,K-pneumoniae__Piperacillin with tazobactam__South West,17.91
2023-04-01,K-pneumoniae__Piperacillin with tazobactam__South West,18.55
2023-05-01,K-pneumoniae__Piperacillin with tazobactam__South West,18.25
2023-06-01,K-pneumoniae__Piperacillin with tazobactam__South West,20.55
2023-07-01,K-pneumoniae__Piperacillin with tazobactam__South West,22.09
2023-08-01,K-pneumoniae__Piperacillin with tazobactam__South West,21.76
2023-09-01,K-pneumoniae__Piperacillin with tazobactam__South West,20.95
2023-10-01,K-pneumoniae__Piperacillin with tazobactam__South West,20.49
2023-11-01,K-pneumoniae__Piperacillin with tazobactam__South West,21.43
2023-12-01,K-pneumoniae__Piperacillin with tazobactam__South West,20.91
2024-01-01,K-pneumoniae__Piperacillin with tazobactam__South West,22.71
2024-02-01,K-pneumoniae__Piperacillin with tazobactam__South West,22.65
2024-03-01,K-pneumoniae__Piperacillin with tazobactam__South West,22.56
2024-04-01,K-pneumoniae__Piperacillin with tazobactam__South West,20.0
2024-05-01,K-pneumoniae__Piperacillin with tazobactam__South West,21.35
2024-06-01,K-pneumoniae__Piperacillin with tazobactam__South West,20.73
2024-07-01,K-pneumoniae__Piperacillin with tazobactam__South West,19.51
2024-08-01,K-pneumoniae__Piperacillin with tazobactam__South West,18.29
2024-09-01,K-pneumoniae__Piperacillin with tazobactam__South West,16.93
2024-10-01,K-pneumoniae__Piperacillin with tazobactam__South West,16.11
2024-11-01,K-pneumoniae__Piperacillin with tazobactam__South West,17.86
2024-12-01,K-pneumoniae__Piperacillin with tazobactam__South West,21.71
2025-01-01,K-pneumoniae__Piperacillin with tazobactam__South West,20.12
2025-02-01,K-pneumoniae__Piperacillin with tazobactam__South West,18.47
2025-03-01,K-pneumoniae__Piperacillin with tazobactam__South West,16.56
2025-04-01,K-pneumoniae__Piperacillin with tazobactam__South West,20.86
2025-05-01,K-pneumoniae__Piperacillin with tazobactam__South West,18.39
2025-06-01,K-pneumoniae__Piperacillin with tazobactam__South West,19.65
2021-08-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,15.12
2021-09-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,13.64
2021-10-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,13.59
2021-11-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,12.44
2021-12-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,13.79
2022-01-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,13.54
2022-02-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,13.95
2022-03-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,14.94
2022-04-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,15.29
2022-05-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,15.43
2022-06-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,12.28
2022-07-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,15.51
2022-08-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,18.08
2022-09-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,20.0
2022-10-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,19.9
2022-11-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,16.67
2022-12-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,16.34
2023-01-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,17.5
2023-02-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,21.74
2023-03-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,22.4
2023-04-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,19.55
2023-05-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,19.59
2023-06-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,20.0
2023-07-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,22.42
2023-08-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,21.12
2023-09-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,23.32
2023-10-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,22.22
2023-11-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,24.79
2023-12-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,23.95
2024-01-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,23.29
2024-02-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,22.61
2024-03-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,22.11
2024-04-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,21.21
2024-05-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,21.05
2024-06-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,20.94
2024-07-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,20.94
2024-08-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,20.93
2024-09-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,20.74
2024-10-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,20.61
2024-11-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,22.12
2024-12-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,20.37
2025-01-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,21.33
2025-02-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,22.42
2025-03-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,25.37
2025-04-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,23.44
2025-05-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,21.56
2025-06-01,K-pneumoniae__Piperacillin with tazobactam__West Midlands,21.76
2021-08-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,18.07
2021-09-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,14.05
2021-10-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,13.37
2021-11-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,13.88
2021-12-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,16.24
2022-01-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,17.46
2022-02-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,16.48
2022-03-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,18.23
2022-04-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,19.15
2022-05-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,18.56
2022-06-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,16.11
2022-07-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,13.02
2022-08-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,13.81
2022-09-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,13.4
2022-10-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,17.22
2022-11-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,20.11
2022-12-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,22.68
2023-01-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,22.46
2023-02-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,24.44
2023-03-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,24.31
2023-04-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,25.29
2023-05-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,23.86
2023-06-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,21.64
2023-07-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,17.98
2023-08-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,17.48
2023-09-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,22.08
2023-10-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,24.39
2023-11-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,26.79
2023-12-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,21.43
2024-01-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,20.73
2024-02-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,17.1
2024-03-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,17.77
2024-04-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,15.26
2024-05-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,17.68
2024-06-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,21.11
2024-07-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,24.64
2024-08-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,26.64
2024-09-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,28.1
2024-10-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,29.72
2024-11-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,27.32
2024-12-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,24.23
2025-01-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,20.0
2025-02-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,22.22
2025-03-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,23.08
2025-04-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,29.28
2025-05-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,29.41
2025-06-01,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,27.14
2021-08-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,10.59
2021-09-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,9.46
2021-10-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,12.66
2021-11-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,13.41
2021-12-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,14.04
2022-01-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,13.29
2022-02-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,15.08
2022-03-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,12.7
2022-04-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,10.22
2022-05-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,6.8
2022-06-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,8.67
2022-07-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,10.6
2022-08-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,11.66
2022-09-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,12.64
2022-10-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,13.07
2022-11-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,16.2
2022-12-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,17.58
2023-01-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,19.08
2023-02-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,17.5
2023-03-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,17.93
2023-04-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,15.09
2023-05-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,16.76
2023-06-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,14.53
2023-07-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,14.2
2023-08-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,10.12
2023-09-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,11.76
2023-10-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,16.67
2023-11-01,K-pneumoniae__Third Generation Cephalosporins__East Midlands,19.14
