,mae,rmse,model
e-faecium__Glycopeptides__North West,0.18772490483827173,0.21515057917592353,XGB-Recursive
e-faecium__Glycopeptides__South East,0.24560923018773742,0.3228778663316993,XGB-Recursive
e-faecium__Glycopeptides__South West,0.16325025022653852,0.1934244187632481,XGB-Recursive
e-faecium__Glycopeptides__West Midlands,0.17040539971729532,0.19007855021068643,XGB-Recursive
e-faecium__Glycopeptides__Yorkshire and Humber,0.13934383950102217,0.15421682107063583,XGB-Recursive
E-coli__Amikacin__East Midlands,0.2714874622408305,0.2922070593743758,LGBM-Direct
E-coli__Amikacin__East of England,0.15237952288949794,0.21128364621149887,LGBM-Direct
E-coli__Amikacin__London,0.2653004815325144,0.31086973800177103,LGBM-Direct
E-coli__Amikacin__North East,0.22757003641126017,0.27781694833202747,LGBM-Direct
E-coli__Amikacin__North West,0.22082790687005938,0.2709202027179948,LGBM-Direct
E-coli__Amikacin__South East,0.24600174233165406,0.27741586605158153,LGBM-Direct
E-coli__Amikacin__South West,0.226872006142011,0.27467014959349795,LGBM-Direct
E-coli__Amikacin__West Midlands,0.22801474286845227,0.2744545973297516,LGBM-Direct
E-coli__Amikacin__Yorkshire and Humber,0.27104258057191694,0.31701440754275845,LGBM-Direct
E-coli__Carbapenems__East Midlands,0.1912126294257812,0.2366331783927325,LGBM-Direct
E-coli__Carbapenems__East of England,0.23167564312708996,0.28329773052866575,LGBM-Direct
E-coli__Carbapenems__London,0.3062930703131842,0.3371131035196917,LGBM-Direct
E-coli__Carbapenems__North East,0.14674263652175346,0.27693804100807873,LGBM-Direct
E-coli__Carbapenems__North West,0.1908979793809998,0.2720912764358721,LGBM-Direct
E-coli__Carbapenems__South East,0.2961365671416339,0.3362804767830304,LGBM-Direct
E-coli__Carbapenems__South West,0.27284531266866824,0.3041799276923182,LGBM-Direct
E-coli__Carbapenems__West Midlands,0.3010626766869012,0.3779381081062541,LGBM-Direct
E-coli__Carbapenems__Yorkshire and Humber,0.15090817181311605,0.24378268477812598,LGBM-Direct
E-coli__Ciprofloxacin__East Midlands,0.31153401499745537,0.37422350384783143,LGBM-Direct
E-coli__Ciprofloxacin__East of England,0.32400616192389164,0.345572211715901,LGBM-Direct
E-coli__Ciprofloxacin__London,0.1465333946744928,0.17322537416258002,LGBM-Direct
E-coli__Ciprofloxacin__North East,0.14386118898284284,0.15581562766621682,LGBM-Direct
E-coli__Ciprofloxacin__North West,0.2458392352109077,0.2931328319486487,LGBM-Direct
E-coli__Ciprofloxacin__South East,0.24867394673725499,0.3055718039810885,LGBM-Direct
E-coli__Ciprofloxacin__South West,0.281550770227973,0.34395526094692896,LGBM-Direct
E-coli__Ciprofloxacin__West Midlands,0.2910007425853672,0.33513771268072245,LGBM-Direct
E-coli__Ciprofloxacin__Yorkshire and Humber,0.3039523673172546,0.3351166378520923,LGBM-Direct
E-coli__Co-amoxiclav__East Midlands,0.27117817850286124,0.31700611668784046,LGBM-Direct
E-coli__Co-amoxiclav__East of England,0.19218242248628045,0.2558478182874764,LGBM-Direct
E-coli__Co-amoxiclav__London,0.17078925937197562,0.17742822314902534,LGBM-Direct
E-coli__Co-amoxiclav__North East,0.2014071538781509,0.2271345232849076,LGBM-Direct
E-coli__Co-amoxiclav__North West,0.2040988238175637,0.2318710072630719,LGBM-Direct
E-coli__Co-amoxiclav__South East,0.14517119650376994,0.20071227803261643,LGBM-Direct
E-coli__Co-amoxiclav__South West,0.11973452865405575,0.13757565209880013,LGBM-Direct
E-coli__Co-amoxiclav__West Midlands,0.39031055215626614,0.417996891724061,LGBM-Direct
E-coli__Co-amoxiclav__Yorkshire and Humber,0.2935580858673918,0.30106278894159433,LGBM-Direct
E-coli__Gentamicin__East Midlands,0.12243202930260494,0.15519387419201677,LGBM-Direct
E-coli__Gentamicin__East of England,0.2909324328540906,0.3458633752101483,LGBM-Direct
E-coli__Gentamicin__London,0.26414484088889356,0.31394568368088066,LGBM-Direct
E-coli__Gentamicin__North East,0.25508279824123065,0.2927609025632753,LGBM-Direct
E-coli__Gentamicin__North West,0.2611547829937619,0.3027712767532852,LGBM-Direct
E-coli__Gentamicin__South East,0.15987832464043858,0.2276491103685575,LGBM-Direct
E-coli__Gentamicin__South West,0.14716144810007845,0.18351505357690745,LGBM-Direct
E-coli__Gentamicin__West Midlands,0.26305383723429987,0.3364594018855015,LGBM-Direct
E-coli__Gentamicin__Yorkshire and Humber,0.19930458381680669,0.22899587989199724,LGBM-Direct
E-coli__Piperacillin with tazobactam__East Midlands,0.10924349842521075,0.1156312003410406,LGBM-Direct
E-coli__Piperacillin with tazobactam__East of England,0.23063391504435884,0.25892047748035263,LGBM-Direct
E-coli__Piperacillin with tazobactam__London,0.2639619764169659,0.3278240356479971,LGBM-Direct
E-coli__Piperacillin with tazobactam__North East,0.2032817345884699,0.2390432398651885,LGBM-Direct
E-coli__Piperacillin with tazobactam__North West,0.29671461748318323,0.30268528399148315,LGBM-Direct
E-coli__Piperacillin with tazobactam__South East,0.13734874155396856,0.1984042947761561,LGBM-Direct
E-coli__Piperacillin with tazobactam__South West,0.32245454712093335,0.356370467647784,LGBM-Direct
E-coli__Piperacillin with tazobactam__West Midlands,0.30621622421704525,0.37307474602386204,LGBM-Direct
E-coli__Piperacillin with tazobactam__Yorkshire and Humber,0.18690228755450988,0.21731280005178172,LGBM-Direct
E-coli__Third Generation Cephalosporins__East Midlands,0.20187518742100838,0.21935741047625062,LGBM-Direct
E-coli__Third Generation Cephalosporins__East of England,0.24880870854801238,0.2846974666111937,LGBM-Direct
E-coli__Third Generation Cephalosporins__London,0.25633246837836016,0.3070302364685069,LGBM-Direct
E-coli__Third Generation Cephalosporins__North East,0.2297003152162529,0.2387924842658365,LGBM-Direct
E-coli__Third Generation Cephalosporins__North West,0.3004280003263317,0.34273676770248784,LGBM-Direct
E-coli__Third Generation Cephalosporins__South East,0.29256587890170377,0.322009864268088,LGBM-Direct
E-coli__Third Generation Cephalosporins__South West,0.18805923749856393,0.25257790685825715,LGBM-Direct
E-coli__Third Generation Cephalosporins__West Midlands,0.29727510233529403,0.327807674948695,LGBM-Direct
E-coli__Third Generation Cephalosporins__Yorkshire and Humber,0.24736032559301965,0.2901492324741054,LGBM-Direct
K-pneumoniae__Amikacin__East Midlands,0.2968775558353858,0.35980114873300345,LGBM-Direct
K-pneumoniae__Amikacin__East of England,0.28098723771361944,0.3159116412314377,LGBM-Direct
K-pneumoniae__Amikacin__London,0.18414266917470293,0.22724031662857386,LGBM-Direct
K-pneumoniae__Amikacin__North East,0.15609109336029653,0.18992872643099795,LGBM-Direct
K-pneumoniae__Amikacin__North West,0.3069548364536511,0.3486946412535469,LGBM-Direct
K-pneumoniae__Amikacin__South East,0.1318581925426293,0.16256276341124112,LGBM-Direct
K-pneumoniae__Amikacin__South West,0.2950639979398458,0.36365282269866206,LGBM-Direct
K-pneumoniae__Amikacin__West Midlands,0.3201032761028009,0.3639045274694806,LGBM-Direct
K-pneumoniae__Amikacin__Yorkshire and Humber,0.23307975461858288,0.332110757600785,LGBM-Direct
K-pneumoniae__Carbapenems__East Midlands,0.3128223971856043,0.3903954914741272,LGBM-Direct
K-pneumoniae__Carbapenems__East of England,0.2748355683613697,0.3463041264408329,LGBM-Direct
K-pneumoniae__Carbapenems__London,0.23363749359227226,0.2564753538103832,LGBM-Direct
K-pneumoniae__Carbapenems__North East,0.14552914272155348,0.15572902176939354,LGBM-Direct
K-pneumoniae__Carbapenems__North West,0.166642049411462,0.1998009030656097,LGBM-Direct
K-pneumoniae__Carbapenems__South East,0.3626868839134221,0.4137075511337098,LGBM-Direct
K-pneumoniae__Carbapenems__South West,0.26137345824587754,0.26593519896866413,LGBM-Direct
K-pneumoniae__Carbapenems__West Midlands,0.20182321602916012,0.23264976246082308,LGBM-Direct
K-pneumoniae__Carbapenems__Yorkshire and Humber,0.21115760854381382,0.2406874214253469,LGBM-Direct
K-pneumoniae__Ciprofloxacin__East Midlands,0.18399378971584132,0.20429260971363428,LGBM-Direct
K-pneumoniae__Ciprofloxacin__East of England,0.2214029665860099,0.2370103793562753,LGBM-Direct
K-pneumoniae__Ciprofloxacin__London,0.21652611317322068,0.24722618353510387,LGBM-Direct
K-pneumoniae__Ciprofloxacin__North East,0.06870351042969726,0.08585370864544035,LGBM-Direct
K-pneumoniae__Ciprofloxacin__North West,0.24278170586848088,0.2567865099347847,LGBM-Direct
K-pneumoniae__Ciprofloxacin__South East,0.24860052154108003,0.3226560879857868,LGBM-Direct
K-pneumoniae__Ciprofloxacin__South West,0.28226941673139855,0.3376623554054925,LGBM-Direct
K-pneumoniae__Ciprofloxacin__West Midlands,0.2121355715580383,0.2211094152949508,LGBM-Direct
K-pneumoniae__Ciprofloxacin__Yorkshire and Humber,0.14748508602693758,0.20341888626626997,LGBM-Direct
K-pneumoniae__Co-amoxiclav__East Midlands,0.3282023149130459,0.39365344630202365,LGBM-Direct
K-pneumoniae__Co-amoxiclav__East of England,0.22253139360113425,0.2656166720419191,LGBM-Direct
K-pneumoniae__Co-amoxiclav__London,0.16890860488681478,0.18420964022285577,LGBM-Direct
K-pneumoniae__Co-amoxiclav__North East,0.22064378420498687,0.25340720943626416,LGBM-Direct
K-pneumoniae__Co-amoxiclav__North West,0.30516986152812037,0.3376319099829995,LGBM-Direct
K-pneumoniae__Co-amoxiclav__South East,0.1889472963052606,0.2035287718373818,LGBM-Direct
K-pneumoniae__Co-amoxiclav__South West,0.20345834365885226,0.23331019383290647,LGBM-Direct
K-pneumoniae__Co-amoxiclav__West Midlands,0.29974991539298323,0.3340006120676798,LGBM-Direct
K-pneumoniae__Co-amoxiclav__Yorkshire and Humber,0.17370827916018397,0.18897310186926497,LGBM-Direct
K-pneumoniae__Gentamicin__East Midlands,0.22449083157984628,0.2677136358658114,LGBM-Direct
K-pneumoniae__Gentamicin__East of England,0.1403457928244355,0.1769884426749206,LGBM-Direct
K-pneumoniae__Gentamicin__London,0.1670369638200344,0.1829586294291296,LGBM-Direct
K-pneumoniae__Gentamicin__North East,0.23757388166991097,0.27056219667825115,LGBM-Direct
K-pneumoniae__Gentamicin__North West,0.23914141118529528,0.27692782704783886,LGBM-Direct
K-pneumoniae__Gentamicin__South East,0.3718014913958199,0.39054487756966927,LGBM-Direct
K-pneumoniae__Gentamicin__South West,0.25807831671968584,0.2935626865075969,LGBM-Direct
K-pneumoniae__Gentamicin__West Midlands,0.20767379987385381,0.22215492716961582,LGBM-Direct
K-pneumoniae__Gentamicin__Yorkshire and Humber,0.15844186270636773,0.19256310601008603,LGBM-Direct
K-pneumoniae__Piperacillin with tazobactam__East Midlands,0.3238575625295202,0.41448098622426993,LGBM-Direct
K-pneumoniae__Piperacillin with tazobactam__East of England,0.27876113581867606,0.32194581112292453,LGBM-Direct
K-pneumoniae__Piperacillin with tazobactam__London,0.2391794849904599,0.2595694422379131,LGBM-Direct
K-pneumoniae__Piperacillin with tazobactam__North East,0.21355470198155468,0.25783715639822197,LGBM-Direct
K-pneumoniae__Piperacillin with tazobactam__North West,0.18656686092140504,0.23459926537104978,LGBM-Direct
K-pneumoniae__Piperacillin with tazobactam__South East,0.13459347769913801,0.17028783921971782,LGBM-Direct
K-pneumoniae__Piperacillin with tazobactam__South West,0.25821721492909844,0.28018801148057565,LGBM-Direct
K-pneumoniae__Piperacillin with tazobactam__West Midlands,0.1936519494701289,0.22718832270156442,LGBM-Direct
K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,0.16351330874458983,0.17913504180119047,LGBM-Direct
K-pneumoniae__Third Generation Cephalosporins__East Midlands,0.2596608780004119,0.30018824970205155,LGBM-Direct
K-pneumoniae__Third Generation Cephalosporins__East of England,0.22955230620977551,0.26967859755493184,LGBM-Direct
K-pneumoniae__Third Generation Cephalosporins__London,0.15984686571420614,0.16494663945548751,LGBM-Direct
K-pneumoniae__Third Generation Cephalosporins__North East,0.17602221843479485,0.2326351760785574,LGBM-Direct
K-pneumoniae__Third Generation Cephalosporins__North West,0.19228174591468628,0.2257999269198169,LGBM-Direct
K-pneumoniae__Third Generation Cephalosporins__South East,0.12689194762778122,0.14698302453819964,LGBM-Direct
K-pneumoniae__Third Generation Cephalosporins__South West,0.19429227137821156,0.24448656134094582,LGBM-Direct
K-pneumoniae__Third Generation Cephalosporins__West Midlands,0.20430187958075188,0.2782644530484332,LGBM-Direct
K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,0.15911385369178455,0.18094157644795086,LGBM-Direct
P-aeruginosa__Amikacin__East Midlands,0.3034887990462577,0.3681812498930201,LGBM-Direct
P-aeruginosa__Amikacin__East of England,0.3128975272078461,0.33874010169464297,LGBM-Direct
P-aeruginosa__Amikacin__London,0.307838494582277,0.3587070940769331,LGBM-Direct
P-aeruginosa__Amikacin__North East,0.14757851850655346,0.1742578812616725,LGBM-Direct
P-aeruginosa__Amikacin__North West,0.32051004739359895,0.35632888098488175,LGBM-Direct
P-aeruginosa__Amikacin__South East,0.3291427644428567,0.3563565098046484,LGBM-Direct
P-aeruginosa__Amikacin__South West,0.386115494364454,0.4247884535635196,LGBM-Direct
P-aeruginosa__Amikacin__West Midlands,0.216755299282027,0.23971417175568666,LGBM-Direct
P-aeruginosa__Amikacin__Yorkshire and Humber,0.14231637191211421,0.2761096702906736,LGBM-Direct
P-aeruginosa__Carbapenems__East Midlands,0.16067405762108955,0.19290916579094178,LGBM-Direct
P-aeruginosa__Carbapenems__East of England,0.16351178431681018,0.20933625712120102,LGBM-Direct
P-aeruginosa__Carbapenems__London,0.18380893670724627,0.20691639857608607,LGBM-Direct
P-aeruginosa__Carbapenems__North East,0.20746736119853126,0.2441514547929215,LGBM-Direct
P-aeruginosa__Carbapenems__North West,0.19356760778060791,0.23244492714142512,LGBM-Direct
P-aeruginosa__Carbapenems__South East,0.15818690555411585,0.19371855834018378,LGBM-Direct
P-aeruginosa__Carbapenems__South West,0.2051909579596,0.25614438444372006,LGBM-Direct
P-aeruginosa__Carbapenems__West Midlands,0.290486055036507,0.3501690732981092,LGBM-Direct
P-aeruginosa__Carbapenems__Yorkshire and Humber,0.2611617236228779,0.3157313989565414,LGBM-Direct
P-aeruginosa__Ceftazidime__East Midlands,0.22513745699686286,0.2825455305634517,LGBM-Direct
P-aeruginosa__Ceftazidime__East of England,0.16311090070937387,0.18340615049780046,LGBM-Direct
P-aeruginosa__Ceftazidime__London,0.251203703800789,0.2769653957522227,LGBM-Direct
P-aeruginosa__Ceftazidime__North East,0.16712589725123314,0.1861097261852334,LGBM-Direct
P-aeruginosa__Ceftazidime__North West,0.18230885932859767,0.2219775479551787,LGBM-Direct
P-aeruginosa__Ceftazidime__South East,0.17376249435310895,0.2085578542943049,LGBM-Direct
P-aeruginosa__Ceftazidime__South West,0.23957468371747156,0.30064064035566146,LGBM-Direct
P-aeruginosa__Ceftazidime__West Midlands,0.14103456004492998,0.17597104003451422,LGBM-Direct
P-aeruginosa__Ceftazidime__Yorkshire and Humber,0.24106907940983327,0.29414515588443835,LGBM-Direct
P-aeruginosa__Ciprofloxacin__East Midlands,0.29199392008544023,0.3502994138330913,LGBM-Direct
P-aeruginosa__Ciprofloxacin__East of England,0.16157495142826286,0.1789682566815503,LGBM-Direct
P-aeruginosa__Ciprofloxacin__London,0.1903461363222062,0.24080496917962863,LGBM-Direct
P-aeruginosa__Ciprofloxacin__North East,0.19074857373344947,0.23057328761117926,LGBM-Direct
P-aeruginosa__Ciprofloxacin__North West,0.11781495075735393,0.1272148199840996,LGBM-Direct
P-aeruginosa__Ciprofloxacin__South East,0.21905295812363526,0.22180581547448078,LGBM-Direct
P-aeruginosa__Ciprofloxacin__South West,0.19639008230511365,0.25108162249836047,LGBM-Direct
P-aeruginosa__Ciprofloxacin__West Midlands,0.34990119975902206,0.3895071182796399,LGBM-Direct
P-aeruginosa__Ciprofloxacin__Yorkshire and Humber,0.14423474634293687,0.15877756995294887,LGBM-Direct
P-aeruginosa__Piperacillin with tazobactam__East Midlands,0.3397530414976188,0.3595380855696249,LGBM-Direct
P-aeruginosa__Piperacillin with tazobactam__East of England,0.25238954467560626,0.25851983037630205,LGBM-Direct
P-aeruginosa__Piperacillin with tazobactam__London,0.24453580886893567,0.2750321917197928,LGBM-Direct
P-aeruginosa__Piperacillin with tazobactam__North East,0.275321633317624,0.36253246966198566,LGBM-Direct
P-aeruginosa__Piperacillin with tazobactam__North West,0.15433593432339407,0.20076194235801148,LGBM-Direct
P-aeruginosa__Piperacillin with tazobactam__South East,0.21518810114973097,0.2611542618432369,LGBM-Direct
P-aeruginosa__Piperacillin with tazobactam__South West,0.2823743821614319,0.36230729676794465,LGBM-Direct
P-aeruginosa__Piperacillin with tazobactam__West Midlands,0.16761343007835117,0.2353709300183688,LGBM-Direct
P-aeruginosa__Piperacillin with tazobactam__Yorkshire and Humber,0.15001089614585209,0.17909104737046977,LGBM-Direct
S-pneumoniae__Macrolides__East Midlands,0.10174888859177354,0.11444888414028986,LGBM-Direct
S-pneumoniae__Macrolides__East of England,0.18758026020278465,0.21512182774098565,LGBM-Direct
S-pneumoniae__Macrolides__London,0.11330536939094739,0.1426382703130452,LGBM-Direct
S-pneumoniae__Macrolides__North East,0.07894654482913403,0.12075901311449674,LGBM-Direct
S-pneumoniae__Macrolides__North West,0.16490472339003268,0.20856728379965475,LGBM-Direct
S-pneumoniae__Macrolides__South East,0.2133586285121799,0.24918651491392446,LGBM-Direct
S-pneumoniae__Macrolides__South West,0.15278487404118532,0.17409426626152558,LGBM-Direct
S-pneumoniae__Macrolides__West Midlands,0.2160261199228076,0.23700156320093826,LGBM-Direct
S-pneumoniae__Macrolides__Yorkshire and Humber,0.0813790025307311,0.09466204907476736,LGBM-Direct
S-pneumoniae__Penicillin__East Midlands,0.3071541083565085,0.4050313951839114,LGBM-Direct
S-pneumoniae__Penicillin__East of England,0.122171291329621,0.15250583960542685,LGBM-Direct
S-pneumoniae__Penicillin__London,0.29909325585000773,0.3276018569437799,LGBM-Direct
S-pneumoniae__Penicillin__North East,0.11933865890177242,0.20685625217024958,LGBM-Direct
S-pneumoniae__Penicillin__North West,0.11730324094004378,0.13630561803271718,LGBM-Direct
S-pneumoniae__Penicillin__South East,0.11386000985047301,0.13610831080959734,LGBM-Direct
S-pneumoniae__Penicillin__South West,0.06080635511116597,0.06790968840098861,LGBM-Direct
S-pneumoniae__Penicillin__West Midlands,0.2737779824386311,0.34702883882668495,LGBM-Direct
S-pneumoniae__Penicillin__Yorkshire and Humber,0.2232699799680595,0.2756044565707146,LGBM-Direct
e-faecalis__Glycopeptides__East Midlands,0.12401584993313126,0.16710119680411778,LGBM-Direct
e-faecalis__Glycopeptides__East of England,0.28515090492081474,0.327829266219297,LGBM-Direct
e-faecalis__Glycopeptides__London,0.3086840729507872,0.33431944888903625,LGBM-Direct
e-faecalis__Glycopeptides__North East,0.18866664904251007,0.23008421812080093,LGBM-Direct
e-faecalis__Glycopeptides__North West,0.21017388355269415,0.24481589300477638,LGBM-Direct
e-faecalis__Glycopeptides__South East,0.16200095260604863,0.19051993503854717,LGBM-Direct
e-faecalis__Glycopeptides__South West,0.21061965958643006,0.26160833205441636,LGBM-Direct
e-faecalis__Glycopeptides__West Midlands,0.24355792072657345,0.29122828120558997,LGBM-Direct
e-faecalis__Glycopeptides__Yorkshire and Humber,0.1365030533000684,0.1778749696939752,LGBM-Direct
e-faecium__Glycopeptides__East Midlands,0.25369708948669784,0.3070032885595216,LGBM-Direct
e-faecium__Glycopeptides__East of England,0.24329182047104755,0.2965680927998254,LGBM-Direct
e-faecium__Glycopeptides__London,0.23894606404592342,0.3121756785276417,LGBM-Direct
e-faecium__Glycopeptides__North East,0.23049346745880062,0.2639594811867605,LGBM-Direct
e-faecium__Glycopeptides__North West,0.2049436820327337,0.2626250542215715,LGBM-Direct
e-faecium__Glycopeptides__South East,0.13624294367299858,0.19555963961969808,LGBM-Direct
e-faecium__Glycopeptides__South West,0.13333419950031353,0.16382198208162088,LGBM-Direct
e-faecium__Glycopeptides__West Midlands,0.13804805483092494,0.19083350799438142,LGBM-Direct
e-faecium__Glycopeptides__Yorkshire and Humber,0.13535352656552946,0.18147218948653687,LGBM-Direct
E-coli__Amikacin__East Midlands,0.3062354816968796,0.32208967172142466,LGBM-Recursive
E-coli__Amikacin__East of England,0.15413531839586406,0.2109779243215299,LGBM-Recursive
E-coli__Amikacin__London,0.2765428755979159,0.3198232832714692,LGBM-Recursive
E-coli__Amikacin__North East,0.25816123661455803,0.3051329755432207,LGBM-Recursive
E-coli__Amikacin__North West,0.244999451309297,0.284903193757053,LGBM-Recursive
E-coli__Amikacin__South East,0.26743848608762527,0.32208201157051497,LGBM-Recursive
E-coli__Amikacin__South West,0.2297151592989596,0.27617066477231345,LGBM-Recursive
E-coli__Amikacin__West Midlands,0.27066059652991425,0.32476347845042264,LGBM-Recursive
E-coli__Amikacin__Yorkshire and Humber,0.2770058181666409,0.3081818865028708,LGBM-Recursive
E-coli__Carbapenems__East Midlands,0.19929509944749838,0.2418323032440784,LGBM-Recursive
E-coli__Carbapenems__East of England,0.26412196939306193,0.31823145183491863,LGBM-Recursive
E-coli__Carbapenems__London,0.24121095188061936,0.2694771782582838,LGBM-Recursive
E-coli__Carbapenems__North East,0.1410716855777089,0.2755181367552498,LGBM-Recursive
E-coli__Carbapenems__North West,0.20338684975127982,0.27796875236058344,LGBM-Recursive
E-coli__Carbapenems__South East,0.31760542292979804,0.3522866135927639,LGBM-Recursive
E-coli__Carbapenems__South West,0.24168520153992754,0.26664372855080454,LGBM-Recursive
E-coli__Carbapenems__West Midlands,0.26238056622738165,0.35456973542875514,LGBM-Recursive
E-coli__Carbapenems__Yorkshire and Humber,0.16765421097116884,0.2559530201547301,LGBM-Recursive
E-coli__Ciprofloxacin__East Midlands,0.31856819379711476,0.37722938083712354,LGBM-Recursive
E-coli__Ciprofloxacin__East of England,0.3213851032835983,0.3583346016057315,LGBM-Recursive
E-coli__Ciprofloxacin__London,0.15854947762128602,0.18407904977990833,LGBM-Recursive
E-coli__Ciprofloxacin__North East,0.14160032658066146,0.1961495010226579,LGBM-Recursive
E-coli__Ciprofloxacin__North West,0.2787924632018392,0.3205867607437261,LGBM-Recursive
E-coli__Ciprofloxacin__South East,0.31545826426848206,0.37219553848999665,LGBM-Recursive
E-coli__Ciprofloxacin__South West,0.2868496924430665,0.3507399427971127,LGBM-Recursive
E-coli__Ciprofloxacin__West Midlands,0.297325300260663,0.33538745952120513,LGBM-Recursive
E-coli__Ciprofloxacin__Yorkshire and Humber,0.27785168746590955,0.3099192571103397,LGBM-Recursive
E-coli__Co-amoxiclav__East Midlands,0.2919184752966987,0.34334052159949907,LGBM-Recursive
E-coli__Co-amoxiclav__East of England,0.18851539614098078,0.2469537752223842,LGBM-Recursive
E-coli__Co-amoxiclav__London,0.17232037994420332,0.17650047884425887,LGBM-Recursive
E-coli__Co-amoxiclav__North East,0.1857817356990327,0.215985800202605,LGBM-Recursive
E-coli__Co-amoxiclav__North West,0.20850790402867259,0.23709820827827638,LGBM-Recursive
E-coli__Co-amoxiclav__South East,0.155412916964889,0.20460626112923658,LGBM-Recursive
E-coli__Co-amoxiclav__South West,0.1081515676348309,0.13407172798896252,LGBM-Recursive
E-coli__Co-amoxiclav__West Midlands,0.30659477541810976,0.3189459843555617,LGBM-Recursive
E-coli__Co-amoxiclav__Yorkshire and Humber,0.2642106809326345,0.277850542668227,LGBM-Recursive
E-coli__Gentamicin__East Midlands,0.16517959245730027,0.18722855888780768,LGBM-Recursive
E-coli__Gentamicin__East of England,0.3351807308102402,0.3873373368341,LGBM-Recursive
E-coli__Gentamicin__London,0.2575984902290969,0.29578065635017686,LGBM-Recursive
E-coli__Gentamicin__North East,0.2501209912824804,0.2944254958201976,LGBM-Recursive
E-coli__Gentamicin__North West,0.2953320060061626,0.3556710321052497,LGBM-Recursive
E-coli__Gentamicin__South East,0.17311786646250785,0.23697401752271627,LGBM-Recursive
E-coli__Gentamicin__South West,0.12964048463057634,0.1581768449546759,LGBM-Recursive
E-coli__Gentamicin__West Midlands,0.26766173613666855,0.33304709609655986,LGBM-Recursive
E-coli__Gentamicin__Yorkshire and Humber,0.18976533085376582,0.2300910530970298,LGBM-Recursive
E-coli__Piperacillin with tazobactam__East Midlands,0.13207522243499006,0.14007332058777414,LGBM-Recursive
E-coli__Piperacillin with tazobactam__East of England,0.2292955009373013,0.2648086169971126,LGBM-Recursive
E-coli__Piperacillin with tazobactam__London,0.2667204740243649,0.32048373206364045,LGBM-Recursive
E-coli__Piperacillin with tazobactam__North East,0.19814967849061849,0.25242104215578565,LGBM-Recursive
E-coli__Piperacillin with tazobactam__North West,0.35202310070725273,0.3554555323500473,LGBM-Recursive
E-coli__Piperacillin with tazobactam__South East,0.14872978488222674,0.19752972383186757,LGBM-Recursive
E-coli__Piperacillin with tazobactam__South West,0.3379225296253798,0.3677825454847258,LGBM-Recursive
E-coli__Piperacillin with tazobactam__West Midlands,0.31183814187700026,0.3820195340729157,LGBM-Recursive
E-coli__Piperacillin with tazobactam__Yorkshire and Humber,0.19765474754573545,0.22947018845992337,LGBM-Recursive
E-coli__Third Generation Cephalosporins__East Midlands,0.2369282024450267,0.2588945842091148,LGBM-Recursive
E-coli__Third Generation Cephalosporins__East of England,0.3213074610147633,0.34943815617835655,LGBM-Recursive
E-coli__Third Generation Cephalosporins__London,0.3022196864146522,0.3491673237305043,LGBM-Recursive
E-coli__Third Generation Cephalosporins__North East,0.26664217612391145,0.27024414000319497,LGBM-Recursive
E-coli__Third Generation Cephalosporins__North West,0.28602536228408443,0.3326176629585616,LGBM-Recursive
E-coli__Third Generation Cephalosporins__South East,0.35292004547721895,0.3823814414458273,LGBM-Recursive
E-coli__Third Generation Cephalosporins__South West,0.20366599711719502,0.26900501602231625,LGBM-Recursive
E-coli__Third Generation Cephalosporins__West Midlands,0.34179316545348243,0.3647800445076631,LGBM-Recursive
E-coli__Third Generation Cephalosporins__Yorkshire and Humber,0.2582860604529087,0.29787756260628684,LGBM-Recursive
K-pneumoniae__Amikacin__East Midlands,0.355386758414106,0.45405575672919063,LGBM-Recursive
K-pneumoniae__Amikacin__East of England,0.27397981692334,0.30706906367251346,LGBM-Recursive
K-pneumoniae__Amikacin__London,0.15617438277668735,0.19153937316589106,LGBM-Recursive
K-pneumoniae__Amikacin__North East,0.15171405909951335,0.1863845322946232,LGBM-Recursive
K-pneumoniae__Amikacin__North West,0.2676536247583361,0.3028004159876279,LGBM-Recursive
K-pneumoniae__Amikacin__South East,0.13978064971517215,0.18264006749967956,LGBM-Recursive
K-pneumoniae__Amikacin__South West,0.31056903838534594,0.4019753044649195,LGBM-Recursive
K-pneumoniae__Amikacin__West Midlands,0.2697846037214376,0.32068990817755927,LGBM-Recursive
K-pneumoniae__Amikacin__Yorkshire and Humber,0.22221232146669048,0.34147278409309306,LGBM-Recursive
K-pneumoniae__Carbapenems__East Midlands,0.28773579957754375,0.3546893210458238,LGBM-Recursive
K-pneumoniae__Carbapenems__East of England,0.32528652162091415,0.3784463857423195,LGBM-Recursive
K-pneumoniae__Carbapenems__London,0.19282474664705743,0.2182160384976264,LGBM-Recursive
K-pneumoniae__Carbapenems__North East,0.17139701027094345,0.19172033495959823,LGBM-Recursive
K-pneumoniae__Carbapenems__North West,0.15481607841669667,0.1926772202734349,LGBM-Recursive
K-pneumoniae__Carbapenems__South East,0.3172507463188449,0.3969522476918875,LGBM-Recursive
K-pneumoniae__Carbapenems__South West,0.22869893158271162,0.2353397803867077,LGBM-Recursive
K-pneumoniae__Carbapenems__West Midlands,0.17429841252707687,0.2084802028678131,LGBM-Recursive
K-pneumoniae__Carbapenems__Yorkshire and Humber,0.2942068528603477,0.33894914409005306,LGBM-Recursive
