,geography,stratum,date,organism,resistance_pct,series_id,model_region,prescribing_rate
6671,Yorkshire and Humber,Gentamicin,2023-01-01,K-pneumoniae,6.35,K-pneumoniae__Gentamicin__Yorkshire and Humber,North East and Yorkshire,1.74
6672,North East,Piperacillin with tazobactam,2023-01-01,K-pneumoniae,24.24,K-pneumoniae__Piperacillin with tazobactam__North East,North East and Yorkshire,1.74
6673,Yorkshire and Humber,Piperacillin with tazobactam,2023-01-01,K-pneumoniae,22.46,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,North East and Yorkshire,1.74
6674,North East,Third Generation Cephalosporins,2023-01-01,K-pneumoniae,24.27,K-pneumoniae__Third Generation Cephalosporins__North East,North East and Yorkshire,1.74
6675,Yorkshire and Humber,Third Generation Cephalosporins,2023-01-01,K-pneumoniae,16.84,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.74
6676,North East,Amikacin,2023-01-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__North East,North East and Yorkshire,1.74
6677,Yorkshire and Humber,Amikacin,2023-01-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__Yorkshire and Humber,North East and Yorkshire,1.74
6678,North East,Carbapenems,2023-01-01,P-aeruginosa,10.0,P-aeruginosa__Carbapenems__North East,North East and Yorkshire,1.74
6679,Yorkshire and Humber,Carbapenems,2023-01-01,P-aeruginosa,4.0,P-aeruginosa__Carbapenems__Yorkshire and Humber,North East and Yorkshire,1.74
6680,North East,Ceftazidime,2023-01-01,P-aeruginosa,6.25,P-aeruginosa__Ceftazidime__North East,North East and Yorkshire,1.74
6681,Yorkshire and Humber,Ceftazidime,2023-01-01,P-aeruginosa,8.0,P-aeruginosa__Ceftazidime__Yorkshire and Humber,North East and Yorkshire,1.74
6682,North East,Ciprofloxacin,2023-01-01,P-aeruginosa,0.0,P-aeruginosa__Ciprofloxacin__North East,North East and Yorkshire,1.74
6683,Yorkshire and Humber,Ciprofloxacin,2023-01-01,P-aeruginosa,15.31,P-aeruginosa__Ciprofloxacin__Yorkshire and Humber,North East and Yorkshire,1.74
6684,North East,Piperacillin with tazobactam,2023-01-01,P-aeruginosa,6.06,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.74
6685,Yorkshire and Humber,Piperacillin with tazobactam,2023-01-01,P-aeruginosa,6.93,P-aeruginosa__Piperacillin with tazobactam__Yorkshire and Humber,North East and Yorkshire,1.74
6686,North East,Macrolides,2023-01-01,S-pneumoniae,5.88,S-pneumoniae__Macrolides__North East,North East and Yorkshire,1.74
6687,Yorkshire and Humber,Macrolides,2023-01-01,S-pneumoniae,5.06,S-pneumoniae__Macrolides__Yorkshire and Humber,North East and Yorkshire,1.74
6688,North East,Penicillin,2023-01-01,S-pneumoniae,0.0,S-pneumoniae__Penicillin__North East,North East and Yorkshire,1.74
6689,Yorkshire and Humber,Penicillin,2023-01-01,S-pneumoniae,0.57,S-pneumoniae__Penicillin__Yorkshire and Humber,North East and Yorkshire,1.74
6690,North East,Glycopeptides,2023-01-01,e-faecalis,0.0,e-faecalis__Glycopeptides__North East,North East and Yorkshire,1.74
6691,Yorkshire and Humber,Glycopeptides,2023-01-01,e-faecalis,3.26,e-faecalis__Glycopeptides__Yorkshire and Humber,North East and Yorkshire,1.74
6692,North East,Glycopeptides,2023-01-01,e-faecium,9.09,e-faecium__Glycopeptides__North East,North East and Yorkshire,1.74
6693,Yorkshire and Humber,Glycopeptides,2023-01-01,e-faecium,24.73,e-faecium__Glycopeptides__Yorkshire and Humber,North East and Yorkshire,1.74
6694,North East,Amikacin,2023-02-01,E-coli,0.65,E-coli__Amikacin__North East,North East and Yorkshire,1.76
6695,Yorkshire and Humber,Amikacin,2023-02-01,E-coli,2.36,E-coli__Amikacin__Yorkshire and Humber,North East and Yorkshire,1.76
6696,North East,Carbapenems,2023-02-01,E-coli,0.0,E-coli__Carbapenems__North East,North East and Yorkshire,1.76
6697,Yorkshire and Humber,Carbapenems,2023-02-01,E-coli,0.0,E-coli__Carbapenems__Yorkshire and Humber,North East and Yorkshire,1.76
6698,North East,Ciprofloxacin,2023-02-01,E-coli,12.64,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.76
6699,Yorkshire and Humber,Ciprofloxacin,2023-02-01,E-coli,16.63,E-coli__Ciprofloxacin__Yorkshire and Humber,North East and Yorkshire,1.76
6700,North East,Co-amoxiclav,2023-02-01,E-coli,34.23,E-coli__Co-amoxiclav__North East,North East and Yorkshire,1.76
6701,Yorkshire and Humber,Co-amoxiclav,2023-02-01,E-coli,46.45,E-coli__Co-amoxiclav__Yorkshire and Humber,North East and Yorkshire,1.76
6702,North East,Gentamicin,2023-02-01,E-coli,7.06,E-coli__Gentamicin__North East,North East and Yorkshire,1.76
6703,Yorkshire and Humber,Gentamicin,2023-02-01,E-coli,7.67,E-coli__Gentamicin__Yorkshire and Humber,North East and Yorkshire,1.76
6704,North East,Piperacillin with tazobactam,2023-02-01,E-coli,8.94,E-coli__Piperacillin with tazobactam__North East,North East and Yorkshire,1.76
6705,Yorkshire and Humber,Piperacillin with tazobactam,2023-02-01,E-coli,12.06,E-coli__Piperacillin with tazobactam__Yorkshire and Humber,North East and Yorkshire,1.76
6706,North East,Third Generation Cephalosporins,2023-02-01,E-coli,11.72,E-coli__Third Generation Cephalosporins__North East,North East and Yorkshire,1.76
6707,Yorkshire and Humber,Third Generation Cephalosporins,2023-02-01,E-coli,15.97,E-coli__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.76
6708,North East,Amikacin,2023-02-01,K-pneumoniae,4.35,K-pneumoniae__Amikacin__North East,North East and Yorkshire,1.76
6709,Yorkshire and Humber,Amikacin,2023-02-01,K-pneumoniae,12.0,K-pneumoniae__Amikacin__Yorkshire and Humber,North East and Yorkshire,1.76
6710,North East,Carbapenems,2023-02-01,K-pneumoniae,2.27,K-pneumoniae__Carbapenems__North East,North East and Yorkshire,1.76
6711,Yorkshire and Humber,Carbapenems,2023-02-01,K-pneumoniae,0.0,K-pneumoniae__Carbapenems__Yorkshire and Humber,North East and Yorkshire,1.76
6712,North East,Ciprofloxacin,2023-02-01,K-pneumoniae,16.67,K-pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.76
6713,Yorkshire and Humber,Ciprofloxacin,2023-02-01,K-pneumoniae,18.92,K-pneumoniae__Ciprofloxacin__Yorkshire and Humber,North East and Yorkshire,1.76
6714,North East,Co-amoxiclav,2023-02-01,K-pneumoniae,37.8,K-pneumoniae__Co-amoxiclav__North East,North East and Yorkshire,1.76
6715,Yorkshire and Humber,Co-amoxiclav,2023-02-01,K-pneumoniae,28.48,K-pneumoniae__Co-amoxiclav__Yorkshire and Humber,North East and Yorkshire,1.76
6716,North East,Gentamicin,2023-02-01,K-pneumoniae,11.76,K-pneumoniae__Gentamicin__North East,North East and Yorkshire,1.76
6717,Yorkshire and Humber,Gentamicin,2023-02-01,K-pneumoniae,7.1,K-pneumoniae__Gentamicin__Yorkshire and Humber,North East and Yorkshire,1.76
6718,North East,Piperacillin with tazobactam,2023-02-01,K-pneumoniae,25.58,K-pneumoniae__Piperacillin with tazobactam__North East,North East and Yorkshire,1.76
6719,Yorkshire and Humber,Piperacillin with tazobactam,2023-02-01,K-pneumoniae,24.44,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,North East and Yorkshire,1.76
6720,North East,Third Generation Cephalosporins,2023-02-01,K-pneumoniae,21.59,K-pneumoniae__Third Generation Cephalosporins__North East,North East and Yorkshire,1.76
6721,Yorkshire and Humber,Third Generation Cephalosporins,2023-02-01,K-pneumoniae,16.93,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.76
6722,North East,Amikacin,2023-02-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__North East,North East and Yorkshire,1.76
6723,Yorkshire and Humber,Amikacin,2023-02-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__Yorkshire and Humber,North East and Yorkshire,1.76
6724,North East,Carbapenems,2023-02-01,P-aeruginosa,8.57,P-aeruginosa__Carbapenems__North East,North East and Yorkshire,1.76
6725,Yorkshire and Humber,Carbapenems,2023-02-01,P-aeruginosa,5.75,P-aeruginosa__Carbapenems__Yorkshire and Humber,North East and Yorkshire,1.76
6726,North East,Ceftazidime,2023-02-01,P-aeruginosa,5.56,P-aeruginosa__Ceftazidime__North East,North East and Yorkshire,1.76
6727,Yorkshire and Humber,Ceftazidime,2023-02-01,P-aeruginosa,11.36,P-aeruginosa__Ceftazidime__Yorkshire and Humber,North East and Yorkshire,1.76
6728,North East,Ciprofloxacin,2023-02-01,P-aeruginosa,0.0,P-aeruginosa__Ciprofloxacin__North East,North East and Yorkshire,1.76
6729,Yorkshire and Humber,Ciprofloxacin,2023-02-01,P-aeruginosa,17.24,P-aeruginosa__Ciprofloxacin__Yorkshire and Humber,North East and Yorkshire,1.76
6730,North East,Piperacillin with tazobactam,2023-02-01,P-aeruginosa,5.41,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.76
6731,Yorkshire and Humber,Piperacillin with tazobactam,2023-02-01,P-aeruginosa,10.11,P-aeruginosa__Piperacillin with tazobactam__Yorkshire and Humber,North East and Yorkshire,1.76
6732,North East,Macrolides,2023-02-01,S-pneumoniae,10.0,S-pneumoniae__Macrolides__North East,North East and Yorkshire,1.76
6733,Yorkshire and Humber,Macrolides,2023-02-01,S-pneumoniae,7.65,S-pneumoniae__Macrolides__Yorkshire and Humber,North East and Yorkshire,1.76
6734,North East,Penicillin,2023-02-01,S-pneumoniae,0.0,S-pneumoniae__Penicillin__North East,North East and Yorkshire,1.76
6735,Yorkshire and Humber,Penicillin,2023-02-01,S-pneumoniae,1.09,S-pneumoniae__Penicillin__Yorkshire and Humber,North East and Yorkshire,1.76
6736,North East,Glycopeptides,2023-02-01,e-faecalis,0.0,e-faecalis__Glycopeptides__North East,North East and Yorkshire,1.76
6737,Yorkshire and Humber,Glycopeptides,2023-02-01,e-faecalis,6.98,e-faecalis__Glycopeptides__Yorkshire and Humber,North East and Yorkshire,1.76
6738,North East,Glycopeptides,2023-02-01,e-faecium,14.81,e-faecium__Glycopeptides__North East,North East and Yorkshire,1.76
6739,Yorkshire and Humber,Glycopeptides,2023-02-01,e-faecium,18.45,e-faecium__Glycopeptides__Yorkshire and Humber,North East and Yorkshire,1.76
6740,North East,Amikacin,2023-03-01,E-coli,1.18,E-coli__Amikacin__North East,North East and Yorkshire,1.78
6741,Yorkshire and Humber,Amikacin,2023-03-01,E-coli,3.48,E-coli__Amikacin__Yorkshire and Humber,North East and Yorkshire,1.78
6742,North East,Carbapenems,2023-03-01,E-coli,0.0,E-coli__Carbapenems__North East,North East and Yorkshire,1.78
6743,Yorkshire and Humber,Carbapenems,2023-03-01,E-coli,0.12,E-coli__Carbapenems__Yorkshire and Humber,North East and Yorkshire,1.78
6744,North East,Ciprofloxacin,2023-03-01,E-coli,11.41,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.78
6745,Yorkshire and Humber,Ciprofloxacin,2023-03-01,E-coli,17.4,E-coli__Ciprofloxacin__Yorkshire and Humber,North East and Yorkshire,1.78
6746,North East,Co-amoxiclav,2023-03-01,E-coli,36.46,E-coli__Co-amoxiclav__North East,North East and Yorkshire,1.78
6747,Yorkshire and Humber,Co-amoxiclav,2023-03-01,E-coli,47.44,E-coli__Co-amoxiclav__Yorkshire and Humber,North East and Yorkshire,1.78
6748,North East,Gentamicin,2023-03-01,E-coli,6.86,E-coli__Gentamicin__North East,North East and Yorkshire,1.78
6749,Yorkshire and Humber,Gentamicin,2023-03-01,E-coli,8.4,E-coli__Gentamicin__Yorkshire and Humber,North East and Yorkshire,1.78
6750,North East,Piperacillin with tazobactam,2023-03-01,E-coli,8.71,E-coli__Piperacillin with tazobactam__North East,North East and Yorkshire,1.78
6751,Yorkshire and Humber,Piperacillin with tazobactam,2023-03-01,E-coli,12.01,E-coli__Piperacillin with tazobactam__Yorkshire and Humber,North East and Yorkshire,1.78
6752,North East,Third Generation Cephalosporins,2023-03-01,E-coli,11.08,E-coli__Third Generation Cephalosporins__North East,North East and Yorkshire,1.78
6753,Yorkshire and Humber,Third Generation Cephalosporins,2023-03-01,E-coli,15.57,E-coli__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.78
6754,North East,Amikacin,2023-03-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__North East,North East and Yorkshire,1.78
6755,Yorkshire and Humber,Amikacin,2023-03-01,K-pneumoniae,15.38,K-pneumoniae__Amikacin__Yorkshire and Humber,North East and Yorkshire,1.78
6756,North East,Carbapenems,2023-03-01,K-pneumoniae,1.03,K-pneumoniae__Carbapenems__North East,North East and Yorkshire,1.78
6757,Yorkshire and Humber,Carbapenems,2023-03-01,K-pneumoniae,1.55,K-pneumoniae__Carbapenems__Yorkshire and Humber,North East and Yorkshire,1.78
6758,North East,Ciprofloxacin,2023-03-01,K-pneumoniae,17.2,K-pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.78
6759,Yorkshire and Humber,Ciprofloxacin,2023-03-01,K-pneumoniae,17.84,K-pneumoniae__Ciprofloxacin__Yorkshire and Humber,North East and Yorkshire,1.78
6760,North East,Co-amoxiclav,2023-03-01,K-pneumoniae,32.58,K-pneumoniae__Co-amoxiclav__North East,North East and Yorkshire,1.78
6761,Yorkshire and Humber,Co-amoxiclav,2023-03-01,K-pneumoniae,32.03,K-pneumoniae__Co-amoxiclav__Yorkshire and Humber,North East and Yorkshire,1.78
6762,North East,Gentamicin,2023-03-01,K-pneumoniae,7.53,K-pneumoniae__Gentamicin__North East,North East and Yorkshire,1.78
6763,Yorkshire and Humber,Gentamicin,2023-03-01,K-pneumoniae,7.73,K-pneumoniae__Gentamicin__Yorkshire and Humber,North East and Yorkshire,1.78
6764,North East,Piperacillin with tazobactam,2023-03-01,K-pneumoniae,21.28,K-pneumoniae__Piperacillin with tazobactam__North East,North East and Yorkshire,1.78
6765,Yorkshire and Humber,Piperacillin with tazobactam,2023-03-01,K-pneumoniae,24.31,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,North East and Yorkshire,1.78
6766,North East,Third Generation Cephalosporins,2023-03-01,K-pneumoniae,14.43,K-pneumoniae__Third Generation Cephalosporins__North East,North East and Yorkshire,1.78
6767,Yorkshire and Humber,Third Generation Cephalosporins,2023-03-01,K-pneumoniae,19.89,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.78
6768,North East,Amikacin,2023-03-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__North East,North East and Yorkshire,1.78
6769,Yorkshire and Humber,Amikacin,2023-03-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__Yorkshire and Humber,North East and Yorkshire,1.78
6770,North East,Carbapenems,2023-03-01,P-aeruginosa,4.88,P-aeruginosa__Carbapenems__North East,North East and Yorkshire,1.78
6771,Yorkshire and Humber,Carbapenems,2023-03-01,P-aeruginosa,7.58,P-aeruginosa__Carbapenems__Yorkshire and Humber,North East and Yorkshire,1.78
6772,North East,Ceftazidime,2023-03-01,P-aeruginosa,0.0,P-aeruginosa__Ceftazidime__North East,North East and Yorkshire,1.78
6773,Yorkshire and Humber,Ceftazidime,2023-03-01,P-aeruginosa,13.24,P-aeruginosa__Ceftazidime__Yorkshire and Humber,North East and Yorkshire,1.78
6774,North East,Ciprofloxacin,2023-03-01,P-aeruginosa,2.38,P-aeruginosa__Ciprofloxacin__North East,North East and Yorkshire,1.78
6775,Yorkshire and Humber,Ciprofloxacin,2023-03-01,P-aeruginosa,23.53,P-aeruginosa__Ciprofloxacin__Yorkshire and Humber,North East and Yorkshire,1.78
6776,North East,Piperacillin with tazobactam,2023-03-01,P-aeruginosa,0.0,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.78
6777,Yorkshire and Humber,Piperacillin with tazobactam,2023-03-01,P-aeruginosa,14.71,P-aeruginosa__Piperacillin with tazobactam__Yorkshire and Humber,North East and Yorkshire,1.78
6778,North East,Macrolides,2023-03-01,S-pneumoniae,17.54,S-pneumoniae__Macrolides__North East,North East and Yorkshire,1.78
6779,Yorkshire and Humber,Macrolides,2023-03-01,S-pneumoniae,7.79,S-pneumoniae__Macrolides__Yorkshire and Humber,North East and Yorkshire,1.78
6780,North East,Penicillin,2023-03-01,S-pneumoniae,0.0,S-pneumoniae__Penicillin__North East,North East and Yorkshire,1.78
6781,Yorkshire and Humber,Penicillin,2023-03-01,S-pneumoniae,0.66,S-pneumoniae__Penicillin__Yorkshire and Humber,North East and Yorkshire,1.78
6782,North East,Glycopeptides,2023-03-01,e-faecalis,0.0,e-faecalis__Glycopeptides__North East,North East and Yorkshire,1.78
6783,Yorkshire and Humber,Glycopeptides,2023-03-01,e-faecalis,7.53,e-faecalis__Glycopeptides__Yorkshire and Humber,North East and Yorkshire,1.78
6784,North East,Glycopeptides,2023-03-01,e-faecium,13.21,e-faecium__Glycopeptides__North East,North East and Yorkshire,1.78
6785,Yorkshire and Humber,Glycopeptides,2023-03-01,e-faecium,17.14,e-faecium__Glycopeptides__Yorkshire and Humber,North East and Yorkshire,1.78
6786,North East,Amikacin,2023-04-01,E-coli,2.73,E-coli__Amikacin__North East,North East and Yorkshire,1.78
6787,Yorkshire and Humber,Amikacin,2023-04-01,E-coli,4.17,E-coli__Amikacin__Yorkshire and Humber,North East and Yorkshire,1.78
6788,North East,Carbapenems,2023-04-01,E-coli,0.0,E-coli__Carbapenems__North East,North East and Yorkshire,1.78
6789,Yorkshire and Humber,Carbapenems,2023-04-01,E-coli,0.12,E-coli__Carbapenems__Yorkshire and Humber,North East and Yorkshire,1.78
6790,North East,Ciprofloxacin,2023-04-01,E-coli,12.01,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.78
6791,Yorkshire and Humber,Ciprofloxacin,2023-04-01,E-coli,19.32,E-coli__Ciprofloxacin__Yorkshire and Humber,North East and Yorkshire,1.78
6792,North East,Co-amoxiclav,2023-04-01,E-coli,36.43,E-coli__Co-amoxiclav__North East,North East and Yorkshire,1.78
6793,Yorkshire and Humber,Co-amoxiclav,2023-04-01,E-coli,46.49,E-coli__Co-amoxiclav__Yorkshire and Humber,North East and Yorkshire,1.78
6794,North East,Gentamicin,2023-04-01,E-coli,8.11,E-coli__Gentamicin__North East,North East and Yorkshire,1.78
6795,Yorkshire and Humber,Gentamicin,2023-04-01,E-coli,9.14,E-coli__Gentamicin__Yorkshire and Humber,North East and Yorkshire,1.78
6796,North East,Piperacillin with tazobactam,2023-04-01,E-coli,9.62,E-coli__Piperacillin with tazobactam__North East,North East and Yorkshire,1.78
6797,Yorkshire and Humber,Piperacillin with tazobactam,2023-04-01,E-coli,11.65,E-coli__Piperacillin with tazobactam__Yorkshire and Humber,North East and Yorkshire,1.78
6798,North East,Third Generation Cephalosporins,2023-04-01,E-coli,13.45,E-coli__Third Generation Cephalosporins__North East,North East and Yorkshire,1.78
6799,Yorkshire and Humber,Third Generation Cephalosporins,2023-04-01,E-coli,15.81,E-coli__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.78
6800,North East,Amikacin,2023-04-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__North East,North East and Yorkshire,1.78
6801,Yorkshire and Humber,Amikacin,2023-04-01,K-pneumoniae,14.29,K-pneumoniae__Amikacin__Yorkshire and Humber,North East and Yorkshire,1.78
6802,North East,Carbapenems,2023-04-01,K-pneumoniae,0.0,K-pneumoniae__Carbapenems__North East,North East and Yorkshire,1.78
6803,Yorkshire and Humber,Carbapenems,2023-04-01,K-pneumoniae,1.61,K-pneumoniae__Carbapenems__Yorkshire and Humber,North East and Yorkshire,1.78
6804,North East,Ciprofloxacin,2023-04-01,K-pneumoniae,20.0,K-pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.78
6805,Yorkshire and Humber,Ciprofloxacin,2023-04-01,K-pneumoniae,18.64,K-pneumoniae__Ciprofloxacin__Yorkshire and Humber,North East and Yorkshire,1.78
6806,North East,Co-amoxiclav,2023-04-01,K-pneumoniae,29.07,K-pneumoniae__Co-amoxiclav__North East,North East and Yorkshire,1.78
6807,Yorkshire and Humber,Co-amoxiclav,2023-04-01,K-pneumoniae,36.42,K-pneumoniae__Co-amoxiclav__Yorkshire and Humber,North East and Yorkshire,1.78
6808,North East,Gentamicin,2023-04-01,K-pneumoniae,6.45,K-pneumoniae__Gentamicin__North East,North East and Yorkshire,1.78
6809,Yorkshire and Humber,Gentamicin,2023-04-01,K-pneumoniae,9.25,K-pneumoniae__Gentamicin__Yorkshire and Humber,North East and Yorkshire,1.78
6810,North East,Piperacillin with tazobactam,2023-04-01,K-pneumoniae,22.58,K-pneumoniae__Piperacillin with tazobactam__North East,North East and Yorkshire,1.78
6811,Yorkshire and Humber,Piperacillin with tazobactam,2023-04-01,K-pneumoniae,25.29,K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,North East and Yorkshire,1.78
6812,North East,Third Generation Cephalosporins,2023-04-01,K-pneumoniae,14.58,K-pneumoniae__Third Generation Cephalosporins__North East,North East and Yorkshire,1.78
6813,Yorkshire and Humber,Third Generation Cephalosporins,2023-04-01,K-pneumoniae,21.35,K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.78
6814,North East,Amikacin,2023-04-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__North East,North East and Yorkshire,1.78
6815,Yorkshire and Humber,Amikacin,2023-04-01,P-aeruginosa,0.0,P-aeruginosa__Amikacin__Yorkshire and Humber,North East and Yorkshire,1.78
6816,North East,Carbapenems,2023-04-01,P-aeruginosa,7.14,P-aeruginosa__Carbapenems__North East,North East and Yorkshire,1.78
6817,Yorkshire and Humber,Carbapenems,2023-04-01,P-aeruginosa,6.56,P-aeruginosa__Carbapenems__Yorkshire and Humber,North East and Yorkshire,1.78
6818,North East,Ceftazidime,2023-04-01,P-aeruginosa,0.0,P-aeruginosa__Ceftazidime__North East,North East and Yorkshire,1.78
6819,Yorkshire and Humber,Ceftazidime,2023-04-01,P-aeruginosa,9.68,P-aeruginosa__Ceftazidime__Yorkshire and Humber,North East and Yorkshire,1.78
6820,North East,Ciprofloxacin,2023-04-01,P-aeruginosa,2.44,P-aeruginosa__Ciprofloxacin__North East,North East and Yorkshire,1.78
6821,Yorkshire and Humber,Ciprofloxacin,2023-04-01,P-aeruginosa,19.35,P-aeruginosa__Ciprofloxacin__Yorkshire and Humber,North East and Yorkshire,1.78
6822,North East,Piperacillin with tazobactam,2023-04-01,P-aeruginosa,0.0,P-aeruginosa__Piperacillin with tazobactam__North East,North East and Yorkshire,1.78
6823,Yorkshire and Humber,Piperacillin with tazobactam,2023-04-01,P-aeruginosa,14.75,P-aeruginosa__Piperacillin with tazobactam__Yorkshire and Humber,North East and Yorkshire,1.78
6824,North East,Macrolides,2023-04-01,S-pneumoniae,17.39,S-pneumoniae__Macrolides__North East,North East and Yorkshire,1.78
6825,Yorkshire and Humber,Macrolides,2023-04-01,S-pneumoniae,7.79,S-pneumoniae__Macrolides__Yorkshire and Humber,North East and Yorkshire,1.78
6826,North East,Penicillin,2023-04-01,S-pneumoniae,0.0,S-pneumoniae__Penicillin__North East,North East and Yorkshire,1.78
6827,Yorkshire and Humber,Penicillin,2023-04-01,S-pneumoniae,0.65,S-pneumoniae__Penicillin__Yorkshire and Humber,North East and Yorkshire,1.78
6828,North East,Glycopeptides,2023-04-01,e-faecalis,2.0,e-faecalis__Glycopeptides__North East,North East and Yorkshire,1.78
6829,Yorkshire and Humber,Glycopeptides,2023-04-01,e-faecalis,7.07,e-faecalis__Glycopeptides__Yorkshire and Humber,North East and Yorkshire,1.78
6830,North East,Glycopeptides,2023-04-01,e-faecium,15.22,e-faecium__Glycopeptides__North East,North East and Yorkshire,1.78
6831,Yorkshire and Humber,Glycopeptides,2023-04-01,e-faecium,20.95,e-faecium__Glycopeptides__Yorkshire and Humber,North East and Yorkshire,1.78
6832,North East,Amikacin,2023-05-01,E-coli,2.42,E-coli__Amikacin__North East,North East and Yorkshire,1.79
6833,Yorkshire and Humber,Amikacin,2023-05-01,E-coli,3.06,E-coli__Amikacin__Yorkshire and Humber,North East and Yorkshire,1.79
6834,North East,Carbapenems,2023-05-01,E-coli,0.0,E-coli__Carbapenems__North East,North East and Yorkshire,1.79
6835,Yorkshire and Humber,Carbapenems,2023-05-01,E-coli,0.45,E-coli__Carbapenems__Yorkshire and Humber,North East and Yorkshire,1.79
6836,North East,Ciprofloxacin,2023-05-01,E-coli,11.24,E-coli__Ciprofloxacin__North East,North East and Yorkshire,1.79
6837,Yorkshire and Humber,Ciprofloxacin,2023-05-01,E-coli,19.57,E-coli__Ciprofloxacin__Yorkshire and Humber,North East and Yorkshire,1.79
6838,North East,Co-amoxiclav,2023-05-01,E-coli,32.14,E-coli__Co-amoxiclav__North East,North East and Yorkshire,1.79
6839,Yorkshire and Humber,Co-amoxiclav,2023-05-01,E-coli,43.46,E-coli__Co-amoxiclav__Yorkshire and Humber,North East and Yorkshire,1.79
6840,North East,Gentamicin,2023-05-01,E-coli,6.52,E-coli__Gentamicin__North East,North East and Yorkshire,1.79
6841,Yorkshire and Humber,Gentamicin,2023-05-01,E-coli,7.89,E-coli__Gentamicin__Yorkshire and Humber,North East and Yorkshire,1.79
6842,North East,Piperacillin with tazobactam,2023-05-01,E-coli,8.47,E-coli__Piperacillin with tazobactam__North East,North East and Yorkshire,1.79
6843,Yorkshire and Humber,Piperacillin with tazobactam,2023-05-01,E-coli,12.67,E-coli__Piperacillin with tazobactam__Yorkshire and Humber,North East and Yorkshire,1.79
6844,North East,Third Generation Cephalosporins,2023-05-01,E-coli,12.39,E-coli__Third Generation Cephalosporins__North East,North East and Yorkshire,1.79
6845,Yorkshire and Humber,Third Generation Cephalosporins,2023-05-01,E-coli,16.02,E-coli__Third Generation Cephalosporins__Yorkshire and Humber,North East and Yorkshire,1.79
6846,North East,Amikacin,2023-05-01,K-pneumoniae,0.0,K-pneumoniae__Amikacin__North East,North East and Yorkshire,1.79
6847,Yorkshire and Humber,Amikacin,2023-05-01,K-pneumoniae,15.79,K-pneumoniae__Amikacin__Yorkshire and Humber,North East and Yorkshire,1.79
6848,North East,Carbapenems,2023-05-01,K-pneumoniae,0.0,K-pneumoniae__Carbapenems__North East,North East and Yorkshire,1.79
6849,Yorkshire and Humber,Carbapenems,2023-05-01,K-pneumoniae,1.61,K-pneumoniae__Carbapenems__Yorkshire and Humber,North East and Yorkshire,1.79
6850,North East,Ciprofloxacin,2023-05-01,K-pneumoniae,21.88,K-pneumoniae__Ciprofloxacin__North East,North East and Yorkshire,1.79
6851,Yorkshire and Humber,Ciprofloxacin,2023-05-01,K-pneumoniae,21.47,K-pneumoniae__Ciprofloxacin__Yorkshire and Humber,North East and Yorkshire,1.79
6852,North East,Co-amoxiclav,2023-05-01,K-pneumoniae,31.91,K-pneumoniae__Co-amoxiclav__North East,North East and Yorkshire,1.79
6853,Yorkshire and Humber,Co-amoxiclav,2023-05-01,K-pneumoniae,38.16,K-pneumoniae__Co-amoxiclav__Yorkshire and Humber,North East and Yorkshire,1.79
6854,North East,Gentamicin,2023-05-01,K-pneumoniae,8.41,K-pneumoniae__Gentamicin__North East,North East and Yorkshire,1.79
6855,Yorkshire and Humber,Gentamicin,2023-05-01,K-pneumoniae,11.8,K-pneumoniae__Gentamicin__Yorkshire and Humber,North East and Yorkshire,1.79
6856,North East,Piperacillin with tazobactam,2023-05-01,K-pneumoniae,20.2,K-pneumoniae__Piperacillin with tazobactam__North East,North East and Yorkshire,1.79
