,mae,rmse,model
e-faecalis__Glycopeptides__Yorkshire and Humber,0.2099525524336099,0.24853044624045736,LGBM-Direct
e-faecium__Glycopeptides__East Midlands,0.21961216391761318,0.30811690775657635,LGBM-Direct
e-faecium__Glycopeptides__East of England,0.32513897757643145,0.37974459368688546,LGBM-Direct
e-faecium__Glycopeptides__London,0.25537643053247056,0.3102804548733399,LGBM-Direct
e-faecium__Glycopeptides__North East,0.18602374091486498,0.23787478030261514,LGBM-Direct
e-faecium__Glycopeptides__North West,0.2735405812653123,0.3292047747860292,LGBM-Direct
e-faecium__Glycopeptides__South East,0.18908775669602348,0.2304897646806874,LGBM-Direct
e-faecium__Glycopeptides__South West,0.21286501828834822,0.24972583120823322,LGBM-Direct
e-faecium__Glycopeptides__West Midlands,0.20470914352822486,0.25870090223590425,LGBM-Direct
e-faecium__Glycopeptides__Yorkshire and Humber,0.23027616792340755,0.27020486316919173,LGBM-Direct
E-coli__Amikacin__East Midlands,0.20028091918374252,0.23908318140536391,LGBM-Recursive
E-coli__Amikacin__East of England,0.24838107598263695,0.3035078445376514,LGBM-Recursive
E-coli__Amikacin__London,0.19729407738188964,0.2355545112178553,LGBM-Recursive
E-coli__Amikacin__North East,0.23544148147528585,0.2933119310554975,LGBM-Recursive
E-coli__Amikacin__North West,0.18269707233434254,0.21962518535605502,LGBM-Recursive
E-coli__Amikacin__South East,0.1797657856949633,0.23025074455456518,LGBM-Recursive
E-coli__Amikacin__South West,0.19728656259280145,0.23955182836687763,LGBM-Recursive
E-coli__Amikacin__West Midlands,0.18775944513441437,0.2350952218180928,LGBM-Recursive
E-coli__Amikacin__Yorkshire and Humber,0.22179251739057845,0.28600470315080884,LGBM-Recursive
E-coli__Carbapenems__East Midlands,0.28584127046002283,0.35071648868080024,LGBM-Recursive
E-coli__Carbapenems__East of England,0.31620707381376395,0.3564590619000419,LGBM-Recursive
E-coli__Carbapenems__London,0.22279667123915653,0.28752129156453876,LGBM-Recursive
E-coli__Carbapenems__North East,0.24795238040742415,0.4015648043337734,LGBM-Recursive
E-coli__Carbapenems__North West,0.16829642723897564,0.21402245093819688,LGBM-Recursive
E-coli__Carbapenems__South East,0.2575558484341733,0.31278284560294184,LGBM-Recursive
E-coli__Carbapenems__South West,0.27882716130327295,0.3206149347345657,LGBM-Recursive
E-coli__Carbapenems__West Midlands,0.21670606676944135,0.27748551043483616,LGBM-Recursive
E-coli__Carbapenems__Yorkshire and Humber,0.2542496580673904,0.3132789798637005,LGBM-Recursive
E-coli__Ciprofloxacin__East Midlands,0.24416060378984814,0.2871307131280834,LGBM-Recursive
E-coli__Ciprofloxacin__East of England,0.22669970536435283,0.27022017408027127,LGBM-Recursive
E-coli__Ciprofloxacin__London,0.2264112401789925,0.2708263710853965,LGBM-Recursive
E-coli__Ciprofloxacin__North East,0.15032186163761851,0.18370837826830483,LGBM-Recursive
E-coli__Ciprofloxacin__North West,0.18149793819036034,0.2200581750112386,LGBM-Recursive
E-coli__Ciprofloxacin__South East,0.19195883076491924,0.24048582865263263,LGBM-Recursive
E-coli__Ciprofloxacin__South West,0.2495515538334558,0.3283638160752,LGBM-Recursive
E-coli__Ciprofloxacin__West Midlands,0.18775425385061956,0.24337983487894357,LGBM-Recursive
E-coli__Ciprofloxacin__Yorkshire and Humber,0.1388827005343795,0.17502839658897387,LGBM-Recursive
E-coli__Co-amoxiclav__East Midlands,0.1753563956033849,0.21605606348190404,LGBM-Recursive
E-coli__Co-amoxiclav__East of England,0.24811544507440567,0.2987867964020172,LGBM-Recursive
E-coli__Co-amoxiclav__London,0.2612206889094822,0.2969190040793571,LGBM-Recursive
E-coli__Co-amoxiclav__North East,0.2475454067582925,0.28852683442193233,LGBM-Recursive
E-coli__Co-amoxiclav__North West,0.24953600062503856,0.3200384735518179,LGBM-Recursive
E-coli__Co-amoxiclav__South East,0.2725564732375336,0.3270061491033519,LGBM-Recursive
E-coli__Co-amoxiclav__South West,0.2845034119016977,0.33500027860734727,LGBM-Recursive
E-coli__Co-amoxiclav__West Midlands,0.12370786053246888,0.1612601219666135,LGBM-Recursive
E-coli__Co-amoxiclav__Yorkshire and Humber,0.2403875445964515,0.28164136022439223,LGBM-Recursive
E-coli__Gentamicin__East Midlands,0.2384551270622466,0.2776641806259614,LGBM-Recursive
E-coli__Gentamicin__East of England,0.2315155617683571,0.27261994655298843,LGBM-Recursive
E-coli__Gentamicin__London,0.27387869904050083,0.3425195903949972,LGBM-Recursive
E-coli__Gentamicin__North East,0.27281085610355166,0.31954679982024836,LGBM-Recursive
E-coli__Gentamicin__North West,0.17504698172237917,0.23263692965746086,LGBM-Recursive
E-coli__Gentamicin__South East,0.19470920983390702,0.23515162802912468,LGBM-Recursive
E-coli__Gentamicin__South West,0.2592808964383106,0.29203640111246854,LGBM-Recursive
E-coli__Gentamicin__West Midlands,0.12796220788498866,0.16773228994185002,LGBM-Recursive
E-coli__Gentamicin__Yorkshire and Humber,0.201472192622092,0.2430920082212041,LGBM-Recursive
E-coli__Piperacillin with tazobactam__East Midlands,0.2208699313137267,0.26015200716467024,LGBM-Recursive
E-coli__Piperacillin with tazobactam__East of England,0.24418790367317386,0.3130042243575804,LGBM-Recursive
E-coli__Piperacillin with tazobactam__London,0.21558241432218536,0.274102771292162,LGBM-Recursive
E-coli__Piperacillin with tazobactam__North East,0.1847213094225498,0.24257414608734526,LGBM-Recursive
E-coli__Piperacillin with tazobactam__North West,0.21418560078046614,0.23513545273842942,LGBM-Recursive
E-coli__Piperacillin with tazobactam__South East,0.22175154344535164,0.29290799662585487,LGBM-Recursive
E-coli__Piperacillin with tazobactam__South West,0.22700500165343918,0.2792193785996164,LGBM-Recursive
E-coli__Piperacillin with tazobactam__West Midlands,0.2219062422010962,0.2596619078973646,LGBM-Recursive
E-coli__Piperacillin with tazobactam__Yorkshire and Humber,0.21027982638050471,0.28609120139174965,LGBM-Recursive
E-coli__Third Generation Cephalosporins__East Midlands,0.19889344567080827,0.23605501048313232,LGBM-Recursive
E-coli__Third Generation Cephalosporins__East of England,0.19660485814299503,0.24992780909253362,LGBM-Recursive
E-coli__Third Generation Cephalosporins__London,0.18573508845101508,0.23483066617680012,LGBM-Recursive
E-coli__Third Generation Cephalosporins__North East,0.1750547819156679,0.21561571123228185,LGBM-Recursive
E-coli__Third Generation Cephalosporins__North West,0.29201546894000996,0.3565374132488311,LGBM-Recursive
E-coli__Third Generation Cephalosporins__South East,0.15696399052038862,0.17684660530941684,LGBM-Recursive
E-coli__Third Generation Cephalosporins__South West,0.1322465751624272,0.16351882629866474,LGBM-Recursive
E-coli__Third Generation Cephalosporins__West Midlands,0.1644220752261481,0.2024629489593596,LGBM-Recursive
E-coli__Third Generation Cephalosporins__Yorkshire and Humber,0.12778915623910123,0.1642256976851681,LGBM-Recursive
K-pneumoniae__Amikacin__East Midlands,0.20916256521638413,0.2611746064656721,LGBM-Recursive
K-pneumoniae__Amikacin__East of England,0.20887461533943946,0.2523944596473248,LGBM-Recursive
K-pneumoniae__Amikacin__London,0.18562002811122316,0.219079493318301,LGBM-Recursive
K-pneumoniae__Amikacin__North East,0.27678370866171087,0.3477295035750391,LGBM-Recursive
K-pneumoniae__Amikacin__North West,0.18578498208139624,0.23296569606196701,LGBM-Recursive
K-pneumoniae__Amikacin__South East,0.07541932825948616,0.09434181612256413,LGBM-Recursive
K-pneumoniae__Amikacin__South West,0.2830625270568717,0.3293369643247322,LGBM-Recursive
K-pneumoniae__Amikacin__West Midlands,0.2671116446867107,0.35471582927525824,LGBM-Recursive
K-pneumoniae__Amikacin__Yorkshire and Humber,0.2186674107518153,0.2589379784692344,LGBM-Recursive
K-pneumoniae__Carbapenems__East Midlands,0.23209940823507352,0.2969074578669677,LGBM-Recursive
K-pneumoniae__Carbapenems__East of England,0.23798146556045385,0.3191685708006316,LGBM-Recursive
K-pneumoniae__Carbapenems__London,0.2378260780817029,0.2980538928416229,LGBM-Recursive
K-pneumoniae__Carbapenems__North East,0.2284994006904523,0.3125009750868253,LGBM-Recursive
K-pneumoniae__Carbapenems__North West,0.18747609935306156,0.2381104641745657,LGBM-Recursive
K-pneumoniae__Carbapenems__South East,0.275037773092504,0.3374497182569174,LGBM-Recursive
K-pneumoniae__Carbapenems__South West,0.220216048565911,0.25986091408661943,LGBM-Recursive
K-pneumoniae__Carbapenems__West Midlands,0.22558122438088313,0.26830327405805643,LGBM-Recursive
K-pneumoniae__Carbapenems__Yorkshire and Humber,0.22888502920103304,0.30728854877487255,LGBM-Recursive
K-pneumoniae__Ciprofloxacin__East Midlands,0.20312435821752878,0.24245250450466402,LGBM-Recursive
K-pneumoniae__Ciprofloxacin__East of England,0.18020783807588417,0.21454723930906092,LGBM-Recursive
K-pneumoniae__Ciprofloxacin__London,0.2422762787486665,0.2929175880428794,LGBM-Recursive
K-pneumoniae__Ciprofloxacin__North East,0.17430152826746917,0.20296733534834802,LGBM-Recursive
K-pneumoniae__Ciprofloxacin__North West,0.25645055172016096,0.29849189825593336,LGBM-Recursive
K-pneumoniae__Ciprofloxacin__South East,0.23253345113138083,0.2700921597176986,LGBM-Recursive
K-pneumoniae__Ciprofloxacin__South West,0.22989202804355238,0.28584476643918016,LGBM-Recursive
K-pneumoniae__Ciprofloxacin__West Midlands,0.18669770730675495,0.2208458788570225,LGBM-Recursive
K-pneumoniae__Ciprofloxacin__Yorkshire and Humber,0.22445290428812517,0.27175238638525534,LGBM-Recursive
K-pneumoniae__Co-amoxiclav__East Midlands,0.2342480435330708,0.2822685946238341,LGBM-Recursive
K-pneumoniae__Co-amoxiclav__East of England,0.18803960552235038,0.21948533687278762,LGBM-Recursive
K-pneumoniae__Co-amoxiclav__London,0.20948007274021752,0.24622860091260618,LGBM-Recursive
K-pneumoniae__Co-amoxiclav__North East,0.1795080000031449,0.23011815276060463,LGBM-Recursive
K-pneumoniae__Co-amoxiclav__North West,0.1438552314838116,0.17467009859022048,LGBM-Recursive
K-pneumoniae__Co-amoxiclav__South East,0.18496624319864174,0.22648669310359895,LGBM-Recursive
K-pneumoniae__Co-amoxiclav__South West,0.15560530878174167,0.1880899918946176,LGBM-Recursive
K-pneumoniae__Co-amoxiclav__West Midlands,0.21300759755388057,0.259635437581287,LGBM-Recursive
K-pneumoniae__Co-amoxiclav__Yorkshire and Humber,0.23895078962632893,0.2918287794031741,LGBM-Recursive
K-pneumoniae__Gentamicin__East Midlands,0.17842772329748055,0.2328135278604323,LGBM-Recursive
K-pneumoniae__Gentamicin__East of England,0.2902933987933011,0.33212312921075754,LGBM-Recursive
K-pneumoniae__Gentamicin__London,0.22904586397482732,0.2724041456313437,LGBM-Recursive
K-pneumoniae__Gentamicin__North East,0.2066434897923443,0.26935338480981136,LGBM-Recursive
K-pneumoniae__Gentamicin__North West,0.23158423966541591,0.27900498354045083,LGBM-Recursive
K-pneumoniae__Gentamicin__South East,0.24440661089996857,0.28490426792235235,LGBM-Recursive
K-pneumoniae__Gentamicin__South West,0.20244664157464484,0.2366138365397625,LGBM-Recursive
K-pneumoniae__Gentamicin__West Midlands,0.21937699032925212,0.2611530982502592,LGBM-Recursive
K-pneumoniae__Gentamicin__Yorkshire and Humber,0.2085414263646038,0.2743453386577569,LGBM-Recursive
K-pneumoniae__Piperacillin with tazobactam__East Midlands,0.18941155903268278,0.22032632354020568,LGBM-Recursive
K-pneumoniae__Piperacillin with tazobactam__East of England,0.19556648258302714,0.23461465451148603,LGBM-Recursive
K-pneumoniae__Piperacillin with tazobactam__London,0.23917220358960906,0.2817617065719852,LGBM-Recursive
K-pneumoniae__Piperacillin with tazobactam__North East,0.254144577749405,0.32319328580333334,LGBM-Recursive
K-pneumoniae__Piperacillin with tazobactam__North West,0.12482002016241919,0.16129948509797723,LGBM-Recursive
K-pneumoniae__Piperacillin with tazobactam__South East,0.1378669488702984,0.1877842893488593,LGBM-Recursive
K-pneumoniae__Piperacillin with tazobactam__South West,0.22957961330534052,0.26152760676817116,LGBM-Recursive
K-pneumoniae__Piperacillin with tazobactam__West Midlands,0.1420615165149117,0.18494219806760553,LGBM-Recursive
K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,0.26876652518031013,0.3097178570079209,LGBM-Recursive
K-pneumoniae__Third Generation Cephalosporins__East Midlands,0.15362094707699261,0.18783451283271685,LGBM-Recursive
K-pneumoniae__Third Generation Cephalosporins__East of England,0.1917573014917203,0.21699064946318072,LGBM-Recursive
K-pneumoniae__Third Generation Cephalosporins__London,0.22961629501490394,0.2703920435668393,LGBM-Recursive
K-pneumoniae__Third Generation Cephalosporins__North East,0.23750094352963744,0.31202300659945736,LGBM-Recursive
K-pneumoniae__Third Generation Cephalosporins__North West,0.1923504412293084,0.24381959241002366,LGBM-Recursive
K-pneumoniae__Third Generation Cephalosporins__South East,0.1412884457388558,0.18413547957591928,LGBM-Recursive
K-pneumoniae__Third Generation Cephalosporins__South West,0.21563893873488674,0.2550785627562482,LGBM-Recursive
K-pneumoniae__Third Generation Cephalosporins__West Midlands,0.21890851931970243,0.27037570500683666,LGBM-Recursive
K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,0.23031635278953042,0.26519976446602234,LGBM-Recursive
P-aeruginosa__Amikacin__East Midlands,0.31620921346229286,0.38565532556066906,LGBM-Recursive
P-aeruginosa__Amikacin__East of England,0.28305945983028613,0.339052364172224,LGBM-Recursive
P-aeruginosa__Amikacin__London,0.3350713502102394,0.3643444082289522,LGBM-Recursive
P-aeruginosa__Amikacin__North East,0.06842298851692814,0.18153728373797903,LGBM-Recursive
P-aeruginosa__Amikacin__North West,0.23489676384051456,0.30762209150424996,LGBM-Recursive
P-aeruginosa__Amikacin__South East,0.32077810594199124,0.3691098328228594,LGBM-Recursive
P-aeruginosa__Amikacin__South West,0.34109202905484687,0.37672791820226564,LGBM-Recursive
P-aeruginosa__Amikacin__West Midlands,0.2623963625113404,0.3039695109578018,LGBM-Recursive
P-aeruginosa__Amikacin__Yorkshire and Humber,0.16493337534643418,0.30376442361528416,LGBM-Recursive
P-aeruginosa__Carbapenems__East Midlands,0.2189402400558878,0.28682709951025176,LGBM-Recursive
P-aeruginosa__Carbapenems__East of England,0.21791479716883996,0.27815077921171555,LGBM-Recursive
P-aeruginosa__Carbapenems__London,0.20703058751661155,0.2425016967693825,LGBM-Recursive
P-aeruginosa__Carbapenems__North East,0.139871025521875,0.17721982585507318,LGBM-Recursive
P-aeruginosa__Carbapenems__North West,0.23178005470397275,0.26842151076216025,LGBM-Recursive
P-aeruginosa__Carbapenems__South East,0.22829233614986413,0.28845099869187074,LGBM-Recursive
P-aeruginosa__Carbapenems__South West,0.24141517978713062,0.29068672329555867,LGBM-Recursive
P-aeruginosa__Carbapenems__West Midlands,0.2740543678322222,0.35097810331168433,LGBM-Recursive
P-aeruginosa__Carbapenems__Yorkshire and Humber,0.21489035310224958,0.26327480974584433,LGBM-Recursive
P-aeruginosa__Ceftazidime__East Midlands,0.21059602995988272,0.2606114087728941,LGBM-Recursive
P-aeruginosa__Ceftazidime__East of England,0.22404180044666538,0.28751818991023315,LGBM-Recursive
P-aeruginosa__Ceftazidime__London,0.25882778842218773,0.30348468323799577,LGBM-Recursive
P-aeruginosa__Ceftazidime__North East,0.15653413423674556,0.1868804104805205,LGBM-Recursive
P-aeruginosa__Ceftazidime__North West,0.24154024800734678,0.2842091841876575,LGBM-Recursive
P-aeruginosa__Ceftazidime__South East,0.208783476673252,0.26374925859458476,LGBM-Recursive
P-aeruginosa__Ceftazidime__South West,0.2576504555086805,0.3108517037808711,LGBM-Recursive
P-aeruginosa__Ceftazidime__West Midlands,0.18643694749747106,0.23444665562721315,LGBM-Recursive
P-aeruginosa__Ceftazidime__Yorkshire and Humber,0.25674772486255065,0.3077574977031022,LGBM-Recursive
P-aeruginosa__Ciprofloxacin__East Midlands,0.2088641457576523,0.2665809606421652,LGBM-Recursive
P-aeruginosa__Ciprofloxacin__East of England,0.24909229255284598,0.2796757435266547,LGBM-Recursive
P-aeruginosa__Ciprofloxacin__London,0.23268356921656383,0.29046109804418696,LGBM-Recursive
P-aeruginosa__Ciprofloxacin__North East,0.1267944321406214,0.16912524768138562,LGBM-Recursive
P-aeruginosa__Ciprofloxacin__North West,0.2511698108724441,0.3210396035444246,LGBM-Recursive
P-aeruginosa__Ciprofloxacin__South East,0.15004764841406856,0.18254905304638797,LGBM-Recursive
P-aeruginosa__Ciprofloxacin__South West,0.20300719134559805,0.2674726246837384,LGBM-Recursive
P-aeruginosa__Ciprofloxacin__West Midlands,0.25159023450846535,0.31989911259006226,LGBM-Recursive
P-aeruginosa__Ciprofloxacin__Yorkshire and Humber,0.15231153895242713,0.17509602173585123,LGBM-Recursive
P-aeruginosa__Piperacillin with tazobactam__East Midlands,0.2501924980820937,0.2930299983415917,LGBM-Recursive
P-aeruginosa__Piperacillin with tazobactam__East of England,0.20964755869264667,0.2715651195397579,LGBM-Recursive
P-aeruginosa__Piperacillin with tazobactam__London,0.25702421813383686,0.30440667730183285,LGBM-Recursive
P-aeruginosa__Piperacillin with tazobactam__North East,0.1848662077284188,0.24181190860724722,LGBM-Recursive
P-aeruginosa__Piperacillin with tazobactam__North West,0.22208913370385955,0.27882715231449046,LGBM-Recursive
P-aeruginosa__Piperacillin with tazobactam__South East,0.20244885730306852,0.25863862654852926,LGBM-Recursive
P-aeruginosa__Piperacillin with tazobactam__South West,0.25946782582105643,0.31696695688393883,LGBM-Recursive
P-aeruginosa__Piperacillin with tazobactam__West Midlands,0.24045945212119643,0.2800935757081132,LGBM-Recursive
P-aeruginosa__Piperacillin with tazobactam__Yorkshire and Humber,0.19746838394378727,0.2503620276251712,LGBM-Recursive
S-pneumoniae__Macrolides__East Midlands,0.18542026646634335,0.24245083324864364,LGBM-Recursive
S-pneumoniae__Macrolides__East of England,0.20239719528251604,0.24279176458003285,LGBM-Recursive
S-pneumoniae__Macrolides__London,0.2245603739594621,0.2790595040848073,LGBM-Recursive
S-pneumoniae__Macrolides__North East,0.20291156001387908,0.2848604846706678,LGBM-Recursive
S-pneumoniae__Macrolides__North West,0.27708685147639256,0.3171906463297108,LGBM-Recursive
S-pneumoniae__Macrolides__South East,0.30438000448800845,0.34722135919827085,LGBM-Recursive
S-pneumoniae__Macrolides__South West,0.22478307374867912,0.25784426832722657,LGBM-Recursive
S-pneumoniae__Macrolides__West Midlands,0.25436388722232933,0.3119723365274333,LGBM-Recursive
S-pneumoniae__Macrolides__Yorkshire and Humber,0.19986835930063848,0.24764501877603434,LGBM-Recursive
S-pneumoniae__Penicillin__East Midlands,0.2458063391396255,0.3065796617776335,LGBM-Recursive
S-pneumoniae__Penicillin__East of England,0.2459009555903023,0.3002996132588699,LGBM-Recursive
S-pneumoniae__Penicillin__London,0.23737521557586908,0.2778809091430863,LGBM-Recursive
S-pneumoniae__Penicillin__North East,0.13253865056766756,0.2789891964251309,LGBM-Recursive
S-pneumoniae__Penicillin__North West,0.21065923880761525,0.27823228421566365,LGBM-Recursive
S-pneumoniae__Penicillin__South East,0.1912182488761412,0.2364799871885398,LGBM-Recursive
S-pneumoniae__Penicillin__South West,0.10315703720745226,0.13588416110432877,LGBM-Recursive
S-pneumoniae__Penicillin__West Midlands,0.2809538061844471,0.35630101577766965,LGBM-Recursive
S-pneumoniae__Penicillin__Yorkshire and Humber,0.2594455835807599,0.3152649427739881,LGBM-Recursive
e-faecalis__Glycopeptides__East Midlands,0.2686871073302937,0.34217348337016756,LGBM-Recursive
e-faecalis__Glycopeptides__East of England,0.19545506538383353,0.249076511285772,LGBM-Recursive
e-faecalis__Glycopeptides__London,0.20633199963342777,0.24544530118561803,LGBM-Recursive
e-faecalis__Glycopeptides__North East,0.19504914244671337,0.20698054997498702,LGBM-Recursive
e-faecalis__Glycopeptides__North West,0.20432509485268022,0.23771291573079875,LGBM-Recursive
e-faecalis__Glycopeptides__South East,0.11739173781694588,0.14199022969167302,LGBM-Recursive
e-faecalis__Glycopeptides__South West,0.21866262533970987,0.2599840906078987,LGBM-Recursive
e-faecalis__Glycopeptides__West Midlands,0.2848936454796861,0.336902656443884,LGBM-Recursive
e-faecalis__Glycopeptides__Yorkshire and Humber,0.2012779370524937,0.242435350927507,LGBM-Recursive
e-faecium__Glycopeptides__East Midlands,0.24892898497153412,0.3275418353937556,LGBM-Recursive
e-faecium__Glycopeptides__East of England,0.26563931908003585,0.3258861041080659,LGBM-Recursive
e-faecium__Glycopeptides__London,0.21185870503371518,0.2774333300875702,LGBM-Recursive
e-faecium__Glycopeptides__North East,0.19683713066182823,0.23534452619684684,LGBM-Recursive
e-faecium__Glycopeptides__North West,0.249872072456849,0.29116193869158563,LGBM-Recursive
e-faecium__Glycopeptides__South East,0.16834934219457096,0.20009962364083028,LGBM-Recursive
e-faecium__Glycopeptides__South West,0.18496035444222564,0.227893448295148,LGBM-Recursive
e-faecium__Glycopeptides__West Midlands,0.22513881087997867,0.2759700967605404,LGBM-Recursive
e-faecium__Glycopeptides__Yorkshire and Humber,0.2375080344504222,0.27238370939270445,LGBM-Recursive
