,mae,rmse,model
E-coli__Amikacin__East Midlands,0.2704896366433631,0.3073415340610967,XGB-Direct
E-coli__Amikacin__East of England,0.2582119832004292,0.3142586159631805,XGB-Direct
E-coli__Amikacin__London,0.1976670394899577,0.23010371137874824,XGB-Direct
E-coli__Amikacin__North East,0.2802333214692615,0.3654734312898647,XGB-Direct
E-coli__Amikacin__North West,0.23404496362755067,0.28189596039897746,XGB-Direct
E-coli__Amikacin__South East,0.25586649469534556,0.30202226669266025,XGB-Direct
E-coli__Amikacin__South West,0.2506439915496667,0.3019521464700215,XGB-Direct
E-coli__Amikacin__West Midlands,0.24964167193402545,0.27511720390356054,XGB-Direct
E-coli__Amikacin__Yorkshire and Humber,0.2805939885287993,0.3597432740650806,XGB-Direct
E-coli__Carbapenems__East Midlands,0.38046357169572725,0.4641614997732955,XGB-Direct
E-coli__Carbapenems__East of England,0.3614079626277089,0.4576610678377488,XGB-Direct
E-coli__Carbapenems__London,0.26185240012312694,0.3325472278084394,XGB-Direct
E-coli__Carbapenems__North East,0.4933803719045575,0.6726779711838637,XGB-Direct
E-coli__Carbapenems__North West,0.23869157853627213,0.2852418168133893,XGB-Direct
E-coli__Carbapenems__South East,0.33863535143986895,0.4060741406207973,XGB-Direct
E-coli__Carbapenems__South West,0.41297675631907355,0.542805590821703,XGB-Direct
E-coli__Carbapenems__West Midlands,0.24357303040147946,0.33735619904288944,XGB-Direct
E-coli__Carbapenems__Yorkshire and Humber,0.42206900853278867,0.5228724104451953,XGB-Direct
E-coli__Ciprofloxacin__East Midlands,0.28360932692040114,0.35151836547754295,XGB-Direct
E-coli__Ciprofloxacin__East of England,0.31062981877252643,0.35007148357115336,XGB-Direct
E-coli__Ciprofloxacin__London,0.27345235354747716,0.34088849794889226,XGB-Direct
E-coli__Ciprofloxacin__North East,0.1786392092089546,0.2144110818734078,XGB-Direct
E-coli__Ciprofloxacin__North West,0.2149401355501961,0.2507046372221752,XGB-Direct
E-coli__Ciprofloxacin__South East,0.2391749699507932,0.29250666601685493,XGB-Direct
E-coli__Ciprofloxacin__South West,0.39552532634506893,0.4679533987260264,XGB-Direct
E-coli__Ciprofloxacin__West Midlands,0.24826401386266203,0.3015116467182674,XGB-Direct
E-coli__Ciprofloxacin__Yorkshire and Humber,0.16468140208152596,0.1914384586066305,XGB-Direct
E-coli__Co-amoxiclav__East Midlands,0.22354178890536383,0.27554400590867306,XGB-Direct
E-coli__Co-amoxiclav__East of England,0.31974257741185697,0.3793325781596533,XGB-Direct
E-coli__Co-amoxiclav__London,0.28313525916762367,0.32949710315246483,XGB-Direct
E-coli__Co-amoxiclav__North East,0.26232452262198885,0.32063074210458586,XGB-Direct
E-coli__Co-amoxiclav__North West,0.385914367967404,0.44709337703300167,XGB-Direct
E-coli__Co-amoxiclav__South East,0.369430711806402,0.43895776705632383,XGB-Direct
E-coli__Co-amoxiclav__South West,0.26014463940144067,0.29975283029917565,XGB-Direct
E-coli__Co-amoxiclav__West Midlands,0.14632182587613698,0.19237383136101022,XGB-Direct
E-coli__Co-amoxiclav__Yorkshire and Humber,0.29736364017714634,0.3440056090062505,XGB-Direct
E-coli__Gentamicin__East Midlands,0.26586390814520366,0.31838627398470565,XGB-Direct
E-coli__Gentamicin__East of England,0.23313590634088355,0.30625858715356863,XGB-Direct
E-coli__Gentamicin__London,0.3820164950068952,0.45467610371878675,XGB-Direct
E-coli__Gentamicin__North East,0.3517958279672591,0.4090553979781503,XGB-Direct
E-coli__Gentamicin__North West,0.14467669633236713,0.19600027728906608,XGB-Direct
E-coli__Gentamicin__South East,0.18551834490329053,0.23868239545627068,XGB-Direct
E-coli__Gentamicin__South West,0.36152099038715363,0.4243803552397114,XGB-Direct
E-coli__Gentamicin__West Midlands,0.1274563869489352,0.1756598024336739,XGB-Direct
E-coli__Gentamicin__Yorkshire and Humber,0.2119780135300703,0.26378953176774456,XGB-Direct
E-coli__Piperacillin with tazobactam__East Midlands,0.22461494564680232,0.2914647301361647,XGB-Direct
E-coli__Piperacillin with tazobactam__East of England,0.22009806857745304,0.2568466151114685,XGB-Direct
E-coli__Piperacillin with tazobactam__London,0.14598294950984833,0.2017990191295185,XGB-Direct
E-coli__Piperacillin with tazobactam__North East,0.274104279287331,0.3354109334083989,XGB-Direct
E-coli__Piperacillin with tazobactam__North West,0.2372756942908387,0.2931063583142735,XGB-Direct
E-coli__Piperacillin with tazobactam__South East,0.27169995986753037,0.3266339219096765,XGB-Direct
E-coli__Piperacillin with tazobactam__South West,0.27373561751058634,0.336084170056497,XGB-Direct
E-coli__Piperacillin with tazobactam__West Midlands,0.2834619342382634,0.3613271354877186,XGB-Direct
E-coli__Piperacillin with tazobactam__Yorkshire and Humber,0.17176686050347256,0.21994099202461034,XGB-Direct
E-coli__Third Generation Cephalosporins__East Midlands,0.20361309994939505,0.2362050258989393,XGB-Direct
E-coli__Third Generation Cephalosporins__East of England,0.1847528503203875,0.2155382023939367,XGB-Direct
E-coli__Third Generation Cephalosporins__London,0.16902225451161493,0.21091143711772167,XGB-Direct
E-coli__Third Generation Cephalosporins__North East,0.21864627146860047,0.268553768675218,XGB-Direct
E-coli__Third Generation Cephalosporins__North West,0.34969285720399407,0.40574356263028527,XGB-Direct
E-coli__Third Generation Cephalosporins__South East,0.18503680697726732,0.2227183869045023,XGB-Direct
E-coli__Third Generation Cephalosporins__South West,0.12953122097712294,0.147900785221045,XGB-Direct
E-coli__Third Generation Cephalosporins__West Midlands,0.1594670773101997,0.2034578790675479,XGB-Direct
E-coli__Third Generation Cephalosporins__Yorkshire and Humber,0.13662738277398223,0.1690661240883599,XGB-Direct
K-pneumoniae__Amikacin__East Midlands,0.24753796946760953,0.3019318207552918,XGB-Direct
K-pneumoniae__Amikacin__East of England,0.24942318505576777,0.28806553355131115,XGB-Direct
K-pneumoniae__Amikacin__London,0.14473153473020103,0.17816027388522912,XGB-Direct
K-pneumoniae__Amikacin__North East,0.23790299916312943,0.28811284404291015,XGB-Direct
K-pneumoniae__Amikacin__North West,0.22797253881292068,0.2649951510751355,XGB-Direct
K-pneumoniae__Amikacin__South East,0.08910489447380854,0.11593599061471599,XGB-Direct
K-pneumoniae__Amikacin__South West,0.1947799311718543,0.2619615329426096,XGB-Direct
K-pneumoniae__Amikacin__West Midlands,0.40498179149551267,0.4652694882520297,XGB-Direct
K-pneumoniae__Amikacin__Yorkshire and Humber,0.3083491047223409,0.3844990659345955,XGB-Direct
K-pneumoniae__Carbapenems__East Midlands,0.33192929578260005,0.4005309875061372,XGB-Direct
K-pneumoniae__Carbapenems__East of England,0.3544121109340581,0.42702234456960203,XGB-Direct
K-pneumoniae__Carbapenems__London,0.21938992159152193,0.25446562663740857,XGB-Direct
K-pneumoniae__Carbapenems__North East,0.2343824995022703,0.3434232377318344,XGB-Direct
K-pneumoniae__Carbapenems__North West,0.2669358519389522,0.335911955930463,XGB-Direct
K-pneumoniae__Carbapenems__South East,0.33712750202791036,0.4118824605817738,XGB-Direct
K-pneumoniae__Carbapenems__South West,0.1696037967504087,0.22253929401774336,XGB-Direct
K-pneumoniae__Carbapenems__West Midlands,0.2691607080263439,0.331387297552279,XGB-Direct
K-pneumoniae__Carbapenems__Yorkshire and Humber,0.20493130812951643,0.2518012881123839,XGB-Direct
K-pneumoniae__Ciprofloxacin__East Midlands,0.28475878315235,0.3553834573103224,XGB-Direct
K-pneumoniae__Ciprofloxacin__East of England,0.22326667337476272,0.2667132782784027,XGB-Direct
K-pneumoniae__Ciprofloxacin__London,0.3269688567498966,0.41462115305435243,XGB-Direct
K-pneumoniae__Ciprofloxacin__North East,0.12868397805691179,0.1506979279951823,XGB-Direct
K-pneumoniae__Ciprofloxacin__North West,0.2083684304719352,0.26661691604318544,XGB-Direct
K-pneumoniae__Ciprofloxacin__South East,0.26320792556992845,0.32705015982349767,XGB-Direct
K-pneumoniae__Ciprofloxacin__South West,0.28511496494892,0.3422145856184881,XGB-Direct
K-pneumoniae__Ciprofloxacin__West Midlands,0.21344908405291407,0.2748992964181608,XGB-Direct
K-pneumoniae__Ciprofloxacin__Yorkshire and Humber,0.20276518785981335,0.24091927177359831,XGB-Direct
K-pneumoniae__Co-amoxiclav__East Midlands,0.3266078368895021,0.39931430512907706,XGB-Direct
K-pneumoniae__Co-amoxiclav__East of England,0.21853795034628654,0.26753298416822074,XGB-Direct
K-pneumoniae__Co-amoxiclav__London,0.22172778750038993,0.2852151031766087,XGB-Direct
K-pneumoniae__Co-amoxiclav__North East,0.23251063257098092,0.2776226028009128,XGB-Direct
K-pneumoniae__Co-amoxiclav__North West,0.17393690403402828,0.1977808708882826,XGB-Direct
K-pneumoniae__Co-amoxiclav__South East,0.23439908222829262,0.2517207103502839,XGB-Direct
K-pneumoniae__Co-amoxiclav__South West,0.18445709612634442,0.22342308773781194,XGB-Direct
K-pneumoniae__Co-amoxiclav__West Midlands,0.2713389188734005,0.346790661579504,XGB-Direct
K-pneumoniae__Co-amoxiclav__Yorkshire and Humber,0.3012623137794634,0.37727489511081763,XGB-Direct
K-pneumoniae__Gentamicin__East Midlands,0.28107986153057146,0.34614325943854046,XGB-Direct
K-pneumoniae__Gentamicin__East of England,0.31507425858856064,0.3949802217523565,XGB-Direct
K-pneumoniae__Gentamicin__London,0.27879373011459335,0.33944766672306104,XGB-Direct
K-pneumoniae__Gentamicin__North East,0.2485501455204623,0.3031381678264591,XGB-Direct
K-pneumoniae__Gentamicin__North West,0.3190128445919407,0.39116297934140676,XGB-Direct
K-pneumoniae__Gentamicin__South East,0.29975909528518246,0.36206010011276274,XGB-Direct
K-pneumoniae__Gentamicin__South West,0.26105581307136666,0.3034399668393929,XGB-Direct
K-pneumoniae__Gentamicin__West Midlands,0.24621773600198002,0.2972689799305018,XGB-Direct
K-pneumoniae__Gentamicin__Yorkshire and Humber,0.24421653958462106,0.32168806086191243,XGB-Direct
K-pneumoniae__Piperacillin with tazobactam__East Midlands,0.2405074474712213,0.28056907647632406,XGB-Direct
K-pneumoniae__Piperacillin with tazobactam__East of England,0.33836784958571986,0.39334624105962257,XGB-Direct
K-pneumoniae__Piperacillin with tazobactam__London,0.2863459928886696,0.35119589974658205,XGB-Direct
K-pneumoniae__Piperacillin with tazobactam__North East,0.36953180866343577,0.4523349045638537,XGB-Direct
K-pneumoniae__Piperacillin with tazobactam__North West,0.1742409251574497,0.2032892784003626,XGB-Direct
K-pneumoniae__Piperacillin with tazobactam__South East,0.173169471539217,0.20883061592970148,XGB-Direct
K-pneumoniae__Piperacillin with tazobactam__South West,0.22897230232853805,0.3029626346989543,XGB-Direct
K-pneumoniae__Piperacillin with tazobactam__West Midlands,0.2120924471237898,0.2562867996493432,XGB-Direct
K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,0.26578772252652344,0.3250426926481701,XGB-Direct
K-pneumoniae__Third Generation Cephalosporins__East Midlands,0.13444512579778226,0.14993629855428367,XGB-Direct
K-pneumoniae__Third Generation Cephalosporins__East of England,0.1652776242270797,0.21386350834524331,XGB-Direct
K-pneumoniae__Third Generation Cephalosporins__London,0.3107429625578428,0.3848708565958911,XGB-Direct
K-pneumoniae__Third Generation Cephalosporins__North East,0.24381930115041417,0.30319423951553515,XGB-Direct
K-pneumoniae__Third Generation Cephalosporins__North West,0.31485185499045126,0.40493812318701283,XGB-Direct
K-pneumoniae__Third Generation Cephalosporins__South East,0.1686824544521437,0.20989745589000694,XGB-Direct
K-pneumoniae__Third Generation Cephalosporins__South West,0.2504086907834246,0.3048344861878005,XGB-Direct
K-pneumoniae__Third Generation Cephalosporins__West Midlands,0.36572935270620993,0.4392238663284615,XGB-Direct
K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,0.24772203153407446,0.2874816951336344,XGB-Direct
P-aeruginosa__Amikacin__East Midlands,0.4529024047007253,0.5237529028700438,XGB-Direct
P-aeruginosa__Amikacin__East of England,0.2468890328360043,0.2876893036232751,XGB-Direct
P-aeruginosa__Amikacin__London,0.2980309440926821,0.333689603169092,XGB-Direct
P-aeruginosa__Amikacin__North East,0.09662849952784507,0.23680703430909697,XGB-Direct
P-aeruginosa__Amikacin__North West,0.2763908156888188,0.3854417377207353,XGB-Direct
P-aeruginosa__Amikacin__South East,0.42323780548463547,0.47107827999114543,XGB-Direct
P-aeruginosa__Amikacin__South West,0.38638041830289555,0.46151086790330226,XGB-Direct
P-aeruginosa__Amikacin__West Midlands,0.39411502132996595,0.43392736247682073,XGB-Direct
P-aeruginosa__Amikacin__Yorkshire and Humber,0.34823670578764454,0.5491407534538499,XGB-Direct
P-aeruginosa__Carbapenems__East Midlands,0.26221407307568645,0.3276171352459064,XGB-Direct
P-aeruginosa__Carbapenems__East of England,0.3013056685926466,0.3753914797285813,XGB-Direct
P-aeruginosa__Carbapenems__London,0.2566240427821134,0.319167245017047,XGB-Direct
P-aeruginosa__Carbapenems__North East,0.26407147318087815,0.3178256029089542,XGB-Direct
P-aeruginosa__Carbapenems__North West,0.2467846742051946,0.32461320247505127,XGB-Direct
P-aeruginosa__Carbapenems__South East,0.2985077019414863,0.36636094065454494,XGB-Direct
P-aeruginosa__Carbapenems__South West,0.25142307179773016,0.3304094919282127,XGB-Direct
P-aeruginosa__Carbapenems__West Midlands,0.3689649962831245,0.3972823969922071,XGB-Direct
P-aeruginosa__Carbapenems__Yorkshire and Humber,0.2483667598611818,0.2998833047431935,XGB-Direct
P-aeruginosa__Ceftazidime__East Midlands,0.2767075127873934,0.33537721023915157,XGB-Direct
P-aeruginosa__Ceftazidime__East of England,0.2897485171404288,0.35158905465607987,XGB-Direct
P-aeruginosa__Ceftazidime__London,0.33980303166249587,0.39949126462798645,XGB-Direct
P-aeruginosa__Ceftazidime__North East,0.26017078513157416,0.2940649913378164,XGB-Direct
P-aeruginosa__Ceftazidime__North West,0.20293869562198483,0.2466538421529817,XGB-Direct
P-aeruginosa__Ceftazidime__South East,0.2966673385189202,0.39921903594547076,XGB-Direct
P-aeruginosa__Ceftazidime__South West,0.2679432136019826,0.3365150101917461,XGB-Direct
P-aeruginosa__Ceftazidime__West Midlands,0.20533357860166715,0.2630582999680607,XGB-Direct
P-aeruginosa__Ceftazidime__Yorkshire and Humber,0.2805584126545073,0.32507191264646024,XGB-Direct
P-aeruginosa__Ciprofloxacin__East Midlands,0.24366678135264455,0.30959985539655654,XGB-Direct
P-aeruginosa__Ciprofloxacin__East of England,0.25256037100976575,0.3201743788654898,XGB-Direct
P-aeruginosa__Ciprofloxacin__London,0.3345928980674639,0.3786751093077571,XGB-Direct
P-aeruginosa__Ciprofloxacin__North East,0.1808047975603799,0.22016579655705779,XGB-Direct
P-aeruginosa__Ciprofloxacin__North West,0.25550064308042025,0.3422812936195567,XGB-Direct
P-aeruginosa__Ciprofloxacin__South East,0.18470812629298408,0.22891700426147296,XGB-Direct
P-aeruginosa__Ciprofloxacin__South West,0.34584243493967387,0.40729259897311126,XGB-Direct
P-aeruginosa__Ciprofloxacin__West Midlands,0.30318975520621544,0.36946698382410925,XGB-Direct
P-aeruginosa__Ciprofloxacin__Yorkshire and Humber,0.15415178246202332,0.1962504931098532,XGB-Direct
P-aeruginosa__Piperacillin with tazobactam__East Midlands,0.36916414258265307,0.4107778594453902,XGB-Direct
P-aeruginosa__Piperacillin with tazobactam__East of England,0.30266767117563903,0.3822788839048308,XGB-Direct
P-aeruginosa__Piperacillin with tazobactam__London,0.3322344889341072,0.39350994630408775,XGB-Direct
P-aeruginosa__Piperacillin with tazobactam__North East,0.2811277639488244,0.3344894775656217,XGB-Direct
P-aeruginosa__Piperacillin with tazobactam__North West,0.29974433466816536,0.3874783488224745,XGB-Direct
P-aeruginosa__Piperacillin with tazobactam__South East,0.2591665429369769,0.32029027062001486,XGB-Direct
P-aeruginosa__Piperacillin with tazobactam__South West,0.3786427162385468,0.45174942710490595,XGB-Direct
P-aeruginosa__Piperacillin with tazobactam__West Midlands,0.27301619233501556,0.3138325694041821,XGB-Direct
P-aeruginosa__Piperacillin with tazobactam__Yorkshire and Humber,0.24275124278284754,0.33497305810536904,XGB-Direct
S-pneumoniae__Macrolides__East Midlands,0.17902396058830683,0.2206472407718341,XGB-Direct
S-pneumoniae__Macrolides__East of England,0.2933019898825826,0.34125239465938356,XGB-Direct
S-pneumoniae__Macrolides__London,0.22496320979415083,0.28409992420919644,XGB-Direct
S-pneumoniae__Macrolides__North East,0.2902270273969587,0.3677887719908142,XGB-Direct
S-pneumoniae__Macrolides__North West,0.31410153192128254,0.36700698871003085,XGB-Direct
S-pneumoniae__Macrolides__South East,0.308017116647298,0.3623572584277355,XGB-Direct
S-pneumoniae__Macrolides__South West,0.2209409051050535,0.26359480513174166,XGB-Direct
S-pneumoniae__Macrolides__West Midlands,0.26555925154188026,0.33996040331085564,XGB-Direct
S-pneumoniae__Macrolides__Yorkshire and Humber,0.23784013928912953,0.2797876448401543,XGB-Direct
S-pneumoniae__Penicillin__East Midlands,0.28665903839959556,0.32777144182798734,XGB-Direct
S-pneumoniae__Penicillin__East of England,0.2898610344669525,0.3244344288485676,XGB-Direct
S-pneumoniae__Penicillin__London,0.2782985541819872,0.3310861318160878,XGB-Direct
S-pneumoniae__Penicillin__North East,0.1541588182634802,0.31181724222046614,XGB-Direct
S-pneumoniae__Penicillin__North West,0.22853532579088295,0.2939393513593399,XGB-Direct
S-pneumoniae__Penicillin__South East,0.2520718117105068,0.30748222610475534,XGB-Direct
S-pneumoniae__Penicillin__South West,0.14955619766222983,0.1912290882874261,XGB-Direct
S-pneumoniae__Penicillin__West Midlands,0.40724553230446237,0.49468128884549767,XGB-Direct
S-pneumoniae__Penicillin__Yorkshire and Humber,0.301332377499636,0.40350748229644695,XGB-Direct
e-faecalis__Glycopeptides__East Midlands,0.37235581316964056,0.4375562421139973,XGB-Direct
e-faecalis__Glycopeptides__East of England,0.24562344737162078,0.29235870188792323,XGB-Direct
e-faecalis__Glycopeptides__London,0.2786558625711089,0.34233156285745964,XGB-Direct
e-faecalis__Glycopeptides__North East,0.22386468287482142,0.28161713412054273,XGB-Direct
e-faecalis__Glycopeptides__North West,0.24774086132992532,0.2856631077757957,XGB-Direct
e-faecalis__Glycopeptides__South East,0.20168141017936156,0.23483781167273765,XGB-Direct
e-faecalis__Glycopeptides__South West,0.23463995055052167,0.2816428691638717,XGB-Direct
e-faecalis__Glycopeptides__West Midlands,0.3874141805624416,0.4611851525497343,XGB-Direct
e-faecalis__Glycopeptides__Yorkshire and Humber,0.20812134326644283,0.24923115282206798,XGB-Direct
e-faecium__Glycopeptides__East Midlands,0.321150454248131,0.3889167237329091,XGB-Direct
e-faecium__Glycopeptides__East of England,0.35272880451199895,0.42120108962576236,XGB-Direct
e-faecium__Glycopeptides__London,0.2813193248191473,0.3242051189512425,XGB-Direct
e-faecium__Glycopeptides__North East,0.2656629678230185,0.3316247879312622,XGB-Direct
e-faecium__Glycopeptides__North West,0.28227823640510535,0.3504270545180298,XGB-Direct
e-faecium__Glycopeptides__South East,0.22533183602750087,0.2686598240201465,XGB-Direct
e-faecium__Glycopeptides__South West,0.26392395277682956,0.317734142442352,XGB-Direct
e-faecium__Glycopeptides__West Midlands,0.2803200790904847,0.3669984694586025,XGB-Direct
e-faecium__Glycopeptides__Yorkshire and Humber,0.2735139085386308,0.3464241841810773,XGB-Direct
E-coli__Amikacin__East Midlands,0.2039446510714021,0.2525694884350787,XGB-Recursive
E-coli__Amikacin__East of England,0.276628489471558,0.3586370036208923,XGB-Recursive
E-coli__Amikacin__London,0.14775009311632767,0.18746655680653054,XGB-Recursive
E-coli__Amikacin__North East,0.22792845226955952,0.29936304891560833,XGB-Recursive
E-coli__Amikacin__North West,0.18803054403655134,0.2501438497710259,XGB-Recursive
E-coli__Amikacin__South East,0.2331298510074615,0.2876852321370326,XGB-Recursive
E-coli__Amikacin__South West,0.26064878370822364,0.3040883759633123,XGB-Recursive
E-coli__Amikacin__West Midlands,0.27905663776345657,0.31137165031715747,XGB-Recursive
E-coli__Amikacin__Yorkshire and Humber,0.25240414845953507,0.307517043577666,XGB-Recursive
E-coli__Carbapenems__East Midlands,0.30344759068048244,0.36011896803296467,XGB-Recursive
E-coli__Carbapenems__East of England,0.33868279408152197,0.4196490979789329,XGB-Recursive
E-coli__Carbapenems__London,0.27215641540194313,0.34570861277395326,XGB-Recursive
E-coli__Carbapenems__North East,0.47592351535444327,0.6729842689707451,XGB-Recursive
E-coli__Carbapenems__North West,0.26119192961659454,0.3154469359240795,XGB-Recursive
E-coli__Carbapenems__South East,0.21585952907248776,0.2823921906740568,XGB-Recursive
E-coli__Carbapenems__South West,0.35022577398459803,0.44679607789213427,XGB-Recursive
E-coli__Carbapenems__West Midlands,0.24198505456248917,0.3053823284737726,XGB-Recursive
E-coli__Carbapenems__Yorkshire and Humber,0.388863976127468,0.4919924595720607,XGB-Recursive
E-coli__Ciprofloxacin__East Midlands,0.21043538037650922,0.28033837758146646,XGB-Recursive
E-coli__Ciprofloxacin__East of England,0.2483646565075401,0.2909817962755195,XGB-Recursive
E-coli__Ciprofloxacin__London,0.2552311100094475,0.308134017281707,XGB-Recursive
E-coli__Ciprofloxacin__North East,0.17671203155841841,0.23036776060890968,XGB-Recursive
E-coli__Ciprofloxacin__North West,0.15245376017935347,0.19470942853330195,XGB-Recursive
E-coli__Ciprofloxacin__South East,0.27043572991758913,0.33698739492728835,XGB-Recursive
E-coli__Ciprofloxacin__South West,0.33720001181359344,0.39697974894685745,XGB-Recursive
E-coli__Ciprofloxacin__West Midlands,0.2070717337345276,0.25399337246969556,XGB-Recursive
E-coli__Ciprofloxacin__Yorkshire and Humber,0.1524781830305823,0.189775419679538,XGB-Recursive
E-coli__Co-amoxiclav__East Midlands,0.22749466142253075,0.27598584288104105,XGB-Recursive
E-coli__Co-amoxiclav__East of England,0.33222402607559803,0.39230368113411157,XGB-Recursive
E-coli__Co-amoxiclav__London,0.312546377557034,0.3540320962027749,XGB-Recursive
E-coli__Co-amoxiclav__North East,0.21579312374374401,0.2720912777377668,XGB-Recursive
E-coli__Co-amoxiclav__North West,0.26107681278947753,0.3417088616444761,XGB-Recursive
E-coli__Co-amoxiclav__South East,0.32866005216566235,0.37203790434921197,XGB-Recursive
E-coli__Co-amoxiclav__South West,0.23774741221439105,0.300350257171446,XGB-Recursive
E-coli__Co-amoxiclav__West Midlands,0.20549177704491547,0.24344921233328523,XGB-Recursive
E-coli__Co-amoxiclav__Yorkshire and Humber,0.3151292463737828,0.36912408459656737,XGB-Recursive
E-coli__Gentamicin__East Midlands,0.23679357756360214,0.3095572717417911,XGB-Recursive
E-coli__Gentamicin__East of England,0.25902431702698675,0.3082715217535125,XGB-Recursive
E-coli__Gentamicin__London,0.41287343901933116,0.48675412292917264,XGB-Recursive
E-coli__Gentamicin__North East,0.28035193893298593,0.3323691777019172,XGB-Recursive
E-coli__Gentamicin__North West,0.20364175840183057,0.250514082869481,XGB-Recursive
E-coli__Gentamicin__South East,0.1536128699396655,0.21248442303820367,XGB-Recursive
E-coli__Gentamicin__South West,0.22667102949247872,0.2577936031560041,XGB-Recursive
E-coli__Gentamicin__West Midlands,0.13391541248366748,0.1713669669545379,XGB-Recursive
E-coli__Gentamicin__Yorkshire and Humber,0.1576990986901689,0.1929966462076334,XGB-Recursive
E-coli__Piperacillin with tazobactam__East Midlands,0.2076091153754129,0.269076950997578,XGB-Recursive
E-coli__Piperacillin with tazobactam__East of England,0.32420095240948477,0.4197619907564544,XGB-Recursive
E-coli__Piperacillin with tazobactam__London,0.24897095203939953,0.3104236251923789,XGB-Recursive
E-coli__Piperacillin with tazobactam__North East,0.15138153265859974,0.1989116762900174,XGB-Recursive
E-coli__Piperacillin with tazobactam__North West,0.257018321164015,0.29943880461470973,XGB-Recursive
E-coli__Piperacillin with tazobactam__South East,0.325046067668332,0.3856816299028425,XGB-Recursive
E-coli__Piperacillin with tazobactam__South West,0.262116687228748,0.3343268072672911,XGB-Recursive
E-coli__Piperacillin with tazobactam__West Midlands,0.32932424419850403,0.3789750082870395,XGB-Recursive
E-coli__Piperacillin with tazobactam__Yorkshire and Humber,0.24592707031481478,0.29277947601289195,XGB-Recursive
E-coli__Third Generation Cephalosporins__East Midlands,0.20262856979536104,0.2305510158533911,XGB-Recursive
E-coli__Third Generation Cephalosporins__East of England,0.16605287332277316,0.2159078453827789,XGB-Recursive
E-coli__Third Generation Cephalosporins__London,0.1864987136278172,0.24047860069961613,XGB-Recursive
E-coli__Third Generation Cephalosporins__North East,0.18247585849964773,0.22847707836486716,XGB-Recursive
E-coli__Third Generation Cephalosporins__North West,0.22197541727708223,0.27957547227599716,XGB-Recursive
E-coli__Third Generation Cephalosporins__South East,0.16241851458908815,0.19538487191205367,XGB-Recursive
E-coli__Third Generation Cephalosporins__South West,0.14139539712514632,0.17206454059957507,XGB-Recursive
E-coli__Third Generation Cephalosporins__West Midlands,0.1560352457112425,0.2157343040141687,XGB-Recursive
E-coli__Third Generation Cephalosporins__Yorkshire and Humber,0.11104147088483275,0.1549063330100117,XGB-Recursive
K-pneumoniae__Amikacin__East Midlands,0.23730049510707993,0.3109308490154017,XGB-Recursive
K-pneumoniae__Amikacin__East of England,0.21737731185045323,0.24233480732513885,XGB-Recursive
K-pneumoniae__Amikacin__London,0.17285485091519218,0.20609017750871075,XGB-Recursive
K-pneumoniae__Amikacin__North East,0.348786066462352,0.4166874217018707,XGB-Recursive
K-pneumoniae__Amikacin__North West,0.2593408984908847,0.2990489573674608,XGB-Recursive
K-pneumoniae__Amikacin__South East,0.08677229111461335,0.11769065443822489,XGB-Recursive
K-pneumoniae__Amikacin__South West,0.30751276342966744,0.40568285872507126,XGB-Recursive
K-pneumoniae__Amikacin__West Midlands,0.361701940946663,0.43347444920833794,XGB-Recursive
K-pneumoniae__Amikacin__Yorkshire and Humber,0.20929950031730862,0.26386724780084386,XGB-Recursive
K-pneumoniae__Carbapenems__East Midlands,0.32817239134586285,0.38294918930709876,XGB-Recursive
K-pneumoniae__Carbapenems__East of England,0.24355917577653186,0.32278125125893964,XGB-Recursive
K-pneumoniae__Carbapenems__London,0.23505157542012306,0.3051206870933497,XGB-Recursive
K-pneumoniae__Carbapenems__North East,0.22797232614908491,0.3175056573670405,XGB-Recursive
K-pneumoniae__Carbapenems__North West,0.24758152178256684,0.30399398235108654,XGB-Recursive
K-pneumoniae__Carbapenems__South East,0.297016879353517,0.35896796884945076,XGB-Recursive
K-pneumoniae__Carbapenems__South West,0.2178340760064367,0.33101942123215505,XGB-Recursive
K-pneumoniae__Carbapenems__West Midlands,0.23727397036067674,0.294531402026663,XGB-Recursive
K-pneumoniae__Carbapenems__Yorkshire and Humber,0.2791275169048407,0.3681779144762033,XGB-Recursive
K-pneumoniae__Ciprofloxacin__East Midlands,0.23240975615556875,0.2661334545035456,XGB-Recursive
K-pneumoniae__Ciprofloxacin__East of England,0.22656992726277983,0.2606845905557312,XGB-Recursive
K-pneumoniae__Ciprofloxacin__London,0.28949603988039385,0.35351632284629014,XGB-Recursive
K-pneumoniae__Ciprofloxacin__North East,0.14515216713192264,0.1874332363465292,XGB-Recursive
K-pneumoniae__Ciprofloxacin__North West,0.22865963974106165,0.2824994761684909,XGB-Recursive
K-pneumoniae__Ciprofloxacin__South East,0.14403291934599566,0.1953440795660543,XGB-Recursive
K-pneumoniae__Ciprofloxacin__South West,0.26852843334069604,0.32853687567162293,XGB-Recursive
K-pneumoniae__Ciprofloxacin__West Midlands,0.2325360812377511,0.30763082958934673,XGB-Recursive
K-pneumoniae__Ciprofloxacin__Yorkshire and Humber,0.20585446915381184,0.26612240012638366,XGB-Recursive
K-pneumoniae__Co-amoxiclav__East Midlands,0.28028994861654166,0.3578673027207564,XGB-Recursive
