geography,stratum,date,organism,resistance_pct
North West,Ciprofloxacin,2025-04-01,K-pneumoniae,19.92
North West,Ciprofloxacin,2025-05-01,K-pneumoniae,20.07
North West,Ciprofloxacin,2025-06-01,K-pneumoniae,20.39
North West,Co-amoxiclav,2020-08-01,K-pneumoniae,31.05
North West,Co-amoxiclav,2020-09-01,K-pneumoniae,28.38
North West,Co-amoxiclav,2020-10-01,K-pneumoniae,31.23
North West,Co-amoxiclav,2020-11-01,K-pneumoniae,33.73
North West,Co-amoxiclav,2020-12-01,K-pneumoniae,36.65
North West,Co-amoxiclav,2021-01-01,K-pneumoniae,33.33
North West,Co-amoxiclav,2021-02-01,K-pneumoniae,33.01
North West,Co-amoxiclav,2021-03-01,K-pneumoniae,30.73
North West,Co-amoxiclav,2021-04-01,K-pneumoniae,31.84
North West,Co-amoxiclav,2021-05-01,K-pneumoniae,28.11
North West,Co-amoxiclav,2021-06-01,K-pneumoniae,28.51
North West,Co-amoxiclav,2021-07-01,K-pneumoniae,30.99
North West,Co-amoxiclav,2021-08-01,K-pneumoniae,33.8
North West,Co-amoxiclav,2021-09-01,K-pneumoniae,35.51
North West,Co-amoxiclav,2021-10-01,K-pneumoniae,32.27
North West,Co-amoxiclav,2021-11-01,K-pneumoniae,29.39
North West,Co-amoxiclav,2021-12-01,K-pneumoniae,28.63
North West,Co-amoxiclav,2022-01-01,K-pneumoniae,28.4
North West,Co-amoxiclav,2022-02-01,K-pneumoniae,29.58
North West,Co-amoxiclav,2022-03-01,K-pneumoniae,30.84
North West,Co-amoxiclav,2022-04-01,K-pneumoniae,28.05
North West,Co-amoxiclav,2022-05-01,K-pneumoniae,23.97
North West,Co-amoxiclav,2022-06-01,K-pneumoniae,22.32
North West,Co-amoxiclav,2022-07-01,K-pneumoniae,26.83
North West,Co-amoxiclav,2022-08-01,K-pneumoniae,32.12
North West,Co-amoxiclav,2022-09-01,K-pneumoniae,30.45
North West,Co-amoxiclav,2022-10-01,K-pneumoniae,33.83
North West,Co-amoxiclav,2022-11-01,K-pneumoniae,35.64
North West,Co-amoxiclav,2022-12-01,K-pneumoniae,38.97
North West,Co-amoxiclav,2023-01-01,K-pneumoniae,36.72
North West,Co-amoxiclav,2023-02-01,K-pneumoniae,36.03
North West,Co-amoxiclav,2023-03-01,K-pneumoniae,35.37
North West,Co-amoxiclav,2023-04-01,K-pneumoniae,36.73
North West,Co-amoxiclav,2023-05-01,K-pneumoniae,35.34
North West,Co-amoxiclav,2023-06-01,K-pneumoniae,33.46
North West,Co-amoxiclav,2023-07-01,K-pneumoniae,32.32
North West,Co-amoxiclav,2023-08-01,K-pneumoniae,35.52
North West,Co-amoxiclav,2023-09-01,K-pneumoniae,38.93
North West,Co-amoxiclav,2023-10-01,K-pneumoniae,43.71
North West,Co-amoxiclav,2023-11-01,K-pneumoniae,41.52
North West,Co-amoxiclav,2023-12-01,K-pneumoniae,41.33
North West,Co-amoxiclav,2024-01-01,K-pneumoniae,35.34
North West,Co-amoxiclav,2024-02-01,K-pneumoniae,33.46
North West,Co-amoxiclav,2024-03-01,K-pneumoniae,33.97
North West,Co-amoxiclav,2024-04-01,K-pneumoniae,32.84
North West,Co-amoxiclav,2024-05-01,K-pneumoniae,36.76
North West,Co-amoxiclav,2024-06-01,K-pneumoniae,37.06
North West,Co-amoxiclav,2024-07-01,K-pneumoniae,41.3
North West,Co-amoxiclav,2024-08-01,K-pneumoniae,38.33
North West,Co-amoxiclav,2024-09-01,K-pneumoniae,37.28
North West,Co-amoxiclav,2024-10-01,K-pneumoniae,35.56
North West,Co-amoxiclav,2024-11-01,K-pneumoniae,38.18
North West,Co-amoxiclav,2024-12-01,K-pneumoniae,39.46
North West,Co-amoxiclav,2025-01-01,K-pneumoniae,40.32
North West,Co-amoxiclav,2025-02-01,K-pneumoniae,39.74
North West,Co-amoxiclav,2025-03-01,K-pneumoniae,40.43
North West,Co-amoxiclav,2025-04-01,K-pneumoniae,42.8
North West,Co-amoxiclav,2025-05-01,K-pneumoniae,42.76
North West,Co-amoxiclav,2025-06-01,K-pneumoniae,40.32
North West,Gentamicin,2020-08-01,K-pneumoniae,11.4
North West,Gentamicin,2020-09-01,K-pneumoniae,10.04
North West,Gentamicin,2020-10-01,K-pneumoniae,10.89
North West,Gentamicin,2020-11-01,K-pneumoniae,12.65
North West,Gentamicin,2020-12-01,K-pneumoniae,14.09
North West,Gentamicin,2021-01-01,K-pneumoniae,12.25
North West,Gentamicin,2021-02-01,K-pneumoniae,9.76
North West,Gentamicin,2021-03-01,K-pneumoniae,9.13
North West,Gentamicin,2021-04-01,K-pneumoniae,11.71
North West,Gentamicin,2021-05-01,K-pneumoniae,10.19
North West,Gentamicin,2021-06-01,K-pneumoniae,7.83
North West,Gentamicin,2021-07-01,K-pneumoniae,7.18
North West,Gentamicin,2021-08-01,K-pneumoniae,9.22
North West,Gentamicin,2021-09-01,K-pneumoniae,12.92
North West,Gentamicin,2021-10-01,K-pneumoniae,12.62
North West,Gentamicin,2021-11-01,K-pneumoniae,11.43
North West,Gentamicin,2021-12-01,K-pneumoniae,10.12
North West,Gentamicin,2022-01-01,K-pneumoniae,8.2
North West,Gentamicin,2022-02-01,K-pneumoniae,9.35
North West,Gentamicin,2022-03-01,K-pneumoniae,10.09
North West,Gentamicin,2022-04-01,K-pneumoniae,11.76
North West,Gentamicin,2022-05-01,K-pneumoniae,11.2
North West,Gentamicin,2022-06-01,K-pneumoniae,10.86
North West,Gentamicin,2022-07-01,K-pneumoniae,11.48
North West,Gentamicin,2022-08-01,K-pneumoniae,10.05
North West,Gentamicin,2022-09-01,K-pneumoniae,8.37
North West,Gentamicin,2022-10-01,K-pneumoniae,7.69
North West,Gentamicin,2022-11-01,K-pneumoniae,9.69
North West,Gentamicin,2022-12-01,K-pneumoniae,10.45
North West,Gentamicin,2023-01-01,K-pneumoniae,10.71
North West,Gentamicin,2023-02-01,K-pneumoniae,9.6
North West,Gentamicin,2023-03-01,K-pneumoniae,8.12
North West,Gentamicin,2023-04-01,K-pneumoniae,10.51
North West,Gentamicin,2023-05-01,K-pneumoniae,10.42
North West,Gentamicin,2023-06-01,K-pneumoniae,11.4
North West,Gentamicin,2023-07-01,K-pneumoniae,7.22
North West,Gentamicin,2023-08-01,K-pneumoniae,8.71
North West,Gentamicin,2023-09-01,K-pneumoniae,7.55
North West,Gentamicin,2023-10-01,K-pneumoniae,10.69
North West,Gentamicin,2023-11-01,K-pneumoniae,8.77
North West,Gentamicin,2023-12-01,K-pneumoniae,11.55
North West,Gentamicin,2024-01-01,K-pneumoniae,10.0
North West,Gentamicin,2024-02-01,K-pneumoniae,10.07
North West,Gentamicin,2024-03-01,K-pneumoniae,9.69
North West,Gentamicin,2024-04-01,K-pneumoniae,12.03
North West,Gentamicin,2024-05-01,K-pneumoniae,12.69
North West,Gentamicin,2024-06-01,K-pneumoniae,13.12
North West,Gentamicin,2024-07-01,K-pneumoniae,13.65
North West,Gentamicin,2024-08-01,K-pneumoniae,14.44
North West,Gentamicin,2024-09-01,K-pneumoniae,13.43
North West,Gentamicin,2024-10-01,K-pneumoniae,11.68
North West,Gentamicin,2024-11-01,K-pneumoniae,10.64
North West,Gentamicin,2024-12-01,K-pneumoniae,12.71
North West,Gentamicin,2025-01-01,K-pneumoniae,11.0
North West,Gentamicin,2025-02-01,K-pneumoniae,12.0
North West,Gentamicin,2025-03-01,K-pneumoniae,9.38
North West,Gentamicin,2025-04-01,K-pneumoniae,11.07
North West,Gentamicin,2025-05-01,K-pneumoniae,9.56
North West,Gentamicin,2025-06-01,K-pneumoniae,9.32
North West,Piperacillin with tazobactam,2020-08-01,K-pneumoniae,12.44
North West,Piperacillin with tazobactam,2020-09-01,K-pneumoniae,10.18
North West,Piperacillin with tazobactam,2020-10-01,K-pneumoniae,13.39
North West,Piperacillin with tazobactam,2020-11-01,K-pneumoniae,19.6
North West,Piperacillin with tazobactam,2020-12-01,K-pneumoniae,24.22
North West,Piperacillin with tazobactam,2021-01-01,K-pneumoniae,22.93
North West,Piperacillin with tazobactam,2021-02-01,K-pneumoniae,20.59
North West,Piperacillin with tazobactam,2021-03-01,K-pneumoniae,15.28
North West,Piperacillin with tazobactam,2021-04-01,K-pneumoniae,16.36
North West,Piperacillin with tazobactam,2021-05-01,K-pneumoniae,15.96
North West,Piperacillin with tazobactam,2021-06-01,K-pneumoniae,17.13
North West,Piperacillin with tazobactam,2021-07-01,K-pneumoniae,18.01
North West,Piperacillin with tazobactam,2021-08-01,K-pneumoniae,15.49
North West,Piperacillin with tazobactam,2021-09-01,K-pneumoniae,20.09
North West,Piperacillin with tazobactam,2021-10-01,K-pneumoniae,18.52
North West,Piperacillin with tazobactam,2021-11-01,K-pneumoniae,18.67
North West,Piperacillin with tazobactam,2021-12-01,K-pneumoniae,15.9
North West,Piperacillin with tazobactam,2022-01-01,K-pneumoniae,15.19
North West,Piperacillin with tazobactam,2022-02-01,K-pneumoniae,17.07
North West,Piperacillin with tazobactam,2022-03-01,K-pneumoniae,17.14
North West,Piperacillin with tazobactam,2022-04-01,K-pneumoniae,17.97
North West,Piperacillin with tazobactam,2022-05-01,K-pneumoniae,16.12
North West,Piperacillin with tazobactam,2022-06-01,K-pneumoniae,17.04
North West,Piperacillin with tazobactam,2022-07-01,K-pneumoniae,18.93
North West,Piperacillin with tazobactam,2022-08-01,K-pneumoniae,25.0
North West,Piperacillin with tazobactam,2022-09-01,K-pneumoniae,22.57
North West,Piperacillin with tazobactam,2022-10-01,K-pneumoniae,23.7
North West,Piperacillin with tazobactam,2022-11-01,K-pneumoniae,20.91
North West,Piperacillin with tazobactam,2022-12-01,K-pneumoniae,23.94
North West,Piperacillin with tazobactam,2023-01-01,K-pneumoniae,23.83
North West,Piperacillin with tazobactam,2023-02-01,K-pneumoniae,25.59
North West,Piperacillin with tazobactam,2023-03-01,K-pneumoniae,25.42
North West,Piperacillin with tazobactam,2023-04-01,K-pneumoniae,24.51
North West,Piperacillin with tazobactam,2023-05-01,K-pneumoniae,23.2
North West,Piperacillin with tazobactam,2023-06-01,K-pneumoniae,21.29
North West,Piperacillin with tazobactam,2023-07-01,K-pneumoniae,19.69
North West,Piperacillin with tazobactam,2023-08-01,K-pneumoniae,21.15
North West,Piperacillin with tazobactam,2023-09-01,K-pneumoniae,22.83
North West,Piperacillin with tazobactam,2023-10-01,K-pneumoniae,25.7
North West,Piperacillin with tazobactam,2023-11-01,K-pneumoniae,26.67
North West,Piperacillin with tazobactam,2023-12-01,K-pneumoniae,27.37
North West,Piperacillin with tazobactam,2024-01-01,K-pneumoniae,24.25
North West,Piperacillin with tazobactam,2024-02-01,K-pneumoniae,21.97
North West,Piperacillin with tazobactam,2024-03-01,K-pneumoniae,21.84
North West,Piperacillin with tazobactam,2024-04-01,K-pneumoniae,23.25
North West,Piperacillin with tazobactam,2024-05-01,K-pneumoniae,23.36
North West,Piperacillin with tazobactam,2024-06-01,K-pneumoniae,22.7
North West,Piperacillin with tazobactam,2024-07-01,K-pneumoniae,24.35
North West,Piperacillin with tazobactam,2024-08-01,K-pneumoniae,23.21
North West,Piperacillin with tazobactam,2024-09-01,K-pneumoniae,24.1
North West,Piperacillin with tazobactam,2024-10-01,K-pneumoniae,22.34
North West,Piperacillin with tazobactam,2024-11-01,K-pneumoniae,22.91
North West,Piperacillin with tazobactam,2024-12-01,K-pneumoniae,22.26
North West,Piperacillin with tazobactam,2025-01-01,K-pneumoniae,22.33
North West,Piperacillin with tazobactam,2025-02-01,K-pneumoniae,23.23
North West,Piperacillin with tazobactam,2025-03-01,K-pneumoniae,25.45
North West,Piperacillin with tazobactam,2025-04-01,K-pneumoniae,28.17
North West,Piperacillin with tazobactam,2025-05-01,K-pneumoniae,29.43
North West,Piperacillin with tazobactam,2025-06-01,K-pneumoniae,27.45
North West,Third Generation Cephalosporins,2020-08-01,K-pneumoniae,15.74
North West,Third Generation Cephalosporins,2020-09-01,K-pneumoniae,16.24
North West,Third Generation Cephalosporins,2020-10-01,K-pneumoniae,17.69
North West,Third Generation Cephalosporins,2020-11-01,K-pneumoniae,22.27
North West,Third Generation Cephalosporins,2020-12-01,K-pneumoniae,24.11
North West,Third Generation Cephalosporins,2021-01-01,K-pneumoniae,21.43
North West,Third Generation Cephalosporins,2021-02-01,K-pneumoniae,16.19
North West,Third Generation Cephalosporins,2021-03-01,K-pneumoniae,16.07
North West,Third Generation Cephalosporins,2021-04-01,K-pneumoniae,17.47
North West,Third Generation Cephalosporins,2021-05-01,K-pneumoniae,15.25
North West,Third Generation Cephalosporins,2021-06-01,K-pneumoniae,14.22
North West,Third Generation Cephalosporins,2021-07-01,K-pneumoniae,17.21
North West,Third Generation Cephalosporins,2021-08-01,K-pneumoniae,20.83
North West,Third Generation Cephalosporins,2021-09-01,K-pneumoniae,22.69
North West,Third Generation Cephalosporins,2021-10-01,K-pneumoniae,21.62
North West,Third Generation Cephalosporins,2021-11-01,K-pneumoniae,21.63
North West,Third Generation Cephalosporins,2021-12-01,K-pneumoniae,21.86
North West,Third Generation Cephalosporins,2022-01-01,K-pneumoniae,20.16
North West,Third Generation Cephalosporins,2022-02-01,K-pneumoniae,20.56
North West,Third Generation Cephalosporins,2022-03-01,K-pneumoniae,21.3
North West,Third Generation Cephalosporins,2022-04-01,K-pneumoniae,22.22
North West,Third Generation Cephalosporins,2022-05-01,K-pneumoniae,20.33
North West,Third Generation Cephalosporins,2022-06-01,K-pneumoniae,19.38
North West,Third Generation Cephalosporins,2022-07-01,K-pneumoniae,21.05
North West,Third Generation Cephalosporins,2022-08-01,K-pneumoniae,22.0
North West,Third Generation Cephalosporins,2022-09-01,K-pneumoniae,18.53
North West,Third Generation Cephalosporins,2022-10-01,K-pneumoniae,18.57
North West,Third Generation Cephalosporins,2022-11-01,K-pneumoniae,20.86
North West,Third Generation Cephalosporins,2022-12-01,K-pneumoniae,22.92
North West,Third Generation Cephalosporins,2023-01-01,K-pneumoniae,22.26
North West,Third Generation Cephalosporins,2023-02-01,K-pneumoniae,21.07
North West,Third Generation Cephalosporins,2023-03-01,K-pneumoniae,18.75
North West,Third Generation Cephalosporins,2023-04-01,K-pneumoniae,21.67
North West,Third Generation Cephalosporins,2023-05-01,K-pneumoniae,19.08
North West,Third Generation Cephalosporins,2023-06-01,K-pneumoniae,17.82
North West,Third Generation Cephalosporins,2023-07-01,K-pneumoniae,12.22
North West,Third Generation Cephalosporins,2023-08-01,K-pneumoniae,14.23
North West,Third Generation Cephalosporins,2023-09-01,K-pneumoniae,16.72
North West,Third Generation Cephalosporins,2023-10-01,K-pneumoniae,20.47
North West,Third Generation Cephalosporins,2023-11-01,K-pneumoniae,21.14
North West,Third Generation Cephalosporins,2023-12-01,K-pneumoniae,21.68
North West,Third Generation Cephalosporins,2024-01-01,K-pneumoniae,19.93
North West,Third Generation Cephalosporins,2024-02-01,K-pneumoniae,16.07
North West,Third Generation Cephalosporins,2024-03-01,K-pneumoniae,15.27
North West,Third Generation Cephalosporins,2024-04-01,K-pneumoniae,16.96
North West,Third Generation Cephalosporins,2024-05-01,K-pneumoniae,22.5
North West,Third Generation Cephalosporins,2024-06-01,K-pneumoniae,24.07
North West,Third Generation Cephalosporins,2024-07-01,K-pneumoniae,25.52
North West,Third Generation Cephalosporins,2024-08-01,K-pneumoniae,23.41
North West,Third Generation Cephalosporins,2024-09-01,K-pneumoniae,22.34
North West,Third Generation Cephalosporins,2024-10-01,K-pneumoniae,20.46
North West,Third Generation Cephalosporins,2024-11-01,K-pneumoniae,20.0
North West,Third Generation Cephalosporins,2024-12-01,K-pneumoniae,24.26
North West,Third Generation Cephalosporins,2025-01-01,K-pneumoniae,21.12
North West,Third Generation Cephalosporins,2025-02-01,K-pneumoniae,19.35
North West,Third Generation Cephalosporins,2025-03-01,K-pneumoniae,15.88
North West,Third Generation Cephalosporins,2025-04-01,K-pneumoniae,21.19
North West,Third Generation Cephalosporins,2025-05-01,K-pneumoniae,22.04
North West,Third Generation Cephalosporins,2025-06-01,K-pneumoniae,20.0
South East,Amikacin,2020-08-01,K-pneumoniae,1.68
South East,Amikacin,2020-09-01,K-pneumoniae,2.15
South East,Amikacin,2020-10-01,K-pneumoniae,1.48
South East,Amikacin,2020-11-01,K-pneumoniae,1.83
South East,Amikacin,2020-12-01,K-pneumoniae,1.3
South East,Amikacin,2021-01-01,K-pneumoniae,0.87
South East,Amikacin,2021-02-01,K-pneumoniae,0.48
South East,Amikacin,2021-03-01,K-pneumoniae,0.98
South East,Amikacin,2021-04-01,K-pneumoniae,2.19
South East,Amikacin,2021-05-01,K-pneumoniae,2.09
South East,Amikacin,2021-06-01,K-pneumoniae,1.62
South East,Amikacin,2021-07-01,K-pneumoniae,0.96
South East,Amikacin,2021-08-01,K-pneumoniae,0.98
South East,Amikacin,2021-09-01,K-pneumoniae,0.43
South East,Amikacin,2021-10-01,K-pneumoniae,0.45
South East,Amikacin,2021-11-01,K-pneumoniae,1.58
South East,Amikacin,2021-12-01,K-pneumoniae,1.65
South East,Amikacin,2022-01-01,K-pneumoniae,1.31
South East,Amikacin,2022-02-01,K-pneumoniae,2.84
South East,Amikacin,2022-03-01,K-pneumoniae,5.26
South East,Amikacin,2022-04-01,K-pneumoniae,7.73
South East,Amikacin,2022-05-01,K-pneumoniae,5.42
South East,Amikacin,2022-06-01,K-pneumoniae,3.26
South East,Amikacin,2022-07-01,K-pneumoniae,1.55
South East,Amikacin,2022-08-01,K-pneumoniae,1.84
South East,Amikacin,2022-09-01,K-pneumoniae,1.96
South East,Amikacin,2022-10-01,K-pneumoniae,2.32
South East,Amikacin,2022-11-01,K-pneumoniae,3.14
South East,Amikacin,2022-12-01,K-pneumoniae,3.69
South East,Amikacin,2023-01-01,K-pneumoniae,2.52
South East,Amikacin,2023-02-01,K-pneumoniae,2.23
South East,Amikacin,2023-03-01,K-pneumoniae,2.19
South East,Amikacin,2023-04-01,K-pneumoniae,2.26
South East,Amikacin,2023-05-01,K-pneumoniae,1.76
South East,Amikacin,2023-06-01,K-pneumoniae,1.36
South East,Amikacin,2023-07-01,K-pneumoniae,0.89
South East,Amikacin,2023-08-01,K-pneumoniae,1.59
South East,Amikacin,2023-09-01,K-pneumoniae,1.92
South East,Amikacin,2023-10-01,K-pneumoniae,2.14
South East,Amikacin,2023-11-01,K-pneumoniae,1.54
South East,Amikacin,2023-12-01,K-pneumoniae,1.92
South East,Amikacin,2024-01-01,K-pneumoniae,2.42
South East,Amikacin,2024-02-01,K-pneumoniae,3.03
South East,Amikacin,2024-03-01,K-pneumoniae,1.72
South East,Amikacin,2024-04-01,K-pneumoniae,2.14
South East,Amikacin,2024-05-01,K-pneumoniae,1.94
South East,Amikacin,2024-06-01,K-pneumoniae,2.44
South East,Amikacin,2024-07-01,K-pneumoniae,2.11
South East,Amikacin,2024-08-01,K-pneumoniae,1.72
South East,Amikacin,2024-09-01,K-pneumoniae,2.75
South East,Amikacin,2024-10-01,K-pneumoniae,2.98
South East,Amikacin,2024-11-01,K-pneumoniae,3.53
South East,Amikacin,2024-12-01,K-pneumoniae,2.81
South East,Amikacin,2025-01-01,K-pneumoniae,2.49
South East,Amikacin,2025-02-01,K-pneumoniae,2.27
South East,Amikacin,2025-03-01,K-pneumoniae,2.71
South East,Amikacin,2025-04-01,K-pneumoniae,2.07
South East,Amikacin,2025-05-01,K-pneumoniae,1.25
South East,Amikacin,2025-06-01,K-pneumoniae,0.84
South East,Carbapenems,2020-08-01,K-pneumoniae,0.0
South East,Carbapenems,2020-09-01,K-pneumoniae,0.44
South East,Carbapenems,2020-10-01,K-pneumoniae,0.4
South East,Carbapenems,2020-11-01,K-pneumoniae,0.39
South East,Carbapenems,2020-12-01,K-pneumoniae,0.74
South East,Carbapenems,2021-01-01,K-pneumoniae,0.75
South East,Carbapenems,2021-02-01,K-pneumoniae,1.66
South East,Carbapenems,2021-03-01,K-pneumoniae,0.84
South East,Carbapenems,2021-04-01,K-pneumoniae,1.42
South East,Carbapenems,2021-05-01,K-pneumoniae,0.45
South East,Carbapenems,2021-06-01,K-pneumoniae,0.47
South East,Carbapenems,2021-07-01,K-pneumoniae,0.42
South East,Carbapenems,2021-08-01,K-pneumoniae,0.42
South East,Carbapenems,2021-09-01,K-pneumoniae,0.38
South East,Carbapenems,2021-10-01,K-pneumoniae,0.0
South East,Carbapenems,2021-11-01,K-pneumoniae,0.0
South East,Carbapenems,2021-12-01,K-pneumoniae,0.0
South East,Carbapenems,2022-01-01,K-pneumoniae,0.0
South East,Carbapenems,2022-02-01,K-pneumoniae,0.0
South East,Carbapenems,2022-03-01,K-pneumoniae,0.41
South East,Carbapenems,2022-04-01,K-pneumoniae,0.78
South East,Carbapenems,2022-05-01,K-pneumoniae,0.82
South East,Carbapenems,2022-06-01,K-pneumoniae,0.43
South East,Carbapenems,2022-07-01,K-pneumoniae,0.0
South East,Carbapenems,2022-08-01,K-pneumoniae,0.36
South East,Carbapenems,2022-09-01,K-pneumoniae,0.32
South East,Carbapenems,2022-10-01,K-pneumoniae,0.32
South East,Carbapenems,2022-11-01,K-pneumoniae,0.0
South East,Carbapenems,2022-12-01,K-pneumoniae,0.0
South East,Carbapenems,2023-01-01,K-pneumoniae,0.32
South East,Carbapenems,2023-02-01,K-pneumoniae,0.35
South East,Carbapenems,2023-03-01,K-pneumoniae,1.08
South East,Carbapenems,2023-04-01,K-pneumoniae,1.11
South East,Carbapenems,2023-05-01,K-pneumoniae,1.82
South East,Carbapenems,2023-06-01,K-pneumoniae,1.1
South East,Carbapenems,2023-07-01,K-pneumoniae,0.72
South East,Carbapenems,2023-08-01,K-pneumoniae,0.99
South East,Carbapenems,2023-09-01,K-pneumoniae,0.95
South East,Carbapenems,2023-10-01,K-pneumoniae,1.45
South East,Carbapenems,2023-11-01,K-pneumoniae,1.55
South East,Carbapenems,2023-12-01,K-pneumoniae,2.18
South East,Carbapenems,2024-01-01,K-pneumoniae,1.94
South East,Carbapenems,2024-02-01,K-pneumoniae,1.72
South East,Carbapenems,2024-03-01,K-pneumoniae,1.34
South East,Carbapenems,2024-04-01,K-pneumoniae,1.34
South East,Carbapenems,2024-05-01,K-pneumoniae,0.61
South East,Carbapenems,2024-06-01,K-pneumoniae,0.33
South East,Carbapenems,2024-07-01,K-pneumoniae,0.0
South East,Carbapenems,2024-08-01,K-pneumoniae,0.89
South East,Carbapenems,2024-09-01,K-pneumoniae,1.55
South East,Carbapenems,2024-10-01,K-pneumoniae,2.09
South East,Carbapenems,2024-11-01,K-pneumoniae,1.28
South East,Carbapenems,2024-12-01,K-pneumoniae,1.41
South East,Carbapenems,2025-01-01,K-pneumoniae,0.89
South East,Carbapenems,2025-02-01,K-pneumoniae,1.29
South East,Carbapenems,2025-03-01,K-pneumoniae,1.29
South East,Carbapenems,2025-04-01,K-pneumoniae,1.34
South East,Carbapenems,2025-05-01,K-pneumoniae,0.98
South East,Carbapenems,2025-06-01,K-pneumoniae,0.0
South East,Ciprofloxacin,2020-08-01,K-pneumoniae,17.21
South East,Ciprofloxacin,2020-09-01,K-pneumoniae,14.16
South East,Ciprofloxacin,2020-10-01,K-pneumoniae,16.46
South East,Ciprofloxacin,2020-11-01,K-pneumoniae,15.02
South East,Ciprofloxacin,2020-12-01,K-pneumoniae,17.49
South East,Ciprofloxacin,2021-01-01,K-pneumoniae,14.89
South East,Ciprofloxacin,2021-02-01,K-pneumoniae,15.19
South East,Ciprofloxacin,2021-03-01,K-pneumoniae,11.34
South East,Ciprofloxacin,2021-04-01,K-pneumoniae,14.22
South East,Ciprofloxacin,2021-05-01,K-pneumoniae,15.07
South East,Ciprofloxacin,2021-06-01,K-pneumoniae,16.75
South East,Ciprofloxacin,2021-07-01,K-pneumoniae,15.45
South East,Ciprofloxacin,2021-08-01,K-pneumoniae,15.88
South East,Ciprofloxacin,2021-09-01,K-pneumoniae,16.41
South East,Ciprofloxacin,2021-10-01,K-pneumoniae,16.28
South East,Ciprofloxacin,2021-11-01,K-pneumoniae,18.75
South East,Ciprofloxacin,2021-12-01,K-pneumoniae,21.38
South East,Ciprofloxacin,2022-01-01,K-pneumoniae,20.83
South East,Ciprofloxacin,2022-02-01,K-pneumoniae,17.55
South East,Ciprofloxacin,2022-03-01,K-pneumoniae,18.33
South East,Ciprofloxacin,2022-04-01,K-pneumoniae,20.0
South East,Ciprofloxacin,2022-05-01,K-pneumoniae,20.68
South East,Ciprofloxacin,2022-06-01,K-pneumoniae,18.22
South East,Ciprofloxacin,2022-07-01,K-pneumoniae,13.98
South East,Ciprofloxacin,2022-08-01,K-pneumoniae,13.91
South East,Ciprofloxacin,2022-09-01,K-pneumoniae,12.13
South East,Ciprofloxacin,2022-10-01,K-pneumoniae,12.66
South East,Ciprofloxacin,2022-11-01,K-pneumoniae,13.53
South East,Ciprofloxacin,2022-12-01,K-pneumoniae,13.0
South East,Ciprofloxacin,2023-01-01,K-pneumoniae,12.24
South East,Ciprofloxacin,2023-02-01,K-pneumoniae,10.95
South East,Ciprofloxacin,2023-03-01,K-pneumoniae,13.64
South East,Ciprofloxacin,2023-04-01,K-pneumoniae,16.8
South East,Ciprofloxacin,2023-05-01,K-pneumoniae,18.11
South East,Ciprofloxacin,2023-06-01,K-pneumoniae,16.17
South East,Ciprofloxacin,2023-07-01,K-pneumoniae,15.69
South East,Ciprofloxacin,2023-08-01,K-pneumoniae,16.38
South East,Ciprofloxacin,2023-09-01,K-pneumoniae,19.16
South East,Ciprofloxacin,2023-10-01,K-pneumoniae,18.98
South East,Ciprofloxacin,2023-11-01,K-pneumoniae,17.2
South East,Ciprofloxacin,2023-12-01,K-pneumoniae,15.26
South East,Ciprofloxacin,2024-01-01,K-pneumoniae,14.24
South East,Ciprofloxacin,2024-02-01,K-pneumoniae,14.03
South East,Ciprofloxacin,2024-03-01,K-pneumoniae,15.68
South East,Ciprofloxacin,2024-04-01,K-pneumoniae,15.17
South East,Ciprofloxacin,2024-05-01,K-pneumoniae,17.98
South East,Ciprofloxacin,2024-06-01,K-pneumoniae,19.18
South East,Ciprofloxacin,2024-07-01,K-pneumoniae,19.09
South East,Ciprofloxacin,2024-08-01,K-pneumoniae,18.07
South East,Ciprofloxacin,2024-09-01,K-pneumoniae,17.89
South East,Ciprofloxacin,2024-10-01,K-pneumoniae,17.49
South East,Ciprofloxacin,2024-11-01,K-pneumoniae,17.26
South East,Ciprofloxacin,2024-12-01,K-pneumoniae,14.42
South East,Ciprofloxacin,2025-01-01,K-pneumoniae,14.75
South East,Ciprofloxacin,2025-02-01,K-pneumoniae,14.03
South East,Ciprofloxacin,2025-03-01,K-pneumoniae,13.29
South East,Ciprofloxacin,2025-04-01,K-pneumoniae,12.5
South East,Ciprofloxacin,2025-05-01,K-pneumoniae,10.45
South East,Ciprofloxacin,2025-06-01,K-pneumoniae,11.51
South East,Co-amoxiclav,2020-08-01,K-pneumoniae,36.36
South East,Co-amoxiclav,2020-09-01,K-pneumoniae,35.16
South East,Co-amoxiclav,2020-10-01,K-pneumoniae,35.27
South East,Co-amoxiclav,2020-11-01,K-pneumoniae,40.39
South East,Co-amoxiclav,2020-12-01,K-pneumoniae,42.86
South East,Co-amoxiclav,2021-01-01,K-pneumoniae,40.91
South East,Co-amoxiclav,2021-02-01,K-pneumoniae,35.47
South East,Co-amoxiclav,2021-03-01,K-pneumoniae,32.47
South East,Co-amoxiclav,2021-04-01,K-pneumoniae,30.39
South East,Co-amoxiclav,2021-05-01,K-pneumoniae,29.25
South East,Co-amoxiclav,2021-06-01,K-pneumoniae,27.8
South East,Co-amoxiclav,2021-07-01,K-pneumoniae,29.31
South East,Co-amoxiclav,2021-08-01,K-pneumoniae,29.96
South East,Co-amoxiclav,2021-09-01,K-pneumoniae,30.19
