geography,stratum,date,organism,resistance_pct
West Midlands,Gentamicin,2025-02-01,E-coli,12.16
West Midlands,Gentamicin,2025-03-01,E-coli,12.66
West Midlands,Gentamicin,2025-04-01,E-coli,12.34
West Midlands,Gentamicin,2025-05-01,E-coli,12.7
West Midlands,Gentamicin,2025-06-01,E-coli,11.35
West Midlands,Piperacillin with tazobactam,2020-10-01,E-coli,11.33
West Midlands,Piperacillin with tazobactam,2020-11-01,E-coli,10.43
West Midlands,Piperacillin with tazobactam,2020-12-01,E-coli,10.48
West Midlands,Piperacillin with tazobactam,2021-01-01,E-coli,10.68
West Midlands,Piperacillin with tazobactam,2021-02-01,E-coli,10.88
West Midlands,Piperacillin with tazobactam,2021-03-01,E-coli,10.23
West Midlands,Piperacillin with tazobactam,2021-04-01,E-coli,10.52
West Midlands,Piperacillin with tazobactam,2021-05-01,E-coli,11.32
West Midlands,Piperacillin with tazobactam,2021-06-01,E-coli,12.53
West Midlands,Piperacillin with tazobactam,2021-07-01,E-coli,12.3
West Midlands,Piperacillin with tazobactam,2021-08-01,E-coli,11.75
West Midlands,Piperacillin with tazobactam,2021-09-01,E-coli,11.27
West Midlands,Piperacillin with tazobactam,2021-10-01,E-coli,11.98
West Midlands,Piperacillin with tazobactam,2021-11-01,E-coli,11.33
West Midlands,Piperacillin with tazobactam,2021-12-01,E-coli,12.43
West Midlands,Piperacillin with tazobactam,2022-01-01,E-coli,10.93
West Midlands,Piperacillin with tazobactam,2022-02-01,E-coli,12.11
West Midlands,Piperacillin with tazobactam,2022-03-01,E-coli,11.42
West Midlands,Piperacillin with tazobactam,2022-04-01,E-coli,11.12
West Midlands,Piperacillin with tazobactam,2022-05-01,E-coli,10.8
West Midlands,Piperacillin with tazobactam,2022-06-01,E-coli,10.89
West Midlands,Piperacillin with tazobactam,2022-07-01,E-coli,12.0
West Midlands,Piperacillin with tazobactam,2022-08-01,E-coli,11.89
West Midlands,Piperacillin with tazobactam,2022-09-01,E-coli,12.45
West Midlands,Piperacillin with tazobactam,2022-10-01,E-coli,14.1
West Midlands,Piperacillin with tazobactam,2022-11-01,E-coli,14.48
West Midlands,Piperacillin with tazobactam,2022-12-01,E-coli,13.99
West Midlands,Piperacillin with tazobactam,2023-01-01,E-coli,11.86
West Midlands,Piperacillin with tazobactam,2023-02-01,E-coli,12.08
West Midlands,Piperacillin with tazobactam,2023-03-01,E-coli,12.61
West Midlands,Piperacillin with tazobactam,2023-04-01,E-coli,14.8
West Midlands,Piperacillin with tazobactam,2023-05-01,E-coli,14.75
West Midlands,Piperacillin with tazobactam,2023-06-01,E-coli,15.63
West Midlands,Piperacillin with tazobactam,2023-07-01,E-coli,14.58
West Midlands,Piperacillin with tazobactam,2023-08-01,E-coli,14.44
West Midlands,Piperacillin with tazobactam,2023-09-01,E-coli,13.84
West Midlands,Piperacillin with tazobactam,2023-10-01,E-coli,14.2
West Midlands,Piperacillin with tazobactam,2023-11-01,E-coli,14.73
West Midlands,Piperacillin with tazobactam,2023-12-01,E-coli,15.96
West Midlands,Piperacillin with tazobactam,2024-01-01,E-coli,15.66
West Midlands,Piperacillin with tazobactam,2024-02-01,E-coli,16.51
West Midlands,Piperacillin with tazobactam,2024-03-01,E-coli,15.43
West Midlands,Piperacillin with tazobactam,2024-04-01,E-coli,15.04
West Midlands,Piperacillin with tazobactam,2024-05-01,E-coli,13.92
West Midlands,Piperacillin with tazobactam,2024-06-01,E-coli,13.06
West Midlands,Piperacillin with tazobactam,2024-07-01,E-coli,13.25
West Midlands,Piperacillin with tazobactam,2024-08-01,E-coli,11.97
West Midlands,Piperacillin with tazobactam,2024-09-01,E-coli,12.0
West Midlands,Piperacillin with tazobactam,2024-10-01,E-coli,11.74
West Midlands,Piperacillin with tazobactam,2024-11-01,E-coli,12.12
West Midlands,Piperacillin with tazobactam,2024-12-01,E-coli,13.58
West Midlands,Piperacillin with tazobactam,2025-01-01,E-coli,14.0
West Midlands,Piperacillin with tazobactam,2025-02-01,E-coli,15.52
West Midlands,Piperacillin with tazobactam,2025-03-01,E-coli,14.26
West Midlands,Piperacillin with tazobactam,2025-04-01,E-coli,15.56
West Midlands,Piperacillin with tazobactam,2025-05-01,E-coli,14.61
West Midlands,Piperacillin with tazobactam,2025-06-01,E-coli,15.26
West Midlands,Third Generation Cephalosporins,2020-10-01,E-coli,10.93
West Midlands,Third Generation Cephalosporins,2020-11-01,E-coli,10.76
West Midlands,Third Generation Cephalosporins,2020-12-01,E-coli,11.31
West Midlands,Third Generation Cephalosporins,2021-01-01,E-coli,11.77
West Midlands,Third Generation Cephalosporins,2021-02-01,E-coli,12.88
West Midlands,Third Generation Cephalosporins,2021-03-01,E-coli,13.04
West Midlands,Third Generation Cephalosporins,2021-04-01,E-coli,12.84
West Midlands,Third Generation Cephalosporins,2021-05-01,E-coli,12.93
West Midlands,Third Generation Cephalosporins,2021-06-01,E-coli,12.99
West Midlands,Third Generation Cephalosporins,2021-07-01,E-coli,11.98
West Midlands,Third Generation Cephalosporins,2021-08-01,E-coli,11.58
West Midlands,Third Generation Cephalosporins,2021-09-01,E-coli,10.69
West Midlands,Third Generation Cephalosporins,2021-10-01,E-coli,11.84
West Midlands,Third Generation Cephalosporins,2021-11-01,E-coli,11.6
West Midlands,Third Generation Cephalosporins,2021-12-01,E-coli,12.39
West Midlands,Third Generation Cephalosporins,2022-01-01,E-coli,11.16
West Midlands,Third Generation Cephalosporins,2022-02-01,E-coli,10.36
West Midlands,Third Generation Cephalosporins,2022-03-01,E-coli,10.53
West Midlands,Third Generation Cephalosporins,2022-04-01,E-coli,11.76
West Midlands,Third Generation Cephalosporins,2022-05-01,E-coli,12.22
West Midlands,Third Generation Cephalosporins,2022-06-01,E-coli,12.31
West Midlands,Third Generation Cephalosporins,2022-07-01,E-coli,12.11
West Midlands,Third Generation Cephalosporins,2022-08-01,E-coli,12.88
West Midlands,Third Generation Cephalosporins,2022-09-01,E-coli,13.37
West Midlands,Third Generation Cephalosporins,2022-10-01,E-coli,13.96
West Midlands,Third Generation Cephalosporins,2022-11-01,E-coli,14.79
West Midlands,Third Generation Cephalosporins,2022-12-01,E-coli,15.68
West Midlands,Third Generation Cephalosporins,2023-01-01,E-coli,14.91
West Midlands,Third Generation Cephalosporins,2023-02-01,E-coli,13.42
West Midlands,Third Generation Cephalosporins,2023-03-01,E-coli,12.71
West Midlands,Third Generation Cephalosporins,2023-04-01,E-coli,13.63
West Midlands,Third Generation Cephalosporins,2023-05-01,E-coli,13.56
West Midlands,Third Generation Cephalosporins,2023-06-01,E-coli,13.72
West Midlands,Third Generation Cephalosporins,2023-07-01,E-coli,13.31
West Midlands,Third Generation Cephalosporins,2023-08-01,E-coli,14.09
West Midlands,Third Generation Cephalosporins,2023-09-01,E-coli,14.58
West Midlands,Third Generation Cephalosporins,2023-10-01,E-coli,14.79
West Midlands,Third Generation Cephalosporins,2023-11-01,E-coli,14.95
West Midlands,Third Generation Cephalosporins,2023-12-01,E-coli,15.45
West Midlands,Third Generation Cephalosporins,2024-01-01,E-coli,14.87
West Midlands,Third Generation Cephalosporins,2024-02-01,E-coli,15.2
West Midlands,Third Generation Cephalosporins,2024-03-01,E-coli,14.74
West Midlands,Third Generation Cephalosporins,2024-04-01,E-coli,15.42
West Midlands,Third Generation Cephalosporins,2024-05-01,E-coli,15.61
West Midlands,Third Generation Cephalosporins,2024-06-01,E-coli,15.36
West Midlands,Third Generation Cephalosporins,2024-07-01,E-coli,15.19
West Midlands,Third Generation Cephalosporins,2024-08-01,E-coli,14.83
West Midlands,Third Generation Cephalosporins,2024-09-01,E-coli,14.6
West Midlands,Third Generation Cephalosporins,2024-10-01,E-coli,15.3
West Midlands,Third Generation Cephalosporins,2024-11-01,E-coli,16.23
West Midlands,Third Generation Cephalosporins,2024-12-01,E-coli,17.64
West Midlands,Third Generation Cephalosporins,2025-01-01,E-coli,18.45
West Midlands,Third Generation Cephalosporins,2025-02-01,E-coli,17.99
West Midlands,Third Generation Cephalosporins,2025-03-01,E-coli,17.79
West Midlands,Third Generation Cephalosporins,2025-04-01,E-coli,17.34
West Midlands,Third Generation Cephalosporins,2025-05-01,E-coli,16.71
West Midlands,Third Generation Cephalosporins,2025-06-01,E-coli,16.2
Yorkshire and Humber,Amikacin,2020-10-01,E-coli,2.05
Yorkshire and Humber,Amikacin,2020-11-01,E-coli,2.17
Yorkshire and Humber,Amikacin,2020-12-01,E-coli,3.01
Yorkshire and Humber,Amikacin,2021-01-01,E-coli,1.46
Yorkshire and Humber,Amikacin,2021-02-01,E-coli,2.11
Yorkshire and Humber,Amikacin,2021-03-01,E-coli,1.99
Yorkshire and Humber,Amikacin,2021-04-01,E-coli,3.01
Yorkshire and Humber,Amikacin,2021-05-01,E-coli,2.22
Yorkshire and Humber,Amikacin,2021-06-01,E-coli,1.59
Yorkshire and Humber,Amikacin,2021-07-01,E-coli,1.51
Yorkshire and Humber,Amikacin,2021-08-01,E-coli,2.97
Yorkshire and Humber,Amikacin,2021-09-01,E-coli,3.66
Yorkshire and Humber,Amikacin,2021-10-01,E-coli,4.26
Yorkshire and Humber,Amikacin,2021-11-01,E-coli,4.57
Yorkshire and Humber,Amikacin,2021-12-01,E-coli,5.59
Yorkshire and Humber,Amikacin,2022-01-01,E-coli,4.14
Yorkshire and Humber,Amikacin,2022-02-01,E-coli,4.29
Yorkshire and Humber,Amikacin,2022-03-01,E-coli,3.5
Yorkshire and Humber,Amikacin,2022-04-01,E-coli,2.94
Yorkshire and Humber,Amikacin,2022-05-01,E-coli,3.45
Yorkshire and Humber,Amikacin,2022-06-01,E-coli,5.26
Yorkshire and Humber,Amikacin,2022-07-01,E-coli,6.84
Yorkshire and Humber,Amikacin,2022-08-01,E-coli,4.29
Yorkshire and Humber,Amikacin,2022-09-01,E-coli,2.04
Yorkshire and Humber,Amikacin,2022-10-01,E-coli,1.96
Yorkshire and Humber,Amikacin,2022-11-01,E-coli,2.26
Yorkshire and Humber,Amikacin,2022-12-01,E-coli,2.46
Yorkshire and Humber,Amikacin,2023-01-01,E-coli,1.67
Yorkshire and Humber,Amikacin,2023-02-01,E-coli,2.36
Yorkshire and Humber,Amikacin,2023-03-01,E-coli,3.48
Yorkshire and Humber,Amikacin,2023-04-01,E-coli,4.17
Yorkshire and Humber,Amikacin,2023-05-01,E-coli,3.06
Yorkshire and Humber,Amikacin,2023-06-01,E-coli,2.5
Yorkshire and Humber,Amikacin,2023-07-01,E-coli,2.13
Yorkshire and Humber,Amikacin,2023-08-01,E-coli,1.53
Yorkshire and Humber,Amikacin,2023-09-01,E-coli,1.5
Yorkshire and Humber,Amikacin,2023-10-01,E-coli,2.61
Yorkshire and Humber,Amikacin,2023-11-01,E-coli,5.31
Yorkshire and Humber,Amikacin,2023-12-01,E-coli,6.38
Yorkshire and Humber,Amikacin,2024-01-01,E-coli,4.21
Yorkshire and Humber,Amikacin,2024-02-01,E-coli,4.26
Yorkshire and Humber,Amikacin,2024-03-01,E-coli,4.44
Yorkshire and Humber,Amikacin,2024-04-01,E-coli,4.08
Yorkshire and Humber,Amikacin,2024-05-01,E-coli,4.31
Yorkshire and Humber,Amikacin,2024-06-01,E-coli,5.04
Yorkshire and Humber,Amikacin,2024-07-01,E-coli,5.51
Yorkshire and Humber,Amikacin,2024-08-01,E-coli,2.56
Yorkshire and Humber,Amikacin,2024-09-01,E-coli,1.6
Yorkshire and Humber,Amikacin,2024-10-01,E-coli,1.98
Yorkshire and Humber,Amikacin,2024-11-01,E-coli,3.28
Yorkshire and Humber,Amikacin,2024-12-01,E-coli,5.92
Yorkshire and Humber,Amikacin,2025-01-01,E-coli,7.43
Yorkshire and Humber,Amikacin,2025-02-01,E-coli,6.25
Yorkshire and Humber,Amikacin,2025-03-01,E-coli,3.33
Yorkshire and Humber,Amikacin,2025-04-01,E-coli,3.12
Yorkshire and Humber,Amikacin,2025-05-01,E-coli,3.07
Yorkshire and Humber,Amikacin,2025-06-01,E-coli,3.43
Yorkshire and Humber,Carbapenems,2020-10-01,E-coli,0.11
Yorkshire and Humber,Carbapenems,2020-11-01,E-coli,0.12
Yorkshire and Humber,Carbapenems,2020-12-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2021-01-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2021-02-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2021-03-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2021-04-01,E-coli,0.11
Yorkshire and Humber,Carbapenems,2021-05-01,E-coli,0.1
Yorkshire and Humber,Carbapenems,2021-06-01,E-coli,0.1
Yorkshire and Humber,Carbapenems,2021-07-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2021-08-01,E-coli,0.1
Yorkshire and Humber,Carbapenems,2021-09-01,E-coli,0.11
Yorkshire and Humber,Carbapenems,2021-10-01,E-coli,0.11
Yorkshire and Humber,Carbapenems,2021-11-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2021-12-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2022-01-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2022-02-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2022-03-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2022-04-01,E-coli,0.12
Yorkshire and Humber,Carbapenems,2022-05-01,E-coli,0.11
Yorkshire and Humber,Carbapenems,2022-06-01,E-coli,0.11
Yorkshire and Humber,Carbapenems,2022-07-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2022-08-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2022-09-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2022-10-01,E-coli,0.1
Yorkshire and Humber,Carbapenems,2022-11-01,E-coli,0.11
Yorkshire and Humber,Carbapenems,2022-12-01,E-coli,0.11
Yorkshire and Humber,Carbapenems,2023-01-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2023-02-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2023-03-01,E-coli,0.12
Yorkshire and Humber,Carbapenems,2023-04-01,E-coli,0.12
Yorkshire and Humber,Carbapenems,2023-05-01,E-coli,0.45
Yorkshire and Humber,Carbapenems,2023-06-01,E-coli,0.31
Yorkshire and Humber,Carbapenems,2023-07-01,E-coli,0.41
Yorkshire and Humber,Carbapenems,2023-08-01,E-coli,0.1
Yorkshire and Humber,Carbapenems,2023-09-01,E-coli,0.1
Yorkshire and Humber,Carbapenems,2023-10-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2023-11-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2023-12-01,E-coli,0.1
Yorkshire and Humber,Carbapenems,2024-01-01,E-coli,0.11
Yorkshire and Humber,Carbapenems,2024-02-01,E-coli,0.1
Yorkshire and Humber,Carbapenems,2024-03-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2024-04-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2024-05-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2024-06-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2024-07-01,E-coli,0.0
Yorkshire and Humber,Carbapenems,2024-08-01,E-coli,0.19
Yorkshire and Humber,Carbapenems,2024-09-01,E-coli,0.29
Yorkshire and Humber,Carbapenems,2024-10-01,E-coli,0.36
Yorkshire and Humber,Carbapenems,2024-11-01,E-coli,0.19
Yorkshire and Humber,Carbapenems,2024-12-01,E-coli,0.1
Yorkshire and Humber,Carbapenems,2025-01-01,E-coli,0.1
Yorkshire and Humber,Carbapenems,2025-02-01,E-coli,0.22
Yorkshire and Humber,Carbapenems,2025-03-01,E-coli,0.33
Yorkshire and Humber,Carbapenems,2025-04-01,E-coli,0.32
Yorkshire and Humber,Carbapenems,2025-05-01,E-coli,0.2
Yorkshire and Humber,Carbapenems,2025-06-01,E-coli,0.09
Yorkshire and Humber,Ciprofloxacin,2020-10-01,E-coli,16.44
Yorkshire and Humber,Ciprofloxacin,2020-11-01,E-coli,16.4
Yorkshire and Humber,Ciprofloxacin,2020-12-01,E-coli,15.84
Yorkshire and Humber,Ciprofloxacin,2021-01-01,E-coli,14.94
Yorkshire and Humber,Ciprofloxacin,2021-02-01,E-coli,15.01
Yorkshire and Humber,Ciprofloxacin,2021-03-01,E-coli,15.31
Yorkshire and Humber,Ciprofloxacin,2021-04-01,E-coli,15.1
Yorkshire and Humber,Ciprofloxacin,2021-05-01,E-coli,13.98
Yorkshire and Humber,Ciprofloxacin,2021-06-01,E-coli,13.44
Yorkshire and Humber,Ciprofloxacin,2021-07-01,E-coli,14.09
Yorkshire and Humber,Ciprofloxacin,2021-08-01,E-coli,15.45
Yorkshire and Humber,Ciprofloxacin,2021-09-01,E-coli,15.85
Yorkshire and Humber,Ciprofloxacin,2021-10-01,E-coli,16.19
Yorkshire and Humber,Ciprofloxacin,2021-11-01,E-coli,16.57
Yorkshire and Humber,Ciprofloxacin,2021-12-01,E-coli,16.63
Yorkshire and Humber,Ciprofloxacin,2022-01-01,E-coli,16.79
Yorkshire and Humber,Ciprofloxacin,2022-02-01,E-coli,15.57
Yorkshire and Humber,Ciprofloxacin,2022-03-01,E-coli,14.32
Yorkshire and Humber,Ciprofloxacin,2022-04-01,E-coli,12.78
Yorkshire and Humber,Ciprofloxacin,2022-05-01,E-coli,14.12
Yorkshire and Humber,Ciprofloxacin,2022-06-01,E-coli,14.4
Yorkshire and Humber,Ciprofloxacin,2022-07-01,E-coli,15.53
Yorkshire and Humber,Ciprofloxacin,2022-08-01,E-coli,15.71
Yorkshire and Humber,Ciprofloxacin,2022-09-01,E-coli,17.13
Yorkshire and Humber,Ciprofloxacin,2022-10-01,E-coli,16.77
Yorkshire and Humber,Ciprofloxacin,2022-11-01,E-coli,16.96
Yorkshire and Humber,Ciprofloxacin,2022-12-01,E-coli,16.59
Yorkshire and Humber,Ciprofloxacin,2023-01-01,E-coli,16.61
Yorkshire and Humber,Ciprofloxacin,2023-02-01,E-coli,16.63
Yorkshire and Humber,Ciprofloxacin,2023-03-01,E-coli,17.4
Yorkshire and Humber,Ciprofloxacin,2023-04-01,E-coli,19.32
Yorkshire and Humber,Ciprofloxacin,2023-05-01,E-coli,19.57
Yorkshire and Humber,Ciprofloxacin,2023-06-01,E-coli,19.41
Yorkshire and Humber,Ciprofloxacin,2023-07-01,E-coli,19.63
Yorkshire and Humber,Ciprofloxacin,2023-08-01,E-coli,19.94
Yorkshire and Humber,Ciprofloxacin,2023-09-01,E-coli,19.02
Yorkshire and Humber,Ciprofloxacin,2023-10-01,E-coli,17.49
Yorkshire and Humber,Ciprofloxacin,2023-11-01,E-coli,17.68
Yorkshire and Humber,Ciprofloxacin,2023-12-01,E-coli,18.4
Yorkshire and Humber,Ciprofloxacin,2024-01-01,E-coli,18.12
Yorkshire and Humber,Ciprofloxacin,2024-02-01,E-coli,17.54
Yorkshire and Humber,Ciprofloxacin,2024-03-01,E-coli,17.06
Yorkshire and Humber,Ciprofloxacin,2024-04-01,E-coli,18.76
Yorkshire and Humber,Ciprofloxacin,2024-05-01,E-coli,18.47
Yorkshire and Humber,Ciprofloxacin,2024-06-01,E-coli,18.95
Yorkshire and Humber,Ciprofloxacin,2024-07-01,E-coli,17.81
Yorkshire and Humber,Ciprofloxacin,2024-08-01,E-coli,17.23
Yorkshire and Humber,Ciprofloxacin,2024-09-01,E-coli,16.32
Yorkshire and Humber,Ciprofloxacin,2024-10-01,E-coli,16.46
Yorkshire and Humber,Ciprofloxacin,2024-11-01,E-coli,17.59
Yorkshire and Humber,Ciprofloxacin,2024-12-01,E-coli,17.85
Yorkshire and Humber,Ciprofloxacin,2025-01-01,E-coli,19.16
Yorkshire and Humber,Ciprofloxacin,2025-02-01,E-coli,19.03
Yorkshire and Humber,Ciprofloxacin,2025-03-01,E-coli,18.97
Yorkshire and Humber,Ciprofloxacin,2025-04-01,E-coli,19.51
Yorkshire and Humber,Ciprofloxacin,2025-05-01,E-coli,18.93
Yorkshire and Humber,Ciprofloxacin,2025-06-01,E-coli,20.73
Yorkshire and Humber,Co-amoxiclav,2020-10-01,E-coli,41.96
Yorkshire and Humber,Co-amoxiclav,2020-11-01,E-coli,43.32
Yorkshire and Humber,Co-amoxiclav,2020-12-01,E-coli,42.69
Yorkshire and Humber,Co-amoxiclav,2021-01-01,E-coli,40.75
Yorkshire and Humber,Co-amoxiclav,2021-02-01,E-coli,39.57
Yorkshire and Humber,Co-amoxiclav,2021-03-01,E-coli,41.94
Yorkshire and Humber,Co-amoxiclav,2021-04-01,E-coli,42.88
Yorkshire and Humber,Co-amoxiclav,2021-05-01,E-coli,42.14
Yorkshire and Humber,Co-amoxiclav,2021-06-01,E-coli,41.34
Yorkshire and Humber,Co-amoxiclav,2021-07-01,E-coli,42.21
Yorkshire and Humber,Co-amoxiclav,2021-08-01,E-coli,43.17
Yorkshire and Humber,Co-amoxiclav,2021-09-01,E-coli,42.06
Yorkshire and Humber,Co-amoxiclav,2021-10-01,E-coli,42.19
Yorkshire and Humber,Co-amoxiclav,2021-11-01,E-coli,43.39
Yorkshire and Humber,Co-amoxiclav,2021-12-01,E-coli,44.24
Yorkshire and Humber,Co-amoxiclav,2022-01-01,E-coli,42.01
Yorkshire and Humber,Co-amoxiclav,2022-02-01,E-coli,42.32
Yorkshire and Humber,Co-amoxiclav,2022-03-01,E-coli,40.27
Yorkshire and Humber,Co-amoxiclav,2022-04-01,E-coli,40.11
Yorkshire and Humber,Co-amoxiclav,2022-05-01,E-coli,38.25
Yorkshire and Humber,Co-amoxiclav,2022-06-01,E-coli,40.56
Yorkshire and Humber,Co-amoxiclav,2022-07-01,E-coli,40.47
Yorkshire and Humber,Co-amoxiclav,2022-08-01,E-coli,42.09
Yorkshire and Humber,Co-amoxiclav,2022-09-01,E-coli,39.48
Yorkshire and Humber,Co-amoxiclav,2022-10-01,E-coli,40.65
Yorkshire and Humber,Co-amoxiclav,2022-11-01,E-coli,41.07
Yorkshire and Humber,Co-amoxiclav,2022-12-01,E-coli,43.85
Yorkshire and Humber,Co-amoxiclav,2023-01-01,E-coli,45.63
Yorkshire and Humber,Co-amoxiclav,2023-02-01,E-coli,46.45
Yorkshire and Humber,Co-amoxiclav,2023-03-01,E-coli,47.44
Yorkshire and Humber,Co-amoxiclav,2023-04-01,E-coli,46.49
Yorkshire and Humber,Co-amoxiclav,2023-05-01,E-coli,43.46
Yorkshire and Humber,Co-amoxiclav,2023-06-01,E-coli,43.77
Yorkshire and Humber,Co-amoxiclav,2023-07-01,E-coli,43.73
Yorkshire and Humber,Co-amoxiclav,2023-08-01,E-coli,43.67
Yorkshire and Humber,Co-amoxiclav,2023-09-01,E-coli,40.81
Yorkshire and Humber,Co-amoxiclav,2023-10-01,E-coli,40.91
Yorkshire and Humber,Co-amoxiclav,2023-11-01,E-coli,42.05
Yorkshire and Humber,Co-amoxiclav,2023-12-01,E-coli,46.54
Yorkshire and Humber,Co-amoxiclav,2024-01-01,E-coli,44.38
Yorkshire and Humber,Co-amoxiclav,2024-02-01,E-coli,44.24
Yorkshire and Humber,Co-amoxiclav,2024-03-01,E-coli,41.43
Yorkshire and Humber,Co-amoxiclav,2024-04-01,E-coli,42.13
Yorkshire and Humber,Co-amoxiclav,2024-05-01,E-coli,40.5
Yorkshire and Humber,Co-amoxiclav,2024-06-01,E-coli,38.94
Yorkshire and Humber,Co-amoxiclav,2024-07-01,E-coli,41.37
Yorkshire and Humber,Co-amoxiclav,2024-08-01,E-coli,45.91
Yorkshire and Humber,Co-amoxiclav,2024-09-01,E-coli,49.82
Yorkshire and Humber,Co-amoxiclav,2024-10-01,E-coli,51.96
Yorkshire and Humber,Co-amoxiclav,2024-11-01,E-coli,50.79
Yorkshire and Humber,Co-amoxiclav,2024-12-01,E-coli,48.4
Yorkshire and Humber,Co-amoxiclav,2025-01-01,E-coli,46.03
Yorkshire and Humber,Co-amoxiclav,2025-02-01,E-coli,46.79
Yorkshire and Humber,Co-amoxiclav,2025-03-01,E-coli,48.34
Yorkshire and Humber,Co-amoxiclav,2025-04-01,E-coli,48.83
Yorkshire and Humber,Co-amoxiclav,2025-05-01,E-coli,47.52
Yorkshire and Humber,Co-amoxiclav,2025-06-01,E-coli,46.82
Yorkshire and Humber,Gentamicin,2020-10-01,E-coli,7.77
Yorkshire and Humber,Gentamicin,2020-11-01,E-coli,7.35
Yorkshire and Humber,Gentamicin,2020-12-01,E-coli,6.41
Yorkshire and Humber,Gentamicin,2021-01-01,E-coli,5.88
Yorkshire and Humber,Gentamicin,2021-02-01,E-coli,6.33
Yorkshire and Humber,Gentamicin,2021-03-01,E-coli,7.27
Yorkshire and Humber,Gentamicin,2021-04-01,E-coli,7.05
Yorkshire and Humber,Gentamicin,2021-05-01,E-coli,7.25
Yorkshire and Humber,Gentamicin,2021-06-01,E-coli,6.46
Yorkshire and Humber,Gentamicin,2021-07-01,E-coli,7.01
Yorkshire and Humber,Gentamicin,2021-08-01,E-coli,7.08
Yorkshire and Humber,Gentamicin,2021-09-01,E-coli,8.21
Yorkshire and Humber,Gentamicin,2021-10-01,E-coli,7.97
Yorkshire and Humber,Gentamicin,2021-11-01,E-coli,8.53
Yorkshire and Humber,Gentamicin,2021-12-01,E-coli,8.0
Yorkshire and Humber,Gentamicin,2022-01-01,E-coli,8.86
Yorkshire and Humber,Gentamicin,2022-02-01,E-coli,8.75
Yorkshire and Humber,Gentamicin,2022-03-01,E-coli,8.34
Yorkshire and Humber,Gentamicin,2022-04-01,E-coli,6.92
Yorkshire and Humber,Gentamicin,2022-05-01,E-coli,6.5
Yorkshire and Humber,Gentamicin,2022-06-01,E-coli,7.49
Yorkshire and Humber,Gentamicin,2022-07-01,E-coli,8.69
Yorkshire and Humber,Gentamicin,2022-08-01,E-coli,10.08
Yorkshire and Humber,Gentamicin,2022-09-01,E-coli,9.84
Yorkshire and Humber,Gentamicin,2022-10-01,E-coli,10.03
Yorkshire and Humber,Gentamicin,2022-11-01,E-coli,9.2
Yorkshire and Humber,Gentamicin,2022-12-01,E-coli,8.21
Yorkshire and Humber,Gentamicin,2023-01-01,E-coli,7.76
Yorkshire and Humber,Gentamicin,2023-02-01,E-coli,7.67
Yorkshire and Humber,Gentamicin,2023-03-01,E-coli,8.4
Yorkshire and Humber,Gentamicin,2023-04-01,E-coli,9.14
Yorkshire and Humber,Gentamicin,2023-05-01,E-coli,7.89
Yorkshire and Humber,Gentamicin,2023-06-01,E-coli,8.77
Yorkshire and Humber,Gentamicin,2023-07-01,E-coli,9.31
Yorkshire and Humber,Gentamicin,2023-08-01,E-coli,10.79
Yorkshire and Humber,Gentamicin,2023-09-01,E-coli,10.65
Yorkshire and Humber,Gentamicin,2023-10-01,E-coli,9.45
Yorkshire and Humber,Gentamicin,2023-11-01,E-coli,9.22
Yorkshire and Humber,Gentamicin,2023-12-01,E-coli,9.39
Yorkshire and Humber,Gentamicin,2024-01-01,E-coli,8.93
Yorkshire and Humber,Gentamicin,2024-02-01,E-coli,8.99
Yorkshire and Humber,Gentamicin,2024-03-01,E-coli,8.76
Yorkshire and Humber,Gentamicin,2024-04-01,E-coli,10.15
Yorkshire and Humber,Gentamicin,2024-05-01,E-coli,10.07
Yorkshire and Humber,Gentamicin,2024-06-01,E-coli,10.36
Yorkshire and Humber,Gentamicin,2024-07-01,E-coli,9.96
Yorkshire and Humber,Gentamicin,2024-08-01,E-coli,9.65
Yorkshire and Humber,Gentamicin,2024-09-01,E-coli,8.7
Yorkshire and Humber,Gentamicin,2024-10-01,E-coli,9.26
Yorkshire and Humber,Gentamicin,2024-11-01,E-coli,10.04
Yorkshire and Humber,Gentamicin,2024-12-01,E-coli,11.34
Yorkshire and Humber,Gentamicin,2025-01-01,E-coli,10.96
Yorkshire and Humber,Gentamicin,2025-02-01,E-coli,11.74
