,geography,stratum,organism,date,resistance_pct
779,East of England,Third Generation Cephalosporins,E-coli,2023-12-01,16.2
780,East of England,Third Generation Cephalosporins,E-coli,2024-01-01,15.11
781,East of England,Third Generation Cephalosporins,E-coli,2024-02-01,15.73
782,East of England,Third Generation Cephalosporins,E-coli,2024-03-01,16.39
783,East of England,Third Generation Cephalosporins,E-coli,2024-04-01,17.92
784,East of England,Third Generation Cephalosporins,E-coli,2024-05-01,17.83
785,East of England,Third Generation Cephalosporins,E-coli,2024-06-01,17.16
786,East of England,Third Generation Cephalosporins,E-coli,2024-07-01,17.62
787,East of England,Third Generation Cephalosporins,E-coli,2024-08-01,17.77
788,East of England,Third Generation Cephalosporins,E-coli,2024-09-01,17.95
789,East of England,Third Generation Cephalosporins,E-coli,2024-10-01,17.21
790,East of England,Third Generation Cephalosporins,E-coli,2024-11-01,16.65
791,East of England,Third Generation Cephalosporins,E-coli,2024-12-01,16.31
792,East of England,Third Generation Cephalosporins,E-coli,2025-01-01,15.84
793,East of England,Third Generation Cephalosporins,E-coli,2025-02-01,15.99
794,East of England,Third Generation Cephalosporins,E-coli,2025-03-01,16.37
795,East of England,Third Generation Cephalosporins,E-coli,2025-04-01,17.2
796,East of England,Third Generation Cephalosporins,E-coli,2025-05-01,16.3
797,East of England,Third Generation Cephalosporins,E-coli,2025-06-01,16.07
798,London,Amikacin,E-coli,2020-10-01,2.47
799,London,Amikacin,E-coli,2020-11-01,2.77
800,London,Amikacin,E-coli,2020-12-01,4.17
801,London,Amikacin,E-coli,2021-01-01,3.41
802,London,Amikacin,E-coli,2021-02-01,2.52
803,London,Amikacin,E-coli,2021-03-01,1.29
804,London,Amikacin,E-coli,2021-04-01,1.49
805,London,Amikacin,E-coli,2021-05-01,1.88
806,London,Amikacin,E-coli,2021-06-01,1.79
807,London,Amikacin,E-coli,2021-07-01,1.97
808,London,Amikacin,E-coli,2021-08-01,1.82
809,London,Amikacin,E-coli,2021-09-01,1.42
810,London,Amikacin,E-coli,2021-10-01,1.44
811,London,Amikacin,E-coli,2021-11-01,2.05
812,London,Amikacin,E-coli,2021-12-01,2.52
813,London,Amikacin,E-coli,2022-01-01,2.54
814,London,Amikacin,E-coli,2022-02-01,2.66
815,London,Amikacin,E-coli,2022-03-01,3.03
816,London,Amikacin,E-coli,2022-04-01,2.82
817,London,Amikacin,E-coli,2022-05-01,2.05
818,London,Amikacin,E-coli,2022-06-01,1.51
819,London,Amikacin,E-coli,2022-07-01,1.51
820,London,Amikacin,E-coli,2022-08-01,2.26
821,London,Amikacin,E-coli,2022-09-01,2.32
822,London,Amikacin,E-coli,2022-10-01,2.71
823,London,Amikacin,E-coli,2022-11-01,3.15
824,London,Amikacin,E-coli,2022-12-01,3.79
825,London,Amikacin,E-coli,2023-01-01,3.43
826,London,Amikacin,E-coli,2023-02-01,3.72
827,London,Amikacin,E-coli,2023-03-01,3.86
828,London,Amikacin,E-coli,2023-04-01,4.82
829,London,Amikacin,E-coli,2023-05-01,4.16
830,London,Amikacin,E-coli,2023-06-01,4.26
831,London,Amikacin,E-coli,2023-07-01,3.71
832,London,Amikacin,E-coli,2023-08-01,3.7
833,London,Amikacin,E-coli,2023-09-01,3.77
834,London,Amikacin,E-coli,2023-10-01,3.83
835,London,Amikacin,E-coli,2023-11-01,3.72
836,London,Amikacin,E-coli,2023-12-01,3.08
837,London,Amikacin,E-coli,2024-01-01,3.25
838,London,Amikacin,E-coli,2024-02-01,3.2
839,London,Amikacin,E-coli,2024-03-01,3.19
840,London,Amikacin,E-coli,2024-04-01,3.2
841,London,Amikacin,E-coli,2024-05-01,3.96
842,London,Amikacin,E-coli,2024-06-01,3.97
843,London,Amikacin,E-coli,2024-07-01,4.26
844,London,Amikacin,E-coli,2024-08-01,3.14
845,London,Amikacin,E-coli,2024-09-01,2.75
846,London,Amikacin,E-coli,2024-10-01,2.58
847,London,Amikacin,E-coli,2024-11-01,2.44
848,London,Amikacin,E-coli,2024-12-01,2.7
849,London,Amikacin,E-coli,2025-01-01,2.58
850,London,Amikacin,E-coli,2025-02-01,2.8
851,London,Amikacin,E-coli,2025-03-01,2.65
852,London,Amikacin,E-coli,2025-04-01,2.3
853,London,Amikacin,E-coli,2025-05-01,2.12
854,London,Amikacin,E-coli,2025-06-01,2.12
855,London,Carbapenems,E-coli,2020-10-01,0.45
856,London,Carbapenems,E-coli,2020-11-01,0.36
857,London,Carbapenems,E-coli,2020-12-01,0.12
858,London,Carbapenems,E-coli,2021-01-01,0.0
859,London,Carbapenems,E-coli,2021-02-01,0.13
860,London,Carbapenems,E-coli,2021-03-01,0.14
861,London,Carbapenems,E-coli,2021-04-01,0.26
862,London,Carbapenems,E-coli,2021-05-01,0.23
863,London,Carbapenems,E-coli,2021-06-01,0.21
864,London,Carbapenems,E-coli,2021-07-01,0.3
865,London,Carbapenems,E-coli,2021-08-01,0.4
866,London,Carbapenems,E-coli,2021-09-01,0.39
867,London,Carbapenems,E-coli,2021-10-01,0.3
868,London,Carbapenems,E-coli,2021-11-01,0.47
869,London,Carbapenems,E-coli,2021-12-01,0.82
870,London,Carbapenems,E-coli,2022-01-01,1.05
871,London,Carbapenems,E-coli,2022-02-01,0.89
872,London,Carbapenems,E-coli,2022-03-01,0.52
873,London,Carbapenems,E-coli,2022-04-01,0.21
874,London,Carbapenems,E-coli,2022-05-01,0.0
875,London,Carbapenems,E-coli,2022-06-01,0.0
876,London,Carbapenems,E-coli,2022-07-01,0.2
877,London,Carbapenems,E-coli,2022-08-01,0.29
878,London,Carbapenems,E-coli,2022-09-01,0.27
879,London,Carbapenems,E-coli,2022-10-01,0.28
880,London,Carbapenems,E-coli,2022-11-01,0.28
881,London,Carbapenems,E-coli,2022-12-01,0.39
882,London,Carbapenems,E-coli,2023-01-01,0.59
883,London,Carbapenems,E-coli,2023-02-01,1.04
884,London,Carbapenems,E-coli,2023-03-01,0.99
885,London,Carbapenems,E-coli,2023-04-01,0.88
886,London,Carbapenems,E-coli,2023-05-01,0.38
887,London,Carbapenems,E-coli,2023-06-01,0.83
888,London,Carbapenems,E-coli,2023-07-01,0.71
889,London,Carbapenems,E-coli,2023-08-01,1.03
890,London,Carbapenems,E-coli,2023-09-01,0.68
891,London,Carbapenems,E-coli,2023-10-01,0.85
892,London,Carbapenems,E-coli,2023-11-01,0.8
893,London,Carbapenems,E-coli,2023-12-01,0.82
894,London,Carbapenems,E-coli,2024-01-01,0.81
895,London,Carbapenems,E-coli,2024-02-01,0.52
896,London,Carbapenems,E-coli,2024-03-01,0.34
897,London,Carbapenems,E-coli,2024-04-01,0.5
898,London,Carbapenems,E-coli,2024-05-01,0.7
899,London,Carbapenems,E-coli,2024-06-01,0.91
900,London,Carbapenems,E-coli,2024-07-01,0.53
901,London,Carbapenems,E-coli,2024-08-01,0.3
902,London,Carbapenems,E-coli,2024-09-01,0.23
903,London,Carbapenems,E-coli,2024-10-01,0.39
904,London,Carbapenems,E-coli,2024-11-01,0.74
905,London,Carbapenems,E-coli,2024-12-01,0.85
906,London,Carbapenems,E-coli,2025-01-01,0.78
907,London,Carbapenems,E-coli,2025-02-01,0.73
908,London,Carbapenems,E-coli,2025-03-01,0.54
909,London,Carbapenems,E-coli,2025-04-01,0.63
910,London,Carbapenems,E-coli,2025-05-01,0.49
911,London,Carbapenems,E-coli,2025-06-01,0.67
912,London,Ciprofloxacin,E-coli,2020-10-01,28.21
913,London,Ciprofloxacin,E-coli,2020-11-01,28.08
914,London,Ciprofloxacin,E-coli,2020-12-01,29.48
915,London,Ciprofloxacin,E-coli,2021-01-01,31.74
916,London,Ciprofloxacin,E-coli,2021-02-01,31.11
917,London,Ciprofloxacin,E-coli,2021-03-01,27.91
918,London,Ciprofloxacin,E-coli,2021-04-01,23.42
919,London,Ciprofloxacin,E-coli,2021-05-01,27.11
920,London,Ciprofloxacin,E-coli,2021-06-01,25.85
921,London,Ciprofloxacin,E-coli,2021-07-01,26.58
922,London,Ciprofloxacin,E-coli,2021-08-01,25.0
923,London,Ciprofloxacin,E-coli,2021-09-01,25.43
924,London,Ciprofloxacin,E-coli,2021-10-01,25.93
925,London,Ciprofloxacin,E-coli,2021-11-01,27.84
926,London,Ciprofloxacin,E-coli,2021-12-01,28.0
927,London,Ciprofloxacin,E-coli,2022-01-01,28.24
928,London,Ciprofloxacin,E-coli,2022-02-01,26.45
929,London,Ciprofloxacin,E-coli,2022-03-01,27.78
930,London,Ciprofloxacin,E-coli,2022-04-01,28.72
931,London,Ciprofloxacin,E-coli,2022-05-01,27.98
932,London,Ciprofloxacin,E-coli,2022-06-01,28.9
933,London,Ciprofloxacin,E-coli,2022-07-01,28.75
934,London,Ciprofloxacin,E-coli,2022-08-01,29.1
935,London,Ciprofloxacin,E-coli,2022-09-01,27.05
936,London,Ciprofloxacin,E-coli,2022-10-01,26.5
937,London,Ciprofloxacin,E-coli,2022-11-01,26.92
938,London,Ciprofloxacin,E-coli,2022-12-01,28.27
939,London,Ciprofloxacin,E-coli,2023-01-01,27.76
940,London,Ciprofloxacin,E-coli,2023-02-01,28.28
941,London,Ciprofloxacin,E-coli,2023-03-01,27.13
942,London,Ciprofloxacin,E-coli,2023-04-01,28.67
943,London,Ciprofloxacin,E-coli,2023-05-01,29.26
944,London,Ciprofloxacin,E-coli,2023-06-01,30.15
945,London,Ciprofloxacin,E-coli,2023-07-01,28.94
946,London,Ciprofloxacin,E-coli,2023-08-01,27.67
947,London,Ciprofloxacin,E-coli,2023-09-01,28.28
948,London,Ciprofloxacin,E-coli,2023-10-01,29.14
949,London,Ciprofloxacin,E-coli,2023-11-01,28.73
950,London,Ciprofloxacin,E-coli,2023-12-01,27.36
951,London,Ciprofloxacin,E-coli,2024-01-01,28.21
952,London,Ciprofloxacin,E-coli,2024-02-01,29.66
953,London,Ciprofloxacin,E-coli,2024-03-01,30.53
954,London,Ciprofloxacin,E-coli,2024-04-01,29.87
955,London,Ciprofloxacin,E-coli,2024-05-01,30.07
956,London,Ciprofloxacin,E-coli,2024-06-01,30.45
957,London,Ciprofloxacin,E-coli,2024-07-01,31.11
958,London,Ciprofloxacin,E-coli,2024-08-01,30.17
959,London,Ciprofloxacin,E-coli,2024-09-01,28.61
960,London,Ciprofloxacin,E-coli,2024-10-01,27.95
961,London,Ciprofloxacin,E-coli,2024-11-01,26.4
962,London,Ciprofloxacin,E-coli,2024-12-01,27.27
963,London,Ciprofloxacin,E-coli,2025-01-01,27.26
964,London,Ciprofloxacin,E-coli,2025-02-01,29.39
965,London,Ciprofloxacin,E-coli,2025-03-01,29.89
966,London,Ciprofloxacin,E-coli,2025-04-01,29.42
967,London,Ciprofloxacin,E-coli,2025-05-01,29.15
968,London,Ciprofloxacin,E-coli,2025-06-01,29.31
969,London,Co-amoxiclav,E-coli,2020-10-01,43.16
970,London,Co-amoxiclav,E-coli,2020-11-01,42.36
971,London,Co-amoxiclav,E-coli,2020-12-01,43.89
972,London,Co-amoxiclav,E-coli,2021-01-01,46.36
973,London,Co-amoxiclav,E-coli,2021-02-01,50.14
974,London,Co-amoxiclav,E-coli,2021-03-01,48.01
975,London,Co-amoxiclav,E-coli,2021-04-01,43.17
976,London,Co-amoxiclav,E-coli,2021-05-01,41.85
977,London,Co-amoxiclav,E-coli,2021-06-01,41.26
978,London,Co-amoxiclav,E-coli,2021-07-01,43.91
979,London,Co-amoxiclav,E-coli,2021-08-01,43.15
980,London,Co-amoxiclav,E-coli,2021-09-01,45.33
981,London,Co-amoxiclav,E-coli,2021-10-01,44.32
982,London,Co-amoxiclav,E-coli,2021-11-01,45.61
983,London,Co-amoxiclav,E-coli,2021-12-01,44.44
984,London,Co-amoxiclav,E-coli,2022-01-01,46.67
985,London,Co-amoxiclav,E-coli,2022-02-01,43.82
986,London,Co-amoxiclav,E-coli,2022-03-01,43.22
987,London,Co-amoxiclav,E-coli,2022-04-01,42.53
988,London,Co-amoxiclav,E-coli,2022-05-01,45.39
989,London,Co-amoxiclav,E-coli,2022-06-01,45.92
990,London,Co-amoxiclav,E-coli,2022-07-01,46.23
991,London,Co-amoxiclav,E-coli,2022-08-01,45.62
992,London,Co-amoxiclav,E-coli,2022-09-01,45.54
993,London,Co-amoxiclav,E-coli,2022-10-01,43.2
994,London,Co-amoxiclav,E-coli,2022-11-01,42.87
995,London,Co-amoxiclav,E-coli,2022-12-01,43.38
996,London,Co-amoxiclav,E-coli,2023-01-01,44.94
997,London,Co-amoxiclav,E-coli,2023-02-01,44.86
998,London,Co-amoxiclav,E-coli,2023-03-01,45.92
999,London,Co-amoxiclav,E-coli,2023-04-01,45.36
1000,London,Co-amoxiclav,E-coli,2023-05-01,45.37
1001,London,Co-amoxiclav,E-coli,2023-06-01,45.93
1002,London,Co-amoxiclav,E-coli,2023-07-01,43.52
1003,London,Co-amoxiclav,E-coli,2023-08-01,42.72
1004,London,Co-amoxiclav,E-coli,2023-09-01,41.43
1005,London,Co-amoxiclav,E-coli,2023-10-01,42.61
1006,London,Co-amoxiclav,E-coli,2023-11-01,43.59
1007,London,Co-amoxiclav,E-coli,2023-12-01,42.43
1008,London,Co-amoxiclav,E-coli,2024-01-01,43.96
1009,London,Co-amoxiclav,E-coli,2024-02-01,43.17
1010,London,Co-amoxiclav,E-coli,2024-03-01,42.6
1011,London,Co-amoxiclav,E-coli,2024-04-01,41.59
1012,London,Co-amoxiclav,E-coli,2024-05-01,44.67
1013,London,Co-amoxiclav,E-coli,2024-06-01,46.1
1014,London,Co-amoxiclav,E-coli,2024-07-01,46.83
1015,London,Co-amoxiclav,E-coli,2024-08-01,43.36
1016,London,Co-amoxiclav,E-coli,2024-09-01,41.39
1017,London,Co-amoxiclav,E-coli,2024-10-01,40.07
1018,London,Co-amoxiclav,E-coli,2024-11-01,41.31
1019,London,Co-amoxiclav,E-coli,2024-12-01,42.61
1020,London,Co-amoxiclav,E-coli,2025-01-01,45.39
1021,London,Co-amoxiclav,E-coli,2025-02-01,45.62
1022,London,Co-amoxiclav,E-coli,2025-03-01,43.97
1023,London,Co-amoxiclav,E-coli,2025-04-01,43.2
1024,London,Co-amoxiclav,E-coli,2025-05-01,43.57
1025,London,Co-amoxiclav,E-coli,2025-06-01,46.01
1026,London,Gentamicin,E-coli,2020-10-01,13.83
1027,London,Gentamicin,E-coli,2020-11-01,13.95
1028,London,Gentamicin,E-coli,2020-12-01,13.24
1029,London,Gentamicin,E-coli,2021-01-01,14.13
1030,London,Gentamicin,E-coli,2021-02-01,14.69
1031,London,Gentamicin,E-coli,2021-03-01,15.43
1032,London,Gentamicin,E-coli,2021-04-01,14.69
1033,London,Gentamicin,E-coli,2021-05-01,15.65
1034,London,Gentamicin,E-coli,2021-06-01,14.52
1035,London,Gentamicin,E-coli,2021-07-01,14.55
1036,London,Gentamicin,E-coli,2021-08-01,14.78
1037,London,Gentamicin,E-coli,2021-09-01,14.94
1038,London,Gentamicin,E-coli,2021-10-01,15.85
1039,London,Gentamicin,E-coli,2021-11-01,15.95
1040,London,Gentamicin,E-coli,2021-12-01,16.65
1041,London,Gentamicin,E-coli,2022-01-01,16.7
1042,London,Gentamicin,E-coli,2022-02-01,16.11
1043,London,Gentamicin,E-coli,2022-03-01,16.12
1044,London,Gentamicin,E-coli,2022-04-01,15.25
1045,London,Gentamicin,E-coli,2022-05-01,14.46
1046,London,Gentamicin,E-coli,2022-06-01,14.56
1047,London,Gentamicin,E-coli,2022-07-01,15.06
1048,London,Gentamicin,E-coli,2022-08-01,15.53
1049,London,Gentamicin,E-coli,2022-09-01,13.79
1050,London,Gentamicin,E-coli,2022-10-01,13.26
1051,London,Gentamicin,E-coli,2022-11-01,12.6
1052,London,Gentamicin,E-coli,2022-12-01,14.04
1053,London,Gentamicin,E-coli,2023-01-01,13.99
1054,London,Gentamicin,E-coli,2023-02-01,14.74
1055,London,Gentamicin,E-coli,2023-03-01,16.21
1056,London,Gentamicin,E-coli,2023-04-01,17.69
1057,London,Gentamicin,E-coli,2023-05-01,19.02
1058,London,Gentamicin,E-coli,2023-06-01,18.22
1059,London,Gentamicin,E-coli,2023-07-01,16.92
1060,London,Gentamicin,E-coli,2023-08-01,16.61
1061,London,Gentamicin,E-coli,2023-09-01,16.25
1062,London,Gentamicin,E-coli,2023-10-01,16.42
1063,London,Gentamicin,E-coli,2023-11-01,15.83
1064,London,Gentamicin,E-coli,2023-12-01,15.97
1065,London,Gentamicin,E-coli,2024-01-01,17.81
1066,London,Gentamicin,E-coli,2024-02-01,18.24
1067,London,Gentamicin,E-coli,2024-03-01,18.65
1068,London,Gentamicin,E-coli,2024-04-01,17.4
1069,London,Gentamicin,E-coli,2024-05-01,17.5
1070,London,Gentamicin,E-coli,2024-06-01,16.96
1071,London,Gentamicin,E-coli,2024-07-01,18.3
1072,London,Gentamicin,E-coli,2024-08-01,18.01
1073,London,Gentamicin,E-coli,2024-09-01,17.51
1074,London,Gentamicin,E-coli,2024-10-01,15.37
1075,London,Gentamicin,E-coli,2024-11-01,13.8
1076,London,Gentamicin,E-coli,2024-12-01,13.57
1077,London,Gentamicin,E-coli,2025-01-01,14.87
1078,London,Gentamicin,E-coli,2025-02-01,16.01
1079,London,Gentamicin,E-coli,2025-03-01,16.49
1080,London,Gentamicin,E-coli,2025-04-01,15.41
1081,London,Gentamicin,E-coli,2025-05-01,14.96
1082,London,Gentamicin,E-coli,2025-06-01,15.23
1083,London,Piperacillin with tazobactam,E-coli,2020-10-01,12.16
1084,London,Piperacillin with tazobactam,E-coli,2020-11-01,12.48
1085,London,Piperacillin with tazobactam,E-coli,2020-12-01,12.69
1086,London,Piperacillin with tazobactam,E-coli,2021-01-01,13.83
1087,London,Piperacillin with tazobactam,E-coli,2021-02-01,15.17
1088,London,Piperacillin with tazobactam,E-coli,2021-03-01,11.7
1089,London,Piperacillin with tazobactam,E-coli,2021-04-01,10.95
1090,London,Piperacillin with tazobactam,E-coli,2021-05-01,9.81
1091,London,Piperacillin with tazobactam,E-coli,2021-06-01,9.85
1092,London,Piperacillin with tazobactam,E-coli,2021-07-01,11.69
1093,London,Piperacillin with tazobactam,E-coli,2021-08-01,12.23
1094,London,Piperacillin with tazobactam,E-coli,2021-09-01,13.84
1095,London,Piperacillin with tazobactam,E-coli,2021-10-01,12.78
1096,London,Piperacillin with tazobactam,E-coli,2021-11-01,13.53
1097,London,Piperacillin with tazobactam,E-coli,2021-12-01,13.44
1098,London,Piperacillin with tazobactam,E-coli,2022-01-01,13.18
1099,London,Piperacillin with tazobactam,E-coli,2022-02-01,12.49
1100,London,Piperacillin with tazobactam,E-coli,2022-03-01,12.79
1101,London,Piperacillin with tazobactam,E-coli,2022-04-01,13.31
1102,London,Piperacillin with tazobactam,E-coli,2022-05-01,12.55
1103,London,Piperacillin with tazobactam,E-coli,2022-06-01,11.18
1104,London,Piperacillin with tazobactam,E-coli,2022-07-01,10.3
1105,London,Piperacillin with tazobactam,E-coli,2022-08-01,10.91
1106,London,Piperacillin with tazobactam,E-coli,2022-09-01,11.79
1107,London,Piperacillin with tazobactam,E-coli,2022-10-01,11.72
1108,London,Piperacillin with tazobactam,E-coli,2022-11-01,11.73
1109,London,Piperacillin with tazobactam,E-coli,2022-12-01,12.16
1110,London,Piperacillin with tazobactam,E-coli,2023-01-01,12.99
1111,London,Piperacillin with tazobactam,E-coli,2023-02-01,15.31
1112,London,Piperacillin with tazobactam,E-coli,2023-03-01,15.36
1113,London,Piperacillin with tazobactam,E-coli,2023-04-01,16.5
1114,London,Piperacillin with tazobactam,E-coli,2023-05-01,15.97
1115,London,Piperacillin with tazobactam,E-coli,2023-06-01,17.05
1116,London,Piperacillin with tazobactam,E-coli,2023-07-01,15.28
1117,London,Piperacillin with tazobactam,E-coli,2023-08-01,14.92
1118,London,Piperacillin with tazobactam,E-coli,2023-09-01,15.02
1119,London,Piperacillin with tazobactam,E-coli,2023-10-01,17.29
1120,London,Piperacillin with tazobactam,E-coli,2023-11-01,18.39
1121,London,Piperacillin with tazobactam,E-coli,2023-12-01,16.14
1122,London,Piperacillin with tazobactam,E-coli,2024-01-01,15.41
1123,London,Piperacillin with tazobactam,E-coli,2024-02-01,13.31
1124,London,Piperacillin with tazobactam,E-coli,2024-03-01,13.31
1125,London,Piperacillin with tazobactam,E-coli,2024-04-01,13.73
1126,London,Piperacillin with tazobactam,E-coli,2024-05-01,15.43
1127,London,Piperacillin with tazobactam,E-coli,2024-06-01,16.95
1128,London,Piperacillin with tazobactam,E-coli,2024-07-01,16.59
1129,London,Piperacillin with tazobactam,E-coli,2024-08-01,15.87
1130,London,Piperacillin with tazobactam,E-coli,2024-09-01,14.45
1131,London,Piperacillin with tazobactam,E-coli,2024-10-01,14.78
1132,London,Piperacillin with tazobactam,E-coli,2024-11-01,14.63
1133,London,Piperacillin with tazobactam,E-coli,2024-12-01,15.9
1134,London,Piperacillin with tazobactam,E-coli,2025-01-01,16.36
1135,London,Piperacillin with tazobactam,E-coli,2025-02-01,16.86
1136,London,Piperacillin with tazobactam,E-coli,2025-03-01,16.55
1137,London,Piperacillin with tazobactam,E-coli,2025-04-01,15.4
1138,London,Piperacillin with tazobactam,E-coli,2025-05-01,13.98
1139,London,Piperacillin with tazobactam,E-coli,2025-06-01,13.86
1140,London,Third Generation Cephalosporins,E-coli,2020-10-01,19.78
1141,London,Third Generation Cephalosporins,E-coli,2020-11-01,20.67
1142,London,Third Generation Cephalosporins,E-coli,2020-12-01,20.68
1143,London,Third Generation Cephalosporins,E-coli,2021-01-01,23.79
1144,London,Third Generation Cephalosporins,E-coli,2021-02-01,24.1
1145,London,Third Generation Cephalosporins,E-coli,2021-03-01,23.94
1146,London,Third Generation Cephalosporins,E-coli,2021-04-01,20.33
1147,London,Third Generation Cephalosporins,E-coli,2021-05-01,21.9
1148,London,Third Generation Cephalosporins,E-coli,2021-06-01,20.92
1149,London,Third Generation Cephalosporins,E-coli,2021-07-01,21.58
1150,London,Third Generation Cephalosporins,E-coli,2021-08-01,20.98
1151,London,Third Generation Cephalosporins,E-coli,2021-09-01,19.9
1152,London,Third Generation Cephalosporins,E-coli,2021-10-01,20.02
1153,London,Third Generation Cephalosporins,E-coli,2021-11-01,20.82
1154,London,Third Generation Cephalosporins,E-coli,2021-12-01,21.29
1155,London,Third Generation Cephalosporins,E-coli,2022-01-01,21.12
1156,London,Third Generation Cephalosporins,E-coli,2022-02-01,19.31
1157,London,Third Generation Cephalosporins,E-coli,2022-03-01,20.33
1158,London,Third Generation Cephalosporins,E-coli,2022-04-01,21.28
1159,London,Third Generation Cephalosporins,E-coli,2022-05-01,21.43
1160,London,Third Generation Cephalosporins,E-coli,2022-06-01,22.05
1161,London,Third Generation Cephalosporins,E-coli,2022-07-01,22.5
1162,London,Third Generation Cephalosporins,E-coli,2022-08-01,22.36
1163,London,Third Generation Cephalosporins,E-coli,2022-09-01,21.75
1164,London,Third Generation Cephalosporins,E-coli,2022-10-01,20.09
1165,London,Third Generation Cephalosporins,E-coli,2022-11-01,21.85
1166,London,Third Generation Cephalosporins,E-coli,2022-12-01,23.03
1167,London,Third Generation Cephalosporins,E-coli,2023-01-01,23.14
1168,London,Third Generation Cephalosporins,E-coli,2023-02-01,24.0
1169,London,Third Generation Cephalosporins,E-coli,2023-03-01,24.71
1170,London,Third Generation Cephalosporins,E-coli,2023-04-01,26.54
1171,London,Third Generation Cephalosporins,E-coli,2023-05-01,26.22
1172,London,Third Generation Cephalosporins,E-coli,2023-06-01,26.07
1173,London,Third Generation Cephalosporins,E-coli,2023-07-01,25.43
1174,London,Third Generation Cephalosporins,E-coli,2023-08-01,24.75
1175,London,Third Generation Cephalosporins,E-coli,2023-09-01,25.48
1176,London,Third Generation Cephalosporins,E-coli,2023-10-01,25.67
1177,London,Third Generation Cephalosporins,E-coli,2023-11-01,25.02
1178,London,Third Generation Cephalosporins,E-coli,2023-12-01,22.79
1179,London,Third Generation Cephalosporins,E-coli,2024-01-01,23.47
1180,London,Third Generation Cephalosporins,E-coli,2024-02-01,24.62
1181,London,Third Generation Cephalosporins,E-coli,2024-03-01,25.29
1182,London,Third Generation Cephalosporins,E-coli,2024-04-01,25.94
1183,London,Third Generation Cephalosporins,E-coli,2024-05-01,27.46
1184,London,Third Generation Cephalosporins,E-coli,2024-06-01,28.09
1185,London,Third Generation Cephalosporins,E-coli,2024-07-01,28.84
1186,London,Third Generation Cephalosporins,E-coli,2024-08-01,26.81
1187,London,Third Generation Cephalosporins,E-coli,2024-09-01,26.24
1188,London,Third Generation Cephalosporins,E-coli,2024-10-01,25.23
1189,London,Third Generation Cephalosporins,E-coli,2024-11-01,24.66
1190,London,Third Generation Cephalosporins,E-coli,2024-12-01,26.42
1191,London,Third Generation Cephalosporins,E-coli,2025-01-01,25.09
1192,London,Third Generation Cephalosporins,E-coli,2025-02-01,26.1
1193,London,Third Generation Cephalosporins,E-coli,2025-03-01,25.5
1194,London,Third Generation Cephalosporins,E-coli,2025-04-01,25.95
1195,London,Third Generation Cephalosporins,E-coli,2025-05-01,26.39
1196,London,Third Generation Cephalosporins,E-coli,2025-06-01,25.67
1197,North East,Amikacin,E-coli,2020-10-01,5.0
1198,North East,Amikacin,E-coli,2020-11-01,4.0
1199,North East,Amikacin,E-coli,2020-12-01,3.33
1200,North East,Amikacin,E-coli,2021-01-01,0.0
1201,North East,Amikacin,E-coli,2021-02-01,0.0
1202,North East,Amikacin,E-coli,2021-03-01,0.0
1203,North East,Amikacin,E-coli,2021-04-01,0.0
1204,North East,Amikacin,E-coli,2021-05-01,0.0
1205,North East,Amikacin,E-coli,2021-06-01,0.0
1206,North East,Amikacin,E-coli,2021-07-01,0.0
1207,North East,Amikacin,E-coli,2021-08-01,0.0
1208,North East,Amikacin,E-coli,2021-09-01,0.0
1209,North East,Amikacin,E-coli,2021-10-01,0.0
1210,North East,Amikacin,E-coli,2021-11-01,0.0
1211,North East,Amikacin,E-coli,2021-12-01,0.0
1212,North East,Amikacin,E-coli,2022-01-01,0.0
1213,North East,Amikacin,E-coli,2022-02-01,1.08
1214,North East,Amikacin,E-coli,2022-03-01,0.93
1215,North East,Amikacin,E-coli,2022-04-01,0.89
1216,North East,Amikacin,E-coli,2022-05-01,0.0
1217,North East,Amikacin,E-coli,2022-06-01,0.0
1218,North East,Amikacin,E-coli,2022-07-01,0.0
1219,North East,Amikacin,E-coli,2022-08-01,0.68
1220,North East,Amikacin,E-coli,2022-09-01,1.24
1221,North East,Amikacin,E-coli,2022-10-01,1.34
1222,North East,Amikacin,E-coli,2022-11-01,1.29
1223,North East,Amikacin,E-coli,2022-12-01,0.67
1224,North East,Amikacin,E-coli,2023-01-01,0.62
1225,North East,Amikacin,E-coli,2023-02-01,0.65
1226,North East,Amikacin,E-coli,2023-03-01,1.18
1227,North East,Amikacin,E-coli,2023-04-01,2.73
1228,North East,Amikacin,E-coli,2023-05-01,2.42
1229,North East,Amikacin,E-coli,2023-06-01,2.26
1230,North East,Amikacin,E-coli,2023-07-01,0.0
1231,North East,Amikacin,E-coli,2023-08-01,0.83
1232,North East,Amikacin,E-coli,2023-09-01,0.77
1233,North East,Amikacin,E-coli,2023-10-01,0.81
1234,North East,Amikacin,E-coli,2023-11-01,0.0
1235,North East,Amikacin,E-coli,2023-12-01,4.04
1236,North East,Amikacin,E-coli,2024-01-01,3.92
1237,North East,Amikacin,E-coli,2024-02-01,4.67
1238,North East,Amikacin,E-coli,2024-03-01,1.72
1239,North East,Amikacin,E-coli,2024-04-01,3.7
1240,North East,Amikacin,E-coli,2024-05-01,2.65
1241,North East,Amikacin,E-coli,2024-06-01,1.87
1242,North East,Amikacin,E-coli,2024-07-01,0.82
1243,North East,Amikacin,E-coli,2024-08-01,0.84
1244,North East,Amikacin,E-coli,2024-09-01,0.75
1245,North East,Amikacin,E-coli,2024-10-01,0.8
