,geography,stratum,organism,date,resistance_pct
2756,South West,Third Generation Cephalosporins,E-coli,2022-06-01,10.01
2757,South West,Third Generation Cephalosporins,E-coli,2022-07-01,8.9
2758,South West,Third Generation Cephalosporins,E-coli,2022-08-01,8.81
2759,South West,Third Generation Cephalosporins,E-coli,2022-09-01,10.19
2760,South West,Third Generation Cephalosporins,E-coli,2022-10-01,11.67
2761,South West,Third Generation Cephalosporins,E-coli,2022-11-01,11.56
2762,South West,Third Generation Cephalosporins,E-coli,2022-12-01,10.98
2763,South West,Third Generation Cephalosporins,E-coli,2023-01-01,11.23
2764,South West,Third Generation Cephalosporins,E-coli,2023-02-01,10.84
2765,South West,Third Generation Cephalosporins,E-coli,2023-03-01,10.65
2766,South West,Third Generation Cephalosporins,E-coli,2023-04-01,11.08
2767,South West,Third Generation Cephalosporins,E-coli,2023-05-01,11.93
2768,South West,Third Generation Cephalosporins,E-coli,2023-06-01,12.56
2769,South West,Third Generation Cephalosporins,E-coli,2023-07-01,11.68
2770,South West,Third Generation Cephalosporins,E-coli,2023-08-01,11.44
2771,South West,Third Generation Cephalosporins,E-coli,2023-09-01,11.33
2772,South West,Third Generation Cephalosporins,E-coli,2023-10-01,11.68
2773,South West,Third Generation Cephalosporins,E-coli,2023-11-01,10.85
2774,South West,Third Generation Cephalosporins,E-coli,2023-12-01,10.56
2775,South West,Third Generation Cephalosporins,E-coli,2024-01-01,10.98
2776,South West,Third Generation Cephalosporins,E-coli,2024-02-01,11.41
2777,South West,Third Generation Cephalosporins,E-coli,2024-03-01,11.5
2778,South West,Third Generation Cephalosporins,E-coli,2024-04-01,9.93
2779,South West,Third Generation Cephalosporins,E-coli,2024-05-01,10.68
2780,South West,Third Generation Cephalosporins,E-coli,2024-06-01,11.02
2781,South West,Third Generation Cephalosporins,E-coli,2024-07-01,12.37
2782,South West,Third Generation Cephalosporins,E-coli,2024-08-01,12.63
2783,South West,Third Generation Cephalosporins,E-coli,2024-09-01,12.67
2784,South West,Third Generation Cephalosporins,E-coli,2024-10-01,12.33
2785,South West,Third Generation Cephalosporins,E-coli,2024-11-01,11.63
2786,South West,Third Generation Cephalosporins,E-coli,2024-12-01,10.54
2787,South West,Third Generation Cephalosporins,E-coli,2025-01-01,11.1
2788,South West,Third Generation Cephalosporins,E-coli,2025-02-01,11.75
2789,South West,Third Generation Cephalosporins,E-coli,2025-03-01,13.3
2790,South West,Third Generation Cephalosporins,E-coli,2025-04-01,11.99
2791,South West,Third Generation Cephalosporins,E-coli,2025-05-01,12.83
2792,South West,Third Generation Cephalosporins,E-coli,2025-06-01,12.7
2793,West Midlands,Amikacin,E-coli,2020-10-01,0.61
2794,West Midlands,Amikacin,E-coli,2020-11-01,0.47
2795,West Midlands,Amikacin,E-coli,2020-12-01,0.9
2796,West Midlands,Amikacin,E-coli,2021-01-01,1.17
2797,West Midlands,Amikacin,E-coli,2021-02-01,1.61
2798,West Midlands,Amikacin,E-coli,2021-03-01,1.12
2799,West Midlands,Amikacin,E-coli,2021-04-01,0.59
2800,West Midlands,Amikacin,E-coli,2021-05-01,0.47
2801,West Midlands,Amikacin,E-coli,2021-06-01,0.83
2802,West Midlands,Amikacin,E-coli,2021-07-01,0.91
2803,West Midlands,Amikacin,E-coli,2021-08-01,1.32
2804,West Midlands,Amikacin,E-coli,2021-09-01,1.01
2805,West Midlands,Amikacin,E-coli,2021-10-01,1.79
2806,West Midlands,Amikacin,E-coli,2021-11-01,1.47
2807,West Midlands,Amikacin,E-coli,2021-12-01,1.88
2808,West Midlands,Amikacin,E-coli,2022-01-01,0.96
2809,West Midlands,Amikacin,E-coli,2022-02-01,1.34
2810,West Midlands,Amikacin,E-coli,2022-03-01,1.82
2811,West Midlands,Amikacin,E-coli,2022-04-01,2.38
2812,West Midlands,Amikacin,E-coli,2022-05-01,2.31
2813,West Midlands,Amikacin,E-coli,2022-06-01,1.92
2814,West Midlands,Amikacin,E-coli,2022-07-01,2.19
2815,West Midlands,Amikacin,E-coli,2022-08-01,2.37
2816,West Midlands,Amikacin,E-coli,2022-09-01,2.58
2817,West Midlands,Amikacin,E-coli,2022-10-01,3.7
2818,West Midlands,Amikacin,E-coli,2022-11-01,4.05
2819,West Midlands,Amikacin,E-coli,2022-12-01,4.33
2820,West Midlands,Amikacin,E-coli,2023-01-01,2.71
2821,West Midlands,Amikacin,E-coli,2023-02-01,2.24
2822,West Midlands,Amikacin,E-coli,2023-03-01,2.39
2823,West Midlands,Amikacin,E-coli,2023-04-01,2.68
2824,West Midlands,Amikacin,E-coli,2023-05-01,2.98
2825,West Midlands,Amikacin,E-coli,2023-06-01,3.72
2826,West Midlands,Amikacin,E-coli,2023-07-01,5.11
2827,West Midlands,Amikacin,E-coli,2023-08-01,5.29
2828,West Midlands,Amikacin,E-coli,2023-09-01,4.95
2829,West Midlands,Amikacin,E-coli,2023-10-01,4.27
2830,West Midlands,Amikacin,E-coli,2023-11-01,3.86
2831,West Midlands,Amikacin,E-coli,2023-12-01,3.12
2832,West Midlands,Amikacin,E-coli,2024-01-01,3.5
2833,West Midlands,Amikacin,E-coli,2024-02-01,4.19
2834,West Midlands,Amikacin,E-coli,2024-03-01,5.1
2835,West Midlands,Amikacin,E-coli,2024-04-01,3.77
2836,West Midlands,Amikacin,E-coli,2024-05-01,3.59
2837,West Midlands,Amikacin,E-coli,2024-06-01,2.86
2838,West Midlands,Amikacin,E-coli,2024-07-01,3.36
2839,West Midlands,Amikacin,E-coli,2024-08-01,3.13
2840,West Midlands,Amikacin,E-coli,2024-09-01,3.73
2841,West Midlands,Amikacin,E-coli,2024-10-01,4.68
2842,West Midlands,Amikacin,E-coli,2024-11-01,5.18
2843,West Midlands,Amikacin,E-coli,2024-12-01,5.54
2844,West Midlands,Amikacin,E-coli,2025-01-01,4.65
2845,West Midlands,Amikacin,E-coli,2025-02-01,3.93
2846,West Midlands,Amikacin,E-coli,2025-03-01,4.05
2847,West Midlands,Amikacin,E-coli,2025-04-01,3.85
2848,West Midlands,Amikacin,E-coli,2025-05-01,4.76
2849,West Midlands,Amikacin,E-coli,2025-06-01,4.38
2850,West Midlands,Carbapenems,E-coli,2020-10-01,0.11
2851,West Midlands,Carbapenems,E-coli,2020-11-01,0.11
2852,West Midlands,Carbapenems,E-coli,2020-12-01,0.21
2853,West Midlands,Carbapenems,E-coli,2021-01-01,0.11
2854,West Midlands,Carbapenems,E-coli,2021-02-01,0.23
2855,West Midlands,Carbapenems,E-coli,2021-03-01,0.12
2856,West Midlands,Carbapenems,E-coli,2021-04-01,0.22
2857,West Midlands,Carbapenems,E-coli,2021-05-01,0.11
2858,West Midlands,Carbapenems,E-coli,2021-06-01,0.11
2859,West Midlands,Carbapenems,E-coli,2021-07-01,0.11
2860,West Midlands,Carbapenems,E-coli,2021-08-01,0.2
2861,West Midlands,Carbapenems,E-coli,2021-09-01,0.31
2862,West Midlands,Carbapenems,E-coli,2021-10-01,0.22
2863,West Midlands,Carbapenems,E-coli,2021-11-01,0.23
2864,West Midlands,Carbapenems,E-coli,2021-12-01,0.22
2865,West Midlands,Carbapenems,E-coli,2022-01-01,0.22
2866,West Midlands,Carbapenems,E-coli,2022-02-01,0.11
2867,West Midlands,Carbapenems,E-coli,2022-03-01,0.0
2868,West Midlands,Carbapenems,E-coli,2022-04-01,0.0
2869,West Midlands,Carbapenems,E-coli,2022-05-01,0.0
2870,West Midlands,Carbapenems,E-coli,2022-06-01,0.11
2871,West Midlands,Carbapenems,E-coli,2022-07-01,0.1
2872,West Midlands,Carbapenems,E-coli,2022-08-01,0.2
2873,West Midlands,Carbapenems,E-coli,2022-09-01,0.1
2874,West Midlands,Carbapenems,E-coli,2022-10-01,0.1
2875,West Midlands,Carbapenems,E-coli,2022-11-01,0.11
2876,West Midlands,Carbapenems,E-coli,2022-12-01,0.11
2877,West Midlands,Carbapenems,E-coli,2023-01-01,0.12
2878,West Midlands,Carbapenems,E-coli,2023-02-01,0.0
2879,West Midlands,Carbapenems,E-coli,2023-03-01,0.0
2880,West Midlands,Carbapenems,E-coli,2023-04-01,0.11
2881,West Midlands,Carbapenems,E-coli,2023-05-01,0.1
2882,West Midlands,Carbapenems,E-coli,2023-06-01,0.1
2883,West Midlands,Carbapenems,E-coli,2023-07-01,0.19
2884,West Midlands,Carbapenems,E-coli,2023-08-01,0.18
2885,West Midlands,Carbapenems,E-coli,2023-09-01,0.18
2886,West Midlands,Carbapenems,E-coli,2023-10-01,0.09
2887,West Midlands,Carbapenems,E-coli,2023-11-01,0.18
2888,West Midlands,Carbapenems,E-coli,2023-12-01,0.19
2889,West Midlands,Carbapenems,E-coli,2024-01-01,0.1
2890,West Midlands,Carbapenems,E-coli,2024-02-01,0.0
2891,West Midlands,Carbapenems,E-coli,2024-03-01,0.0
2892,West Midlands,Carbapenems,E-coli,2024-04-01,0.2
2893,West Midlands,Carbapenems,E-coli,2024-05-01,0.28
2894,West Midlands,Carbapenems,E-coli,2024-06-01,0.27
2895,West Midlands,Carbapenems,E-coli,2024-07-01,0.17
2896,West Midlands,Carbapenems,E-coli,2024-08-01,0.18
2897,West Midlands,Carbapenems,E-coli,2024-09-01,0.18
2898,West Midlands,Carbapenems,E-coli,2024-10-01,0.09
2899,West Midlands,Carbapenems,E-coli,2024-11-01,0.0
2900,West Midlands,Carbapenems,E-coli,2024-12-01,0.0
2901,West Midlands,Carbapenems,E-coli,2025-01-01,0.19
2902,West Midlands,Carbapenems,E-coli,2025-02-01,0.4
2903,West Midlands,Carbapenems,E-coli,2025-03-01,0.38
2904,West Midlands,Carbapenems,E-coli,2025-04-01,0.3
2905,West Midlands,Carbapenems,E-coli,2025-05-01,0.19
2906,West Midlands,Carbapenems,E-coli,2025-06-01,0.47
2907,West Midlands,Ciprofloxacin,E-coli,2020-10-01,15.55
2908,West Midlands,Ciprofloxacin,E-coli,2020-11-01,16.76
2909,West Midlands,Ciprofloxacin,E-coli,2020-12-01,16.74
2910,West Midlands,Ciprofloxacin,E-coli,2021-01-01,18.61
2911,West Midlands,Ciprofloxacin,E-coli,2021-02-01,20.49
2912,West Midlands,Ciprofloxacin,E-coli,2021-03-01,20.92
2913,West Midlands,Ciprofloxacin,E-coli,2021-04-01,20.04
2914,West Midlands,Ciprofloxacin,E-coli,2021-05-01,18.51
2915,West Midlands,Ciprofloxacin,E-coli,2021-06-01,18.58
2916,West Midlands,Ciprofloxacin,E-coli,2021-07-01,16.24
2917,West Midlands,Ciprofloxacin,E-coli,2021-08-01,15.95
2918,West Midlands,Ciprofloxacin,E-coli,2021-09-01,15.77
2919,West Midlands,Ciprofloxacin,E-coli,2021-10-01,19.47
2920,West Midlands,Ciprofloxacin,E-coli,2021-11-01,19.72
2921,West Midlands,Ciprofloxacin,E-coli,2021-12-01,19.95
2922,West Midlands,Ciprofloxacin,E-coli,2022-01-01,16.51
2923,West Midlands,Ciprofloxacin,E-coli,2022-02-01,15.78
2924,West Midlands,Ciprofloxacin,E-coli,2022-03-01,15.62
2925,West Midlands,Ciprofloxacin,E-coli,2022-04-01,17.8
2926,West Midlands,Ciprofloxacin,E-coli,2022-05-01,17.6
2927,West Midlands,Ciprofloxacin,E-coli,2022-06-01,18.45
2928,West Midlands,Ciprofloxacin,E-coli,2022-07-01,17.86
2929,West Midlands,Ciprofloxacin,E-coli,2022-08-01,18.72
2930,West Midlands,Ciprofloxacin,E-coli,2022-09-01,19.96
2931,West Midlands,Ciprofloxacin,E-coli,2022-10-01,21.8
2932,West Midlands,Ciprofloxacin,E-coli,2022-11-01,23.11
2933,West Midlands,Ciprofloxacin,E-coli,2022-12-01,22.08
2934,West Midlands,Ciprofloxacin,E-coli,2023-01-01,19.98
2935,West Midlands,Ciprofloxacin,E-coli,2023-02-01,17.98
2936,West Midlands,Ciprofloxacin,E-coli,2023-03-01,17.15
2937,West Midlands,Ciprofloxacin,E-coli,2023-04-01,19.93
2938,West Midlands,Ciprofloxacin,E-coli,2023-05-01,20.65
2939,West Midlands,Ciprofloxacin,E-coli,2023-06-01,22.02
2940,West Midlands,Ciprofloxacin,E-coli,2023-07-01,20.0
2941,West Midlands,Ciprofloxacin,E-coli,2023-08-01,21.46
2942,West Midlands,Ciprofloxacin,E-coli,2023-09-01,21.09
2943,West Midlands,Ciprofloxacin,E-coli,2023-10-01,22.33
2944,West Midlands,Ciprofloxacin,E-coli,2023-11-01,20.54
2945,West Midlands,Ciprofloxacin,E-coli,2023-12-01,20.88
2946,West Midlands,Ciprofloxacin,E-coli,2024-01-01,20.57
2947,West Midlands,Ciprofloxacin,E-coli,2024-02-01,21.7
2948,West Midlands,Ciprofloxacin,E-coli,2024-03-01,22.27
2949,West Midlands,Ciprofloxacin,E-coli,2024-04-01,20.06
2950,West Midlands,Ciprofloxacin,E-coli,2024-05-01,19.79
2951,West Midlands,Ciprofloxacin,E-coli,2024-06-01,18.86
2952,West Midlands,Ciprofloxacin,E-coli,2024-07-01,21.15
2953,West Midlands,Ciprofloxacin,E-coli,2024-08-01,20.49
2954,West Midlands,Ciprofloxacin,E-coli,2024-09-01,19.77
2955,West Midlands,Ciprofloxacin,E-coli,2024-10-01,19.44
2956,West Midlands,Ciprofloxacin,E-coli,2024-11-01,21.27
2957,West Midlands,Ciprofloxacin,E-coli,2024-12-01,23.24
2958,West Midlands,Ciprofloxacin,E-coli,2025-01-01,23.25
2959,West Midlands,Ciprofloxacin,E-coli,2025-02-01,23.65
2960,West Midlands,Ciprofloxacin,E-coli,2025-03-01,23.44
2961,West Midlands,Ciprofloxacin,E-coli,2025-04-01,23.6
2962,West Midlands,Ciprofloxacin,E-coli,2025-05-01,21.87
2963,West Midlands,Ciprofloxacin,E-coli,2025-06-01,21.18
2964,West Midlands,Co-amoxiclav,E-coli,2020-10-01,48.66
2965,West Midlands,Co-amoxiclav,E-coli,2020-11-01,45.57
2966,West Midlands,Co-amoxiclav,E-coli,2020-12-01,44.95
2967,West Midlands,Co-amoxiclav,E-coli,2021-01-01,44.95
2968,West Midlands,Co-amoxiclav,E-coli,2021-02-01,46.23
2969,West Midlands,Co-amoxiclav,E-coli,2021-03-01,44.93
2970,West Midlands,Co-amoxiclav,E-coli,2021-04-01,46.17
2971,West Midlands,Co-amoxiclav,E-coli,2021-05-01,44.86
2972,West Midlands,Co-amoxiclav,E-coli,2021-06-01,44.78
2973,West Midlands,Co-amoxiclav,E-coli,2021-07-01,42.09
2974,West Midlands,Co-amoxiclav,E-coli,2021-08-01,43.23
2975,West Midlands,Co-amoxiclav,E-coli,2021-09-01,42.9
2976,West Midlands,Co-amoxiclav,E-coli,2021-10-01,45.2
2977,West Midlands,Co-amoxiclav,E-coli,2021-11-01,46.66
2978,West Midlands,Co-amoxiclav,E-coli,2021-12-01,49.27
2979,West Midlands,Co-amoxiclav,E-coli,2022-01-01,47.06
2980,West Midlands,Co-amoxiclav,E-coli,2022-02-01,44.5
2981,West Midlands,Co-amoxiclav,E-coli,2022-03-01,41.55
2982,West Midlands,Co-amoxiclav,E-coli,2022-04-01,42.1
2983,West Midlands,Co-amoxiclav,E-coli,2022-05-01,42.3
2984,West Midlands,Co-amoxiclav,E-coli,2022-06-01,42.84
2985,West Midlands,Co-amoxiclav,E-coli,2022-07-01,42.66
2986,West Midlands,Co-amoxiclav,E-coli,2022-08-01,42.71
2987,West Midlands,Co-amoxiclav,E-coli,2022-09-01,43.88
2988,West Midlands,Co-amoxiclav,E-coli,2022-10-01,44.32
2989,West Midlands,Co-amoxiclav,E-coli,2022-11-01,45.79
2990,West Midlands,Co-amoxiclav,E-coli,2022-12-01,46.51
2991,West Midlands,Co-amoxiclav,E-coli,2023-01-01,47.37
2992,West Midlands,Co-amoxiclav,E-coli,2023-02-01,46.59
2993,West Midlands,Co-amoxiclav,E-coli,2023-03-01,46.42
2994,West Midlands,Co-amoxiclav,E-coli,2023-04-01,46.91
2995,West Midlands,Co-amoxiclav,E-coli,2023-05-01,48.12
2996,West Midlands,Co-amoxiclav,E-coli,2023-06-01,48.02
2997,West Midlands,Co-amoxiclav,E-coli,2023-07-01,46.8
2998,West Midlands,Co-amoxiclav,E-coli,2023-08-01,45.72
2999,West Midlands,Co-amoxiclav,E-coli,2023-09-01,45.5
3000,West Midlands,Co-amoxiclav,E-coli,2023-10-01,46.67
3001,West Midlands,Co-amoxiclav,E-coli,2023-11-01,46.88
3002,West Midlands,Co-amoxiclav,E-coli,2023-12-01,48.3
3003,West Midlands,Co-amoxiclav,E-coli,2024-01-01,46.88
3004,West Midlands,Co-amoxiclav,E-coli,2024-02-01,47.18
3005,West Midlands,Co-amoxiclav,E-coli,2024-03-01,46.93
3006,West Midlands,Co-amoxiclav,E-coli,2024-04-01,46.52
3007,West Midlands,Co-amoxiclav,E-coli,2024-05-01,45.58
3008,West Midlands,Co-amoxiclav,E-coli,2024-06-01,43.74
3009,West Midlands,Co-amoxiclav,E-coli,2024-07-01,46.34
3010,West Midlands,Co-amoxiclav,E-coli,2024-08-01,46.57
3011,West Midlands,Co-amoxiclav,E-coli,2024-09-01,46.64
3012,West Midlands,Co-amoxiclav,E-coli,2024-10-01,44.87
3013,West Midlands,Co-amoxiclav,E-coli,2024-11-01,45.87
3014,West Midlands,Co-amoxiclav,E-coli,2024-12-01,47.37
3015,West Midlands,Co-amoxiclav,E-coli,2025-01-01,47.54
3016,West Midlands,Co-amoxiclav,E-coli,2025-02-01,46.12
3017,West Midlands,Co-amoxiclav,E-coli,2025-03-01,44.8
3018,West Midlands,Co-amoxiclav,E-coli,2025-04-01,46.47
3019,West Midlands,Co-amoxiclav,E-coli,2025-05-01,47.56
3020,West Midlands,Co-amoxiclav,E-coli,2025-06-01,47.99
3021,West Midlands,Gentamicin,E-coli,2020-10-01,9.55
3022,West Midlands,Gentamicin,E-coli,2020-11-01,9.13
3023,West Midlands,Gentamicin,E-coli,2020-12-01,9.1
3024,West Midlands,Gentamicin,E-coli,2021-01-01,9.06
3025,West Midlands,Gentamicin,E-coli,2021-02-01,9.12
3026,West Midlands,Gentamicin,E-coli,2021-03-01,8.66
3027,West Midlands,Gentamicin,E-coli,2021-04-01,9.2
3028,West Midlands,Gentamicin,E-coli,2021-05-01,9.66
3029,West Midlands,Gentamicin,E-coli,2021-06-01,9.87
3030,West Midlands,Gentamicin,E-coli,2021-07-01,7.68
3031,West Midlands,Gentamicin,E-coli,2021-08-01,8.79
3032,West Midlands,Gentamicin,E-coli,2021-09-01,8.68
3033,West Midlands,Gentamicin,E-coli,2021-10-01,11.03
3034,West Midlands,Gentamicin,E-coli,2021-11-01,9.96
3035,West Midlands,Gentamicin,E-coli,2021-12-01,10.07
3036,West Midlands,Gentamicin,E-coli,2022-01-01,8.71
3037,West Midlands,Gentamicin,E-coli,2022-02-01,8.23
3038,West Midlands,Gentamicin,E-coli,2022-03-01,7.92
3039,West Midlands,Gentamicin,E-coli,2022-04-01,8.32
3040,West Midlands,Gentamicin,E-coli,2022-05-01,8.98
3041,West Midlands,Gentamicin,E-coli,2022-06-01,9.46
3042,West Midlands,Gentamicin,E-coli,2022-07-01,9.38
3043,West Midlands,Gentamicin,E-coli,2022-08-01,9.3
3044,West Midlands,Gentamicin,E-coli,2022-09-01,9.49
3045,West Midlands,Gentamicin,E-coli,2022-10-01,10.37
3046,West Midlands,Gentamicin,E-coli,2022-11-01,10.5
3047,West Midlands,Gentamicin,E-coli,2022-12-01,11.74
3048,West Midlands,Gentamicin,E-coli,2023-01-01,11.97
3049,West Midlands,Gentamicin,E-coli,2023-02-01,12.0
3050,West Midlands,Gentamicin,E-coli,2023-03-01,11.38
3051,West Midlands,Gentamicin,E-coli,2023-04-01,11.96
3052,West Midlands,Gentamicin,E-coli,2023-05-01,12.14
3053,West Midlands,Gentamicin,E-coli,2023-06-01,12.63
3054,West Midlands,Gentamicin,E-coli,2023-07-01,12.4
3055,West Midlands,Gentamicin,E-coli,2023-08-01,11.99
3056,West Midlands,Gentamicin,E-coli,2023-09-01,11.14
3057,West Midlands,Gentamicin,E-coli,2023-10-01,11.57
3058,West Midlands,Gentamicin,E-coli,2023-11-01,11.9
3059,West Midlands,Gentamicin,E-coli,2023-12-01,11.61
3060,West Midlands,Gentamicin,E-coli,2024-01-01,10.54
3061,West Midlands,Gentamicin,E-coli,2024-02-01,11.73
3062,West Midlands,Gentamicin,E-coli,2024-03-01,13.13
3063,West Midlands,Gentamicin,E-coli,2024-04-01,12.35
3064,West Midlands,Gentamicin,E-coli,2024-05-01,12.04
3065,West Midlands,Gentamicin,E-coli,2024-06-01,10.93
3066,West Midlands,Gentamicin,E-coli,2024-07-01,12.53
3067,West Midlands,Gentamicin,E-coli,2024-08-01,11.69
3068,West Midlands,Gentamicin,E-coli,2024-09-01,12.67
3069,West Midlands,Gentamicin,E-coli,2024-10-01,13.28
3070,West Midlands,Gentamicin,E-coli,2024-11-01,14.66
3071,West Midlands,Gentamicin,E-coli,2024-12-01,14.81
3072,West Midlands,Gentamicin,E-coli,2025-01-01,13.55
3073,West Midlands,Gentamicin,E-coli,2025-02-01,12.16
3074,West Midlands,Gentamicin,E-coli,2025-03-01,12.66
3075,West Midlands,Gentamicin,E-coli,2025-04-01,12.34
3076,West Midlands,Gentamicin,E-coli,2025-05-01,12.7
3077,West Midlands,Gentamicin,E-coli,2025-06-01,11.35
3078,West Midlands,Piperacillin with tazobactam,E-coli,2020-10-01,11.33
3079,West Midlands,Piperacillin with tazobactam,E-coli,2020-11-01,10.43
3080,West Midlands,Piperacillin with tazobactam,E-coli,2020-12-01,10.48
3081,West Midlands,Piperacillin with tazobactam,E-coli,2021-01-01,10.68
3082,West Midlands,Piperacillin with tazobactam,E-coli,2021-02-01,10.88
3083,West Midlands,Piperacillin with tazobactam,E-coli,2021-03-01,10.23
3084,West Midlands,Piperacillin with tazobactam,E-coli,2021-04-01,10.52
3085,West Midlands,Piperacillin with tazobactam,E-coli,2021-05-01,11.32
3086,West Midlands,Piperacillin with tazobactam,E-coli,2021-06-01,12.53
3087,West Midlands,Piperacillin with tazobactam,E-coli,2021-07-01,12.3
3088,West Midlands,Piperacillin with tazobactam,E-coli,2021-08-01,11.75
3089,West Midlands,Piperacillin with tazobactam,E-coli,2021-09-01,11.27
3090,West Midlands,Piperacillin with tazobactam,E-coli,2021-10-01,11.98
3091,West Midlands,Piperacillin with tazobactam,E-coli,2021-11-01,11.33
3092,West Midlands,Piperacillin with tazobactam,E-coli,2021-12-01,12.43
3093,West Midlands,Piperacillin with tazobactam,E-coli,2022-01-01,10.93
3094,West Midlands,Piperacillin with tazobactam,E-coli,2022-02-01,12.11
3095,West Midlands,Piperacillin with tazobactam,E-coli,2022-03-01,11.42
3096,West Midlands,Piperacillin with tazobactam,E-coli,2022-04-01,11.12
3097,West Midlands,Piperacillin with tazobactam,E-coli,2022-05-01,10.8
3098,West Midlands,Piperacillin with tazobactam,E-coli,2022-06-01,10.89
3099,West Midlands,Piperacillin with tazobactam,E-coli,2022-07-01,12.0
3100,West Midlands,Piperacillin with tazobactam,E-coli,2022-08-01,11.89
3101,West Midlands,Piperacillin with tazobactam,E-coli,2022-09-01,12.45
3102,West Midlands,Piperacillin with tazobactam,E-coli,2022-10-01,14.1
3103,West Midlands,Piperacillin with tazobactam,E-coli,2022-11-01,14.48
3104,West Midlands,Piperacillin with tazobactam,E-coli,2022-12-01,13.99
3105,West Midlands,Piperacillin with tazobactam,E-coli,2023-01-01,11.86
3106,West Midlands,Piperacillin with tazobactam,E-coli,2023-02-01,12.08
3107,West Midlands,Piperacillin with tazobactam,E-coli,2023-03-01,12.61
3108,West Midlands,Piperacillin with tazobactam,E-coli,2023-04-01,14.8
3109,West Midlands,Piperacillin with tazobactam,E-coli,2023-05-01,14.75
3110,West Midlands,Piperacillin with tazobactam,E-coli,2023-06-01,15.63
3111,West Midlands,Piperacillin with tazobactam,E-coli,2023-07-01,14.58
3112,West Midlands,Piperacillin with tazobactam,E-coli,2023-08-01,14.44
3113,West Midlands,Piperacillin with tazobactam,E-coli,2023-09-01,13.84
3114,West Midlands,Piperacillin with tazobactam,E-coli,2023-10-01,14.2
3115,West Midlands,Piperacillin with tazobactam,E-coli,2023-11-01,14.73
3116,West Midlands,Piperacillin with tazobactam,E-coli,2023-12-01,15.96
3117,West Midlands,Piperacillin with tazobactam,E-coli,2024-01-01,15.66
3118,West Midlands,Piperacillin with tazobactam,E-coli,2024-02-01,16.51
3119,West Midlands,Piperacillin with tazobactam,E-coli,2024-03-01,15.43
3120,West Midlands,Piperacillin with tazobactam,E-coli,2024-04-01,15.04
3121,West Midlands,Piperacillin with tazobactam,E-coli,2024-05-01,13.92
3122,West Midlands,Piperacillin with tazobactam,E-coli,2024-06-01,13.06
3123,West Midlands,Piperacillin with tazobactam,E-coli,2024-07-01,13.25
3124,West Midlands,Piperacillin with tazobactam,E-coli,2024-08-01,11.97
3125,West Midlands,Piperacillin with tazobactam,E-coli,2024-09-01,12.0
3126,West Midlands,Piperacillin with tazobactam,E-coli,2024-10-01,11.74
3127,West Midlands,Piperacillin with tazobactam,E-coli,2024-11-01,12.12
3128,West Midlands,Piperacillin with tazobactam,E-coli,2024-12-01,13.58
3129,West Midlands,Piperacillin with tazobactam,E-coli,2025-01-01,14.0
3130,West Midlands,Piperacillin with tazobactam,E-coli,2025-02-01,15.52
3131,West Midlands,Piperacillin with tazobactam,E-coli,2025-03-01,14.26
3132,West Midlands,Piperacillin with tazobactam,E-coli,2025-04-01,15.56
3133,West Midlands,Piperacillin with tazobactam,E-coli,2025-05-01,14.61
3134,West Midlands,Piperacillin with tazobactam,E-coli,2025-06-01,15.26
3135,West Midlands,Third Generation Cephalosporins,E-coli,2020-10-01,10.93
3136,West Midlands,Third Generation Cephalosporins,E-coli,2020-11-01,10.76
3137,West Midlands,Third Generation Cephalosporins,E-coli,2020-12-01,11.31
3138,West Midlands,Third Generation Cephalosporins,E-coli,2021-01-01,11.77
3139,West Midlands,Third Generation Cephalosporins,E-coli,2021-02-01,12.88
3140,West Midlands,Third Generation Cephalosporins,E-coli,2021-03-01,13.04
3141,West Midlands,Third Generation Cephalosporins,E-coli,2021-04-01,12.84
3142,West Midlands,Third Generation Cephalosporins,E-coli,2021-05-01,12.93
3143,West Midlands,Third Generation Cephalosporins,E-coli,2021-06-01,12.99
3144,West Midlands,Third Generation Cephalosporins,E-coli,2021-07-01,11.98
3145,West Midlands,Third Generation Cephalosporins,E-coli,2021-08-01,11.58
3146,West Midlands,Third Generation Cephalosporins,E-coli,2021-09-01,10.69
3147,West Midlands,Third Generation Cephalosporins,E-coli,2021-10-01,11.84
3148,West Midlands,Third Generation Cephalosporins,E-coli,2021-11-01,11.6
3149,West Midlands,Third Generation Cephalosporins,E-coli,2021-12-01,12.39
3150,West Midlands,Third Generation Cephalosporins,E-coli,2022-01-01,11.16
3151,West Midlands,Third Generation Cephalosporins,E-coli,2022-02-01,10.36
3152,West Midlands,Third Generation Cephalosporins,E-coli,2022-03-01,10.53
3153,West Midlands,Third Generation Cephalosporins,E-coli,2022-04-01,11.76
3154,West Midlands,Third Generation Cephalosporins,E-coli,2022-05-01,12.22
3155,West Midlands,Third Generation Cephalosporins,E-coli,2022-06-01,12.31
3156,West Midlands,Third Generation Cephalosporins,E-coli,2022-07-01,12.11
3157,West Midlands,Third Generation Cephalosporins,E-coli,2022-08-01,12.88
3158,West Midlands,Third Generation Cephalosporins,E-coli,2022-09-01,13.37
3159,West Midlands,Third Generation Cephalosporins,E-coli,2022-10-01,13.96
3160,West Midlands,Third Generation Cephalosporins,E-coli,2022-11-01,14.79
3161,West Midlands,Third Generation Cephalosporins,E-coli,2022-12-01,15.68
3162,West Midlands,Third Generation Cephalosporins,E-coli,2023-01-01,14.91
3163,West Midlands,Third Generation Cephalosporins,E-coli,2023-02-01,13.42
