date,value,series_id,is_forecast,model
2023-02-01,4.45,E-coli__Amikacin__North West,False,tcn
2023-03-01,2.8,E-coli__Amikacin__North West,False,tcn
2023-04-01,2.46,E-coli__Amikacin__North West,False,tcn
2023-05-01,2.91,E-coli__Amikacin__North West,False,tcn
2023-06-01,3.44,E-coli__Amikacin__North West,False,tcn
2023-07-01,3.23,E-coli__Amikacin__North West,False,tcn
2023-08-01,2.69,E-coli__Amikacin__North West,False,tcn
2023-09-01,2.43,E-coli__Amikacin__North West,False,tcn
2023-10-01,3.34,E-coli__Amikacin__North West,False,tcn
2023-11-01,4.09,E-coli__Amikacin__North West,False,tcn
2023-12-01,4.57,E-coli__Amikacin__North West,False,tcn
2024-01-01,4.12,E-coli__Amikacin__North West,False,tcn
2024-02-01,3.8,E-coli__Amikacin__North West,False,tcn
2024-03-01,3.27,E-coli__Amikacin__North West,False,tcn
2024-04-01,3.5,E-coli__Amikacin__North West,False,tcn
2024-05-01,3.08,E-coli__Amikacin__North West,False,tcn
2024-06-01,3.28,E-coli__Amikacin__North West,False,tcn
2024-07-01,2.66,E-coli__Amikacin__North West,False,tcn
2024-08-01,2.79,E-coli__Amikacin__North West,False,tcn
2024-09-01,2.5,E-coli__Amikacin__North West,False,tcn
2024-10-01,3.19,E-coli__Amikacin__North West,False,tcn
2024-11-01,3.99,E-coli__Amikacin__North West,False,tcn
2024-12-01,4.72,E-coli__Amikacin__North West,False,tcn
2025-01-01,4.3,E-coli__Amikacin__North West,False,tcn
2025-02-01,3.11,E-coli__Amikacin__North West,False,tcn
2025-03-01,2.81,E-coli__Amikacin__North West,False,tcn
2025-04-01,3.38,E-coli__Amikacin__North West,False,tcn
2025-05-01,4.18,E-coli__Amikacin__North West,False,tcn
2025-06-01,3.58,E-coli__Amikacin__North West,False,tcn
2025-07-01,0.35480926864041507,E-coli__Amikacin__North West,True,tcn
2025-08-01,0.5795229827589016,E-coli__Amikacin__North West,True,tcn
2025-09-01,0.548988436698333,E-coli__Amikacin__North West,True,tcn
2025-10-01,0.508793127328925,E-coli__Amikacin__North West,True,tcn
2025-11-01,0.5210328182062927,E-coli__Amikacin__North West,True,tcn
2025-12-01,0.583128067486145,E-coli__Amikacin__North West,True,tcn
2020-10-01,1.32,E-coli__Amikacin__South East,False,tcn
2020-11-01,1.97,E-coli__Amikacin__South East,False,tcn
2020-12-01,2.09,E-coli__Amikacin__South East,False,tcn
2021-01-01,1.78,E-coli__Amikacin__South East,False,tcn
2021-02-01,1.67,E-coli__Amikacin__South East,False,tcn
2021-03-01,2.37,E-coli__Amikacin__South East,False,tcn
2021-04-01,2.84,E-coli__Amikacin__South East,False,tcn
2021-05-01,3.14,E-coli__Amikacin__South East,False,tcn
2021-06-01,2.48,E-coli__Amikacin__South East,False,tcn
2021-07-01,1.84,E-coli__Amikacin__South East,False,tcn
2021-08-01,1.83,E-coli__Amikacin__South East,False,tcn
2021-09-01,2.13,E-coli__Amikacin__South East,False,tcn
2021-10-01,2.03,E-coli__Amikacin__South East,False,tcn
2021-11-01,1.29,E-coli__Amikacin__South East,False,tcn
2021-12-01,0.98,E-coli__Amikacin__South East,False,tcn
2022-01-01,1.3,E-coli__Amikacin__South East,False,tcn
2022-02-01,2.22,E-coli__Amikacin__South East,False,tcn
2022-03-01,2.41,E-coli__Amikacin__South East,False,tcn
2022-04-01,3.05,E-coli__Amikacin__South East,False,tcn
2022-05-01,2.53,E-coli__Amikacin__South East,False,tcn
2022-06-01,2.85,E-coli__Amikacin__South East,False,tcn
2022-07-01,1.9,E-coli__Amikacin__South East,False,tcn
2022-08-01,2.27,E-coli__Amikacin__South East,False,tcn
2022-09-01,2.38,E-coli__Amikacin__South East,False,tcn
2022-10-01,3.25,E-coli__Amikacin__South East,False,tcn
2022-11-01,3.21,E-coli__Amikacin__South East,False,tcn
2022-12-01,3.48,E-coli__Amikacin__South East,False,tcn
2023-01-01,3.37,E-coli__Amikacin__South East,False,tcn
2023-02-01,3.33,E-coli__Amikacin__South East,False,tcn
2023-03-01,3.0,E-coli__Amikacin__South East,False,tcn
2023-04-01,2.81,E-coli__Amikacin__South East,False,tcn
2023-05-01,3.16,E-coli__Amikacin__South East,False,tcn
2023-06-01,3.22,E-coli__Amikacin__South East,False,tcn
2023-07-01,3.0,E-coli__Amikacin__South East,False,tcn
2023-08-01,2.44,E-coli__Amikacin__South East,False,tcn
2023-09-01,2.82,E-coli__Amikacin__South East,False,tcn
2023-10-01,2.56,E-coli__Amikacin__South East,False,tcn
2023-11-01,2.23,E-coli__Amikacin__South East,False,tcn
2023-12-01,1.82,E-coli__Amikacin__South East,False,tcn
2024-01-01,1.81,E-coli__Amikacin__South East,False,tcn
2024-02-01,2.07,E-coli__Amikacin__South East,False,tcn
2024-03-01,2.29,E-coli__Amikacin__South East,False,tcn
2024-04-01,2.8,E-coli__Amikacin__South East,False,tcn
2024-05-01,3.3,E-coli__Amikacin__South East,False,tcn
2024-06-01,2.63,E-coli__Amikacin__South East,False,tcn
2024-07-01,2.85,E-coli__Amikacin__South East,False,tcn
2024-08-01,2.58,E-coli__Amikacin__South East,False,tcn
2024-09-01,3.08,E-coli__Amikacin__South East,False,tcn
2024-10-01,2.69,E-coli__Amikacin__South East,False,tcn
2024-11-01,2.35,E-coli__Amikacin__South East,False,tcn
2024-12-01,2.38,E-coli__Amikacin__South East,False,tcn
2025-01-01,2.58,E-coli__Amikacin__South East,False,tcn
2025-02-01,3.1,E-coli__Amikacin__South East,False,tcn
2025-03-01,2.69,E-coli__Amikacin__South East,False,tcn
2025-04-01,2.21,E-coli__Amikacin__South East,False,tcn
2025-05-01,1.71,E-coli__Amikacin__South East,False,tcn
2025-06-01,1.82,E-coli__Amikacin__South East,False,tcn
2025-07-01,1.7337304169031036,E-coli__Amikacin__South East,True,tcn
2025-08-01,1.7320596611771388,E-coli__Amikacin__South East,True,tcn
2025-09-01,1.7401828699166577,E-coli__Amikacin__South East,True,tcn
2025-10-01,1.7575360143582288,E-coli__Amikacin__South East,True,tcn
2025-11-01,1.7676352203436487,E-coli__Amikacin__South East,True,tcn
2025-12-01,1.7760738571210972,E-coli__Amikacin__South East,True,tcn
2020-10-01,0.46,E-coli__Amikacin__South West,False,tcn
2020-11-01,0.52,E-coli__Amikacin__South West,False,tcn
2020-12-01,0.7,E-coli__Amikacin__South West,False,tcn
2021-01-01,0.72,E-coli__Amikacin__South West,False,tcn
2021-02-01,0.51,E-coli__Amikacin__South West,False,tcn
2021-03-01,0.83,E-coli__Amikacin__South West,False,tcn
2021-04-01,0.51,E-coli__Amikacin__South West,False,tcn
2021-05-01,0.5,E-coli__Amikacin__South West,False,tcn
2021-06-01,0.18,E-coli__Amikacin__South West,False,tcn
2021-07-01,0.51,E-coli__Amikacin__South West,False,tcn
2021-08-01,0.49,E-coli__Amikacin__South West,False,tcn
2021-09-01,0.76,E-coli__Amikacin__South West,False,tcn
2021-10-01,0.76,E-coli__Amikacin__South West,False,tcn
2021-11-01,1.8,E-coli__Amikacin__South West,False,tcn
2021-12-01,1.7,E-coli__Amikacin__South West,False,tcn
2022-01-01,1.49,E-coli__Amikacin__South West,False,tcn
2022-02-01,0.67,E-coli__Amikacin__South West,False,tcn
2022-03-01,0.68,E-coli__Amikacin__South West,False,tcn
2022-04-01,0.68,E-coli__Amikacin__South West,False,tcn
2022-05-01,1.11,E-coli__Amikacin__South West,False,tcn
2022-06-01,1.23,E-coli__Amikacin__South West,False,tcn
2022-07-01,1.75,E-coli__Amikacin__South West,False,tcn
2022-08-01,1.8,E-coli__Amikacin__South West,False,tcn
2022-09-01,1.61,E-coli__Amikacin__South West,False,tcn
2022-10-01,1.43,E-coli__Amikacin__South West,False,tcn
2022-11-01,1.26,E-coli__Amikacin__South West,False,tcn
2022-12-01,1.55,E-coli__Amikacin__South West,False,tcn
2023-01-01,1.2,E-coli__Amikacin__South West,False,tcn
2023-02-01,1.04,E-coli__Amikacin__South West,False,tcn
2023-03-01,1.18,E-coli__Amikacin__South West,False,tcn
2023-04-01,1.89,E-coli__Amikacin__South West,False,tcn
2023-05-01,2.28,E-coli__Amikacin__South West,False,tcn
2023-06-01,2.75,E-coli__Amikacin__South West,False,tcn
2023-07-01,2.16,E-coli__Amikacin__South West,False,tcn
2023-08-01,1.86,E-coli__Amikacin__South West,False,tcn
2023-09-01,1.94,E-coli__Amikacin__South West,False,tcn
2023-10-01,1.91,E-coli__Amikacin__South West,False,tcn
2023-11-01,2.42,E-coli__Amikacin__South West,False,tcn
2023-12-01,2.36,E-coli__Amikacin__South West,False,tcn
2024-01-01,2.86,E-coli__Amikacin__South West,False,tcn
2024-02-01,1.98,E-coli__Amikacin__South West,False,tcn
2024-03-01,1.38,E-coli__Amikacin__South West,False,tcn
2024-04-01,1.24,E-coli__Amikacin__South West,False,tcn
2024-05-01,2.5,E-coli__Amikacin__South West,False,tcn
2024-06-01,2.35,E-coli__Amikacin__South West,False,tcn
2024-07-01,3.1,E-coli__Amikacin__South West,False,tcn
2024-08-01,2.51,E-coli__Amikacin__South West,False,tcn
2024-09-01,2.58,E-coli__Amikacin__South West,False,tcn
2024-10-01,2.04,E-coli__Amikacin__South West,False,tcn
2024-11-01,2.03,E-coli__Amikacin__South West,False,tcn
2024-12-01,2.03,E-coli__Amikacin__South West,False,tcn
2025-01-01,1.88,E-coli__Amikacin__South West,False,tcn
2025-02-01,2.19,E-coli__Amikacin__South West,False,tcn
2025-03-01,2.66,E-coli__Amikacin__South West,False,tcn
2025-04-01,1.9,E-coli__Amikacin__South West,False,tcn
2025-05-01,2.29,E-coli__Amikacin__South West,False,tcn
2025-06-01,1.84,E-coli__Amikacin__South West,False,tcn
2025-07-01,0.44307720771319464,E-coli__Amikacin__South West,True,tcn
