date,baseline,series_id,minus20,plus20,model
2025-09-01,47.499863,E-coli__Co-amoxiclav__North West,47.499863,47.50029,xgb
2025-10-01,48.55403,E-coli__Co-amoxiclav__North West,48.55403,48.55519,xgb
2025-11-01,49.380276,E-coli__Co-amoxiclav__North West,49.380276,49.380558,xgb
2025-12-01,50.493473,E-coli__Co-amoxiclav__North West,50.493473,50.493717,xgb
2025-07-01,42.234787,E-coli__Co-amoxiclav__South East,42.234787,42.234787,xgb
2025-08-01,41.766308,E-coli__Co-amoxiclav__South East,41.766308,41.766308,xgb
2025-09-01,39.879665,E-coli__Co-amoxiclav__South East,39.879665,39.879665,xgb
2025-10-01,39.85763,E-coli__Co-amoxiclav__South East,39.85763,39.85763,xgb
2025-11-01,40.751743,E-coli__Co-amoxiclav__South East,40.75156,40.751743,xgb
2025-12-01,39.3614,E-coli__Co-amoxiclav__South East,39.361217,39.3614,xgb
2025-07-01,41.305878,E-coli__Co-amoxiclav__South West,41.305878,41.305878,xgb
2025-08-01,41.51939,E-coli__Co-amoxiclav__South West,41.51939,41.51939,xgb
2025-09-01,39.791176,E-coli__Co-amoxiclav__South West,39.791176,39.791176,xgb
2025-10-01,39.765766,E-coli__Co-amoxiclav__South West,39.765766,39.765766,xgb
2025-11-01,39.48425,E-coli__Co-amoxiclav__South West,39.48425,39.48425,xgb
2025-12-01,40.18775,E-coli__Co-amoxiclav__South West,40.18775,40.18775,xgb
2025-07-01,46.262794,E-coli__Co-amoxiclav__West Midlands,46.262794,46.262794,xgb
2025-08-01,45.423615,E-coli__Co-amoxiclav__West Midlands,45.423615,45.423615,xgb
2025-09-01,45.697,E-coli__Co-amoxiclav__West Midlands,45.697,45.696434,xgb
2025-10-01,45.53914,E-coli__Co-amoxiclav__West Midlands,45.53914,45.53827,xgb
2025-11-01,46.15349,E-coli__Co-amoxiclav__West Midlands,46.15349,46.152725,xgb
2025-12-01,47.0596,E-coli__Co-amoxiclav__West Midlands,47.0596,47.058838,xgb
2025-07-01,45.498013,E-coli__Co-amoxiclav__Yorkshire and Humber,45.498013,45.498013,xgb
2025-08-01,41.6956,E-coli__Co-amoxiclav__Yorkshire and Humber,41.6956,41.6956,xgb
2025-09-01,41.446873,E-coli__Co-amoxiclav__Yorkshire and Humber,41.446873,41.446873,xgb
2025-10-01,41.59927,E-coli__Co-amoxiclav__Yorkshire and Humber,41.59927,41.599335,xgb
2025-11-01,41.233498,E-coli__Co-amoxiclav__Yorkshire and Humber,41.233498,41.233562,xgb
2025-12-01,41.089886,E-coli__Co-amoxiclav__Yorkshire and Humber,41.089886,41.089886,xgb
2025-07-01,8.383037,E-coli__Gentamicin__East Midlands,8.383037,8.383037,xgb
2025-08-01,8.386736,E-coli__Gentamicin__East Midlands,8.386736,8.386736,xgb
2025-09-01,8.570624,E-coli__Gentamicin__East Midlands,8.570624,8.570881,xgb
2025-10-01,8.695215,E-coli__Gentamicin__East Midlands,8.695215,8.630885,xgb
2025-11-01,8.717208,E-coli__Gentamicin__East Midlands,8.717208,8.652878,xgb
2025-12-01,8.735174,E-coli__Gentamicin__East Midlands,8.735174,8.668281,xgb
2025-07-01,10.044359,E-coli__Gentamicin__East of England,10.044359,10.044359,xgb
2025-08-01,10.3008375,E-coli__Gentamicin__East of England,10.3008375,10.3008375,xgb
2025-09-01,10.273072,E-coli__Gentamicin__East of England,10.273072,10.273072,xgb
2025-10-01,10.076945,E-coli__Gentamicin__East of England,10.076945,10.076945,xgb
2025-11-01,10.103064,E-coli__Gentamicin__East of England,10.103064,10.103064,xgb
2025-12-01,10.201127,E-coli__Gentamicin__East of England,10.201127,10.201127,xgb
2025-07-01,15.008586,E-coli__Gentamicin__London,15.008586,15.008586,xgb
2025-08-01,15.40485,E-coli__Gentamicin__London,15.40485,15.40658,xgb
2025-09-01,16.040293,E-coli__Gentamicin__London,16.040293,16.043802,xgb
2025-10-01,16.316536,E-coli__Gentamicin__London,16.316536,16.318214,xgb
2025-11-01,15.986533,E-coli__Gentamicin__London,15.986533,15.992126,xgb
2025-12-01,17.53976,E-coli__Gentamicin__London,17.53976,17.553066,xgb
2025-07-01,7.8843875,E-coli__Gentamicin__North East,7.8843875,7.8843875,xgb
2025-08-01,9.962189,E-coli__Gentamicin__North East,9.962189,9.962189,xgb
2025-09-01,10.0559,E-coli__Gentamicin__North East,10.0559,10.0559,xgb
2025-10-01,10.453771,E-coli__Gentamicin__North East,10.453771,10.453771,xgb
2025-11-01,10.29184,E-coli__Gentamicin__North East,10.29184,10.29184,xgb
2025-12-01,9.36181,E-coli__Gentamicin__North East,9.36181,9.36181,xgb
2025-07-01,13.399402,E-coli__Gentamicin__North West,13.399402,13.399402,xgb
2025-08-01,13.453855,E-coli__Gentamicin__North West,13.453855,13.453717,xgb
2025-09-01,13.557511,E-coli__Gentamicin__North West,13.557511,13.557374,xgb
2025-10-01,13.525735,E-coli__Gentamicin__North West,13.525735,13.521667,xgb
2025-11-01,13.514126,E-coli__Gentamicin__North West,13.514126,13.510258,xgb
2025-12-01,13.475067,E-coli__Gentamicin__North West,13.475067,13.471199,xgb
2025-07-01,12.0266,E-coli__Gentamicin__South East,12.0266,12.0266,xgb
2025-08-01,12.321377,E-coli__Gentamicin__South East,12.321377,12.321377,xgb
2025-09-01,12.295728,E-coli__Gentamicin__South East,12.295728,12.295728,xgb
2025-10-01,11.7079935,E-coli__Gentamicin__South East,11.7079935,11.7079935,xgb
2025-11-01,11.682435,E-coli__Gentamicin__South East,11.682435,11.682435,xgb
2025-12-01,11.845773,E-coli__Gentamicin__South East,11.845773,11.845773,xgb
2025-07-01,11.157143,E-coli__Gentamicin__South West,11.157143,11.157143,xgb
2025-08-01,11.003781,E-coli__Gentamicin__South West,11.003781,11.003781,xgb
2025-09-01,10.177283,E-coli__Gentamicin__South West,10.177283,10.177283,xgb
2025-10-01,9.94564,E-coli__Gentamicin__South West,9.94564,9.94564,xgb
2025-11-01,11.636635,E-coli__Gentamicin__South West,11.636635,11.636627,xgb
2025-12-01,11.380072,E-coli__Gentamicin__South West,11.380072,11.381172,xgb
2025-07-01,12.047753,E-coli__Gentamicin__West Midlands,12.047753,12.047753,xgb
2025-08-01,13.186818,E-coli__Gentamicin__West Midlands,13.186818,13.186818,xgb
2025-09-01,12.851979,E-coli__Gentamicin__West Midlands,12.851979,12.851979,xgb
2025-10-01,12.673497,E-coli__Gentamicin__West Midlands,12.673497,12.673497,xgb
2025-11-01,10.712887,E-coli__Gentamicin__West Midlands,10.712887,10.712744,xgb
2025-12-01,12.286448,E-coli__Gentamicin__West Midlands,12.286448,12.294695,xgb
2025-07-01,10.099222,E-coli__Gentamicin__Yorkshire and Humber,10.099222,10.099222,xgb
2025-08-01,10.265332,E-coli__Gentamicin__Yorkshire and Humber,10.265332,10.265332,xgb
2025-09-01,10.378023,E-coli__Gentamicin__Yorkshire and Humber,10.378023,10.378023,xgb
2025-10-01,10.407848,E-coli__Gentamicin__Yorkshire and Humber,10.407848,10.407848,xgb
2025-11-01,10.2286,E-coli__Gentamicin__Yorkshire and Humber,10.2286,10.2286,xgb
2025-12-01,11.44573,E-coli__Gentamicin__Yorkshire and Humber,11.44573,11.44573,xgb
2025-07-01,11.942754,E-coli__Piperacillin with tazobactam__East Midlands,11.942754,11.942754,xgb
2025-08-01,11.938983,E-coli__Piperacillin with tazobactam__East Midlands,11.938983,11.939385,xgb
2025-09-01,11.936375,E-coli__Piperacillin with tazobactam__East Midlands,11.936375,11.936777,xgb
2025-10-01,11.9642515,E-coli__Piperacillin with tazobactam__East Midlands,11.964222,11.964654,xgb
2025-11-01,11.398448,E-coli__Piperacillin with tazobactam__East Midlands,11.398418,11.39885,xgb
2025-12-01,11.367818,E-coli__Piperacillin with tazobactam__East Midlands,11.367788,11.368876,xgb
2025-07-01,14.150957,E-coli__Piperacillin with tazobactam__East of England,14.150957,14.150957,xgb
