,mae,rmse,model
E-coli__Piperacillin with tazobactam__East of England,0.24845391558155439,0.28138225050259535,GRU-Recursive
E-coli__Piperacillin with tazobactam__London,0.18172086905349127,0.2082704116615043,GRU-Recursive
E-coli__Piperacillin with tazobactam__North East,0.2615079713983507,0.2852404801467914,GRU-Recursive
E-coli__Piperacillin with tazobactam__North West,0.2147665538204333,0.22498287861683955,GRU-Recursive
E-coli__Piperacillin with tazobactam__South East,0.1561891136551018,0.180974745391606,GRU-Recursive
E-coli__Piperacillin with tazobactam__South West,0.23974272533463226,0.288392935877025,GRU-Recursive
E-coli__Piperacillin with tazobactam__West Midlands,0.2808038417212349,0.2973152088965068,GRU-Recursive
E-coli__Piperacillin with tazobactam__Yorkshire and Humber,0.127445706574381,0.16566210155331074,GRU-Recursive
E-coli__Third Generation Cephalosporins__East Midlands,0.1849153250059712,0.21831259843027287,GRU-Recursive
E-coli__Third Generation Cephalosporins__East of England,0.16321424027356993,0.19131726941447297,GRU-Recursive
E-coli__Third Generation Cephalosporins__London,0.21546715210239817,0.22877421583660035,GRU-Recursive
E-coli__Third Generation Cephalosporins__North East,0.2384359147714934,0.29965029379875374,GRU-Recursive
E-coli__Third Generation Cephalosporins__North West,0.3351635529166206,0.3638692730655968,GRU-Recursive
E-coli__Third Generation Cephalosporins__South East,0.27061507812039787,0.28646243655728143,GRU-Recursive
E-coli__Third Generation Cephalosporins__South West,0.18176221291795938,0.2033040346804513,GRU-Recursive
E-coli__Third Generation Cephalosporins__West Midlands,0.24264300518956797,0.30316383400547786,GRU-Recursive
E-coli__Third Generation Cephalosporins__Yorkshire and Humber,0.2238367608537147,0.27189681199131416,GRU-Recursive
K-pneumoniae__Amikacin__East Midlands,0.2855415132751116,0.3327895768461119,GRU-Recursive
K-pneumoniae__Amikacin__East of England,0.267004466379511,0.30778990940001577,GRU-Recursive
K-pneumoniae__Amikacin__London,0.25347047770343817,0.2750189618347606,GRU-Recursive
K-pneumoniae__Amikacin__North East,0.16127703527259812,0.20133586317756724,GRU-Recursive
K-pneumoniae__Amikacin__North West,0.25407559777868677,0.3117461434082265,GRU-Recursive
K-pneumoniae__Amikacin__South East,0.1535990801527394,0.18398244613860296,GRU-Recursive
K-pneumoniae__Amikacin__South West,0.25550069160903766,0.2868079634509452,GRU-Recursive
K-pneumoniae__Amikacin__West Midlands,0.3265280918210737,0.37438508352685207,GRU-Recursive
K-pneumoniae__Amikacin__Yorkshire and Humber,0.30449205377372524,0.36368260318283063,GRU-Recursive
K-pneumoniae__Carbapenems__East Midlands,0.28518839275632585,0.3503562100118501,GRU-Recursive
K-pneumoniae__Carbapenems__East of England,0.23788010252195366,0.3229371876087453,GRU-Recursive
K-pneumoniae__Carbapenems__London,0.2763065895057784,0.30596761634750896,GRU-Recursive
K-pneumoniae__Carbapenems__North East,0.15572653436747888,0.1754817667645157,GRU-Recursive
K-pneumoniae__Carbapenems__North West,0.16520637836494842,0.1964467282448754,GRU-Recursive
K-pneumoniae__Carbapenems__South East,0.3727168171752006,0.41953750570272075,GRU-Recursive
K-pneumoniae__Carbapenems__South West,0.31005903853155437,0.3320248936310242,GRU-Recursive
K-pneumoniae__Carbapenems__West Midlands,0.27492955775545697,0.3098220450301398,GRU-Recursive
K-pneumoniae__Carbapenems__Yorkshire and Humber,0.30875197313294966,0.4061226962276627,GRU-Recursive
K-pneumoniae__Ciprofloxacin__East Midlands,0.20047259436854425,0.2380316921520605,GRU-Recursive
K-pneumoniae__Ciprofloxacin__East of England,0.1715526727764407,0.19795108469059866,GRU-Recursive
K-pneumoniae__Ciprofloxacin__London,0.20364620230940092,0.24759090866980502,GRU-Recursive
K-pneumoniae__Ciprofloxacin__North East,0.09467877748285301,0.11773148447562345,GRU-Recursive
K-pneumoniae__Ciprofloxacin__North West,0.15347707363418847,0.16815236531402772,GRU-Recursive
K-pneumoniae__Ciprofloxacin__South East,0.23531018296947268,0.288608323853931,GRU-Recursive
K-pneumoniae__Ciprofloxacin__South West,0.2662876157996115,0.3039162936584199,GRU-Recursive
K-pneumoniae__Ciprofloxacin__West Midlands,0.1326228243139132,0.16258822830851533,GRU-Recursive
K-pneumoniae__Ciprofloxacin__Yorkshire and Humber,0.14750020567599334,0.1929619705281424,GRU-Recursive
K-pneumoniae__Co-amoxiclav__East Midlands,0.24637005302282908,0.28907916573516423,GRU-Recursive
K-pneumoniae__Co-amoxiclav__East of England,0.188875665974906,0.2181643110833484,GRU-Recursive
K-pneumoniae__Co-amoxiclav__London,0.0918687112672308,0.14029718208778255,GRU-Recursive
K-pneumoniae__Co-amoxiclav__North East,0.15578664928315805,0.18537109028148135,GRU-Recursive
K-pneumoniae__Co-amoxiclav__North West,0.22871786914296408,0.2533875950031119,GRU-Recursive
K-pneumoniae__Co-amoxiclav__South East,0.12938526995279429,0.15553867689191625,GRU-Recursive
K-pneumoniae__Co-amoxiclav__South West,0.1286310403386929,0.14942088408872278,GRU-Recursive
K-pneumoniae__Co-amoxiclav__West Midlands,0.33696164394724754,0.3584390473795529,GRU-Recursive
K-pneumoniae__Co-amoxiclav__Yorkshire and Humber,0.18132648103139162,0.2187912976275051,GRU-Recursive
K-pneumoniae__Gentamicin__East Midlands,0.17085206549710474,0.2216545688791575,GRU-Recursive
K-pneumoniae__Gentamicin__East of England,0.1814850028146191,0.21132807316278873,GRU-Recursive
K-pneumoniae__Gentamicin__London,0.09859527143486992,0.12071523761077706,GRU-Recursive
K-pneumoniae__Gentamicin__North East,0.20083640308990605,0.27322556002467335,GRU-Recursive
K-pneumoniae__Gentamicin__North West,0.1718985089534786,0.20391393945181868,GRU-Recursive
K-pneumoniae__Gentamicin__South East,0.3363070987534837,0.3727252629994823,GRU-Recursive
K-pneumoniae__Gentamicin__South West,0.1964552757876319,0.2305469143555399,GRU-Recursive
K-pneumoniae__Gentamicin__West Midlands,0.18553883395967505,0.20777887679127607,GRU-Recursive
K-pneumoniae__Gentamicin__Yorkshire and Humber,0.1155148160182724,0.1532162842433532,GRU-Recursive
K-pneumoniae__Piperacillin with tazobactam__East Midlands,0.20804444192478963,0.2647783586393258,GRU-Recursive
K-pneumoniae__Piperacillin with tazobactam__East of England,0.24561637315567808,0.26082910065158327,GRU-Recursive
K-pneumoniae__Piperacillin with tazobactam__London,0.16203799479331796,0.19875585426153022,GRU-Recursive
K-pneumoniae__Piperacillin with tazobactam__North East,0.30422712191542717,0.3211198554516147,GRU-Recursive
K-pneumoniae__Piperacillin with tazobactam__North West,0.18120691628939511,0.19862974301431127,GRU-Recursive
K-pneumoniae__Piperacillin with tazobactam__South East,0.089711571312998,0.1038494289596545,GRU-Recursive
K-pneumoniae__Piperacillin with tazobactam__South West,0.1687439151725355,0.1822970254082552,GRU-Recursive
K-pneumoniae__Piperacillin with tazobactam__West Midlands,0.10955243833650297,0.13729970759798305,GRU-Recursive
K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,0.13797048898625908,0.16715755603046437,GRU-Recursive
K-pneumoniae__Third Generation Cephalosporins__East Midlands,0.17229569197334804,0.2113716647772254,GRU-Recursive
K-pneumoniae__Third Generation Cephalosporins__East of England,0.16224799446430074,0.1779470930828362,GRU-Recursive
K-pneumoniae__Third Generation Cephalosporins__London,0.1782533598021998,0.18347936940948026,GRU-Recursive
K-pneumoniae__Third Generation Cephalosporins__North East,0.25590353309482344,0.27950485924141505,GRU-Recursive
K-pneumoniae__Third Generation Cephalosporins__North West,0.17024670696886102,0.21993936556239493,GRU-Recursive
K-pneumoniae__Third Generation Cephalosporins__South East,0.10103230719974875,0.13459157854112724,GRU-Recursive
K-pneumoniae__Third Generation Cephalosporins__South West,0.22797410603564475,0.26356107204317264,GRU-Recursive
K-pneumoniae__Third Generation Cephalosporins__West Midlands,0.24992730424171195,0.28976197985798974,GRU-Recursive
K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,0.12298655137550892,0.15330427510522618,GRU-Recursive
P-aeruginosa__Amikacin__East Midlands,0.3705069257952904,0.41541759584200605,GRU-Recursive
P-aeruginosa__Amikacin__East of England,0.3085357197464206,0.33867463034206025,GRU-Recursive
P-aeruginosa__Amikacin__London,0.31512992186560135,0.3923410679085364,GRU-Recursive
P-aeruginosa__Amikacin__North East,0.2238756992321783,0.27432772496728824,GRU-Recursive
P-aeruginosa__Amikacin__North West,0.32862024242494686,0.35980358589362554,GRU-Recursive
P-aeruginosa__Amikacin__South East,0.310915517803041,0.33987931640606506,GRU-Recursive
P-aeruginosa__Amikacin__South West,0.4014710715623142,0.44098685028470413,GRU-Recursive
P-aeruginosa__Amikacin__West Midlands,0.2403685622962981,0.2793437829890906,GRU-Recursive
P-aeruginosa__Amikacin__Yorkshire and Humber,0.134202303884888,0.2710645778802021,GRU-Recursive
P-aeruginosa__Carbapenems__East Midlands,0.11308454269878282,0.1444993825253648,GRU-Recursive
P-aeruginosa__Carbapenems__East of England,0.23380311900490522,0.29888814212852116,GRU-Recursive
P-aeruginosa__Carbapenems__London,0.30873966114852786,0.3488307738463008,GRU-Recursive
P-aeruginosa__Carbapenems__North East,0.21963536027244143,0.266933457355458,GRU-Recursive
P-aeruginosa__Carbapenems__North West,0.18341673363830832,0.19890623781855105,GRU-Recursive
P-aeruginosa__Carbapenems__South East,0.14150840331319414,0.1632791627710516,GRU-Recursive
P-aeruginosa__Carbapenems__South West,0.16999838473838694,0.21933514509637966,GRU-Recursive
P-aeruginosa__Carbapenems__West Midlands,0.27788621872954516,0.3295755383175779,GRU-Recursive
P-aeruginosa__Carbapenems__Yorkshire and Humber,0.2658402106444004,0.29783616783203676,GRU-Recursive
P-aeruginosa__Ceftazidime__East Midlands,0.23976115947100726,0.3049131662780382,GRU-Recursive
P-aeruginosa__Ceftazidime__East of England,0.24732180059219008,0.27152362327604784,GRU-Recursive
P-aeruginosa__Ceftazidime__London,0.26860199617534475,0.33841648295549015,GRU-Recursive
P-aeruginosa__Ceftazidime__North East,0.12936514777221128,0.20234176579076943,GRU-Recursive
P-aeruginosa__Ceftazidime__North West,0.1969285280641205,0.2455796673856394,GRU-Recursive
P-aeruginosa__Ceftazidime__South East,0.18018010487502076,0.22519728772144565,GRU-Recursive
P-aeruginosa__Ceftazidime__South West,0.20749203973992988,0.24688802643938446,GRU-Recursive
P-aeruginosa__Ceftazidime__West Midlands,0.11918420192373654,0.16609239297527786,GRU-Recursive
P-aeruginosa__Ceftazidime__Yorkshire and Humber,0.2021595059248628,0.2661774116760516,GRU-Recursive
P-aeruginosa__Ciprofloxacin__East Midlands,0.23640954106587894,0.3078456896785504,GRU-Recursive
P-aeruginosa__Ciprofloxacin__East of England,0.24821999535364084,0.261740424645652,GRU-Recursive
P-aeruginosa__Ciprofloxacin__London,0.27242693853505084,0.28704341558951163,GRU-Recursive
P-aeruginosa__Ciprofloxacin__North East,0.35028556481937906,0.4012979344084324,GRU-Recursive
P-aeruginosa__Ciprofloxacin__North West,0.11341861013597353,0.16173659068243573,GRU-Recursive
P-aeruginosa__Ciprofloxacin__South East,0.20716836464436575,0.21823161483877074,GRU-Recursive
P-aeruginosa__Ciprofloxacin__South West,0.15606182747681882,0.2135605783604492,GRU-Recursive
P-aeruginosa__Ciprofloxacin__West Midlands,0.32763522812586054,0.37175573193098144,GRU-Recursive
P-aeruginosa__Ciprofloxacin__Yorkshire and Humber,0.10991128948871316,0.1216742023399304,GRU-Recursive
P-aeruginosa__Piperacillin with tazobactam__East Midlands,0.42134919724735015,0.4409931101903986,GRU-Recursive
P-aeruginosa__Piperacillin with tazobactam__East of England,0.3725804742984528,0.3808075603169409,GRU-Recursive
P-aeruginosa__Piperacillin with tazobactam__London,0.26599227260221214,0.33428094887159093,GRU-Recursive
P-aeruginosa__Piperacillin with tazobactam__North East,0.2832817085388705,0.3554631962773715,GRU-Recursive
P-aeruginosa__Piperacillin with tazobactam__North West,0.1502247243293142,0.20623630142801286,GRU-Recursive
P-aeruginosa__Piperacillin with tazobactam__South East,0.17810462272877883,0.2139366953948126,GRU-Recursive
P-aeruginosa__Piperacillin with tazobactam__South West,0.2950043957259317,0.33611313362624906,GRU-Recursive
P-aeruginosa__Piperacillin with tazobactam__West Midlands,0.12223390286644141,0.1539293477898672,GRU-Recursive
P-aeruginosa__Piperacillin with tazobactam__Yorkshire and Humber,0.1467075114105095,0.1615948142144262,GRU-Recursive
S-pneumoniae__Macrolides__East Midlands,,,GRU-Recursive
S-pneumoniae__Macrolides__East of England,0.18982021344833244,0.2386745162423994,GRU-Recursive
S-pneumoniae__Macrolides__London,0.11804150813850267,0.1634914566550603,GRU-Recursive
S-pneumoniae__Macrolides__North East,,,GRU-Recursive
S-pneumoniae__Macrolides__North West,0.1227612164406532,0.14936003643892534,GRU-Recursive
S-pneumoniae__Macrolides__South East,0.2296113642189924,0.2535013761886787,GRU-Recursive
S-pneumoniae__Macrolides__South West,0.24702776675301716,0.26142276607669973,GRU-Recursive
S-pneumoniae__Macrolides__West Midlands,0.27825323896368637,0.30353534784592323,GRU-Recursive
S-pneumoniae__Macrolides__Yorkshire and Humber,0.1151417063289012,0.1355412563606976,GRU-Recursive
S-pneumoniae__Penicillin__East Midlands,,,GRU-Recursive
S-pneumoniae__Penicillin__East of England,0.13836490074453844,0.1566332325647881,GRU-Recursive
S-pneumoniae__Penicillin__London,0.26118208153953887,0.2908889031986262,GRU-Recursive
S-pneumoniae__Penicillin__North East,,,GRU-Recursive
S-pneumoniae__Penicillin__North West,0.09611352528149686,0.11088434978953757,GRU-Recursive
S-pneumoniae__Penicillin__South East,0.08365239605366187,0.09168992070470218,GRU-Recursive
S-pneumoniae__Penicillin__South West,0.1542306655773643,0.20710531866406554,GRU-Recursive
S-pneumoniae__Penicillin__West Midlands,0.29587621244920886,0.36021758844167556,GRU-Recursive
S-pneumoniae__Penicillin__Yorkshire and Humber,0.24358509964107533,0.30199077902979077,GRU-Recursive
e-faecalis__Glycopeptides__East Midlands,0.2502862149110907,0.2913754686714903,GRU-Recursive
e-faecalis__Glycopeptides__East of England,0.3212357680120037,0.39616326340408725,GRU-Recursive
e-faecalis__Glycopeptides__London,0.3247534454986769,0.38506529611315177,GRU-Recursive
e-faecalis__Glycopeptides__North East,0.2134270133925478,0.23654400742690285,GRU-Recursive
e-faecalis__Glycopeptides__North West,0.16624219162265438,0.18638417126446202,GRU-Recursive
e-faecalis__Glycopeptides__South East,0.16908108798100266,0.23837243560320714,GRU-Recursive
e-faecalis__Glycopeptides__South West,0.1784541540239446,0.22203328378575884,GRU-Recursive
e-faecalis__Glycopeptides__West Midlands,0.2934218263768366,0.35191667937169563,GRU-Recursive
e-faecalis__Glycopeptides__Yorkshire and Humber,0.2081031595157434,0.28918009649588045,GRU-Recursive
e-faecium__Glycopeptides__East Midlands,0.2045516961354248,0.25155103090321196,GRU-Recursive
e-faecium__Glycopeptides__East of England,0.24806169987081228,0.2862589418621856,GRU-Recursive
e-faecium__Glycopeptides__London,0.2842248970799054,0.361962654678331,GRU-Recursive
e-faecium__Glycopeptides__North East,0.2674577928271404,0.3025734950986794,GRU-Recursive
e-faecium__Glycopeptides__North West,0.21212444597222138,0.25405439926368806,GRU-Recursive
e-faecium__Glycopeptides__South East,0.21079820991290407,0.2565985742643196,GRU-Recursive
e-faecium__Glycopeptides__South West,0.18909810878799016,0.2525341554312887,GRU-Recursive
e-faecium__Glycopeptides__West Midlands,0.15849784692038973,0.18546801860378748,GRU-Recursive
e-faecium__Glycopeptides__Yorkshire and Humber,0.1824702854574883,0.23252893490468773,GRU-Recursive
