,mae,rmse,model
e-faecium__Glycopeptides__East Midlands,0.25369708948669784,0.3070032885595216,LGBM-Direct
e-faecium__Glycopeptides__East of England,0.24329182047104755,0.2965680927998254,LGBM-Direct
e-faecium__Glycopeptides__London,0.23894606404592342,0.3121756785276417,LGBM-Direct
e-faecium__Glycopeptides__North East,0.23049346745880062,0.2639594811867605,LGBM-Direct
e-faecium__Glycopeptides__North West,0.2049436820327337,0.2626250542215715,LGBM-Direct
e-faecium__Glycopeptides__South East,0.13624294367299858,0.19555963961969808,LGBM-Direct
e-faecium__Glycopeptides__South West,0.13333419950031353,0.16382198208162088,LGBM-Direct
e-faecium__Glycopeptides__West Midlands,0.13804805483092494,0.19083350799438142,LGBM-Direct
e-faecium__Glycopeptides__Yorkshire and Humber,0.13535352656552946,0.18147218948653687,LGBM-Direct
E-coli__Amikacin__East Midlands,0.3062354816968796,0.32208967172142466,LGBM-Recursive
E-coli__Amikacin__East of England,0.15413531839586406,0.2109779243215299,LGBM-Recursive
E-coli__Amikacin__London,0.2765428755979159,0.3198232832714692,LGBM-Recursive
E-coli__Amikacin__North East,0.25816123661455803,0.3051329755432207,LGBM-Recursive
E-coli__Amikacin__North West,0.244999451309297,0.284903193757053,LGBM-Recursive
E-coli__Amikacin__South East,0.26743848608762527,0.32208201157051497,LGBM-Recursive
E-coli__Amikacin__South West,0.2297151592989596,0.27617066477231345,LGBM-Recursive
E-coli__Amikacin__West Midlands,0.27066059652991425,0.32476347845042264,LGBM-Recursive
E-coli__Amikacin__Yorkshire and Humber,0.2770058181666409,0.3081818865028708,LGBM-Recursive
E-coli__Carbapenems__East Midlands,0.19929509944749838,0.2418323032440784,LGBM-Recursive
E-coli__Carbapenems__East of England,0.26412196939306193,0.31823145183491863,LGBM-Recursive
E-coli__Carbapenems__London,0.24121095188061936,0.2694771782582838,LGBM-Recursive
E-coli__Carbapenems__North East,0.1410716855777089,0.2755181367552498,LGBM-Recursive
E-coli__Carbapenems__North West,0.20338684975127982,0.27796875236058344,LGBM-Recursive
E-coli__Carbapenems__South East,0.31760542292979804,0.3522866135927639,LGBM-Recursive
E-coli__Carbapenems__South West,0.24168520153992754,0.26664372855080454,LGBM-Recursive
E-coli__Carbapenems__West Midlands,0.26238056622738165,0.35456973542875514,LGBM-Recursive
E-coli__Carbapenems__Yorkshire and Humber,0.16765421097116884,0.2559530201547301,LGBM-Recursive
E-coli__Ciprofloxacin__East Midlands,0.31856819379711476,0.37722938083712354,LGBM-Recursive
E-coli__Ciprofloxacin__East of England,0.3213851032835983,0.3583346016057315,LGBM-Recursive
E-coli__Ciprofloxacin__London,0.15854947762128602,0.18407904977990833,LGBM-Recursive
E-coli__Ciprofloxacin__North East,0.14160032658066146,0.1961495010226579,LGBM-Recursive
E-coli__Ciprofloxacin__North West,0.2787924632018392,0.3205867607437261,LGBM-Recursive
E-coli__Ciprofloxacin__South East,0.31545826426848206,0.37219553848999665,LGBM-Recursive
E-coli__Ciprofloxacin__South West,0.2868496924430665,0.3507399427971127,LGBM-Recursive
E-coli__Ciprofloxacin__West Midlands,0.297325300260663,0.33538745952120513,LGBM-Recursive
E-coli__Ciprofloxacin__Yorkshire and Humber,0.27785168746590955,0.3099192571103397,LGBM-Recursive
E-coli__Co-amoxiclav__East Midlands,0.2919184752966987,0.34334052159949907,LGBM-Recursive
E-coli__Co-amoxiclav__East of England,0.18851539614098078,0.2469537752223842,LGBM-Recursive
E-coli__Co-amoxiclav__London,0.17232037994420332,0.17650047884425887,LGBM-Recursive
E-coli__Co-amoxiclav__North East,0.1857817356990327,0.215985800202605,LGBM-Recursive
E-coli__Co-amoxiclav__North West,0.20850790402867259,0.23709820827827638,LGBM-Recursive
E-coli__Co-amoxiclav__South East,0.155412916964889,0.20460626112923658,LGBM-Recursive
E-coli__Co-amoxiclav__South West,0.1081515676348309,0.13407172798896252,LGBM-Recursive
E-coli__Co-amoxiclav__West Midlands,0.30659477541810976,0.3189459843555617,LGBM-Recursive
E-coli__Co-amoxiclav__Yorkshire and Humber,0.2642106809326345,0.277850542668227,LGBM-Recursive
E-coli__Gentamicin__East Midlands,0.16517959245730027,0.18722855888780768,LGBM-Recursive
E-coli__Gentamicin__East of England,0.3351807308102402,0.3873373368341,LGBM-Recursive
E-coli__Gentamicin__London,0.2575984902290969,0.29578065635017686,LGBM-Recursive
E-coli__Gentamicin__North East,0.2501209912824804,0.2944254958201976,LGBM-Recursive
E-coli__Gentamicin__North West,0.2953320060061626,0.3556710321052497,LGBM-Recursive
E-coli__Gentamicin__South East,0.17311786646250785,0.23697401752271627,LGBM-Recursive
E-coli__Gentamicin__South West,0.12964048463057634,0.1581768449546759,LGBM-Recursive
E-coli__Gentamicin__West Midlands,0.26766173613666855,0.33304709609655986,LGBM-Recursive
E-coli__Gentamicin__Yorkshire and Humber,0.18976533085376582,0.2300910530970298,LGBM-Recursive
E-coli__Piperacillin with tazobactam__East Midlands,0.13207522243499006,0.14007332058777414,LGBM-Recursive
E-coli__Piperacillin with tazobactam__East of England,0.2292955009373013,0.2648086169971126,LGBM-Recursive
E-coli__Piperacillin with tazobactam__London,0.2667204740243649,0.32048373206364045,LGBM-Recursive
E-coli__Piperacillin with tazobactam__North East,0.19814967849061849,0.25242104215578565,LGBM-Recursive
E-coli__Piperacillin with tazobactam__North West,0.35202310070725273,0.3554555323500473,LGBM-Recursive
E-coli__Piperacillin with tazobactam__South East,0.14872978488222674,0.19752972383186757,LGBM-Recursive
E-coli__Piperacillin with tazobactam__South West,0.3379225296253798,0.3677825454847258,LGBM-Recursive
E-coli__Piperacillin with tazobactam__West Midlands,0.31183814187700026,0.3820195340729157,LGBM-Recursive
E-coli__Piperacillin with tazobactam__Yorkshire and Humber,0.19765474754573545,0.22947018845992337,LGBM-Recursive
E-coli__Third Generation Cephalosporins__East Midlands,0.2369282024450267,0.2588945842091148,LGBM-Recursive
E-coli__Third Generation Cephalosporins__East of England,0.3213074610147633,0.34943815617835655,LGBM-Recursive
E-coli__Third Generation Cephalosporins__London,0.3022196864146522,0.3491673237305043,LGBM-Recursive
E-coli__Third Generation Cephalosporins__North East,0.26664217612391145,0.27024414000319497,LGBM-Recursive
E-coli__Third Generation Cephalosporins__North West,0.28602536228408443,0.3326176629585616,LGBM-Recursive
E-coli__Third Generation Cephalosporins__South East,0.35292004547721895,0.3823814414458273,LGBM-Recursive
E-coli__Third Generation Cephalosporins__South West,0.20366599711719502,0.26900501602231625,LGBM-Recursive
E-coli__Third Generation Cephalosporins__West Midlands,0.34179316545348243,0.3647800445076631,LGBM-Recursive
E-coli__Third Generation Cephalosporins__Yorkshire and Humber,0.2582860604529087,0.29787756260628684,LGBM-Recursive
K-pneumoniae__Amikacin__East Midlands,0.3634543016974598,0.46832651154506033,LGBM-Recursive
K-pneumoniae__Amikacin__East of England,0.2701695421768502,0.3014589267463012,LGBM-Recursive
K-pneumoniae__Amikacin__London,0.11120072268259723,0.14913139515330887,LGBM-Recursive
K-pneumoniae__Amikacin__North East,0.15851292635390957,0.18800724287174833,LGBM-Recursive
K-pneumoniae__Amikacin__North West,0.28476008710179923,0.33425105560805873,LGBM-Recursive
K-pneumoniae__Amikacin__South East,0.15243909778015705,0.20944323565339618,LGBM-Recursive
K-pneumoniae__Amikacin__South West,0.3319391549409146,0.4065949857494574,LGBM-Recursive
K-pneumoniae__Amikacin__West Midlands,0.2718499841268133,0.32256755226636996,LGBM-Recursive
K-pneumoniae__Amikacin__Yorkshire and Humber,0.2051103844163422,0.3302488986589991,LGBM-Recursive
K-pneumoniae__Carbapenems__East Midlands,0.2984730573270836,0.3577269841227806,LGBM-Recursive
K-pneumoniae__Carbapenems__East of England,0.292488109682238,0.3641420810853512,LGBM-Recursive
K-pneumoniae__Carbapenems__London,0.19420498504171635,0.21930102806066287,LGBM-Recursive
K-pneumoniae__Carbapenems__North East,0.16446150313998856,0.17997832315260173,LGBM-Recursive
K-pneumoniae__Carbapenems__North West,0.18167529099731863,0.21299807930303927,LGBM-Recursive
K-pneumoniae__Carbapenems__South East,0.2956550667723989,0.39340902282929524,LGBM-Recursive
K-pneumoniae__Carbapenems__South West,0.24494603505313448,0.2516493763971349,LGBM-Recursive
K-pneumoniae__Carbapenems__West Midlands,0.18528782363702487,0.21274843294124776,LGBM-Recursive
K-pneumoniae__Carbapenems__Yorkshire and Humber,0.2641813473193942,0.31018453385388156,LGBM-Recursive
K-pneumoniae__Ciprofloxacin__East Midlands,0.20246096999113025,0.22217931952835787,LGBM-Recursive
K-pneumoniae__Ciprofloxacin__East of England,0.1941901088586219,0.2261619979585053,LGBM-Recursive
K-pneumoniae__Ciprofloxacin__London,0.16755568847607738,0.20632023424540846,LGBM-Recursive
K-pneumoniae__Ciprofloxacin__North East,0.11497983417776425,0.1424065372733158,LGBM-Recursive
K-pneumoniae__Ciprofloxacin__North West,0.2547090455083517,0.2659607629281075,LGBM-Recursive
K-pneumoniae__Ciprofloxacin__South East,0.26241905875629595,0.3218337399090075,LGBM-Recursive
K-pneumoniae__Ciprofloxacin__South West,0.2903399046913991,0.33737604287052386,LGBM-Recursive
K-pneumoniae__Ciprofloxacin__West Midlands,0.21320549737652073,0.24405519331100103,LGBM-Recursive
K-pneumoniae__Ciprofloxacin__Yorkshire and Humber,0.16168007249033509,0.22377156354699723,LGBM-Recursive
K-pneumoniae__Co-amoxiclav__East Midlands,0.30711624400259796,0.3542129202115428,LGBM-Recursive
K-pneumoniae__Co-amoxiclav__East of England,0.26597894062550226,0.31076800124005444,LGBM-Recursive
K-pneumoniae__Co-amoxiclav__London,0.2074981800629848,0.21621551964328806,LGBM-Recursive
K-pneumoniae__Co-amoxiclav__North East,0.18961295772747822,0.22346409866452346,LGBM-Recursive
K-pneumoniae__Co-amoxiclav__North West,0.33944579514503737,0.3744565089978434,LGBM-Recursive
K-pneumoniae__Co-amoxiclav__South East,0.1655957825070708,0.18132146080937833,LGBM-Recursive
K-pneumoniae__Co-amoxiclav__South West,0.23788011320786548,0.27344417232941376,LGBM-Recursive
K-pneumoniae__Co-amoxiclav__West Midlands,0.27529782270959385,0.31763776803165583,LGBM-Recursive
K-pneumoniae__Co-amoxiclav__Yorkshire and Humber,0.21519636380092896,0.23201424180227814,LGBM-Recursive
K-pneumoniae__Gentamicin__East Midlands,0.2104975542503639,0.24755837182760798,LGBM-Recursive
K-pneumoniae__Gentamicin__East of England,0.17671514246380804,0.2176091608326795,LGBM-Recursive
K-pneumoniae__Gentamicin__London,0.17127679667464654,0.18429956716772872,LGBM-Recursive
K-pneumoniae__Gentamicin__North East,0.2375365681833658,0.2672560261930658,LGBM-Recursive
K-pneumoniae__Gentamicin__North West,0.2538489045004602,0.291334779455743,LGBM-Recursive
K-pneumoniae__Gentamicin__South East,0.2995696039725572,0.3027306794407759,LGBM-Recursive
K-pneumoniae__Gentamicin__South West,0.2777860294044436,0.3124769696645704,LGBM-Recursive
K-pneumoniae__Gentamicin__West Midlands,0.20657110894843567,0.21967884243349306,LGBM-Recursive
K-pneumoniae__Gentamicin__Yorkshire and Humber,0.14435169173076207,0.18298671449928883,LGBM-Recursive
K-pneumoniae__Piperacillin with tazobactam__East Midlands,0.2878247162444696,0.36540402734430777,LGBM-Recursive
K-pneumoniae__Piperacillin with tazobactam__East of England,0.3126388806062959,0.35373387965840203,LGBM-Recursive
K-pneumoniae__Piperacillin with tazobactam__London,0.24692221598023925,0.2737185968233731,LGBM-Recursive
K-pneumoniae__Piperacillin with tazobactam__North East,0.17132505597293277,0.23263171458021895,LGBM-Recursive
K-pneumoniae__Piperacillin with tazobactam__North West,0.25357613684310304,0.31481928634940654,LGBM-Recursive
K-pneumoniae__Piperacillin with tazobactam__South East,0.08622486481576602,0.11103942061339393,LGBM-Recursive
K-pneumoniae__Piperacillin with tazobactam__South West,0.2897903557253188,0.3254821724407366,LGBM-Recursive
K-pneumoniae__Piperacillin with tazobactam__West Midlands,0.21105803899006018,0.256679884804683,LGBM-Recursive
K-pneumoniae__Piperacillin with tazobactam__Yorkshire and Humber,0.18877769242728804,0.1990635462443373,LGBM-Recursive
K-pneumoniae__Third Generation Cephalosporins__East Midlands,0.2733456464639846,0.30815356810393585,LGBM-Recursive
K-pneumoniae__Third Generation Cephalosporins__East of England,0.2663157284093511,0.2834650584582517,LGBM-Recursive
K-pneumoniae__Third Generation Cephalosporins__London,0.1872429888231922,0.20038637931562783,LGBM-Recursive
K-pneumoniae__Third Generation Cephalosporins__North East,0.18351180421619998,0.2322965636367178,LGBM-Recursive
K-pneumoniae__Third Generation Cephalosporins__North West,0.1777717580915353,0.2128004471609272,LGBM-Recursive
K-pneumoniae__Third Generation Cephalosporins__South East,0.12788131744630038,0.15366320701346164,LGBM-Recursive
K-pneumoniae__Third Generation Cephalosporins__South West,0.17057101647128114,0.23930774934307525,LGBM-Recursive
K-pneumoniae__Third Generation Cephalosporins__West Midlands,0.18284881370387832,0.275380298422168,LGBM-Recursive
K-pneumoniae__Third Generation Cephalosporins__Yorkshire and Humber,0.20260370785737877,0.21287451558620063,LGBM-Recursive
P-aeruginosa__Amikacin__East Midlands,0.3153762984796722,0.3641884146916257,LGBM-Recursive
P-aeruginosa__Amikacin__East of England,0.3524981297029121,0.39434063277200276,LGBM-Recursive
P-aeruginosa__Amikacin__London,0.2182961902442444,0.299731737108049,LGBM-Recursive
P-aeruginosa__Amikacin__North East,0.22377316764988522,0.24244049348827065,LGBM-Recursive
P-aeruginosa__Amikacin__North West,0.266829824677065,0.3095216305332119,LGBM-Recursive
P-aeruginosa__Amikacin__South East,0.3076327303867854,0.34771633085413245,LGBM-Recursive
P-aeruginosa__Amikacin__South West,0.4451543380603744,0.4840602173131652,LGBM-Recursive
P-aeruginosa__Amikacin__West Midlands,0.17155656355032556,0.20630234956060725,LGBM-Recursive
P-aeruginosa__Amikacin__Yorkshire and Humber,0.14788432433821927,0.27785879965163546,LGBM-Recursive
P-aeruginosa__Carbapenems__East Midlands,0.18049128277950044,0.20659094716698892,LGBM-Recursive
P-aeruginosa__Carbapenems__East of England,0.1478032718672143,0.18796047751687806,LGBM-Recursive
P-aeruginosa__Carbapenems__London,0.16309332329309417,0.198448796913047,LGBM-Recursive
P-aeruginosa__Carbapenems__North East,0.2065329793967803,0.2519394885074777,LGBM-Recursive
P-aeruginosa__Carbapenems__North West,0.17058908575493015,0.21432630099048944,LGBM-Recursive
P-aeruginosa__Carbapenems__South East,0.1905924781732905,0.22753979233347066,LGBM-Recursive
P-aeruginosa__Carbapenems__South West,0.19592736527282292,0.24214248746985442,LGBM-Recursive
P-aeruginosa__Carbapenems__West Midlands,0.2578856389988918,0.31677491683765424,LGBM-Recursive
P-aeruginosa__Carbapenems__Yorkshire and Humber,0.24338871335021142,0.3092554272860281,LGBM-Recursive
P-aeruginosa__Ceftazidime__East Midlands,0.23161377598464428,0.28676396482703687,LGBM-Recursive
P-aeruginosa__Ceftazidime__East of England,0.1731974407959805,0.201597906167025,LGBM-Recursive
P-aeruginosa__Ceftazidime__London,0.22267297393557184,0.2542212280903355,LGBM-Recursive
P-aeruginosa__Ceftazidime__North East,0.2020269344264369,0.2157742419930446,LGBM-Recursive
P-aeruginosa__Ceftazidime__North West,0.2038626041652226,0.23271151854694802,LGBM-Recursive
P-aeruginosa__Ceftazidime__South East,0.2051765237290014,0.25383957440496163,LGBM-Recursive
P-aeruginosa__Ceftazidime__South West,0.21091226913853758,0.27796839546789087,LGBM-Recursive
P-aeruginosa__Ceftazidime__West Midlands,0.14496691127033026,0.17329813955135237,LGBM-Recursive
P-aeruginosa__Ceftazidime__Yorkshire and Humber,0.20109235716363127,0.2855386086673497,LGBM-Recursive
P-aeruginosa__Ciprofloxacin__East Midlands,0.28482224553312047,0.3498882925448704,LGBM-Recursive
P-aeruginosa__Ciprofloxacin__East of England,0.14807691595337572,0.18742051729650694,LGBM-Recursive
P-aeruginosa__Ciprofloxacin__London,0.19664077238788433,0.26756623407396596,LGBM-Recursive
P-aeruginosa__Ciprofloxacin__North East,0.2768377638836959,0.33404219352853043,LGBM-Recursive
P-aeruginosa__Ciprofloxacin__North West,0.1467362703961689,0.15762367546887812,LGBM-Recursive
P-aeruginosa__Ciprofloxacin__South East,0.29385310659460734,0.3067089144307686,LGBM-Recursive
P-aeruginosa__Ciprofloxacin__South West,0.2365022467303648,0.29605943461129747,LGBM-Recursive
P-aeruginosa__Ciprofloxacin__West Midlands,0.314193642576165,0.3500790821448693,LGBM-Recursive
P-aeruginosa__Ciprofloxacin__Yorkshire and Humber,0.18119642617931808,0.1867598669385405,LGBM-Recursive
P-aeruginosa__Piperacillin with tazobactam__East Midlands,0.36020081437337526,0.3832096619767663,LGBM-Recursive
P-aeruginosa__Piperacillin with tazobactam__East of England,0.2694407885086165,0.2726213991920514,LGBM-Recursive
P-aeruginosa__Piperacillin with tazobactam__London,0.21770736866414672,0.25670506750525074,LGBM-Recursive
P-aeruginosa__Piperacillin with tazobactam__North East,0.2838873860510414,0.3441016024810539,LGBM-Recursive
P-aeruginosa__Piperacillin with tazobactam__North West,0.19582882863260345,0.22001149571023196,LGBM-Recursive
P-aeruginosa__Piperacillin with tazobactam__South East,0.19468885153275092,0.23203785751629363,LGBM-Recursive
P-aeruginosa__Piperacillin with tazobactam__South West,0.25295048150617505,0.3313237895566839,LGBM-Recursive
P-aeruginosa__Piperacillin with tazobactam__West Midlands,0.1741310949228485,0.26159246807840214,LGBM-Recursive
P-aeruginosa__Piperacillin with tazobactam__Yorkshire and Humber,0.19489316640190557,0.24349777526826333,LGBM-Recursive
S-pneumoniae__Macrolides__East Midlands,0.10806671640912913,0.12489805930682163,LGBM-Recursive
S-pneumoniae__Macrolides__East of England,0.1406314403187569,0.17065650108048608,LGBM-Recursive
S-pneumoniae__Macrolides__London,0.11201360464657599,0.1580351167669264,LGBM-Recursive
S-pneumoniae__Macrolides__North East,0.12363797779282361,0.14076307827168327,LGBM-Recursive
S-pneumoniae__Macrolides__North West,0.20476723093234753,0.2508323054137589,LGBM-Recursive
S-pneumoniae__Macrolides__South East,0.18238566769366604,0.22781460808796739,LGBM-Recursive
S-pneumoniae__Macrolides__South West,0.15824471605583632,0.18294144726016343,LGBM-Recursive
S-pneumoniae__Macrolides__West Midlands,0.24527491045449437,0.29974252318218686,LGBM-Recursive
S-pneumoniae__Macrolides__Yorkshire and Humber,0.08960507905547764,0.12695446491418472,LGBM-Recursive
S-pneumoniae__Penicillin__East Midlands,0.32044849711699724,0.400680793579991,LGBM-Recursive
S-pneumoniae__Penicillin__East of England,0.1350563204866106,0.15315268206101762,LGBM-Recursive
S-pneumoniae__Penicillin__London,0.34572414894682973,0.3686717430073843,LGBM-Recursive
S-pneumoniae__Penicillin__North East,0.10279543611087384,0.1817851978554693,LGBM-Recursive
S-pneumoniae__Penicillin__North West,0.09921763001643209,0.12390126413641307,LGBM-Recursive
S-pneumoniae__Penicillin__South East,0.09652635933899388,0.12064203972930322,LGBM-Recursive
S-pneumoniae__Penicillin__South West,0.1334914573584691,0.16584857225664076,LGBM-Recursive
S-pneumoniae__Penicillin__West Midlands,0.2688995310803874,0.3349328857045697,LGBM-Recursive
S-pneumoniae__Penicillin__Yorkshire and Humber,0.23112539658399966,0.3152659953168571,LGBM-Recursive
e-faecalis__Glycopeptides__East Midlands,0.15855486176730274,0.20983005618738168,LGBM-Recursive
e-faecalis__Glycopeptides__East of England,0.2664384366859363,0.32049422666787414,LGBM-Recursive
e-faecalis__Glycopeptides__London,0.31260346012184786,0.34194944533988897,LGBM-Recursive
e-faecalis__Glycopeptides__North East,0.17183329332466288,0.1876945122673498,LGBM-Recursive
e-faecalis__Glycopeptides__North West,0.19620516628983112,0.23573939382526626,LGBM-Recursive
e-faecalis__Glycopeptides__South East,0.14515965923896787,0.18646920595646005,LGBM-Recursive
e-faecalis__Glycopeptides__South West,0.19017438817100138,0.22532557830131367,LGBM-Recursive
e-faecalis__Glycopeptides__West Midlands,0.22360915358204014,0.2592248195301741,LGBM-Recursive
e-faecalis__Glycopeptides__Yorkshire and Humber,0.13536084924847455,0.19083383670021836,LGBM-Recursive
e-faecium__Glycopeptides__East Midlands,0.22543416769856542,0.27055650977670653,LGBM-Recursive
e-faecium__Glycopeptides__East of England,0.2561784854451081,0.2819796365328116,LGBM-Recursive
e-faecium__Glycopeptides__London,0.2552313040365246,0.32824174112831805,LGBM-Recursive
e-faecium__Glycopeptides__North East,0.23249465065699793,0.28663351206749377,LGBM-Recursive
e-faecium__Glycopeptides__North West,0.19331014267541538,0.2398933903792943,LGBM-Recursive
e-faecium__Glycopeptides__South East,0.18875772154888967,0.22214862375005945,LGBM-Recursive
e-faecium__Glycopeptides__South West,0.164574636274742,0.22165282336498074,LGBM-Recursive
e-faecium__Glycopeptides__West Midlands,0.15279241408346592,0.20465352777140802,LGBM-Recursive
e-faecium__Glycopeptides__Yorkshire and Humber,0.1471889348093041,0.2005761668009099,LGBM-Recursive
